Exit stations,Entry stations->,,SUNDAY,,,Nov 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	44 , 	55 , 	26 , 	115 , 	40 , 	50 , 	25 , 	39 , 	19 , 	51 , 	100 , 	13 , 	14 , 	13 , 	11 , 	6 , 	15 , 	11 , 	6 , 	9 , 	3 , 	2 , 	9 , 	16 , 	54 , 	41 , 	167 , 	70 , 	44 , 	56 , 	15 , 	28 , 	23 , 	9 , 	1 , 	8 , 	3 , 	24 , 	9 , 	7 , 	23 , 	13 ," 	1,287 ",,,Eastbay," 	33,152 ",,SF CBD," 	66,179 ",54.3%,,,
EN, 	52 , 	9 , 	50 , 	36 , 	182 , 	62 , 	80 , 	35 , 	82 , 	31 , 	67 , 	355 , 	25 , 	31 , 	26 , 	7 , 	15 , 	38 , 	18 , 	7 , 	16 , 	7 , 	3 , 	11 , 	16 , 	109 , 	97 , 	355 , 	128 , 	52 , 	55 , 	27 , 	55 , 	30 , 	15 , 	5 , 	14 , 	1 , 	25 , 	8 , 	13 , 	53 , 	15 ," 	2,313 ",,,Westbay," 	36,754 ",,non-CBD," 	49,938 ",41.0%,,,
EP, 	60 , 	45 , 	6 , 	27 , 	227 , 	57 , 	45 , 	30 , 	49 , 	36 , 	31 , 	111 , 	12 , 	10 , 	7 , 	5 , 	8 , 	24 , 	9 , 	7 , 	11 , 	4 , 	4 , 	19 , 	5 , 	74 , 	78 , 	225 , 	106 , 	26 , 	25 , 	14 , 	19 , 	12 , 	5 , 	2 , 	11 , 	2 , 	8 , 	2 , 	3 , 	55 , 	19 ," 	1,530 ",,,Transbay," 	51,931 ",,,,,,,
NB, 	31 , 	32 , 	28 , 	8 , 	60 , 	28 , 	39 , 	37 , 	55 , 	31 , 	27 , 	96 , 	16 , 	14 , 	13 , 	5 , 	8 , 	20 , 	9 , 	8 , 	13 , 	5 , 	4 , 	10 , 	7 , 	117 , 	117 , 	288 , 	175 , 	65 , 	60 , 	17 , 	16 , 	13 , 	4 , 	4 , 	8 , 	1 , 	8 , 	2 , 	2 , 	95 , 	14 ," 	1,604 ",,,,,,,,,,,
BK, 	151 , 	177 , 	216 , 	62 , 	18 , 	118 , 	145 , 	129 , 	155 , 	88 , 	83 , 	568 , 	39 , 	45 , 	40 , 	26 , 	48 , 	238 , 	38 , 	29 , 	51 , 	26 , 	14 , 	24 , 	42 , 	280 , 	197 , 	707 , 	336 , 	142 , 	107 , 	53 , 	36 , 	51 , 	9 , 	14 , 	50 , 	7 , 	16 , 	9 , 	11 , 	464 , 	90 ," 	5,141 ",,,,,,,,,,,
AS, 	46 , 	58 , 	52 , 	24 , 	94 , 	6 , 	49 , 	63 , 	63 , 	36 , 	55 , 	110 , 	21 , 	29 , 	21 , 	8 , 	12 , 	31 , 	9 , 	8 , 	18 , 	4 , 	2 , 	8 , 	21 , 	94 , 	87 , 	234 , 	155 , 	98 , 	79 , 	16 , 	14 , 	13 , 	2 , 	6 , 	12 , 	1 , 	12 , 	3 , 	2 , 	71 , 	10 ," 	1,751 ",,,,,,,,,,,
MA, 	58 , 	64 , 	46 , 	33 , 	144 , 	53 , 	10 , 	39 , 	69 , 	26 , 	61 , 	204 , 	24 , 	44 , 	43 , 	15 , 	14 , 	27 , 	21 , 	20 , 	36 , 	10 , 	10 , 	34 , 	26 , 	183 , 	137 , 	424 , 	268 , 	139 , 	102 , 	31 , 	33 , 	24 , 	6 , 	11 , 	13 , 	8 , 	55 , 	3 , 	7 , 	109 , 	14 ," 	2,692 ",,,,,,,,,,,
19, 	27 , 	35 , 	24 , 	34 , 	116 , 	63 , 	41 , 	7 , 	12 , 	12 , 	42 , 	96 , 	20 , 	28 , 	28 , 	9 , 	7 , 	28 , 	19 , 	15 , 	25 , 	8 , 	5 , 	36 , 	22 , 	111 , 	97 , 	299 , 	156 , 	84 , 	71 , 	20 , 	13 , 	14 , 	4 , 	7 , 	7 , 	4 , 	23 , 	3 , 	5 , 	54 , 	16 ," 	1,742 ",,,,,,,,,,,
12, 	39 , 	65 , 	46 , 	43 , 	115 , 	50 , 	51 , 	17 , 	9 , 	4 , 	47 , 	164 , 	42 , 	62 , 	38 , 	19 , 	28 , 	48 , 	34 , 	27 , 	32 , 	18 , 	15 , 	38 , 	33 , 	140 , 	139 , 	410 , 	168 , 	83 , 	67 , 	27 , 	41 , 	34 , 	15 , 	5 , 	21 , 	8 , 	40 , 	9 , 	8 , 	95 , 	20 ," 	2,413 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	19 , 	30 , 	36 , 	27 , 	84 , 	44 , 	29 , 	9 , 	8 , 	8 , 	91 , 	186 , 	70 , 	79 , 	31 , 	26 , 	20 , 	49 , 	8 , 	10 , 	10 , 	6 , 	7 , 	18 , 	20 , 	119 , 	113 , 	376 , 	180 , 	91 , 	82 , 	33 , 	24 , 	21 , 	5 , 	24 , 	52 , 	2 , 	8 , 	2 , 	2 , 	25 , 	5 ," 	2,082 ",,,Dtwn SF," 	1,420 "," 	4,441 "," 	9,853 "," 	4,036 "," 	4,008 "," 	5,733 "," 	3,545 "," 	33,036 "
