Exit stations,Entry stations->,,SATURDAY,,,Feb 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	11 , 	83 , 	72 , 	55 , 	238 , 	69 , 	79 , 	51 , 	68 , 	15 , 	75 , 	75 , 	29 , 	31 , 	25 , 	14 , 	14 , 	32 , 	22 , 	12 , 	11 , 	10 , 	4 , 	14 , 	17 , 	127 , 	100 , 	309 , 	107 , 	90 , 	100 , 	22 , 	38 , 	34 , 	11 , 	4 , 	10 , 	3 , 	42 , 	8 , 	9 , 	18 , 	14 , 	4 ," 	2,170 ",,,Eastbay," 	44,996 ",,SF CBD," 	125,474 ",62.0%,,,
EN, 	79 , 	13 , 	87 , 	52 , 	415 , 	111 , 	128 , 	89 , 	149 , 	36 , 	108 , 	159 , 	37 , 	46 , 	42 , 	17 , 	20 , 	39 , 	32 , 	14 , 	28 , 	10 , 	6 , 	25 , 	30 , 	304 , 	316 , 	759 , 	224 , 	84 , 	112 , 	39 , 	59 , 	49 , 	24 , 	8 , 	16 , 	3 , 	36 , 	15 , 	17 , 	46 , 	19 , 	5 ," 	3,901 ",,,Westbay," 	62,505 ",,non-CBD," 	71,622 ",35.4%,,,
EP, 	82 , 	72 , 	15 , 	52 , 	456 , 	88 , 	79 , 	77 , 	108 , 	37 , 	55 , 	62 , 	18 , 	21 , 	21 , 	7 , 	12 , 	27 , 	12 , 	12 , 	17 , 	9 , 	2 , 	38 , 	12 , 	202 , 	212 , 	432 , 	179 , 	60 , 	54 , 	19 , 	20 , 	17 , 	6 , 	6 , 	9 , 	1 , 	13 , 	3 , 	6 , 	35 , 	17 , 	8 ," 	2,685 ",,,Transbay," 	97,818 ",,,,,,,
NB, 	65 , 	56 , 	50 , 	11 , 	154 , 	57 , 	62 , 	85 , 	94 , 	31 , 	55 , 	53 , 	18 , 	26 , 	20 , 	7 , 	8 , 	31 , 	18 , 	13 , 	17 , 	9 , 	6 , 	23 , 	14 , 	246 , 	285 , 	468 , 	254 , 	146 , 	97 , 	26 , 	23 , 	19 , 	7 , 	7 , 	8 , 	4 , 	16 , 	4 , 	5 , 	55 , 	13 , 	4 ," 	2,664 ",,,,,,,,,,,
BK, 	243 , 	422 , 	447 , 	161 , 	33 , 	273 , 	308 , 	335 , 	355 , 	125 , 	205 , 	147 , 	87 , 	106 , 	100 , 	65 , 	78 , 	176 , 	58 , 	73 , 	90 , 	53 , 	47 , 	53 , 	76 , 	615 , 	480 ," 	1,383 ", 	571 , 	322 , 	213 , 	80 , 	87 , 	90 , 	26 , 	32 , 	60 , 	16 , 	74 , 	15 , 	22 , 	117 , 	98 , 	22 ," 	8,437 ",,,,,,,,,,,
AS, 	73 , 	108 , 	72 , 	51 , 	224 , 	13 , 	117 , 	140 , 	148 , 	50 , 	99 , 	85 , 	35 , 	40 , 	30 , 	16 , 	16 , 	38 , 	19 , 	7 , 	24 , 	12 , 	4 , 	19 , 	51 , 	226 , 	207 , 	413 , 	237 , 	221 , 	124 , 	24 , 	19 , 	20 , 	6 , 	6 , 	13 , 	3 , 	23 , 	4 , 	4 , 	31 , 	15 , 	5 ," 	3,088 ",,,,,,,,,,,
MA, 	87 , 	145 , 	77 , 	53 , 	287 , 	116 , 	21 , 	89 , 	142 , 	35 , 	131 , 	131 , 	53 , 	70 , 	67 , 	24 , 	23 , 	43 , 	54 , 	38 , 	40 , 	20 , 	19 , 	55 , 	71 , 	395 , 	370 , 	783 , 	453 , 	301 , 	182 , 	42 , 	44 , 	30 , 	12 , 	12 , 	17 , 	10 , 	90 , 	9 , 	14 , 	62 , 	24 , 	13 ," 	4,748 ",,,,,,,,,,,
19, 	56 , 	85 , 	77 , 	80 , 	311 , 	159 , 	100 , 	13 , 	28 , 	16 , 	83 , 	111 , 	53 , 	60 , 	50 , 	21 , 	22 , 	47 , 	40 , 	34 , 	46 , 	20 , 	22 , 	83 , 	58 , 	254 , 	254 , 	535 , 	349 , 	236 , 	176 , 	34 , 	37 , 	32 , 	11 , 	11 , 	19 , 	8 , 	45 , 	8 , 	11 , 	37 , 	24 , 	8 ," 	3,757 ",,,,,,,,,,,
12, 	71 , 	125 , 	113 , 	94 , 	331 , 	146 , 	124 , 	26 , 	17 , 	14 , 	108 , 	155 , 	91 , 	115 , 	96 , 	49 , 	48 , 	86 , 	86 , 	58 , 	69 , 	33 , 	33 , 	80 , 	82 , 	314 , 	335 , 	726 , 	340 , 	183 , 	122 , 	65 , 	84 , 	63 , 	26 , 	12 , 	22 , 	17 , 	73 , 	14 , 	23 , 	56 , 	43 , 	9 ," 	4,771 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	17 , 	32 , 	30 , 	27 , 	112 , 	48 , 	34 , 	16 , 	15 , 	10 , 	99 , 	137 , 	148 , 	166 , 	72 , 	40 , 	47 , 	70 , 	6 , 	7 , 	16 , 	10 , 	4 , 	20 , 	34 , 	255 , 	297 , 	614 , 	234 , 	160 , 	106 , 	30 , 	48 , 	36 , 	6 , 	70 , 	67 , 	1 , 	19 , 	5 , 	6 , 	16 , 	6 , 	39 ," 	3,226 ",,,Dtwn SF," 	2,777 "," 	9,388 "," 	18,581 "," 	9,113 "," 	8,672 "," 	11,011 "," 	5,938 "," 	65,479 "
FV, 	74 , 	94 , 	63 , 	56 , 	220 , 	105 , 	128 , 	85 , 	119 , 	82 , 	19 , 	261 , 	148 , 	245 , 	150 , 	68 , 	53 , 	98 , 	40 , 	21 , 	33 , 	18 , 	16 , 	37 , 	96 , 	319 , 	340 , 	750 , 	372 , 	190 , 	160 , 	36 , 	60 , 	48 , 	12 , 	49 , 	83 , 	6 , 	55 , 	12 , 	15 , 	35 , 	22 , 	44 ," 	4,933 ",,,OAK," 	8,858 "," 	1,156 "," 	2,526 "," 	2,878 "," 	1,235 "," 	3,092 ", 	425 ," 	20,169 "
CL, 	86 , 	150 , 	65 , 	56 , 	164 , 	97 , 	152 , 	134 , 	170 , 	113 , 	250 , 	15 , 	186 , 	299 , 	213 , 	133 , 	140 , 	273 , 	89 , 	79 , 	61 , 	43 , 	35 , 	63 , 	103 , 	237 , 	186 , 	450 , 	208 , 	93 , 	109 , 	47 , 	57 , 	85 , 	15 , 	102 , 	271 , 	53 , 	177 , 	26 , 	34 , 	32 , 	39 , 	122 ," 	5,508 ",,,CM line," 	18,421 "," 	2,609 "," 	6,363 "," 	2,451 "," 	1,436 "," 	2,097 "," 	2,248 "," 	35,624 "
SL, 	25 , 	41 , 	16 , 	26 , 	86 , 	35 , 	59 , 	63 , 	104 , 	128 , 	161 , 	197 , 	8 , 	105 , 	98 , 	47 , 	44 , 	53 , 	15 , 	12 , 	11 , 	3 , 	6 , 	8 , 	31 , 	177 , 	201 , 	456 , 	139 , 	55 , 	55 , 	19 , 	30 , 	23 , 	6 , 	35 , 	40 , 	5 , 	23 , 	7 , 	8 , 	21 , 	14 , 	29 ," 	2,719 ",,,RM line," 	8,654 "," 	2,963 "," 	2,382 "," 	4,559 "," 	1,050 "," 	2,700 ", 	589 ," 	22,896 "
BF, 	25 , 	44 , 	18 , 	27 , 	115 , 	42 , 	73 , 	69 , 	135 , 	152 , 	255 , 	291 , 	108 , 	16 , 	164 , 	81 , 	94 , 	113 , 	16 , 	7 , 	12 , 	5 , 	2 , 	14 , 	39 , 	167 , 	180 , 	468 , 	122 , 	44 , 	47 , 	17 , 	42 , 	31 , 	8 , 	67 , 	92 , 	3 , 	21 , 	4 , 	7 , 	18 , 	10 , 	90 ," 	3,350 ",,,WP line," 	8,338 "," 	1,329 "," 	1,446 "," 	1,104 "," 	3,290 "," 	1,361 ", 	655 ," 	17,521 "
HY, 	31 , 	41 , 	18 , 	20 , 	92 , 	31 , 	61 , 	58 , 	96 , 	63 , 	152 , 	213 , 	109 , 	154 , 	14 , 	84 , 	104 , 	141 , 	14 , 	13 , 	16 , 	6 , 	3 , 	14 , 	26 , 	134 , 	114 , 	289 , 	92 , 	36 , 	45 , 	16 , 	19 , 	25 , 	10 , 	24 , 	43 , 	9 , 	25 , 	5 , 	7 , 	12 , 	10 , 	41 ," 	2,527 ",,,FT/ED line," 	10,692 "," 	3,157 "," 	2,171 "," 	2,913 "," 	1,367 "," 	9,554 ", 	564 ," 	30,416 "
SH, 	15 , 	21 , 	8 , 	7 , 	70 , 	14 , 	25 , 	22 , 	43 , 	34 , 	63 , 	123 , 	46 , 	100 , 	87 , 	7 , 	49 , 	86 , 	6 , 	3 , 	6 , 	2 , 	2 , 	6 , 	9 , 	87 , 	75 , 	196 , 	65 , 	24 , 	28 , 	7 , 	20 , 	22 , 	6 , 	18 , 	20 , 	3 , 	19 , 	4 , 	4 , 	9 , 	7 , 	25 ," 	1,483 ",,,SFIA," 	5,032 ", 	420 ," 	2,253 ", 	611 , 	652 , 	503 , 	893 ," 	10,363 "
UC, 	14 , 	21 , 	12 , 	11 , 	88 , 	21 , 	24 , 	27 , 	58 , 	44 , 	49 , 	136 , 	43 , 	98 , 	99 , 	52 , 	14 , 	110 , 	10 , 	8 , 	7 , 	6 , 	3 , 	8 , 	9 , 	165 , 	140 , 	325 , 	93 , 	26 , 	24 , 	11 , 	20 , 	25 , 	6 , 	16 , 	23 , 	2 , 	13 , 	5 , 	7 , 	17 , 	9 , 	16 ," 	1,912 ",,,Entries," 	62,772 "," 	21,020 "," 	35,721 "," 	23,627 "," 	17,701 "," 	30,316 "," 	11,310 "," 	202,468 "
FM, 	21 , 	46 , 	30 , 	30 , 	287 , 	37 , 	49 , 	46 , 	95 , 	65 , 	101 , 	277 , 	53 , 	115 , 	153 , 	102 , 	122 , 	38 , 	25 , 	16 , 	11 , 	7 , 	5 , 	21 , 	12 , 	283 , 	319 , 	680 , 	203 , 	57 , 	51 , 	25 , 	24 , 	40 , 	9 , 	19 , 	57 , 	3 , 	29 , 	7 , 	9 , 	37 , 	6 , 	17 ," 	3,631 ",,,,,,,,,,,
CN, 	27 , 	29 , 	13 , 	15 , 	62 , 	19 , 	54 , 	43 , 	80 , 	4 , 	35 , 	89 , 	16 , 	19 , 	19 , 	9 , 	8 , 	24 , 	11 , 	64 , 	192 , 	59 , 	24 , 	52 , 	13 , 	211 , 	166 , 	409 , 	125 , 	48 , 	54 , 	22 , 	29 , 	26 , 	12 , 	4 , 	8 , 	21 , 	232 , 	11 , 	7 , 	47 , 	20 , 	5 ," 	2,432 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	10 , 	16 , 	10 , 	14 , 	67 , 	10 , 	46 , 	30 , 	60 , 	7 , 	26 , 	70 , 	8 , 	7 , 	13 , 	3 , 	7 , 	17 , 	54 , 	17 , 	100 , 	25 , 	14 , 	68 , 	9 , 	276 , 	256 , 	436 , 	168 , 	58 , 	40 , 	19 , 	11 , 	32 , 	4 , 	2 , 	4 , 	14 , 	73 , 	4 , 	9 , 	63 , 	17 , 	2 ," 	2,192 ",,,Dtwn SF," 	2,777 ",,,,,,,
WC, 	15 , 	23 , 	17 , 	18 , 	101 , 	23 , 	44 , 	46 , 	75 , 	15 , 	38 , 	60 , 	16 , 	11 , 	11 , 	7 , 	4 , 	16 , 	235 , 	114 , 	14 , 	54 , 	32 , 	113 , 	15 , 	374 , 	311 , 	529 , 	279 , 	61 , 	41 , 	21 , 	20 , 	32 , 	13 , 	8 , 	5 , 	32 , 	137 , 	7 , 	6 , 	85 , 	16 , 	3 ," 	3,096 ",,,OAK," 	18,246 "," 	1,156 ",,,,,,
LF, 	12 , 	10 , 	11 , 	8 , 	60 , 	11 , 	20 , 	21 , 	36 , 	8 , 	21 , 	42 , 	5 , 	6 , 	7 , 	2 , 	6 , 	5 , 	77 , 	31 , 	46 , 	12 , 	15 , 	73 , 	2 , 	213 , 	201 , 	291 , 	168 , 	35 , 	22 , 	12 , 	8 , 	12 , 	1 , 	1 , 	2 , 	7 , 	23 , 	2 , 	4 , 	51 , 	10 , 	1 ," 	1,606 ",,,CM line," 	37,002 "," 	5,135 "," 	6,363 ",,,,,
