Exit stations,Entry stations->,,SUNDAY,,,Feb 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	9 , 	40 , 	54 , 	43 , 	143 , 	62 , 	67 , 	35 , 	46 , 	32 , 	56 , 	46 , 	14 , 	24 , 	17 , 	10 , 	9 , 	19 , 	20 , 	7 , 	14 , 	7 , 	3 , 	8 , 	20 , 	96 , 	54 , 	226 , 	94 , 	63 , 	72 , 	18 , 	37 , 	17 , 	5 , 	3 , 	11 , 	3 , 	35 , 	5 , 	6 , 	19 , 	11 , 	2 ," 	1,576 ",,,Eastbay," 	29,435 ",,SF CBD," 	79,304 ",59.0%,,,
EN, 	57 , 	13 , 	51 , 	46 , 	236 , 	88 , 	84 , 	53 , 	92 , 	37 , 	77 , 	71 , 	31 , 	29 , 	33 , 	15 , 	15 , 	33 , 	22 , 	10 , 	25 , 	9 , 	5 , 	17 , 	25 , 	159 , 	150 , 	429 , 	159 , 	60 , 	74 , 	32 , 	40 , 	33 , 	15 , 	10 , 	15 , 	1 , 	35 , 	8 , 	11 , 	47 , 	15 , 	3 ," 	2,465 ",,,Westbay," 	42,671 ",,non-CBD," 	49,873 ",37.1%,,,
EP, 	63 , 	47 , 	7 , 	35 , 	272 , 	67 , 	51 , 	49 , 	61 , 	32 , 	39 , 	27 , 	11 , 	13 , 	9 , 	3 , 	13 , 	23 , 	14 , 	7 , 	13 , 	5 , 	4 , 	23 , 	10 , 	114 , 	91 , 	224 , 	127 , 	48 , 	37 , 	13 , 	10 , 	16 , 	4 , 	7 , 	7 , 	1 , 	9 , 	2 , 	4 , 	35 , 	10 , 	4 ," 	1,654 ",,,Transbay," 	64,101 ",,,,,,,
NB, 	55 , 	43 , 	35 , 	8 , 	90 , 	52 , 	51 , 	54 , 	59 , 	38 , 	34 , 	34 , 	17 , 	15 , 	9 , 	5 , 	6 , 	28 , 	10 , 	7 , 	19 , 	7 , 	5 , 	16 , 	16 , 	222 , 	145 , 	307 , 	218 , 	107 , 	76 , 	27 , 	20 , 	15 , 	5 , 	4 , 	7 , 	2 , 	11 , 	3 , 	5 , 	59 , 	18 , 	3 ," 	1,958 ",,,,,,,,,,,
BK, 	150 , 	240 , 	273 , 	87 , 	34 , 	161 , 	191 , 	197 , 	242 , 	85 , 	138 , 	133 , 	60 , 	71 , 	60 , 	30 , 	61 , 	221 , 	36 , 	48 , 	63 , 	37 , 	23 , 	28 , 	57 , 	408 , 	297 , 	877 , 	453 , 	270 , 	138 , 	62 , 	55 , 	74 , 	12 , 	19 , 	48 , 	10 , 	26 , 	10 , 	13 , 	198 , 	102 , 	24 ," 	5,816 ",,,,,,,,,,,
AS, 	65 , 	82 , 	64 , 	45 , 	152 , 	15 , 	88 , 	101 , 	102 , 	52 , 	81 , 	66 , 	28 , 	25 , 	28 , 	9 , 	19 , 	35 , 	16 , 	9 , 	17 , 	7 , 	3 , 	12 , 	37 , 	171 , 	109 , 	276 , 	221 , 	170 , 	108 , 	26 , 	15 , 	15 , 	4 , 	7 , 	12 , 	2 , 	22 , 	5 , 	4 , 	47 , 	18 , 	6 ," 	2,389 ",,,,,,,,,,,
MA, 	73 , 	82 , 	53 , 	53 , 	181 , 	90 , 	18 , 	52 , 	93 , 	39 , 	88 , 	101 , 	37 , 	54 , 	32 , 	17 , 	21 , 	34 , 	36 , 	27 , 	45 , 	17 , 	14 , 	46 , 	53 , 	247 , 	205 , 	481 , 	344 , 	249 , 	152 , 	39 , 	36 , 	26 , 	8 , 	8 , 	12 , 	7 , 	59 , 	5 , 	14 , 	75 , 	23 , 	6 ," 	3,346 ",,,,,,,,,,,
19, 	29 , 	47 , 	48 , 	55 , 	174 , 	88 , 	55 , 	12 , 	16 , 	18 , 	58 , 	73 , 	31 , 	44 , 	40 , 	14 , 	14 , 	32 , 	25 , 	17 , 	29 , 	17 , 	13 , 	48 , 	37 , 	184 , 	163 , 	389 , 	260 , 	192 , 	117 , 	32 , 	28 , 	22 , 	6 , 	4 , 	15 , 	5 , 	30 , 	6 , 	8 , 	51 , 	19 , 	6 ," 	2,565 ",,,,,,,,,,,
12, 	49 , 	65 , 	50 , 	56 , 	204 , 	90 , 	76 , 	16 , 	15 , 	17 , 	70 , 	107 , 	54 , 	83 , 	58 , 	28 , 	31 , 	52 , 	42 , 	33 , 	38 , 	26 , 	19 , 	51 , 	54 , 	216 , 	223 , 	547 , 	258 , 	138 , 	97 , 	34 , 	60 , 	41 , 	16 , 	8 , 	15 , 	12 , 	45 , 	9 , 	12 , 	88 , 	27 , 	6 ," 	3,228 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	34 , 	39 , 	28 , 	38 , 	86 , 	56 , 	37 , 	18 , 	22 , 	10 , 	126 , 	72 , 	98 , 	98 , 	53 , 	28 , 	34 , 	58 , 	9 , 	12 , 	15 , 	6 , 	6 , 	19 , 	29 , 	190 , 	185 , 	467 , 	236 , 	158 , 	113 , 	29 , 	47 , 	27 , 	4 , 	41 , 	59 , 	2 , 	14 , 	5 , 	5 , 	26 , 	13 , 	28 ," 	2,678 ",,,Dtwn SF," 	1,515 "," 	6,115 "," 	11,536 "," 	5,441 "," 	4,816 "," 	6,186 "," 	4,190 "," 	39,798 "
