Exit stations,Entry stations->,,SATURDAY,,,Jun 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	10 , 	73 , 	87 , 	43 , 	180 , 	77 , 	77 , 	39 , 	58 , 	16 , 	66 , 	61 , 	17 , 	23 , 	20 , 	9 , 	8 , 	23 , 	18 , 	8 , 	9 , 	4 , 	7 , 	10 , 	20 , 	109 , 	72 , 	214 , 	115 , 	84 , 	100 , 	21 , 	36 , 	27 , 	6 , 	4 , 	11 , 	4 , 	31 , 	6 , 	8 , 	23 , 	9 ," 	1,839 ",,,Eastbay," 	38,246 ",,SF CBD," 	112,180 ",61.8%,,,
EN, 	82 , 	12 , 	81 , 	56 , 	330 , 	124 , 	121 , 	65 , 	131 , 	23 , 	112 , 	125 , 	33 , 	43 , 	34 , 	21 , 	23 , 	43 , 	26 , 	10 , 	22 , 	10 , 	10 , 	18 , 	27 , 	286 , 	172 , 	588 , 	251 , 	97 , 	102 , 	31 , 	64 , 	45 , 	17 , 	8 , 	23 , 	3 , 	36 , 	17 , 	14 , 	60 , 	18 ," 	3,409 ",,,Westbay," 	59,847 ",,non-CBD," 	63,923 ",35.2%,,,
EP, 	88 , 	72 , 	9 , 	45 , 	336 , 	81 , 	62 , 	49 , 	96 , 	18 , 	43 , 	68 , 	17 , 	16 , 	16 , 	6 , 	11 , 	27 , 	9 , 	15 , 	15 , 	6 , 	4 , 	23 , 	11 , 	175 , 	116 , 	329 , 	180 , 	61 , 	48 , 	13 , 	17 , 	15 , 	3 , 	4 , 	10 , 	2 , 	8 , 	3 , 	2 , 	39 , 	12 ," 	2,172 ",,,Transbay," 	83,306 ",,,,,,,
NB, 	51 , 	52 , 	55 , 	9 , 	106 , 	54 , 	59 , 	45 , 	87 , 	22 , 	60 , 	70 , 	16 , 	23 , 	16 , 	10 , 	10 , 	24 , 	13 , 	19 , 	14 , 	8 , 	6 , 	13 , 	11 , 	235 , 	156 , 	372 , 	287 , 	148 , 	86 , 	28 , 	17 , 	19 , 	4 , 	4 , 	13 , 	3 , 	14 , 	4 , 	4 , 	53 , 	13 ," 	2,305 ",,,,,,,,,,,
BK, 	189 , 	354 , 	344 , 	117 , 	18 , 	211 , 	244 , 	198 , 	240 , 	95 , 	143 , 	167 , 	72 , 	81 , 	65 , 	35 , 	54 , 	169 , 	52 , 	50 , 	80 , 	46 , 	34 , 	40 , 	55 , 	544 , 	332 ," 	1,096 ", 	530 , 	313 , 	218 , 	83 , 	55 , 	77 , 	13 , 	23 , 	88 , 	13 , 	45 , 	10 , 	15 , 	160 , 	84 ," 	6,845 ",,,,,,,,,,,
AS, 	88 , 	118 , 	84 , 	56 , 	171 , 	7 , 	106 , 	92 , 	114 , 	30 , 	102 , 	94 , 	32 , 	44 , 	30 , 	13 , 	15 , 	28 , 	12 , 	7 , 	19 , 	9 , 	7 , 	16 , 	48 , 	165 , 	131 , 	310 , 	243 , 	212 , 	99 , 	22 , 	18 , 	19 , 	6 , 	10 , 	21 , 	1 , 	25 , 	2 , 	3 , 	39 , 	10 ," 	2,671 ",,,,,,,,,,,
MA, 	79 , 	107 , 	64 , 	53 , 	219 , 	115 , 	9 , 	65 , 	98 , 	27 , 	114 , 	148 , 	46 , 	66 , 	44 , 	26 , 	24 , 	43 , 	50 , 	35 , 	39 , 	19 , 	20 , 	32 , 	58 , 	363 , 	258 , 	625 , 	439 , 	370 , 	151 , 	38 , 	38 , 	28 , 	7 , 	10 , 	24 , 	10 , 	59 , 	7 , 	13 , 	66 , 	18 ," 	4,116 ",,,,,,,,,,,
19, 	38 , 	74 , 	51 , 	47 , 	168 , 	89 , 	69 , 	8 , 	16 , 	14 , 	65 , 	74 , 	48 , 	59 , 	43 , 	23 , 	32 , 	39 , 	34 , 	37 , 	44 , 	12 , 	17 , 	48 , 	32 , 	162 , 	137 , 	374 , 	221 , 	154 , 	87 , 	20 , 	23 , 	18 , 	6 , 	11 , 	27 , 	5 , 	37 , 	3 , 	7 , 	29 , 	12 ," 	2,509 ",,,,,,,,,,,
12, 	59 , 	108 , 	90 , 	82 , 	211 , 	112 , 	83 , 	17 , 	7 , 	19 , 	95 , 	137 , 	81 , 	103 , 	70 , 	33 , 	52 , 	88 , 	57 , 	47 , 	65 , 	20 , 	30 , 	53 , 	58 , 	256 , 	220 , 	557 , 	276 , 	116 , 	86 , 	44 , 	51 , 	42 , 	22 , 	8 , 	31 , 	9 , 	65 , 	10 , 	12 , 	65 , 	22 ," 	3,663 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	31 , 	16 , 	22 , 	95 , 	37 , 	26 , 	18 , 	15 , 	6 , 	64 , 	110 , 	115 , 	120 , 	52 , 	31 , 	43 , 	72 , 	10 , 	7 , 	9 , 	5 , 	6 , 	16 , 	24 , 	221 , 	188 , 	530 , 	239 , 	145 , 	82 , 	24 , 	28 , 	23 , 	8 , 	50 , 	73 , 	4 , 	11 , 	6 , 	8 , 	23 , 	18 ," 	2,637 ",,,Dtwn SF," 	2,777 "," 	7,182 "," 	17,746 "," 	7,262 "," 	7,826 "," 	10,174 "," 	5,599 "," 	58,566 "
