Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Nov 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	86 , 	84 , 	31 , 	49 , 	193 , 	86 , 	78 , 	65 , 	106 , 	83 , 	14 , 	142 , 	131 , 	204 , 	180 , 	59 , 	66 , 	76 , 	33 , 	14 , 	28 , 	16 , 	20 , 	35 , 	78 , 	166 , 	207 , 	605 , 	227 , 	115 , 	175 , 	21 , 	51 , 	38 , 	19 , 	36 , 	88 , 	4 , 	20 ," 	3,721 ",,,CM line," 	14,371 "," 	1,319 "," 	5,833 "," 	1,638 "," 	1,015 "," 	1,655 "," 	25,831 "
CL, 	141 , 	42 , 	27 , 	15 , 	122 , 	34 , 	81 , 	51 , 	161 , 	44 , 	354 , 	3 , 	70 , 	71 , 	82 , 	33 , 	47 , 	53 , 	19 , 	21 , 	16 , 	11 , 	8 , 	31 , 	29 , 	461 , 	66 , 	285 , 	96 , 	67 , 	64 , 	42 , 	21 , 	35 , 	12 , 	23 , 	57 , 	7 , 	34 ," 	2,838 ",,,RM line," 	5,593 "," 	2,241 "," 	1,754 "," 	4,648 ", 	750 ," 	2,261 "," 	17,247 "
SL, 	45 , 	64 , 	11 , 	13 , 	83 , 	24 , 	40 , 	46 , 	67 , 	61 , 	133 , 	64 , 	7 , 	98 , 	94 , 	33 , 	35 , 	59 , 	9 , 	5 , 	11 , 	6 , 	2 , 	6 , 	14 , 	96 , 	104 , 	313 , 	99 , 	31 , 	48 , 	8 , 	24 , 	14 , 	16 , 	24 , 	50 , 	2 , 	9 ," 	1,865 ",,,WP line," 	4,892 ", 	855 ," 	1,024 ", 	829 ," 	3,085 ", 	743 ," 	11,428 "
BF, 	21 , 	28 , 	12 , 	11 , 	105 , 	24 , 	47 , 	45 , 	116 , 	77 , 	212 , 	134 , 	105 , 	10 , 	97 , 	80 , 	83 , 	102 , 	18 , 	5 , 	9 , 	3 , 	2 , 	11 , 	29 , 	81 , 	87 , 	272 , 	95 , 	19 , 	36 , 	11 , 	20 , 	20 , 	10 , 	41 , 	100 , 	2 , 	12 ," 	2,186 ",,,FT/ED line," 	6,715 "," 	2,186 "," 	1,514 "," 	2,352 ", 	696 ," 	6,747 "," 	20,211 "
HY, 	41 , 	38 , 	11 , 	15 , 	94 , 	21 , 	32 , 	41 , 	64 , 	30 , 	173 , 	103 , 	92 , 	107 , 	7 , 	94 , 	85 , 	149 , 	13 , 	9 , 	5 , 	2 , 	3 , 	6 , 	12 , 	66 , 	62 , 	183 , 	74 , 	25 , 	35 , 	8 , 	14 , 	13 , 	10 , 	12 , 	43 , 	1 , 	14 ," 	1,801 ",,,Entries," 	39,287 "," 	12,619 "," 	26,458 "," 	17,667 "," 	11,261 "," 	20,767 "," 	128,058 "
SH, 	10 , 	15 , 	6 , 	3 , 	39 , 	8 , 	13 , 	16 , 	34 , 	22 , 	58 , 	52 , 	43 , 	80 , 	83 , 	3 , 	53 , 	91 , 	6 , 	4 , 	4 , 	3 , 	2 , 	2 , 	8 , 	50 , 	38 , 	142 , 	38 , 	9 , 	26 , 	10 , 	14 , 	14 , 	8 , 	8 , 	22 , 	1 , 	7 ," 	1,041 ",,,,,,,,,,
UC, 	15 , 	21 , 	12 , 	9 , 	87 , 	12 , 	15 , 	28 , 	66 , 	45 , 	74 , 	45 , 	37 , 	94 , 	100 , 	71 , 	9 , 	107 , 	14 , 	6 , 	8 , 	2 , 	1 , 	5 , 	10 , 	63 , 	84 , 	238 , 	56 , 	15 , 	18 , 	7 , 	16 , 	18 , 	10 , 	10 , 	21 , 	1 , 	9 ," 	1,452 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	16 , 	41 , 	26 , 	23 , 	226 , 	22 , 	40 , 	40 , 	92 , 	49 , 	74 , 	83 , 	56 , 	96 , 	138 , 	82 , 	101 , 	20 , 	20 , 	11 , 	15 , 	4 , 	6 , 	16 , 	24 , 	134 , 	145 , 	459 , 	100 , 	25 , 	26 , 	10 , 	16 , 	30 , 	17 , 	9 , 	38 , 	3 , 	23 ," 	2,353 ",,,Dtwn SF," 	2,829 ",,,,,,
CN, 	20 , 	26 , 	8 , 	10 , 	46 , 	10 , 	42 , 	31 , 	68 , 	9 , 	35 , 	32 , 	12 , 	14 , 	9 , 	11 , 	9 , 	19 , 	15 , 	63 , 	315 , 	68 , 	40 , 	31 , 	9 , 	111 , 	89 , 	241 , 	99 , 	30 , 	59 , 	22 , 	21 , 	30 , 	33 , 	2 , 	10 , 	33 , 	231 ," 	1,965 ",,,OAK," 	10,173 ", 	733 ,,,,,
PH, 	8 , 	11 , 	7 , 	6 , 	64 , 	10 , 	23 , 	19 , 	44 , 	3 , 	13 , 	29 , 	5 , 	5 , 	5 , 	4 , 	4 , 	12 , 	75 , 	10 , 	71 , 	22 , 	16 , 	59 , 	5 , 	121 , 	132 , 	299 , 	116 , 	17 , 	24 , 	13 , 	8 , 	18 , 	25 , 	1 , 	3 , 	12 , 	51 ," 	1,369 ",,,CM line," 	29,447 "," 	2,575 "," 	5,833 ",,,,
WC, 	12 , 	19 , 	9 , 	12 , 	97 , 	12 , 	32 , 	33 , 	65 , 	12 , 	24 , 	29 , 	12 , 	5 , 	5 , 	3 , 	9 , 	8 , 	410 , 	90 , 	8 , 	46 , 	23 , 	71 , 	9 , 	164 , 	151 , 	384 , 	133 , 	18 , 	28 , 	15 , 	14 , 	24 , 	28 , 	2 , 	3 , 	39 , 	83 ," 	2,138 ",,,RM line," 	11,691 "," 	4,341 "," 	3,393 "," 	4,648 ",,,
LF, 	6 , 	7 , 	6 , 	3 , 	60 , 	3 , 	13 , 	19 , 	32 , 	3 , 	12 , 	15 , 	3 , 	3 , 	3 , 	0 , 	3 , 	7 , 	82 , 	26 , 	48 , 	5 , 	10 , 	38 , 	6 , 	77 , 	79 , 	215 , 	73 , 	12 , 	10 , 	8 , 	5 , 	9 , 	12 , 	0 , 	3 , 	9 , 	14 , 	932 ,,,WP line," 	9,823 "," 	1,638 "," 	2,039 "," 	1,580 "," 	3,085 ",,
OR, 	8 , 	8 , 	6 , 	6 , 	48 , 	5 , 	8 , 	12 , 	29 , 	5 , 	19 , 	11 , 	1 , 	1 , 	2 , 	3 , 	1 , 	6 , 	37 , 	15 , 	27 , 	8 , 	3 , 	58 , 	5 , 	83 , 	79 , 	229 , 	56 , 	13 , 	15 , 	9 , 	6 , 	8 , 	12 , 	0 , 	5 , 	4 , 	4 , 	850 ,,,FT/ED line," 	13,834 "," 	4,427 "," 	3,169 "," 	4,613 "," 	1,439 "," 	6,747 "," 	128,058 "
RR, 	32 , 	27 , 	28 , 	25 , 	37 , 	9 , 	15 , 	25 , 	60 , 	10 , 	30 , 	33 , 	12 , 	15 , 	5 , 	1 , 	3 , 	6 , 	56 , 	27 , 	47 , 	25 , 	28 , 	6 , 	15 , 	219 , 	252 , 	541 , 	206 , 	43 , 	46 , 	14 , 	7 , 	20 , 	16 , 	3 , 	5 , 	6 , 	19 ," 	1,970 ",,,,,,,,,,
OW, 	38 , 	29 , 	7 , 	11 , 	58 , 	30 , 	37 , 	20 , 	54 , 	14 , 	78 , 	46 , 	19 , 	32 , 	15 , 	9 , 	8 , 	27 , 	10 , 	7 , 	11 , 	6 , 	5 , 	8 , 	3 , 	160 , 	227 , 	585 , 	158 , 	68 , 	68 , 	17 , 	20 , 	12 , 	17 , 	5 , 	22 , 	3 , 	12 ," 	1,952 ",,,,,,,,,,
EM, 	92 , 	192 , 	102 , 	164 , 	519 , 	123 , 	184 , 	134 , 	242 , 	112 , 	203 , 	176 , 	111 , 	108 , 	72 , 	46 , 	74 , 	153 , 	128 , 	157 , 	182 , 	90 , 	101 , 	230 , 	170 , 	120 , 	98 , 	226 , 	115 , 	287 , 	340 , 	163 , 	249 , 	147 , 	120 , 	76 , 	246 , 	32 , 	118 ," 	6,199 ",,,,,,,,,,
MT, 	241 , 	288 , 	174 , 	205 , 	299 , 	113 , 	211 , 	134 , 	284 , 	139 , 	266 , 	145 , 	161 , 	154 , 	53 , 	39 , 	89 , 	142 , 	126 , 	113 , 	147 , 	65 , 	82 , 	207 , 	212 , 	232 , 	201 , 	222 , 	557 , 	344 , 	463 , 	377 , 	883 , 	239 , 	212 , 	66 , 	212 , 	47 , 	110 ," 	8,251 ",,,,,,,,,,
PL, 	209 , 	506 , 	240 , 	346 ," 	1,069 ", 	292 , 	568 , 	336 , 	571 , 	383 , 	611 , 	381 , 	314 , 	279 , 	176 , 	131 , 	227 , 	466 , 	229 , 	344 , 	439 , 	189 , 	227 , 	579 , 	649 , 	222 , 	94 , 	117 , 	214 ," 	1,246 "," 	1,910 "," 	1,111 "," 	1,770 ", 	989 , 	733 , 	187 , 	690 , 	83 , 	216 ," 	19,341 ",,,,,,,,,,
CC, 	91 , 	146 , 	81 , 	127 , 	352 , 	128 , 	248 , 	158 , 	230 , 	150 , 	243 , 	164 , 	99 , 	87 , 	56 , 	42 , 	51 , 	122 , 	99 , 	97 , 	119 , 	62 , 	49 , 	164 , 	172 , 	66 , 	64 , 	209 , 	72 , 	675 , 	975 , 	416 , 	753 , 	345 , 	331 , 	60 , 	142 , 	28 , 	73 ," 	7,548 ",,,,,,,,,,
16, 	88 , 	60 , 	35 , 	62 , 	143 , 	76 , 	130 , 	61 , 	85 , 	53 , 	112 , 	70 , 	33 , 	25 , 	21 , 	15 , 	18 , 	26 , 	33 , 	17 , 	20 , 	13 , 	12 , 	72 , 	76 , 	262 , 	341 ," 	1,277 ", 	650 , 	37 , 	278 , 	187 , 	381 , 	166 , 	128 , 	9 , 	29 , 	7 , 	36 ," 	5,146 ",,,,,,,,,,
24, 	119 , 	98 , 	26 , 	49 , 	130 , 	67 , 	98 , 	65 , 	90 , 	65 , 	178 , 	98 , 	49 , 	37 , 	36 , 	23 , 	21 , 	24 , 	53 , 	24 , 	29 , 	15 , 	14 , 	71 , 	76 , 	295 , 	398 ," 	1,747 ", 	785 , 	235 , 	63 , 	182 , 	423 , 	211 , 	213 , 	9 , 	29 , 	11 , 	67 ," 	6,219 ",,,,,,,,,,
GP, 	25 , 	30 , 	10 , 	23 , 	85 , 	12 , 	29 , 	21 , 	37 , 	18 , 	32 , 	33 , 	10 , 	11 , 	7 , 	6 , 	8 , 	11 , 	16 , 	16 , 	17 , 	9 , 	9 , 	26 , 	17 , 	165 , 	237 ," 	1,208 ", 	316 , 	147 , 	172 , 	22 , 	75 , 	35 , 	59 , 	6 , 	17 , 	4 , 	24 ," 	3,000 ",,,,,,,,,,
BP, 	18 , 	31 , 	6 , 	11 , 	32 , 	12 , 	23 , 	13 , 	37 , 	16 , 	63 , 	44 , 	23 , 	38 , 	20 , 	17 , 	15 , 	22 , 	14 , 	6 , 	6 , 	3 , 	5 , 	10 , 	22 , 	244 , 	409 ," 	2,497 ", 	643 ," 	1,118 ", 	400 , 	66 , 	47 , 	53 , 	65 , 	3 , 	10 , 	4 , 	20 ," 	6,082 ",,,,,,,,,,
DC, 	25 , 	43 , 	16 , 	15 , 	126 , 	11 , 	25 , 	25 , 	51 , 	31 , 	41 , 	51 , 	28 , 	20 , 	20 , 	12 , 	16 , 	34 , 	24 , 	21 , 	21 , 	8 , 	8 , 	20 , 	22 , 	163 , 	222 ," 	1,001 ", 	291 , 	154 , 	219 , 	39 , 	60 , 	12 , 	50 , 	10 , 	33 , 	7 , 	28 ," 	2,997 ",,,,,,,,,,
CM, 	20 , 	40 , 	11 , 	11 , 	63 , 	12 , 	23 , 	26 , 	51 , 	17 , 	14 , 	29 , 	14 , 	17 , 	11 , 	7 , 	8 , 	10 , 	34 , 	30 , 	31 , 	13 , 	10 , 	17 , 	18 , 	100 , 	150 , 	706 , 	266 , 	116 , 	201 , 	53 , 	99 , 	59 , 	11 , 	5 , 	21 , 	8 , 	55 ," 	2,388 ",,,,,,,,,,
CV, 	3 , 	5 , 	1 , 	3 , 	23 , 	6 , 	7 , 	9 , 	12 , 	27 , 	39 , 	22 , 	24 , 	48 , 	16 , 	7 , 	9 , 	11 , 	1 , 	0 , 	2 , 	1 , 	1 , 	3 , 	4 , 	80 , 	62 , 	164 , 	53 , 	7 , 	10 , 	5 , 	6 , 	13 , 	9 , 	3 , 	59 , 	-   , 	2 , 	756 ,,,,,,,,,,
ED, 	8 , 	14 , 	8 , 	7 , 	105 , 	13 , 	22 , 	16 , 	29 , 	43 , 	93 , 	91 , 	42 , 	110 , 	49 , 	25 , 	21 , 	37 , 	9 , 	5 , 	3 , 	3 , 	4 , 	6 , 	24 , 	222 , 	196 , 	613 , 	138 , 	27 , 	33 , 	15 , 	20 , 	38 , 	26 , 	66 , 	16 , 	1 , 	8 ," 	2,199 ",,,,,,,,,,
NC, 	4 , 	4 , 	2 , 	1 , 	7 , 	2 , 	4 , 	7 , 	11 , 	1 , 	3 , 	10 , 	3 , 	1 , 	1 , 	1 , 	2 , 	5 , 	34 , 	9 , 	30 , 	7 , 	2 , 	6 , 	5 , 	37 , 	34 , 	85 , 	34 , 	7 , 	14 , 	4 , 	5 , 	6 , 	12 , 	1 , 	1 , 	3 , 	36 , 	436 ,,,,,,,,,,
WP, 	21 , 	27 , 	6 , 	5 , 	33 , 	11 , 	54 , 	35 , 	59 , 	7 , 	26 , 	47 , 	12 , 	15 , 	16 , 	15 , 	9 , 	28 , 	248 , 	54 , 	81 , 	14 , 	8 , 	28 , 	13 , 	101 , 	104 , 	263 , 	87 , 	39 , 	83 , 	30 , 	41 , 	39 , 	59 , 	1 , 	10 , 	36 , 	9 ," 	1,768 ",,,,,,,,,,
Entries," 	2,338 "," 	3,134 "," 	1,703 "," 	1,781 "," 	6,686 "," 	2,024 "," 	2,830 "," 	2,103 "," 	3,774 "," 	1,879 "," 	4,082 "," 	2,989 "," 	1,961 "," 	2,240 "," 	1,747 "," 	1,033 "," 	1,366 "," 	2,358 "," 	2,107 "," 	1,408 "," 	2,027 ", 	857 , 	820 ," 	2,030 "," 	2,032 "," 	5,806 "," 	6,011 "," 	19,717 "," 	7,752 "," 	5,728 "," 	6,662 "," 	3,159 "," 	5,362 "," 	2,994 "," 	2,552 ", 	768 ," 	2,222 ", 	446 ," 	1,567 "," 	128,058 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
