Fast Pass Adjusted OD,,,,,,Nov 01,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,72,42,149,149,507,925,772,"1,206","3,822"
MT,37,57,84,123,684,"1,291","1,053","1,913","5,241"
PL,251,147,117,136,856,"1,249",794,"2,065","5,615"
CC,152,156,141,74,511,870,584,"1,478","3,967"
16,513,740,"1,004",513,36,251,222,676,"3,957"
24,774,"1,050","1,235",719,212,50,165,569,"4,773"
GP,729,880,901,480,196,163,27,131,"3,507"
BP,785,"1,079","2,032",986,436,502,109,47,"5,976"
Entries,"3,314","4,152","5,663","3,180","3,438","5,301","3,726","8,084","36,858"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,21,8,40,29,180,188,91,176,732
MT,6,20,23,27,207,266,224,605,"1,378"
PL,55,24,84,56,640,"1,000",542,"1,170","3,569"
CC,25,30,65,47,329,502,229,473,"1,699"
16,160,197,670,323,29,164,110,259,"1,911"
24,164,221,862,382,139,52,109,282,"2,211"
GP,89,125,600,174,89,93,19,55,"1,243"
BP,123,212,"1,192",288,150,189,36,26,"2,215"
Entries,643,836,"3,536","1,325","1,762","2,453","1,358","3,045","14,958"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,19,6,30,18,102,126,46,109,456
MT,4,13,14,20,121,156,121,347,794
PL,32,17,90,51,465,704,392,841,"2,593"
CC,22,15,60,51,265,395,132,359,"1,300"
16,99,116,524,249,36,113,61,158,"1,357"
24,124,151,659,343,87,45,64,186,"1,659"
GP,60,74,483,118,62,61,18,31,905
BP,93,107,859,208,89,126,21,21,"1,522"
Entries,453,498,"2,719","1,058","1,227","1,726",854,"2,051","10,586"
