Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Nov 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	12 , 	75 , 	73 , 	40 , 	206 , 	87 , 	63 , 	36 , 	61 , 	20 , 	84 , 	96 , 	18 , 	23 , 	18 , 	10 , 	10 , 	11 , 	16 , 	3 , 	12 , 	4 , 	6 , 	14 , 	20 , 	57 , 	51 , 	175 , 	92 , 	74 , 	103 , 	19 , 	29 , 	22 , 	28 , 	4 , 	8 , 	3 , 	24 ," 	1,708 ",,,Eastbay," 	28,002 ",,SF CBD," 	54,649 ",57.2%,,
EN, 	75 , 	21 , 	39 , 	56 , 	259 , 	85 , 	71 , 	51 , 	101 , 	30 , 	55 , 	82 , 	18 , 	15 , 	18 , 	9 , 	10 , 	32 , 	8 , 	5 , 	11 , 	6 , 	4 , 	10 , 	19 , 	72 , 	91 , 	299 , 	106 , 	36 , 	62 , 	19 , 	37 , 	27 , 	33 , 	0 , 	4 , 	3 , 	12 ," 	1,891 ",,,Westbay," 	26,889 ",,non-CBD," 	40,853 ",42.8%,,
EP, 	58 , 	28 , 	4 , 	15 , 	202 , 	39 , 	24 , 	24 , 	40 , 	11 , 	23 , 	90 , 	7 , 	6 , 	5 , 	5 , 	8 , 	18 , 	6 , 	4 , 	7 , 	4 , 	3 , 	9 , 	4 , 	58 , 	79 , 	176 , 	74 , 	22 , 	20 , 	9 , 	7 , 	11 , 	15 , 	3 , 	6 , 	1 , 	7 ," 	1,126 ",,,Transbay," 	40,611 ",,,,,,
NB, 	35 , 	41 , 	17 , 	2 , 	69 , 	32 , 	24 , 	36 , 	55 , 	23 , 	34 , 	78 , 	10 , 	11 , 	10 , 	2 , 	7 , 	17 , 	5 , 	5 , 	8 , 	5 , 	3 , 	8 , 	10 , 	80 , 	86 , 	216 , 	130 , 	34 , 	34 , 	11 , 	11 , 	11 , 	18 , 	3 , 	4 , 	1 , 	7 ," 	1,188 ",,,,,,,,,,
BK, 	202 , 	253 , 	194 , 	61 , 	8 , 	168 , 	112 , 	144 , 	190 , 	55 , 	122 , 	420 , 	45 , 	36 , 	41 , 	21 , 	57 , 	158 , 	31 , 	25 , 	38 , 	24 , 	21 , 	21 , 	36 , 	209 , 	163 , 	568 , 	256 , 	95 , 	84 , 	35 , 	28 , 	55 , 	86 , 	17 , 	43 , 	4 , 	19 ," 	4,144 ",,,Extensions," 	11,372 ",,,,,,
AS, 	75 , 	72 , 	32 , 	27 , 	133 , 	5 , 	64 , 	58 , 	79 , 	29 , 	58 , 	97 , 	21 , 	18 , 	14 , 	7 , 	11 , 	22 , 	7 , 	5 , 	8 , 	3 , 	3 , 	8 , 	29 , 	67 , 	76 , 	186 , 	117 , 	49 , 	49 , 	11 , 	11 , 	8 , 	20 , 	6 , 	11 , 	3 , 	9 ," 	1,500 ",,,,,,,,,,
MA, 	51 , 	52 , 	27 , 	24 , 	111 , 	56 , 	6 , 	23 , 	45 , 	14 , 	59 , 	144 , 	22 , 	31 , 	18 , 	10 , 	10 , 	25 , 	24 , 	12 , 	16 , 	9 , 	4 , 	15 , 	31 , 	96 , 	121 , 	305 , 	186 , 	80 , 	64 , 	17 , 	23 , 	14 , 	26 , 	2 , 	12 , 	2 , 	26 ," 	1,807 ",,,,,,,,,,
19, 	33 , 	41 , 	24 , 	30 , 	118 , 	52 , 	20 , 	5 , 	15 , 	14 , 	45 , 	77 , 	22 , 	29 , 	20 , 	12 , 	14 , 	26 , 	20 , 	10 , 	22 , 	15 , 	9 , 	28 , 	13 , 	77 , 	80 , 	212 , 	138 , 	46 , 	39 , 	13 , 	12 , 	19 , 	17 , 	3 , 	10 , 	5 , 	19 ," 	1,398 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	49 , 	88 , 	42 , 	53 , 	156 , 	77 , 	43 , 	18 , 	17 , 	23 , 	79 , 	140 , 	64 , 	77 , 	46 , 	15 , 	34 , 	56 , 	34 , 	19 , 	36 , 	15 , 	17 , 	44 , 	27 , 	131 , 	170 , 	445 , 	170 , 	55 , 	59 , 	20 , 	42 , 	38 , 	41 , 	3 , 	15 , 	9 , 	31 ," 	2,493 ",,,Dtwn SF," 	1,945 "," 	3,776 "," 	10,346 "," 	3,710 "," 	3,386 "," 	5,294 "," 	28,457 "
LM, 	14 , 	25 , 	12 , 	26 , 	63 , 	32 , 	16 , 	11 , 	21 , 	6 , 	73 , 	116 , 	67 , 	68 , 	22 , 	14 , 	36 , 	36 , 	8 , 	5 , 	8 , 	1 , 	2 , 	6 , 	18 , 	78 , 	88 , 	267 , 	112 , 	39 , 	54 , 	13 , 	20 , 	16 , 	9 , 	18 , 	31 , 	1 , 	7 ," 	1,456 ",,,OAK," 	3,402 ", 	476 , 	916 ," 	1,386 ", 	517 ," 	1,813 "," 	8,511 "
FV, 	69 , 	59 , 	28 , 	35 , 	130 , 	75 , 	70 , 	55 , 	102 , 	60 , 	12 , 	255 , 	96 , 	193 , 	128 , 	44 , 	53 , 	53 , 	18 , 	15 , 	18 , 	6 , 	13 , 	21 , 	59 , 	115 , 	120 , 	457 , 	171 , 	101 , 	114 , 	26 , 	46 , 	25 , 	23 , 	26 , 	69 , 	3 , 	23 ," 	2,991 ",,,CM line," 	10,419 ", 	931 ," 	4,179 ", 	983 , 	812 ," 	1,510 "," 	18,836 "
CL, 	535 , 	103 , 	112 , 	52 , 	138 , 	61 , 	152 , 	59 , 	240 , 	83 , 	902 , 	7 , 	348 , 	228 , 	193 , 	86 , 	194 , 	96 , 	32 , 	48 , 	53 , 	215 , 	70 , 	72 , 	55 , 	926 , 	132 , 	422 , 	134 , 	86 , 	77 , 	71 , 	30 , 	109 , 	34 , 	156 , 	205 , 	21 , 	41 ," 	6,581 ",,,RM line," 	3,480 "," 	1,516 "," 	1,220 "," 	2,799 ", 	449 ," 	2,092 "," 	11,556 "
SL, 	39 , 	48 , 	5 , 	12 , 	46 , 	22 , 	26 , 	29 , 	47 , 	49 , 	80 , 	223 , 	6 , 	81 , 	59 , 	22 , 	27 , 	37 , 	4 , 	5 , 	10 , 	2 , 	1 , 	7 , 	7 , 	72 , 	63 , 	214 , 	84 , 	24 , 	36 , 	9 , 	16 , 	13 , 	13 , 	22 , 	37 , 	1 , 	8 ," 	1,506 ",,,WP line," 	3,376 ", 	584 , 	850 , 	485 ," 	2,007 ", 	974 ," 	8,277 "
BF, 	20 , 	20 , 	8 , 	11 , 	38 , 	21 , 	37 , 	33 , 	77 , 	78 , 	179 , 	277 , 	81 , 	6 , 	82 , 	52 , 	63 , 	73 , 	12 , 	5 , 	6 , 	2 , 	1 , 	7 , 	22 , 	51 , 	54 , 	183 , 	62 , 	17 , 	25 , 	10 , 	17 , 	19 , 	12 , 	30 , 	66 , 	2 , 	12 ," 	1,764 ",,,FT/ED line," 	5,515 "," 	1,949 "," 	1,449 "," 	2,248 ", 	957 ," 	7,748 "," 	19,866 "
