Exit stations,Entry stations->,,SATURDAY,,,Feb 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	71 , 	86 , 	57 , 	245 , 	105 , 	106 , 	57 , 	77 , 	16 , 	82 , 	76 , 	32 , 	31 , 	32 , 	15 , 	16 , 	28 , 	26 , 	10 , 	14 , 	8 , 	5 , 	20 , 	27 , 	181 , 	105 , 	300 , 	130 , 	93 , 	129 , 	28 , 	46 , 	37 , 	9 , 	7 , 	13 , 	2 , 	31 , 	10 , 	12 , 	24 , 	13 , 	5 ," 	2,419 ",,,Eastbay," 	43,299 ",,SF CBD," 	128,172 ",62.3%,,,
EN, 	75 , 	15 , 	85 , 	61 , 	414 , 	129 , 	146 , 	94 , 	158 , 	35 , 	115 , 	140 , 	36 , 	47 , 	41 , 	16 , 	20 , 	38 , 	26 , 	14 , 	22 , 	6 , 	6 , 	24 , 	35 , 	332 , 	347 , 	833 , 	264 , 	107 , 	157 , 	48 , 	72 , 	67 , 	25 , 	9 , 	16 , 	4 , 	33 , 	15 , 	20 , 	49 , 	25 , 	8 ," 	4,224 ",,,Westbay," 	59,689 ",,non-CBD," 	72,410 ",35.2%,,,
EP, 	85 , 	77 , 	10 , 	51 , 	412 , 	89 , 	64 , 	69 , 	101 , 	29 , 	55 , 	52 , 	20 , 	20 , 	16 , 	7 , 	9 , 	19 , 	10 , 	8 , 	21 , 	9 , 	6 , 	35 , 	12 , 	196 , 	220 , 	433 , 	178 , 	71 , 	68 , 	24 , 	20 , 	24 , 	4 , 	5 , 	9 , 	1 , 	9 , 	4 , 	6 , 	46 , 	16 , 	4 ," 	2,618 ",,,Transbay," 	105,383 ",,,,,,,
NB, 	60 , 	58 , 	48 , 	13 , 	130 , 	48 , 	59 , 	65 , 	106 , 	23 , 	64 , 	34 , 	20 , 	20 , 	20 , 	9 , 	13 , 	28 , 	14 , 	12 , 	19 , 	10 , 	5 , 	16 , 	12 , 	290 , 	308 , 	525 , 	289 , 	140 , 	123 , 	37 , 	26 , 	23 , 	5 , 	7 , 	9 , 	3 , 	12 , 	4 , 	5 , 	60 , 	21 , 	5 ," 	2,795 ",,,,,,,,,,,
BK, 	244 , 	405 , 	432 , 	150 , 	34 , 	292 , 	297 , 	335 , 	363 , 	118 , 	213 , 	131 , 	83 , 	97 , 	83 , 	50 , 	77 , 	186 , 	77 , 	59 , 	91 , 	56 , 	40 , 	58 , 	64 , 	651 , 	495 ," 	1,569 ", 	624 , 	359 , 	322 , 	118 , 	82 , 	128 , 	22 , 	29 , 	63 , 	18 , 	57 , 	10 , 	16 , 	125 , 	111 , 	27 ," 	8,855 ",,,,,,,,,,,
AS, 	110 , 	121 , 	72 , 	53 , 	248 , 	14 , 	113 , 	136 , 	145 , 	40 , 	99 , 	83 , 	33 , 	36 , 	32 , 	10 , 	16 , 	36 , 	16 , 	10 , 	20 , 	12 , 	5 , 	14 , 	38 , 	254 , 	205 , 	416 , 	282 , 	201 , 	148 , 	36 , 	28 , 	26 , 	8 , 	8 , 	15 , 	1 , 	29 , 	4 , 	4 , 	29 , 	18 , 	10 ," 	3,230 ",,,,,,,,,,,
MA, 	119 , 	141 , 	73 , 	63 , 	286 , 	118 , 	17 , 	98 , 	132 , 	39 , 	140 , 	124 , 	51 , 	79 , 	58 , 	21 , 	23 , 	42 , 	46 , 	36 , 	46 , 	22 , 	17 , 	48 , 	65 , 	485 , 	417 , 	950 , 	487 , 	335 , 	306 , 	61 , 	48 , 	48 , 	15 , 	13 , 	21 , 	12 , 	80 , 	9 , 	19 , 	70 , 	21 , 	8 ," 	5,307 ",,,,,,,,,,,
19, 	62 , 	83 , 	80 , 	71 , 	329 , 	144 , 	106 , 	12 , 	27 , 	13 , 	82 , 	88 , 	55 , 	80 , 	61 , 	31 , 	41 , 	67 , 	42 , 	52 , 	74 , 	40 , 	28 , 	104 , 	50 , 	312 , 	274 , 	549 , 	398 , 	235 , 	173 , 	55 , 	42 , 	60 , 	17 , 	20 , 	39 , 	22 , 	57 , 	14 , 	14 , 	43 , 	21 , 	20 ," 	4,179 ",,,,,,,,,,,
12, 	75 , 	137 , 	116 , 	96 , 	326 , 	150 , 	132 , 	24 , 	22 , 	15 , 	109 , 	123 , 	98 , 	124 , 	92 , 	46 , 	54 , 	78 , 	62 , 	53 , 	68 , 	41 , 	31 , 	81 , 	78 , 	362 , 	341 , 	866 , 	393 , 	202 , 	170 , 	58 , 	90 , 	77 , 	22 , 	16 , 	34 , 	19 , 	84 , 	23 , 	26 , 	56 , 	44 , 	9 ," 	5,118 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	19 , 	34 , 	24 , 	27 , 	116 , 	42 , 	35 , 	15 , 	19 , 	7 , 	84 , 	114 , 	133 , 	138 , 	65 , 	24 , 	44 , 	68 , 	9 , 	5 , 	11 , 	7 , 	8 , 	21 , 	21 , 	248 , 	326 , 	645 , 	275 , 	148 , 	119 , 	34 , 	54 , 	37 , 	7 , 	57 , 	85 , 	1 , 	10 , 	6 , 	7 , 	17 , 	11 , 	32 ," 	3,202 ",,,Dtwn SF," 	2,601 "," 	10,328 "," 	18,092 "," 	9,940 "," 	9,729 "," 	10,902 "," 	5,374 "," 	66,964 "
