Exit stations,Entry stations->,,SUNDAY,,,Mar 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	9 , 	51 , 	45 , 	27 , 	140 , 	34 , 	49 , 	22 , 	29 , 	10 , 	42 , 	36 , 	13 , 	10 , 	9 , 	9 , 	4 , 	11 , 	15 , 	6 , 	10 , 	4 , 	3 , 	9 , 	11 , 	76 , 	65 , 	180 , 	79 , 	58 , 	55 , 	15 , 	25 , 	17 , 	6 , 	2 , 	5 , 	6 , 	12 , 	4 , 	6 , 	39 , 	10 , 	2 , 	8 , 	-   ," 	1,271 ",,,,,,,,,,,
EN, 	56 , 	12 , 	44 , 	32 , 	246 , 	65 , 	81 , 	66 , 	80 , 	24 , 	69 , 	73 , 	25 , 	22 , 	22 , 	12 , 	13 , 	35 , 	16 , 	5 , 	17 , 	8 , 	8 , 	17 , 	20 , 	135 , 	121 , 	351 , 	142 , 	72 , 	60 , 	24 , 	36 , 	25 , 	19 , 	4 , 	11 , 	6 , 	15 , 	11 , 	13 , 	84 , 	13 , 	5 , 	32 , 	-   ," 	2,241 ",,,,,,,,,,,
EP, 	49 , 	47 , 	8 , 	36 , 	267 , 	44 , 	41 , 	63 , 	56 , 	23 , 	33 , 	44 , 	14 , 	7 , 	6 , 	4 , 	8 , 	27 , 	6 , 	6 , 	16 , 	7 , 	5 , 	19 , 	6 , 	80 , 	68 , 	177 , 	111 , 	43 , 	33 , 	19 , 	12 , 	13 , 	3 , 	2 , 	5 , 	3 , 	6 , 	3 , 	5 , 	57 , 	10 , 	2 , 	25 , 	-   ," 	1,513 ",,,,,,,,,,,
NB, 	27 , 	31 , 	34 , 	12 , 	96 , 	35 , 	39 , 	70 , 	51 , 	22 , 	44 , 	55 , 	15 , 	12 , 	11 , 	4 , 	7 , 	24 , 	7 , 	5 , 	12 , 	6 , 	3 , 	10 , 	9 , 	153 , 	100 , 	219 , 	195 , 	70 , 	52 , 	23 , 	11 , 	13 , 	5 , 	2 , 	5 , 	4 , 	5 , 	4 , 	5 , 	84 , 	15 , 	2 , 	41 , 	-   ," 	1,643 ",,,,,,,,,,,
BK, 	155 , 	250 , 	262 , 	104 , 	64 , 	175 , 	150 , 	210 , 	207 , 	67 , 	128 , 	91 , 	55 , 	37 , 	37 , 	14 , 	52 , 	203 , 	36 , 	35 , 	48 , 	32 , 	16 , 	24 , 	55 , 	320 , 	203 , 	556 , 	356 , 	179 , 	143 , 	65 , 	38 , 	60 , 	10 , 	10 , 	55 , 	12 , 	18 , 	8 , 	18 , 	396 , 	97 , 	15 , 	290 , 	-   ," 	5,352 ",,,,,,,,,,,
AS, 	44 , 	64 , 	41 , 	30 , 	144 , 	14 , 	58 , 	109 , 	70 , 	37 , 	53 , 	54 , 	21 , 	11 , 	12 , 	6 , 	9 , 	26 , 	10 , 	6 , 	11 , 	6 , 	2 , 	8 , 	19 , 	116 , 	81 , 	204 , 	147 , 	122 , 	82 , 	18 , 	13 , 	11 , 	3 , 	2 , 	7 , 	4 , 	6 , 	8 , 	4 , 	79 , 	18 , 	3 , 	35 , 	-   ," 	1,823 ",,,,,,,,,,,
MA, 	58 , 	76 , 	36 , 	40 , 	140 , 	56 , 	27 , 	83 , 	79 , 	26 , 	89 , 	97 , 	31 , 	23 , 	23 , 	12 , 	10 , 	32 , 	30 , 	23 , 	40 , 	14 , 	10 , 	37 , 	37 , 	187 , 	139 , 	350 , 	286 , 	161 , 	119 , 	27 , 	21 , 	23 , 	5 , 	7 , 	10 , 	19 , 	36 , 	4 , 	9 , 	119 , 	15 , 	3 , 	41 , 	-   ," 	2,707 ",,,,,,,,,,,
19, 	25 , 	57 , 	65 , 	75 , 	178 , 	101 , 	74 , 	32 , 	23 , 	20 , 	78 , 	67 , 	48 , 	34 , 	27 , 	14 , 	17 , 	49 , 	28 , 	23 , 	43 , 	29 , 	25 , 	126 , 	91 , 	216 , 	157 , 	352 , 	291 , 	184 , 	163 , 	50 , 	31 , 	31 , 	7 , 	8 , 	12 , 	11 , 	16 , 	7 , 	10 , 	98 , 	25 , 	7 , 	30 , 	-   ," 	3,049 ",,,,,,,,,,,
12, 	30 , 	70 , 	49 , 	44 , 	176 , 	69 , 	74 , 	20 , 	17 , 	14 , 	62 , 	98 , 	42 , 	41 , 	29 , 	15 , 	22 , 	41 , 	37 , 	34 , 	40 , 	15 , 	15 , 	48 , 	52 , 	237 , 	182 , 	413 , 	237 , 	125 , 	104 , 	33 , 	46 , 	32 , 	17 , 	6 , 	11 , 	13 , 	22 , 	10 , 	9 , 	110 , 	29 , 	5 , 	40 , 	-   ," 	2,831 ",,,,,,,,,,,
LM, 	13 , 	24 , 	29 , 	24 , 	71 , 	34 , 	33 , 	18 , 	17 , 	9 , 	109 , 	108 , 	95 , 	63 , 	39 , 	21 , 	27 , 	56 , 	7 , 	4 , 	7 , 	5 , 	4 , 	16 , 	34 , 	171 , 	164 , 	379 , 	212 , 	123 , 	97 , 	36 , 	32 , 	30 , 	3 , 	34 , 	56 , 	4 , 	7 , 	2 , 	4 , 	33 , 	8 , 	22 , 	37 , 	-   ," 	2,319 ",,,,,,,,,,,
