Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jul 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	98 , 	95 , 	47 , 	42 , 	205 , 	111 , 	100 , 	67 , 	168 , 	91 , 	17 , 	308 , 	163 , 	227 , 	198 , 	72 , 	68 , 	112 , 	55 , 	19 , 	31 , 	16 , 	26 , 	27 , 	85 , 	271 , 	258 , 	736 , 	256 , 	142 , 	217 , 	31 , 	45 , 	45 , 	24 , 	43 , 	98 , 	8 , 	36 ," 	4,658 ",,,CM line," 	15,086 "," 	1,335 "," 	5,310 "," 	1,588 "," 	1,082 "," 	1,925 "," 	26,326 "
CL, 	572 , 	160 , 	82 , 	55 , 	155 , 	76 , 	117 , 	39 , 	209 , 	71 ," 	1,026 ", 	6 , 	203 , 	190 , 	166 , 	94 , 	192 , 	387 , 	87 , 	113 , 	76 , 	69 , 	40 , 	62 , 	30 , 	950 , 	101 , 	374 , 	135 , 	79 , 	80 , 	67 , 	46 , 	150 , 	59 , 	119 , 	578 , 	40 , 	88 ," 	7,142 ",,,RM line," 	6,317 "," 	2,217 "," 	1,708 "," 	4,047 ", 	677 ," 	2,509 "," 	17,474 "
SL, 	19 , 	38 , 	13 , 	9 , 	62 , 	24 , 	43 , 	40 , 	136 , 	116 , 	155 , 	250 , 	10 , 	105 , 	101 , 	36 , 	43 , 	73 , 	10 , 	4 , 	10 , 	5 , 	3 , 	8 , 	19 , 	133 , 	127 , 	335 , 	92 , 	34 , 	44 , 	12 , 	24 , 	28 , 	20 , 	24 , 	55 , 	3 , 	18 ," 	2,277 ",,,WP line," 	5,504 ", 	885 ," 	1,074 ", 	748 ," 	3,289 "," 	1,410 "," 	12,909 "
BF, 	22 , 	35 , 	12 , 	7 , 	58 , 	35 , 	48 , 	35 , 	131 , 	93 , 	218 , 	332 , 	102 , 	4 , 	122 , 	77 , 	82 , 	135 , 	16 , 	5 , 	6 , 	4 , 	2 , 	6 , 	32 , 	133 , 	105 , 	289 , 	86 , 	24 , 	40 , 	12 , 	25 , 	18 , 	18 , 	47 , 	124 , 	1 , 	18 ," 	2,555 ",,,FT/ED line," 	8,713 "," 	2,623 "," 	1,953 "," 	2,904 "," 	1,238 "," 	11,906 "," 	29,336 "
HY, 	26 , 	30 , 	14 , 	8 , 	57 , 	22 , 	40 , 	35 , 	90 , 	39 , 	168 , 	213 , 	110 , 	133 , 	9 , 	112 , 	114 , 	192 , 	14 , 	9 , 	10 , 	2 , 	1 , 	9 , 	19 , 	97 , 	68 , 	177 , 	66 , 	20 , 	38 , 	9 , 	15 , 	22 , 	11 , 	21 , 	40 , 	4 , 	19 ," 	2,078 ",,,Entries," 	43,278 "," 	13,497 "," 	27,702 "," 	17,841 "," 	12,752 "," 	28,776 "," 	143,846 "
SH, 	7 , 	20 , 	3 , 	5 , 	31 , 	3 , 	13 , 	17 , 	40 , 	26 , 	64 , 	146 , 	39 , 	90 , 	93 , 	6 , 	61 , 	108 , 	6 , 	2 , 	5 , 	2 , 	2 , 	4 , 	6 , 	75 , 	43 , 	143 , 	36 , 	16 , 	30 , 	8 , 	12 , 	13 , 	12 , 	7 , 	21 , 	2 , 	11 ," 	1,219 ",,,,,,,,,,
UC, 	9 , 	27 , 	9 , 	7 , 	47 , 	15 , 	18 , 	25 , 	70 , 	48 , 	72 , 	209 , 	40 , 	88 , 	131 , 	67 , 	9 , 	139 , 	12 , 	6 , 	10 , 	4 , 	1 , 	5 , 	10 , 	122 , 	94 , 	248 , 	60 , 	16 , 	23 , 	8 , 	17 , 	18 , 	12 , 	6 , 	21 , 	1 , 	8 ," 	1,726 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	24 , 	64 , 	27 , 	18 , 	203 , 	26 , 	40 , 	54 , 	104 , 	69 , 	107 , 	490 , 	85 , 	138 , 	199 , 	110 , 	140 , 	30 , 	31 , 	16 , 	19 , 	8 , 	6 , 	14 , 	11 , 	296 , 	212 , 	521 , 	116 , 	36 , 	30 , 	15 , 	25 , 	43 , 	21 , 	19 , 	63 , 	3 , 	27 ," 	3,454 ",,,Dtwn SF," 	2,285 ",,,,,,
CN, 	21 , 	32 , 	10 , 	9 , 	46 , 	16 , 	58 , 	34 , 	74 , 	10 , 	57 , 	109 , 	9 , 	15 , 	16 , 	5 , 	8 , 	29 , 	14 , 	90 , 	356 , 	86 , 	42 , 	36 , 	5 , 	192 , 	97 , 	263 , 	105 , 	35 , 	70 , 	20 , 	31 , 	27 , 	50 , 	4 , 	13 , 	23 , 	246 ," 	2,359 ",,,OAK," 	11,049 ", 	761 ,,,,,
PH, 	10 , 	11 , 	4 , 	9 , 	50 , 	9 , 	21 , 	17 , 	46 , 	5 , 	14 , 	119 , 	5 , 	7 , 	5 , 	2 , 	4 , 	12 , 	94 , 	13 , 	74 , 	23 , 	15 , 	41 , 	3 , 	282 , 	142 , 	315 , 	89 , 	17 , 	28 , 	14 , 	15 , 	18 , 	25 , 	2 , 	5 , 	11 , 	49 ," 	1,621 ",,,CM line," 	31,553 "," 	2,526 "," 	5,310 ",,,,
WC, 	12 , 	16 , 	14 , 	12 , 	72 , 	16 , 	32 , 	30 , 	61 , 	7 , 	24 , 	116 , 	12 , 	5 , 	7 , 	4 , 	7 , 	12 , 	428 , 	97 , 	12 , 	52 , 	25 , 	68 , 	4 , 	287 , 	167 , 	380 , 	122 , 	23 , 	33 , 	16 , 	17 , 	24 , 	34 , 	5 , 	4 , 	35 , 	98 ," 	2,387 ",,,RM line," 	12,770 "," 	4,319 "," 	3,296 "," 	4,047 ",,,
LF, 	4 , 	10 , 	7 , 	4 , 	30 , 	2 , 	12 , 	20 , 	41 , 	4 , 	19 , 	84 , 	4 , 	4 , 	2 , 	1 , 	4 , 	8 , 	105 , 	38 , 	50 , 	2 , 	9 , 	34 , 	3 , 	157 , 	81 , 	182 , 	68 , 	11 , 	13 , 	9 , 	3 , 	8 , 	13 , 	2 , 	2 , 	3 , 	15 ," 	1,063 ",,,WP line," 	11,124 "," 	1,731 "," 	2,155 "," 	1,424 "," 	3,289 ",,
OR, 	8 , 	5 , 	6 , 	5 , 	31 , 	6 , 	10 , 	11 , 	27 , 	2 , 	26 , 	60 , 	1 , 	1 , 	2 , 	5 , 	1 , 	6 , 	34 , 	17 , 	27 , 	9 , 	4 , 	36 , 	2 , 	146 , 	86 , 	180 , 	58 , 	10 , 	14 , 	8 , 	6 , 	9 , 	9 , 	0 , 	1 , 	5 , 	11 , 	883 ,,,FT/ED line," 	17,007 "," 	5,356 "," 	3,877 "," 	5,413 "," 	2,647 "," 	11,906 "," 	143,846 "
RR, 	28 , 	22 , 	25 , 	24 , 	34 , 	9 , 	20 , 	24 , 	71 , 	9 , 	32 , 	90 , 	13 , 	10 , 	7 , 	2 , 	4 , 	4 , 	43 , 	28 , 	45 , 	25 , 	27 , 	5 , 	8 , 	283 , 	265 , 	499 , 	190 , 	43 , 	40 , 	14 , 	9 , 	14 , 	16 , 	1 , 	3 , 	7 , 	20 ," 	2,013 ",,,,,,,,,,
OW, 	31 , 	27 , 	6 , 	12 , 	37 , 	23 , 	36 , 	18 , 	49 , 	13 , 	78 , 	70 , 	24 , 	34 , 	15 , 	7 , 	7 , 	13 , 	7 , 	5 , 	5 , 	3 , 	1 , 	4 , 	4 , 	265 , 	231 , 	551 , 	148 , 	58 , 	52 , 	15 , 	22 , 	6 , 	10 , 	5 , 	12 , 	2 , 	14 ," 	1,916 ",,,,,,,,,,
EM, 	85 , 	276 , 	142 , 	208 , 	559 , 	154 , 	258 , 	165 , 	353 , 	168 , 	261 , 	302 , 	153 , 	137 , 	115 , 	78 , 	124 , 	304 , 	196 , 	284 , 	309 , 	164 , 	172 , 	325 , 	299 , 	65 , 	67 , 	281 , 	103 , 	463 , 	495 , 	205 , 	314 , 	207 , 	182 , 	108 , 	656 , 	66 , 	194 ," 	8,993 ",,,,,,,,,,
MT, 	189 , 	263 , 	148 , 	195 , 	415 , 	147 , 	239 , 	141 , 	329 , 	156 , 	273 , 	173 , 	158 , 	126 , 	69 , 	47 , 	116 , 	199 , 	110 , 	139 , 	168 , 	84 , 	82 , 	240 , 	215 , 	145 , 	112 , 	139 , 	240 , 	445 , 	615 , 	368 ," 	1,149 ", 	295 , 	248 , 	67 , 	246 , 	39 , 	104 ," 	8,628 ",,,,,,,,,,
PL, 	228 , 	545 , 	271 , 	296 ," 	1,005 ", 	332 , 	520 , 	313 , 	674 , 	388 , 	597 , 	518 , 	321 , 	270 , 	161 , 	119 , 	215 , 	531 , 	271 , 	353 , 	390 , 	206 , 	184 , 	490 , 	602 , 	206 , 	89 , 	182 , 	216 ," 	1,546 "," 	1,999 ", 	948 ," 	1,953 "," 	1,128 ", 	781 , 	139 , 	663 , 	90 , 	257 ," 	19,999 ",,,,,,,,,,
CC, 	85 , 	150 , 	85 , 	126 , 	413 , 	137 , 	221 , 	131 , 	217 , 	144 , 	212 , 	202 , 	81 , 	86 , 	57 , 	34 , 	57 , 	112 , 	106 , 	96 , 	106 , 	60 , 	53 , 	178 , 	144 , 	72 , 	78 , 	190 , 	102 , 	656 , 	885 , 	274 , 	707 , 	332 , 	272 , 	45 , 	163 , 	23 , 	83 ," 	7,175 ",,,,,,,,,,
16, 	78 , 	68 , 	29 , 	51 , 	165 , 	70 , 	111 , 	64 , 	98 , 	52 , 	108 , 	84 , 	33 , 	30 , 	22 , 	15 , 	15 , 	35 , 	35 , 	24 , 	30 , 	14 , 	14 , 	74 , 	70 , 	293 , 	381 ," 	1,358 ", 	613 , 	68 , 	282 , 	183 , 	445 , 	174 , 	129 , 	8 , 	32 , 	4 , 	37 ," 	5,389 ",,,,,,,,,,
24, 	123 , 	104 , 	26 , 	42 , 	146 , 	82 , 	101 , 	71 , 	99 , 	70 , 	186 , 	153 , 	44 , 	39 , 	36 , 	29 , 	20 , 	28 , 	64 , 	31 , 	30 , 	12 , 	14 , 	62 , 	66 , 	382 , 	506 ," 	1,873 ", 	844 , 	271 , 	81 , 	158 , 	415 , 	233 , 	212 , 	8 , 	38 , 	15 , 	55 ," 	6,764 ",,,,,,,,,,
GP, 	11 , 	24 , 	13 , 	12 , 	52 , 	15 , 	23 , 	14 , 	43 , 	16 , 	25 , 	81 , 	12 , 	9 , 	5 , 	8 , 	7 , 	12 , 	21 , 	12 , 	13 , 	8 , 	9 , 	22 , 	17 , 	204 , 	270 ," 	1,148 ", 	269 , 	163 , 	147 , 	23 , 	55 , 	29 , 	63 , 	7 , 	17 , 	5 , 	19 ," 	2,901 ",,,,,,,,,,
BP, 	32 , 	45 , 	5 , 	10 , 	34 , 	10 , 	24 , 	20 , 	62 , 	20 , 	45 , 	60 , 	19 , 	22 , 	13 , 	12 , 	16 , 	22 , 	28 , 	13 , 	18 , 	4 , 	6 , 	12 , 	22 , 	280 , 	461 ," 	2,482 ", 	560 , 	382 , 	430 , 	54 , 	49 , 	45 , 	109 , 	8 , 	15 , 	6 , 	35 ," 	5,486 ",,,,,,,,,,
DC, 	24 , 	36 , 	18 , 	11 , 	70 , 	15 , 	26 , 	22 , 	65 , 	17 , 	41 , 	137 , 	25 , 	16 , 	16 , 	11 , 	18 , 	33 , 	26 , 	13 , 	25 , 	9 , 	7 , 	12 , 	19 , 	205 , 	256 ," 	1,045 ", 	249 , 	161 , 	223 , 	36 , 	53 , 	9 , 	48 , 	10 , 	36 , 	5 , 	34 ," 	3,078 ",,,,,,,,,,
CM, 	17 , 	40 , 	15 , 	14 , 	68 , 	17 , 	28 , 	19 , 	55 , 	12 , 	32 , 	79 , 	12 , 	14 , 	11 , 	9 , 	10 , 	12 , 	51 , 	27 , 	30 , 	12 , 	9 , 	20 , 	13 , 	181 , 	196 , 	756 , 	278 , 	130 , 	216 , 	58 , 	112 , 	57 , 	11 , 	6 , 	25 , 	7 , 	54 ," 	2,708 ",,,,,,,,,,
CV, 	4 , 	5 , 	3 , 	4 , 	26 , 	6 , 	5 , 	4 , 	11 , 	28 , 	43 , 	166 , 	26 , 	56 , 	19 , 	6 , 	8 , 	25 , 	5 , 	2 , 	4 , 	3 , 	0 , 	3 , 	5 , 	104 , 	71 , 	140 , 	47 , 	9 , 	7 , 	5 , 	8 , 	10 , 	10 , 	5 , 	75 , 	0 , 	4 , 	956 ,,,,,,,,,,
ED, 	11 , 	18 , 	11 , 	9 , 	68 , 	11 , 	22 , 	15 , 	38 , 	40 , 	89 , 	706 , 	51 , 	130 , 	41 , 	26 , 	22 , 	61 , 	11 , 	4 , 	5 , 	4 , 	3 , 	8 , 	17 , 	611 , 	232 , 	619 , 	138 , 	37 , 	30 , 	18 , 	14 , 	35 , 	22 , 	72 , 	19 , 	1 , 	5 ," 	3,271 ",,,,,,,,,,
NC, 	3 , 	4 , 	3 , 	2 , 	10 , 	2 , 	7 , 	3 , 	9 , 	1 , 	6 , 	44 , 	3 , 	2 , 	4 , 	2 , 	2 , 	4 , 	23 , 	12 , 	26 , 	3 , 	3 , 	9 , 	3 , 	69 , 	37 , 	85 , 	23 , 	6 , 	16 , 	6 , 	7 , 	6 , 	11 , 	1 , 	1 , 	3 , 	35 , 	493 ,,,,,,,,,,
WP, 	23 , 	25 , 	9 , 	7 , 	26 , 	12 , 	54 , 	37 , 	76 , 	10 , 	38 , 	155 , 	18 , 	22 , 	17 , 	10 , 	10 , 	28 , 	283 , 	65 , 	95 , 	17 , 	10 , 	29 , 	17 , 	189 , 	103 , 	267 , 	97 , 	39 , 	78 , 	24 , 	40 , 	39 , 	59 , 	4 , 	7 , 	45 , 	12 ," 	2,090 ",,,,,,,,,,
Entries," 	2,619 "," 	3,320 "," 	1,698 "," 	1,706 "," 	6,222 "," 	2,275 "," 	2,939 "," 	2,016 "," 	4,483 "," 	2,048 "," 	4,997 "," 	6,880 "," 	2,234 "," 	2,466 "," 	2,007 "," 	1,181 "," 	1,634 "," 	3,228 "," 	2,457 "," 	1,748 "," 	2,241 "," 	1,015 ", 	886 ," 	2,063 "," 	2,011 "," 	8,597 "," 	6,847 "," 	20,449 "," 	7,384 "," 	5,731 "," 	7,096 "," 	2,850 "," 	5,916 "," 	3,342 "," 	2,767 ", 	881 ," 	3,269 ", 	503 ," 	1,839 "," 	143,846 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
