Exit stations,Entry stations->,,WEEKDAY,,,Mar 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	8 , 	29 , 	26 , 	20 , 	72 , 	22 , 	41 , 	29 , 	38 , 	10 , 	31 , 	26 , 	11 , 	10 , 	7 , 	8 , 	4 , 	5 , 	8 , 	2 , 	8 , 	2 , 	2 , 	6 , 	13 , 	82 , 	87 , 	131 , 	89 , 	69 , 	69 , 	21 , 	23 , 	12 , 	7 , 	1 , 	3 , 	1 , 	5 , 	5 , 	8 , 	8 , 	8 , 	1 , 	3 , 	4 , 	2 , 	3 , 	4 , 	2 ," 	1,086 ",,,,,,,,,,,,,
CL, 	29 , 	26 , 	9 , 	13 , 	37 , 	21 , 	42 , 	32 , 	54 , 	46 , 	81 , 	11 , 	47 , 	53 , 	46 , 	22 , 	17 , 	17 , 	12 , 	9 , 	8 , 	2 , 	2 , 	6 , 	25 , 	77 , 	73 , 	120 , 	96 , 	47 , 	45 , 	17 , 	19 , 	20 , 	3 , 	10 , 	28 , 	2 , 	8 , 	3 , 	7 , 	8 , 	4 , 	12 , 	8 , 	12 , 	5 , 	8 , 	5 , 	12 ," 	1,314 ",,,,,,,,,,,,,
SL, 	13 , 	16 , 	8 , 	5 , 	23 , 	16 , 	30 , 	25 , 	49 , 	72 , 	97 , 	55 , 	7 , 	37 , 	48 , 	33 , 	21 , 	19 , 	5 , 	6 , 	5 , 	2 , 	2 , 	8 , 	17 , 	99 , 	118 , 	130 , 	91 , 	42 , 	33 , 	12 , 	12 , 	12 , 	3 , 	16 , 	33 , 	1 , 	5 , 	4 , 	3 , 	8 , 	3 , 	18 , 	3 , 	16 , 	5 , 	7 , 	5 , 	5 ," 	1,303 ",,,,,,,,,,,,,
BF, 	9 , 	11 , 	6 , 	5 , 	21 , 	6 , 	23 , 	27 , 	44 , 	59 , 	90 , 	54 , 	39 , 	6 , 	32 , 	24 , 	21 , 	33 , 	5 , 	3 , 	3 , 	0 , 	3 , 	4 , 	17 , 	88 , 	95 , 	118 , 	89 , 	38 , 	27 , 	7 , 	14 , 	10 , 	4 , 	10 , 	41 , 	2 , 	2 , 	4 , 	5 , 	6 , 	2 , 	21 , 	1 , 	19 , 	7 , 	6 , 	2 , 	2 ," 	1,165 ",,,,,,,,,,,,,
HY, 	8 , 	14 , 	4 , 	5 , 	15 , 	7 , 	16 , 	24 , 	33 , 	30 , 	64 , 	40 , 	51 , 	34 , 	8 , 	30 , 	40 , 	42 , 	5 , 	2 , 	3 , 	2 , 	1 , 	4 , 	11 , 	56 , 	46 , 	68 , 	57 , 	21 , 	17 , 	10 , 	10 , 	10 , 	2 , 	5 , 	20 , 	2 , 	3 , 	4 , 	4 , 	3 , 	3 , 	10 , 	2 , 	23 , 	15 , 	13 , 	2 , 	4 , 	900 ,,,,,,,,,,,,,
SH, 	8 , 	6 , 	4 , 	2 , 	9 , 	4 , 	11 , 	10 , 	17 , 	19 , 	36 , 	20 , 	33 , 	26 , 	30 , 	4 , 	15 , 	23 , 	3 , 	2 , 	3 , 	1 , 	0 , 	3 , 	7 , 	43 , 	44 , 	52 , 	42 , 	17 , 	16 , 	6 , 	3 , 	4 , 	2 , 	6 , 	8 , 	1 , 	4 , 	2 , 	3 , 	3 , 	2 , 	10 , 	2 , 	17 , 	11 , 	10 , 	2 , 	5 , 	606 ,,,,,,,,,,,,,
UC, 	4 , 	8 , 	4 , 	2 , 	12 , 	5 , 	14 , 	15 , 	21 , 	17 , 	31 , 	22 , 	23 , 	23 , 	35 , 	15 , 	3 , 	27 , 	3 , 	1 , 	2 , 	0 , 	0 , 	3 , 	4 , 	36 , 	37 , 	33 , 	42 , 	14 , 	9 , 	3 , 	4 , 	3 , 	2 , 	4 , 	10 , 	0 , 	3 , 	2 , 	1 , 	4 , 	1 , 	6 , 	2 , 	22 , 	12 , 	7 , 	2 , 	2 , 	556 ,,,,,,,,,,,,,
FM, 	5 , 	10 , 	3 , 	2 , 	11 , 	3 , 	12 , 	8 , 	19 , 	20 , 	37 , 	18 , 	23 , 	29 , 	46 , 	24 , 	31 , 	6 , 	3 , 	4 , 	1 , 	0 , 	1 , 	1 , 	4 , 	28 , 	33 , 	32 , 	27 , 	13 , 	9 , 	3 , 	4 , 	6 , 	1 , 	6 , 	10 , 	0 , 	3 , 	1 , 	2 , 	3 , 	1 , 	2 , 	3 , 	16 , 	18 , 	15 , 	1 , 	3 , 	563 ,,,,,,,,,,,,,
CN, 	8 , 	7 , 	4 , 	3 , 	9 , 	5 , 	23 , 	24 , 	33 , 	5 , 	9 , 	11 , 	6 , 	6 , 	5 , 	2 , 	3 , 	3 , 	8 , 	25 , 	54 , 	35 , 	12 , 	17 , 	6 , 	71 , 	74 , 	119 , 	101 , 	35 , 	29 , 	14 , 	13 , 	7 , 	3 , 	1 , 	3 , 	13 , 	45 , 	5 , 	8 , 	25 , 	6 , 	1 , 	6 , 	3 , 	2 , 	1 , 	32 , 	36 , 	973 ,,,,,,,,,,,,,
PH, 	2 , 	5 , 	2 , 	2 , 	8 , 	5 , 	25 , 	22 , 	29 , 	6 , 	6 , 	8 , 	5 , 	2 , 	2 , 	1 , 	0 , 	4 , 	30 , 	6 , 	22 , 	11 , 	6 , 	16 , 	4 , 	85 , 	80 , 	90 , 	71 , 	28 , 	15 , 	10 , 	3 , 	4 , 	2 , 	0 , 	3 , 	5 , 	21 , 	3 , 	7 , 	16 , 	2 , 	1 , 	5 , 	1 , 	1 , 	1 , 	16 , 	13 , 	710 ,,,,,,,,,,,,,
WC, 	8 , 	8 , 	4 , 	3 , 	9 , 	4 , 	28 , 	22 , 	28 , 	6 , 	11 , 	7 , 	5 , 	4 , 	3 , 	2 , 	2 , 	1 , 	57 , 	24 , 	3 , 	13 , 	11 , 	22 , 	5 , 	57 , 	62 , 	65 , 	49 , 	22 , 	15 , 	5 , 	5 , 	9 , 	4 , 	0 , 	1 , 	8 , 	39 , 	3 , 	3 , 	16 , 	2 , 	0 , 	5 , 	1 , 	1 , 	1 , 	15 , 	23 , 	700 ,,,,,,,,,,,,,
LF, 	2 , 	3 , 	1 , 	0 , 	2 , 	1 , 	8 , 	7 , 	8 , 	1 , 	7 , 	3 , 	2 , 	1 , 	3 , 	0 , 	1 , 	0 , 	42 , 	14 , 	16 , 	3 , 	3 , 	9 , 	1 , 	24 , 	38 , 	24 , 	22 , 	8 , 	10 , 	3 , 	1 , 	1 , 	1 , 	0 , 	0 , 	2 , 	7 , 	1 , 	1 , 	6 , 	1 , 	0 , 	3 , 	0 , 	0 , 	0 , 	5 , 	6 , 	302 ,,,,,,,,,,,,,
OR, 	2 , 	2 , 	0 , 	1 , 	2 , 	1 , 	6 , 	6 , 	9 , 	1 , 	11 , 	1 , 	2 , 	3 , 	1 , 	0 , 	1 , 	2 , 	10 , 	6 , 	13 , 	3 , 	2 , 	6 , 	1 , 	23 , 	29 , 	18 , 	13 , 	7 , 	4 , 	1 , 	1 , 	2 , 	0 , 	0 , 	0 , 	0 , 	4 , 	0 , 	1 , 	6 , 	1 , 	0 , 	2 , 	0 , 	0 , 	1 , 	2 , 	2 , 	209 ,,,,,,,,,,,,,
RR, 	6 , 	7 , 	5 , 	2 , 	1 , 	1 , 	8 , 	12 , 	19 , 	3 , 	16 , 	7 , 	7 , 	4 , 	4 , 	2 , 	3 , 	1 , 	15 , 	18 , 	18 , 	9 , 	9 , 	3 , 	5 , 	45 , 	44 , 	42 , 	40 , 	20 , 	12 , 	6 , 	5 , 	3 , 	0 , 	0 , 	2 , 	3 , 	13 , 	2 , 	1 , 	9 , 	1 , 	0 , 	1 , 	0 , 	1 , 	1 , 	4 , 	9 , 	450 ,,,,,,,,,,,,,
OW, 	11 , 	8 , 	2 , 	3 , 	12 , 	8 , 	13 , 	11 , 	18 , 	6 , 	41 , 	29 , 	17 , 	20 , 	9 , 	6 , 	3 , 	3 , 	8 , 	3 , 	5 , 	1 , 	1 , 	6 , 	7 , 	197 , 	167 , 	221 , 	155 , 	77 , 	55 , 	15 , 	19 , 	13 , 	6 , 	3 , 	8 , 	1 , 	5 , 	6 , 	6 , 	12 , 	5 , 	2 , 	2 , 	2 , 	1 , 	2 , 	4 , 	7 ," 	1,238 ",,,,,,,,,,,,,
EM, 	92 , 	150 , 	54 , 	37 , 	64 , 	45 , 	83 , 	104 , 	102 , 	101 , 	138 , 	92 , 	125 , 	93 , 	63 , 	53 , 	39 , 	31 , 	85 , 	99 , 	63 , 	29 , 	28 , 	46 , 	212 , 	16 , 	11 , 	41 , 	43 , 	81 , 	120 , 	70 , 	175 , 	124 , 	47 , 	41 , 	95 , 	26 , 	81 , 	32 , 	28 , 	26 , 	19 , 	32 , 	10 , 	11 , 	8 , 	14 , 	25 , 	83 ," 	3,288 ",,,,,,,,,,,,,
MT, 	115 , 	153 , 	57 , 	36 , 	61 , 	46 , 	89 , 	108 , 	112 , 	92 , 	154 , 	89 , 	134 , 	118 , 	56 , 	54 , 	42 , 	37 , 	96 , 	83 , 	67 , 	41 , 	28 , 	47 , 	199 , 	10 , 	12 , 	16 , 	38 , 	103 , 	180 , 	133 , 	311 , 	167 , 	73 , 	43 , 	68 , 	24 , 	104 , 	45 , 	54 , 	33 , 	36 , 	24 , 	6 , 	15 , 	11 , 	13 , 	23 , 	74 ," 	3,732 ",,,,,,,,,,,,,
PL, 	108 , 	155 , 	59 , 	28 , 	64 , 	50 , 	101 , 	94 , 	126 , 	96 , 	180 , 	103 , 	112 , 	99 , 	59 , 	41 , 	31 , 	27 , 	88 , 	75 , 	56 , 	23 , 	18 , 	37 , 	201 , 	47 , 	18 , 	20 , 	32 , 	174 , 	244 , 	170 , 	354 , 	233 , 	97 , 	37 , 	78 , 	24 , 	97 , 	70 , 	63 , 	51 , 	35 , 	25 , 	8 , 	9 , 	8 , 	13 , 	29 , 	69 ," 	4,033 ",,,,,,,,,,,,,
CC, 	77 , 	124 , 	47 , 	30 , 	59 , 	42 , 	98 , 	98 , 	93 , 	79 , 	178 , 	97 , 	81 , 	81 , 	48 , 	37 , 	35 , 	25 , 	89 , 	66 , 	47 , 	19 , 	13 , 	34 , 	161 , 	43 , 	30 , 	29 , 	14 , 	80 , 	122 , 	85 , 	218 , 	166 , 	77 , 	28 , 	58 , 	25 , 	74 , 	51 , 	46 , 	38 , 	46 , 	17 , 	5 , 	7 , 	10 , 	15 , 	17 , 	62 ," 	3,121 ",,,,,,,,,,,,,
16, 	61 , 	65 , 	19 , 	16 , 	32 , 	25 , 	50 , 	54 , 	50 , 	44 , 	76 , 	45 , 	40 , 	33 , 	23 , 	19 , 	11 , 	12 , 	30 , 	28 , 	22 , 	8 , 	7 , 	20 , 	78 , 	80 , 	101 , 	196 , 	94 , 	9 , 	30 , 	57 , 	118 , 	95 , 	46 , 	7 , 	19 , 	8 , 	44 , 	29 , 	35 , 	26 , 	25 , 	8 , 	3 , 	3 , 	3 , 	4 , 	15 , 	32 ," 	1,958 ",,,,,,,,,,,,,
24, 	65 , 	75 , 	15 , 	16 , 	25 , 	16 , 	37 , 	37 , 	38 , 	34 , 	76 , 	45 , 	32 , 	28 , 	14 , 	16 , 	10 , 	8 , 	27 , 	14 , 	15 , 	10 , 	4 , 	12 , 	56 , 	104 , 	149 , 	286 , 	153 , 	31 , 	12 , 	48 , 	95 , 	83 , 	44 , 	5 , 	10 , 	7 , 	35 , 	38 , 	38 , 	21 , 	28 , 	8 , 	3 , 	3 , 	3 , 	4 , 	12 , 	23 ," 	1,964 ",,,,,,,,,,,,,
GP, 	16 , 	18 , 	6 , 	3 , 	11 , 	3 , 	12 , 	13 , 	19 , 	13 , 	16 , 	14 , 	11 , 	9 , 	7 , 	5 , 	2 , 	1 , 	12 , 	6 , 	4 , 	2 , 	1 , 	7 , 	13 , 	66 , 	114 , 	172 , 	83 , 	54 , 	48 , 	5 , 	16 , 	17 , 	15 , 	3 , 	4 , 	1 , 	9 , 	8 , 	21 , 	13 , 	10 , 	4 , 	2 , 	1 , 	1 , 	1 , 	3 , 	12 , 	909 ,,,,,,,,,,,,,
BP, 	21 , 	23 , 	5 , 	3 , 	12 , 	5 , 	12 , 	17 , 	26 , 	17 , 	20 , 	20 , 	12 , 	10 , 	9 , 	6 , 	4 , 	5 , 	11 , 	3 , 	6 , 	1 , 	2 , 	4 , 	22 , 	137 , 	180 , 	436 , 	209 , 	100 , 	87 , 	17 , 	5 , 	16 , 	21 , 	3 , 	6 , 	1 , 	10 , 	16 , 	30 , 	23 , 	26 , 	4 , 	3 , 	2 , 	1 , 	1 , 	2 , 	7 ," 	1,624 ",,,,,,,,,,,,,
DC, 	11 , 	19 , 	4 , 	5 , 	10 , 	4 , 	12 , 	12 , 	23 , 	11 , 	20 , 	19 , 	10 , 	11 , 	9 , 	3 , 	5 , 	6 , 	6 , 	6 , 	9 , 	1 , 	3 , 	3 , 	15 , 	123 , 	146 , 	288 , 	176 , 	103 , 	82 , 	17 , 	20 , 	8 , 	9 , 	2 , 	12 , 	2 , 	10 , 	16 , 	33 , 	40 , 	27 , 	5 , 	2 , 	3 , 	2 , 	1 , 	4 , 	13 ," 	1,382 ",,,,,,,,,,,,,
CM, 	5 , 	9 , 	1 , 	2 , 	2 , 	1 , 	6 , 	8 , 	12 , 	2 , 	5 , 	3 , 	3 , 	3 , 	1 , 	3 , 	2 , 	1 , 	3 , 	2 , 	4 , 	1 , 	1 , 	1 , 	6 , 	47 , 	54 , 	109 , 	69 , 	40 , 	42 , 	15 , 	22 , 	11 , 	4 , 	0 , 	3 , 	1 , 	7 , 	5 , 	14 , 	40 , 	17 , 	0 , 	0 , 	0 , 	0 , 	0 , 	2 , 	9 , 	600 ,,,,,,,,,,,,,
CV, 	2 , 	1 , 	2 , 	0 , 	3 , 	1 , 	3 , 	3 , 	5 , 	22 , 	21 , 	11 , 	17 , 	17 , 	4 , 	4 , 	5 , 	7 , 	0 , 	0 , 	0 , 	0 , 	0 , 	0 , 	3 , 	30 , 	41 , 	42 , 	31 , 	10 , 	6 , 	3 , 	3 , 	3 , 	0 , 	2 , 	32 , 	0 , 	0 , 	2 , 	3 , 	2 , 	1 , 	15 , 	1 , 	1 , 	0 , 	1 , 	0 , 	0 , 	362 ,,,,,,,,,,,,,
ED, 	2 , 	7 , 	1 , 	2 , 	8 , 	4 , 	11 , 	9 , 	9 , 	28 , 	54 , 	30 , 	29 , 	40 , 	17 , 	10 , 	10 , 	12 , 	3 , 	2 , 	1 , 	0 , 	0 , 	1 , 	7 , 	77 , 	64 , 	92 , 	62 , 	19 , 	13 , 	5 , 	7 , 	13 , 	2 , 	28 , 	7 , 	0 , 	2 , 	2 , 	1 , 	13 , 	2 , 	10 , 	9 , 	5 , 	4 , 	5 , 	0 , 	2 , 	742 ,,,,,,,,,,,,,
NC, 	1 , 	2 , 	1 , 	1 , 	3 , 	0 , 	4 , 	8 , 	8 , 	2 , 	1 , 	2 , 	1 , 	2 , 	1 , 	1 , 	0 , 	0 , 	9 , 	6 , 	6 , 	2 , 	1 , 	3 , 	1 , 	18 , 	22 , 	25 , 	26 , 	7 , 	6 , 	1 , 	2 , 	1 , 	1 , 	0 , 	0 , 	1 , 	10 , 	4 , 	1 , 	8 , 	1 , 	0 , 	2 , 	0 , 	1 , 	0 , 	8 , 	7 , 	219 ,,,,,,,,,,,,,
WP, 	5 , 	7 , 	2 , 	2 , 	11 , 	4 , 	30 , 	21 , 	26 , 	3 , 	8 , 	8 , 	5 , 	2 , 	3 , 	3 , 	3 , 	3 , 	53 , 	22 , 	35 , 	6 , 	5 , 	11 , 	7 , 	70 , 	76 , 	125 , 	88 , 	46 , 	39 , 	11 , 	10 , 	14 , 	7 , 	0 , 	2 , 	9 , 	6 , 	5 , 	9 , 	23 , 	3 , 	0 , 	4 , 	2 , 	1 , 	2 , 	8 , 	12 , 	858 ,,,,,,,,,,,,,
SS, 	6 , 	9 , 	2 , 	1 , 	3 , 	2 , 	4 , 	5 , 	11 , 	3 , 	3 , 	3 , 	4 , 	5 , 	3 , 	2 , 	1 , 	1 , 	3 , 	4 , 	3 , 	1 , 	0 , 	1 , 	4 , 	35 , 	33 , 	76 , 	53 , 	32 , 	34 , 	8 , 	16 , 	17 , 	6 , 	2 , 	2 , 	4 , 	6 , 	3 , 	7 , 	14 , 	7 , 	0 , 	0 , 	1 , 	0 , 	0 , 	1 , 	8 , 	449 ,,,,,,,,,,,,,
SB, 	8 , 	9 , 	1 , 	1 , 	5 , 	5 , 	4 , 	5 , 	9 , 	2 , 	9 , 	6 , 	5 , 	5 , 	5 , 	2 , 	1 , 	2 , 	11 , 	5 , 	3 , 	1 , 	1 , 	2 , 	6 , 	27 , 	40 , 	76 , 	52 , 	40 , 	37 , 	23 , 	36 , 	33 , 	12 , 	2 , 	1 , 	2 , 	9 , 	8 , 	4 , 	10 , 	6 , 	1 , 	1 , 	0 , 	1 , 	-   , 	3 , 	5 , 	544 ,,,,,,,,,,,,,
SO, 	8 , 	14 , 	5 , 	5 , 	9 , 	2 , 	11 , 	8 , 	11 , 	4 , 	9 , 	5 , 	8 , 	6 , 	3 , 	2 , 	3 , 	2 , 	24 , 	15 , 	17 , 	8 , 	7 , 	9 , 	12 , 	17 , 	19 , 	51 , 	29 , 	22 , 	17 , 	9 , 	26 , 	40 , 	29 , 	2 , 	11 , 	8 , 	27 , 	13 , 	9 , 	12 , 	33 , 	3 , 	2 , 	2 , 	1 , 	0 , 	4 , 	28 , 	624 ,,,,,,,,,,,,,
MB, 	8 , 	10 , 	4 , 	1 , 	10 , 	3 , 	5 , 	4 , 	10 , 	2 , 	4 , 	6 , 	2 , 	3 , 	2 , 	1 , 	1 , 	1 , 	7 , 	2 , 	2 , 	1 , 	0 , 	1 , 	6 , 	17 , 	36 , 	41 , 	40 , 	24 , 	21 , 	12 , 	26 , 	30 , 	14 , 	1 , 	2 , 	0 , 	3 , 	6 , 	4 , 	37 , 	7 , 	-   , 	1 , 	0 , 	0 , 	0 , 	0 , 	5 , 	424 ,,,,,,,,,,,,,
WD, 	2 , 	3 , 	1 , 	0 , 	1 , 	1 , 	2 , 	4 , 	3 , 	16 , 	22 , 	11 , 	19 , 	26 , 	10 , 	10 , 	6 , 	2 , 	2 , 	1 , 	1 , 	0 , 	-   , 	0 , 	2 , 	28 , 	21 , 	32 , 	19 , 	10 , 	8 , 	6 , 	5 , 	3 , 	0 , 	15 , 	10 , 	1 , 	0 , 	0 , 	1 , 	3 , 	0 , 	3 , 	3 , 	1 , 	2 , 	2 , 	0 , 	1 , 	321 ,,,,,,,,,,,,,
OA, 	2 , 	5 , 	2 , 	2 , 	5 , 	2 , 	2 , 	4 , 	3 , 	3 , 	3 , 	6 , 	2 , 	1 , 	2 , 	2 , 	2 , 	2 , 	6 , 	5 , 	4 , 	2 , 	1 , 	2 , 	1 , 	7 , 	6 , 	7 , 	6 , 	3 , 	3 , 	1 , 	3 , 	1 , 	-   , 	1 , 	7 , 	2 , 	6 , 	0 , 	1 , 	4 , 	0 , 	2 , 	0 , 	0 , 	1 , 	2 , 	1 , 	5 , 	139 ,,,,,,,,,,,,,
WS, 	4 , 	6 , 	2 , 	4 , 	5 , 	5 , 	4 , 	7 , 	6 , 	15 , 	17 , 	12 , 	13 , 	12 , 	17 , 	12 , 	20 , 	15 , 	2 , 	2 , 	0 , 	0 , 	0 , 	0 , 	1 , 	10 , 	11 , 	10 , 	8 , 	5 , 	2 , 	1 , 	2 , 	3 , 	0 , 	2 , 	5 , 	0 , 	2 , 	1 , 	0 , 	2 , 	0 , 	1 , 	1 , 	2 , 	18 , 	14 , 	0 , 	1 , 	283 ,,,,,,,,,,,,,
ML, 	1 , 	4 , 	2 , 	1 , 	6 , 	2 , 	4 , 	5 , 	5 , 	5 , 	9 , 	5 , 	6 , 	7 , 	15 , 	9 , 	13 , 	17 , 	2 , 	1 , 	1 , 	0 , 	0 , 	1 , 	1 , 	7 , 	11 , 	11 , 	12 , 	3 , 	3 , 	1 , 	1 , 	3 , 	1 , 	2 , 	4 , 	0 , 	2 , 	0 , 	1 , 	2 , 	0 , 	2 , 	1 , 	19 , 	4 , 	4 , 	1 , 	1 , 	214 ,,,,,,,,,,,,,
BE, 	4 , 	5 , 	1 , 	1 , 	9 , 	4 , 	5 , 	6 , 	6 , 	11 , 	12 , 	9 , 	9 , 	7 , 	13 , 	10 , 	9 , 	17 , 	2 , 	2 , 	1 , 	0 , 	0 , 	1 , 	4 , 	12 , 	10 , 	16 , 	15 , 	5 , 	4 , 	1 , 	2 , 	2 , 	1 , 	1 , 	5 , 	0 , 	2 , 	0 , 	0 , 	1 , 	0 , 	1 , 	1 , 	16 , 	3 , 	3 , 	0 , 	1 , 	251 ,,,,,,,,,,,,,
