Exit stations,Entry stations->,,SUNDAY,,,Apr 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	39 , 	64 , 	44 , 	160 , 	67 , 	65 , 	37 , 	55 , 	25 , 	60 , 	73 , 	17 , 	24 , 	15 , 	9 , 	8 , 	19 , 	17 , 	3 , 	12 , 	6 , 	3 , 	10 , 	19 , 	97 , 	67 , 	204 , 	96 , 	58 , 	67 , 	19 , 	29 , 	22 , 	8 , 	4 , 	10 , 	1 , 	25 , 	6 , 	10 , 	17 , 	12 , 	2 ," 	1,604 ",,,Eastbay," 	35,193 ",,SF CBD," 	85,912 ",58.5%,,,
EN, 	52 , 	18 , 	49 , 	48 , 	260 , 	94 , 	86 , 	57 , 	97 , 	35 , 	76 , 	183 , 	22 , 	33 , 	29 , 	16 , 	16 , 	37 , 	24 , 	9 , 	18 , 	7 , 	6 , 	21 , 	30 , 	210 , 	181 , 	477 , 	158 , 	68 , 	62 , 	30 , 	37 , 	30 , 	12 , 	6 , 	12 , 	3 , 	25 , 	9 , 	12 , 	62 , 	18 , 	5 ," 	2,734 ",,,Westbay," 	44,608 ",,non-CBD," 	55,472 ",37.7%,,,
EP, 	66 , 	46 , 	6 , 	40 , 	240 , 	64 , 	58 , 	48 , 	67 , 	29 , 	32 , 	122 , 	11 , 	11 , 	8 , 	8 , 	7 , 	20 , 	11 , 	6 , 	13 , 	7 , 	4 , 	14 , 	9 , 	143 , 	111 , 	251 , 	137 , 	55 , 	39 , 	14 , 	10 , 	15 , 	3 , 	5 , 	5 , 	1 , 	9 , 	2 , 	6 , 	40 , 	11 , 	4 ," 	1,804 ",,,Transbay," 	69,415 ",,,,,,,
NB, 	43 , 	48 , 	37 , 	12 , 	88 , 	42 , 	50 , 	67 , 	71 , 	29 , 	37 , 	111 , 	16 , 	20 , 	16 , 	6 , 	9 , 	25 , 	17 , 	9 , 	17 , 	10 , 	5 , 	14 , 	10 , 	215 , 	165 , 	335 , 	221 , 	99 , 	81 , 	23 , 	19 , 	12 , 	6 , 	4 , 	10 , 	1 , 	10 , 	3 , 	5 , 	77 , 	17 , 	2 ," 	2,109 ",,,,,,,,,,,
BK, 	171 , 	242 , 	255 , 	93 , 	30 , 	145 , 	164 , 	183 , 	193 , 	84 , 	131 , 	245 , 	56 , 	70 , 	59 , 	24 , 	59 , 	208 , 	41 , 	31 , 	57 , 	30 , 	22 , 	24 , 	61 , 	410 , 	284 , 	803 , 	429 , 	229 , 	133 , 	53 , 	48 , 	61 , 	13 , 	31 , 	50 , 	8 , 	29 , 	10 , 	14 , 	217 , 	87 , 	16 ," 	5,599 ",,,,,,,,,,,
AS, 	68 , 	85 , 	63 , 	44 , 	131 , 	13 , 	80 , 	92 , 	97 , 	52 , 	78 , 	130 , 	27 , 	22 , 	23 , 	15 , 	16 , 	33 , 	12 , 	8 , 	19 , 	6 , 	5 , 	10 , 	31 , 	164 , 	149 , 	287 , 	223 , 	143 , 	97 , 	27 , 	19 , 	16 , 	5 , 	4 , 	11 , 	2 , 	17 , 	3 , 	4 , 	50 , 	13 , 	5 ," 	2,392 ",,,,,,,,,,,
MA, 	73 , 	80 , 	58 , 	49 , 	155 , 	79 , 	15 , 	62 , 	92 , 	32 , 	97 , 	187 , 	29 , 	43 , 	29 , 	18 , 	21 , 	38 , 	32 , 	30 , 	43 , 	15 , 	20 , 	45 , 	52 , 	293 , 	225 , 	503 , 	348 , 	227 , 	153 , 	35 , 	31 , 	29 , 	10 , 	9 , 	10 , 	9 , 	63 , 	4 , 	10 , 	97 , 	20 , 	7 ," 	3,473 ",,,,,,,,,,,
19, 	36 , 	42 , 	51 , 	59 , 	155 , 	100 , 	57 , 	11 , 	14 , 	15 , 	53 , 	133 , 	36 , 	37 , 	29 , 	14 , 	17 , 	37 , 	22 , 	21 , 	30 , 	19 , 	14 , 	50 , 	36 , 	219 , 	192 , 	357 , 	250 , 	184 , 	131 , 	26 , 	23 , 	27 , 	8 , 	7 , 	10 , 	6 , 	34 , 	3 , 	9 , 	58 , 	18 , 	4 ," 	2,650 ",,,,,,,,,,,
12, 	49 , 	77 , 	59 , 	54 , 	159 , 	92 , 	77 , 	15 , 	13 , 	13 , 	64 , 	160 , 	53 , 	70 , 	52 , 	26 , 	27 , 	47 , 	40 , 	33 , 	41 , 	18 , 	16 , 	52 , 	53 , 	259 , 	242 , 	524 , 	259 , 	143 , 	96 , 	31 , 	49 , 	43 , 	16 , 	7 , 	15 , 	9 , 	45 , 	9 , 	10 , 	104 , 	27 , 	5 ," 	3,249 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	39 , 	27 , 	29 , 	84 , 	64 , 	31 , 	18 , 	18 , 	8 , 	117 , 	178 , 	88 , 	103 , 	44 , 	26 , 	35 , 	49 , 	9 , 	11 , 	11 , 	5 , 	7 , 	17 , 	28 , 	209 , 	176 , 	454 , 	243 , 	171 , 	119 , 	26 , 	43 , 	28 , 	7 , 	46 , 	55 , 	1 , 	14 , 	5 , 	5 , 	30 , 	7 , 	27 ," 	2,735 ",,,Dtwn SF," 	1,634 "," 	6,475 "," 	12,200 "," 	5,563 "," 	5,476 "," 	7,523 "," 	4,197 "," 	43,068 "
FV, 	56 , 	61 , 	30 , 	43 , 	132 , 	79 , 	89 , 	65 , 	67 , 	107 , 	23 , 	212 , 	107 , 	195 , 	107 , 	47 , 	33 , 	71 , 	33 , 	14 , 	26 , 	11 , 	13 , 	23 , 	66 , 	231 , 	203 , 	515 , 	292 , 	130 , 	125 , 	24 , 	45 , 	42 , 	9 , 	35 , 	62 , 	7 , 	44 , 	8 , 	11 , 	45 , 	12 , 	40 ," 	3,587 ",,,OAK," 	6,387 ", 	838 ," 	2,045 "," 	1,844 ", 	838 ," 	2,353 ", 	482 ," 	14,788 "
