Exit stations,Entry stations->,,SATURDAY,,,Apr 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	71 , 	76 , 	57 , 	266 , 	91 , 	92 , 	53 , 	77 , 	19 , 	85 , 	76 , 	30 , 	27 , 	30 , 	14 , 	14 , 	18 , 	22 , 	6 , 	13 , 	11 , 	5 , 	16 , 	26 , 	128 , 	97 , 	293 , 	122 , 	87 , 	101 , 	20 , 	42 , 	32 , 	9 , 	4 , 	9 , 	3 , 	31 , 	10 , 	12 , 	20 , 	13 , 	3 ," 	2,234 ",,,Eastbay," 	48,473 ",,SF CBD," 	125,778 ",60.5%,,,
EN, 	82 , 	17 , 	78 , 	64 , 	520 , 	134 , 	119 , 	96 , 	158 , 	37 , 	113 , 	184 , 	45 , 	48 , 	37 , 	17 , 	23 , 	43 , 	37 , 	14 , 	32 , 	8 , 	5 , 	30 , 	33 , 	315 , 	241 , 	763 , 	297 , 	110 , 	105 , 	41 , 	69 , 	51 , 	20 , 	9 , 	17 , 	3 , 	39 , 	14 , 	18 , 	54 , 	23 , 	9 ," 	4,166 ",,,Westbay," 	61,282 ",,non-CBD," 	76,359 ",36.7%,,,
EP, 	83 , 	84 , 	10 , 	50 , 	454 , 	87 , 	70 , 	90 , 	103 , 	34 , 	52 , 	94 , 	15 , 	16 , 	15 , 	5 , 	12 , 	26 , 	16 , 	10 , 	14 , 	10 , 	5 , 	26 , 	10 , 	208 , 	155 , 	376 , 	193 , 	62 , 	49 , 	21 , 	15 , 	19 , 	4 , 	5 , 	9 , 	3 , 	10 , 	5 , 	6 , 	41 , 	11 , 	6 ," 	2,584 ",,,Transbay," 	101,173 ",,,,,,,
NB, 	58 , 	68 , 	48 , 	14 , 	146 , 	55 , 	61 , 	100 , 	104 , 	26 , 	65 , 	108 , 	21 , 	24 , 	15 , 	9 , 	12 , 	22 , 	16 , 	17 , 	19 , 	8 , 	5 , 	19 , 	13 , 	264 , 	199 , 	454 , 	296 , 	128 , 	95 , 	26 , 	28 , 	20 , 	6 , 	6 , 	12 , 	3 , 	10 , 	4 , 	5 , 	67 , 	17 , 	5 ," 	2,690 ",,,,,,,,,,,
BK, 	266 , 	527 , 	467 , 	158 , 	37 , 	291 , 	325 , 	332 , 	326 , 	145 , 	245 , 	233 , 	122 , 	124 , 	98 , 	51 , 	116 , 	274 , 	77 , 	90 , 	107 , 	67 , 	54 , 	54 , 	83 , 	668 , 	428 ," 	1,266 ", 	683 , 	326 , 	234 , 	104 , 	106 , 	126 , 	19 , 	38 , 	97 , 	26 , 	72 , 	19 , 	20 , 	137 , 	130 , 	44 ," 	9,206 ",,,,,,,,,,,
AS, 	86 , 	123 , 	82 , 	53 , 	238 , 	16 , 	101 , 	156 , 	144 , 	48 , 	102 , 	116 , 	39 , 	43 , 	31 , 	18 , 	17 , 	29 , 	21 , 	11 , 	23 , 	10 , 	6 , 	17 , 	45 , 	267 , 	179 , 	429 , 	302 , 	206 , 	132 , 	29 , 	23 , 	19 , 	5 , 	8 , 	19 , 	5 , 	26 , 	3 , 	4 , 	33 , 	16 , 	6 ," 	3,279 ",,,,,,,,,,,
MA, 	102 , 	129 , 	81 , 	69 , 	300 , 	109 , 	21 , 	96 , 	125 , 	39 , 	132 , 	202 , 	48 , 	65 , 	60 , 	25 , 	25 , 	44 , 	52 , 	39 , 	47 , 	20 , 	16 , 	52 , 	64 , 	443 , 	324 , 	772 , 	499 , 	317 , 	198 , 	43 , 	50 , 	35 , 	10 , 	10 , 	19 , 	14 , 	85 , 	9 , 	12 , 	66 , 	25 , 	10 ," 	4,899 ",,,,,,,,,,,
19, 	64 , 	99 , 	81 , 	111 , 	322 , 	158 , 	99 , 	15 , 	22 , 	19 , 	91 , 	136 , 	58 , 	68 , 	53 , 	28 , 	37 , 	60 , 	36 , 	49 , 	50 , 	28 , 	33 , 	101 , 	57 , 	332 , 	279 , 	588 , 	499 , 	291 , 	218 , 	52 , 	66 , 	44 , 	13 , 	13 , 	27 , 	15 , 	49 , 	11 , 	11 , 	43 , 	31 , 	8 ," 	4,461 ",,,,,,,,,,,
12, 	68 , 	151 , 	99 , 	102 , 	306 , 	139 , 	140 , 	19 , 	18 , 	15 , 	110 , 	207 , 	94 , 	111 , 	83 , 	42 , 	52 , 	80 , 	69 , 	57 , 	65 , 	28 , 	33 , 	76 , 	80 , 	377 , 	321 , 	749 , 	398 , 	195 , 	137 , 	44 , 	81 , 	59 , 	24 , 	10 , 	27 , 	20 , 	59 , 	13 , 	18 , 	76 , 	42 , 	10 ," 	4,899 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	13 , 	37 , 	34 , 	27 , 	134 , 	50 , 	39 , 	18 , 	20 , 	10 , 	124 , 	200 , 	135 , 	166 , 	68 , 	38 , 	48 , 	73 , 	9 , 	10 , 	15 , 	6 , 	6 , 	18 , 	31 , 	288 , 	267 , 	632 , 	278 , 	160 , 	101 , 	33 , 	49 , 	39 , 	4 , 	74 , 	74 , 	3 , 	15 , 	4 , 	7 , 	25 , 	6 , 	38 ," 	3,423 ",,,Dtwn SF," 	2,717 "," 	9,973 "," 	17,909 "," 	9,097 "," 	8,743 "," 	11,312 "," 	5,907 "," 	65,656 "
