Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Aug 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	71 , 	65 , 	31 , 	134 , 	66 , 	49 , 	22 , 	48 , 	19 , 	59 , 	66 , 	11 , 	14 , 	17 , 	9 , 	7 , 	15 , 	15 , 	5 , 	10 , 	3 , 	3 , 	5 , 	14 , 	56 , 	41 , 	142 , 	62 , 	60 , 	71 , 	14 , 	19 , 	16 , 	5 , 	4 , 	8 , 	4 , 	17 , 	5 , 	3 , 	19 , 	7 ," 	1,317 ",,,Eastbay," 	26,781 ",,SF CBD," 	62,013 ",62.3%,,,
EN, 	78 , 	9 , 	59 , 	35 , 	265 , 	69 , 	71 , 	37 , 	95 , 	29 , 	56 , 	133 , 	13 , 	25 , 	16 , 	10 , 	14 , 	38 , 	19 , 	7 , 	14 , 	5 , 	5 , 	11 , 	12 , 	153 , 	95 , 	322 , 	126 , 	41 , 	54 , 	20 , 	30 , 	27 , 	14 , 	4 , 	16 , 	3 , 	18 , 	5 , 	5 , 	48 , 	10 ," 	2,116 ",,,Westbay," 	31,561 ",,non-CBD," 	39,971 ",40.2%,,,
EP, 	77 , 	43 , 	4 , 	33 , 	196 , 	52 , 	35 , 	26 , 	63 , 	20 , 	23 , 	85 , 	7 , 	10 , 	4 , 	3 , 	7 , 	26 , 	9 , 	3 , 	8 , 	4 , 	2 , 	10 , 	3 , 	88 , 	73 , 	165 , 	73 , 	18 , 	18 , 	13 , 	4 , 	8 , 	1 , 	2 , 	9 , 	1 , 	3 , 	1 , 	0 , 	38 , 	8 ," 	1,277 ",,,Transbay," 	46,879 ",,,,,,,
NB, 	44 , 	34 , 	34 , 	6 , 	59 , 	35 , 	28 , 	24 , 	67 , 	22 , 	28 , 	89 , 	10 , 	12 , 	7 , 	6 , 	6 , 	15 , 	9 , 	4 , 	9 , 	6 , 	3 , 	6 , 	3 , 	146 , 	94 , 	202 , 	109 , 	43 , 	37 , 	11 , 	9 , 	12 , 	3 , 	3 , 	11 , 	2 , 	4 , 	1 , 	1 , 	54 , 	7 ," 	1,315 ",,,SFO Ext," 	10,020 ",,,,,,,
BK, 	134 , 	257 , 	206 , 	59 , 	15 , 	147 , 	109 , 	105 , 	179 , 	56 , 	82 , 	221 , 	38 , 	44 , 	34 , 	15 , 	34 , 	138 , 	26 , 	23 , 	41 , 	19 , 	15 , 	20 , 	23 , 	278 , 	202 , 	599 , 	281 , 	104 , 	84 , 	31 , 	24 , 	38 , 	11 , 	12 , 	38 , 	6 , 	18 , 	4 , 	4 , 	102 , 	45 ," 	3,921 ",,,Extensions," 	12,395 ",,,,,,,
AS, 	80 , 	72 , 	38 , 	32 , 	113 , 	9 , 	64 , 	56 , 	84 , 	39 , 	65 , 	101 , 	21 , 	26 , 	18 , 	11 , 	13 , 	29 , 	9 , 	9 , 	9 , 	5 , 	3 , 	10 , 	25 , 	98 , 	78 , 	190 , 	135 , 	61 , 	61 , 	15 , 	11 , 	8 , 	5 , 	6 , 	9 , 	0 , 	10 , 	1 , 	2 , 	28 , 	7 ," 	1,665 ",,,,,,,,,,,
MA, 	48 , 	61 , 	33 , 	26 , 	104 , 	61 , 	9 , 	29 , 	44 , 	18 , 	57 , 	114 , 	27 , 	34 , 	21 , 	16 , 	14 , 	26 , 	26 , 	11 , 	23 , 	9 , 	6 , 	22 , 	29 , 	151 , 	125 , 	300 , 	190 , 	84 , 	65 , 	21 , 	23 , 	12 , 	4 , 	4 , 	20 , 	6 , 	40 , 	2 , 	2 , 	50 , 	7 ," 	1,975 ",,,,,,,,,,,
19, 	24 , 	33 , 	25 , 	25 , 	103 , 	53 , 	28 , 	7 , 	14 , 	17 , 	35 , 	57 , 	18 , 	25 , 	20 , 	8 , 	10 , 	22 , 	22 , 	11 , 	18 , 	7 , 	4 , 	22 , 	15 , 	81 , 	72 , 	195 , 	117 , 	56 , 	51 , 	9 , 	13 , 	11 , 	4 , 	4 , 	12 , 	2 , 	20 , 	2 , 	2 , 	22 , 	7 ," 	1,303 ",,,,,,,,,,,
12, 	52 , 	77 , 	62 , 	55 , 	169 , 	85 , 	42 , 	11 , 	9 , 	11 , 	73 , 	144 , 	68 , 	82 , 	42 , 	33 , 	50 , 	73 , 	43 , 	32 , 	46 , 	19 , 	18 , 	37 , 	32 , 	179 , 	173 , 	435 , 	193 , 	60 , 	53 , 	26 , 	41 , 	35 , 	22 , 	10 , 	23 , 	7 , 	36 , 	8 , 	4 , 	53 , 	18 ," 	2,740 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	24 , 	23 , 	19 , 	22 , 	56 , 	34 , 	16 , 	11 , 	11 , 	5 , 	90 , 	102 , 	77 , 	77 , 	28 , 	20 , 	26 , 	45 , 	7 , 	5 , 	7 , 	2 , 	2 , 	10 , 	27 , 	115 , 	111 , 	293 , 	141 , 	63 , 	59 , 	15 , 	25 , 	20 , 	3 , 	33 , 	35 , 	2 , 	8 , 	1 , 	1 , 	19 , 	4 ," 	1,697 ",,,Dtwn SF," 	1,232 "," 	3,848 "," 	9,988 "," 	3,796 "," 	4,144 "," 	6,342 "," 	2,524 "," 	29,350 "
