Exit stations,Entry stations->,,SATURDAY,,,May 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SO, 	31 , 	35 , 	28 , 	46 , 	132 , 	30 , 	55 , 	48 , 	41 , 	12 , 	18 , 	12 , 	14 , 	5 , 	3 , 	2 , 	7 , 	9 , 	30 , 	38 , 	45 , 	26 , 	14 , 	93 , 	51 , 	170 , 	133 , 	619 , 	178 , 	115 , 	71 , 	47 , 	49 , 	105 , 	50 , 	3 , 	44 , 	14 , 	25 , 	19 , 	40 , 	58 , 	146 , 	13 , 	8 , 	6 , 	9 , 	8 , 	5 , 	28 ," 	2,783 ",,,,,,,,,,
MB, 	8 , 	11 , 	3 , 	8 , 	46 , 	9 , 	11 , 	18 , 	15 , 	4 , 	6 , 	7 , 	3 , 	3 , 	1 , 	2 , 	1 , 	1 , 	3 , 	2 , 	2 , 	1 , 	0 , 	9 , 	8 , 	88 , 	52 , 	166 , 	112 , 	86 , 	75 , 	22 , 	39 , 	62 , 	13 , 	2 , 	5 , 	2 , 	2 , 	10 , 	8 , 	179 , 	26 , 	2 , 	2 , 	0 , 	1 , 	0 , 	1 , 	5 ," 	1,136 ",,,,,,,,,,
WD, 	2 , 	3 , 	1 , 	2 , 	10 , 	2 , 	6 , 	7 , 	3 , 	19 , 	30 , 	26 , 	24 , 	32 , 	11 , 	12 , 	8 , 	3 , 	1 , 	1 , 	0 , 	-   , 	0 , 	2 , 	4 , 	85 , 	48 , 	80 , 	34 , 	15 , 	8 , 	6 , 	5 , 	7 , 	1 , 	38 , 	12 , 	-   , 	1 , 	1 , 	1 , 	17 , 	3 , 	11 , 	6 , 	3 , 	7 , 	13 , 	-   , 	-   , 	605 ,,,,,,,,,,
OA, 	3 , 	12 , 	6 , 	10 , 	40 , 	5 , 	8 , 	11 , 	8 , 	7 , 	5 , 	17 , 	3 , 	3 , 	4 , 	1 , 	4 , 	6 , 	4 , 	7 , 	4 , 	3 , 	1 , 	3 , 	2 , 	20 , 	17 , 	32 , 	13 , 	10 , 	4 , 	3 , 	3 , 	2 , 	1 , 	1 , 	13 , 	2 , 	4 , 	1 , 	1 , 	9 , 	0 , 	6 , 	4 , 	1 , 	6 , 	3 , 	-   , 	3 , 	328 ,,,,,,,,,,
WS, 	6 , 	7 , 	2 , 	2 , 	20 , 	7 , 	10 , 	11 , 	10 , 	14 , 	19 , 	29 , 	13 , 	13 , 	20 , 	16 , 	22 , 	22 , 	3 , 	1 , 	1 , 	-   , 	1 , 	1 , 	5 , 	34 , 	21 , 	41 , 	18 , 	11 , 	8 , 	4 , 	2 , 	5 , 	1 , 	2 , 	6 , 	-   , 	1 , 	1 , 	3 , 	5 , 	1 , 	2 , 	3 , 	8 , 	22 , 	28 , 	1 , 	1 , 	476 ,,,,,,,,,,
ML, 	4 , 	13 , 	4 , 	8 , 	62 , 	6 , 	10 , 	23 , 	16 , 	15 , 	20 , 	26 , 	12 , 	17 , 	32 , 	21 , 	34 , 	59 , 	5 , 	3 , 	2 , 	1 , 	0 , 	2 , 	4 , 	75 , 	42 , 	79 , 	46 , 	15 , 	8 , 	11 , 	7 , 	9 , 	2 , 	2 , 	15 , 	-   , 	1 , 	1 , 	2 , 	10 , 	1 , 	5 , 	6 , 	30 , 	18 , 	20 , 	0 , 	4 , 	799 ,,,,,,,,,,
BE, 	8 , 	20 , 	6 , 	10 , 	73 , 	13 , 	22 , 	28 , 	22 , 	25 , 	33 , 	36 , 	22 , 	20 , 	36 , 	22 , 	38 , 	48 , 	6 , 	4 , 	5 , 	1 , 	2 , 	6 , 	12 , 	85 , 	62 , 	95 , 	63 , 	34 , 	18 , 	7 , 	12 , 	15 , 	2 , 	1 , 	13 , 	2 , 	4 , 	1 , 	1 , 	11 , 	1 , 	8 , 	4 , 	32 , 	19 , 	26 , 	2 , 	4 ," 	1,034 ",,,,,,,,,,
PC, 	4 , 	2 , 	1 , 	0 , 	3 , 	1 , 	6 , 	5 , 	6 , 	1 , 	2 , 	2 , 	3 , 	2 , 	2 , 	1 , 	0 , 	2 , 	32 , 	10 , 	15 , 	4 , 	3 , 	1 , 	4 , 	8 , 	12 , 	15 , 	9 , 	7 , 	5 , 	2 , 	5 , 	4 , 	1 , 	1 , 	1 , 	5 , 	6 , 	2 , 	0 , 	5 , 	0 , 	-   , 	1 , 	-   , 	1 , 	2 , 	3 , 	8 , 	208 ,,,,,,,,,,
AN, 	6 , 	5 , 	1 , 	2 , 	6 , 	5 , 	15 , 	8 , 	13 , 	3 , 	8 , 	13 , 	10 , 	4 , 	5 , 	2 , 	2 , 	4 , 	42 , 	20 , 	35 , 	6 , 	7 , 	6 , 	6 , 	47 , 	31 , 	66 , 	22 , 	15 , 	14 , 	6 , 	13 , 	16 , 	6 , 	1 , 	2 , 	8 , 	10 , 	4 , 	3 , 	38 , 	2 , 	1 , 	6 , 	2 , 	2 , 	4 , 	9 , 	9 , 	564 ,,,,,,,,,,
Entries," 	1,299 "," 	1,705 "," 	1,065 "," 	1,092 "," 	3,227 "," 	1,179 "," 	2,009 "," 	2,428 "," 	2,137 "," 	1,351 "," 	1,991 "," 	1,561 "," 	1,357 "," 	1,262 "," 	1,002 ", 	609 , 	744 , 	888 , 	968 , 	723 , 	974 , 	512 , 	333 ," 	1,381 "," 	2,191 "," 	5,562 "," 	3,665 "," 	9,309 "," 	4,241 "," 	3,881 "," 	3,664 "," 	1,654 "," 	2,102 "," 	2,076 ", 	710 , 	515 ," 	1,413 ", 	201 , 	626 , 	562 , 	761 ," 	3,341 "," 	1,175 ", 	548 , 	436 , 	574 , 	746 , 	980 , 	214 , 	501 ," 	83,438 ",,,,,,,,,,
