Exit stations,Entry stations->,,SUNDAY,,,May 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	13 , 	36 , 	38 , 	17 , 	115 , 	24 , 	34 , 	28 , 	20 , 	16 , 	30 , 	24 , 	10 , 	8 , 	6 , 	2 , 	3 , 	4 , 	8 , 	3 , 	5 , 	2 , 	1 , 	5 , 	11 , 	80 , 	38 , 	103 , 	52 , 	49 , 	42 , 	11 , 	13 , 	10 , 	3 , 	1 , 	4 , 	1 , 	2 , 	2 , 	5 , 	27 , 	6 , 	1 , 	7 , 	3 , 	3 , 	8 , 	3 , 	3 , 	932 ,,,,,,,,,,,
SH, 	2 , 	6 , 	3 , 	3 , 	10 , 	-   , 	4 , 	9 , 	7 , 	16 , 	26 , 	36 , 	17 , 	20 , 	18 , 	7 , 	19 , 	19 , 	1 , 	1 , 	2 , 	-   , 	0 , 	1 , 	3 , 	31 , 	20 , 	39 , 	16 , 	13 , 	23 , 	2 , 	4 , 	6 , 	1 , 	5 , 	6 , 	1 , 	1 , 	0 , 	-   , 	4 , 	2 , 	7 , 	6 , 	17 , 	13 , 	23 , 	1 , 	2 , 	470 ,,,,,,,,,,,
UC, 	4 , 	8 , 	3 , 	4 , 	27 , 	7 , 	10 , 	9 , 	8 , 	16 , 	18 , 	27 , 	16 , 	19 , 	34 , 	15 , 	12 , 	20 , 	2 , 	1 , 	0 , 	-   , 	1 , 	3 , 	4 , 	55 , 	29 , 	77 , 	24 , 	18 , 	10 , 	3 , 	4 , 	10 , 	2 , 	4 , 	11 , 	-   , 	2 , 	1 , 	1 , 	10 , 	2 , 	5 , 	7 , 	18 , 	31 , 	27 , 	1 , 	1 , 	617 ,,,,,,,,,,,
FM, 	5 , 	9 , 	5 , 	4 , 	26 , 	4 , 	9 , 	15 , 	11 , 	17 , 	13 , 	29 , 	18 , 	23 , 	39 , 	19 , 	21 , 	18 , 	4 , 	1 , 	2 , 	2 , 	1 , 	2 , 	3 , 	71 , 	33 , 	70 , 	30 , 	19 , 	12 , 	6 , 	8 , 	7 , 	2 , 	4 , 	13 , 	1 , 	1 , 	0 , 	2 , 	16 , 	-   , 	5 , 	11 , 	18 , 	34 , 	45 , 	-   , 	2 , 	705 ,,,,,,,,,,,
CN, 	5 , 	8 , 	3 , 	2 , 	11 , 	3 , 	21 , 	11 , 	14 , 	5 , 	10 , 	8 , 	6 , 	5 , 	3 , 	1 , 	1 , 	3 , 	22 , 	23 , 	96 , 	56 , 	10 , 	9 , 	3 , 	69 , 	35 , 	70 , 	36 , 	18 , 	15 , 	7 , 	6 , 	8 , 	2 , 	1 , 	3 , 	5 , 	48 , 	3 , 	2 , 	34 , 	2 , 	1 , 	8 , 	3 , 	3 , 	6 , 	24 , 	28 , 	769 ,,,,,,,,,,,
PH, 	3 , 	4 , 	2 , 	3 , 	10 , 	1 , 	12 , 	9 , 	11 , 	2 , 	4 , 	6 , 	2 , 	1 , 	3 , 	2 , 	1 , 	0 , 	20 , 	14 , 	40 , 	13 , 	10 , 	16 , 	4 , 	102 , 	36 , 	55 , 	32 , 	19 , 	11 , 	2 , 	6 , 	7 , 	2 , 	-   , 	1 , 	6 , 	17 , 	3 , 	2 , 	49 , 	2 , 	1 , 	11 , 	2 , 	2 , 	4 , 	9 , 	15 , 	580 ,,,,,,,,,,,
WC, 	6 , 	5 , 	4 , 	4 , 	11 , 	5 , 	17 , 	18 , 	14 , 	3 , 	7 , 	9 , 	6 , 	3 , 	2 , 	2 , 	1 , 	1 , 	85 , 	40 , 	14 , 	15 , 	17 , 	26 , 	5 , 	104 , 	47 , 	72 , 	41 , 	22 , 	16 , 	6 , 	6 , 	9 , 	2 , 	1 , 	1 , 	10 , 	33 , 	3 , 	2 , 	50 , 	4 , 	0 , 	7 , 	0 , 	2 , 	5 , 	10 , 	17 , 	784 ,,,,,,,,,,,
LF, 	2 , 	5 , 	2 , 	2 , 	6 , 	1 , 	9 , 	5 , 	6 , 	1 , 	2 , 	3 , 	1 , 	-   , 	1 , 	-   , 	-   , 	1 , 	50 , 	15 , 	23 , 	9 , 	7 , 	14 , 	2 , 	69 , 	30 , 	35 , 	27 , 	12 , 	9 , 	3 , 	3 , 	3 , 	-   , 	1 , 	0 , 	1 , 	8 , 	1 , 	2 , 	28 , 	2 , 	-   , 	2 , 	-   , 	1 , 	1 , 	5 , 	6 , 	409 ,,,,,,,,,,,
OR, 	1 , 	1 , 	2 , 	2 , 	5 , 	1 , 	5 , 	8 , 	4 , 	1 , 	3 , 	0 , 	1 , 	1 , 	0 , 	0 , 	-   , 	2 , 	11 , 	7 , 	14 , 	5 , 	3 , 	14 , 	1 , 	48 , 	17 , 	18 , 	17 , 	10 , 	4 , 	2 , 	1 , 	3 , 	1 , 	0 , 	0 , 	1 , 	5 , 	0 , 	2 , 	17 , 	1 , 	0 , 	2 , 	-   , 	-   , 	0 , 	2 , 	1 , 	242 ,,,,,,,,,,,
RR, 	7 , 	10 , 	9 , 	4 , 	9 , 	4 , 	25 , 	39 , 	23 , 	3 , 	13 , 	19 , 	7 , 	7 , 	4 , 	1 , 	3 , 	3 , 	14 , 	22 , 	25 , 	14 , 	15 , 	12 , 	9 , 	142 , 	82 , 	137 , 	102 , 	86 , 	64 , 	19 , 	7 , 	11 , 	3 , 	2 , 	1 , 	1 , 	7 , 	2 , 	5 , 	101 , 	6 , 	1 , 	11 , 	1 , 	2 , 	6 , 	2 , 	5 ," 	1,100 ",,,,,,,,,,,
OW, 	11 , 	7 , 	3 , 	3 , 	18 , 	7 , 	14 , 	24 , 	20 , 	12 , 	40 , 	21 , 	9 , 	8 , 	5 , 	2 , 	3 , 	5 , 	5 , 	3 , 	5 , 	2 , 	0 , 	9 , 	11 , 	252 , 	135 , 	288 , 	188 , 	165 , 	128 , 	18 , 	18 , 	15 , 	8 , 	4 , 	8 , 	0 , 	4 , 	3 , 	6 , 	57 , 	8 , 	1 , 	7 , 	3 , 	4 , 	8 , 	1 , 	6 ," 	1,574 ",,,,,,,,,,,
EM, 	74 , 	156 , 	63 , 	100 , 	213 , 	91 , 	203 , 	177 , 	163 , 	111 , 	109 , 	85 , 	87 , 	130 , 	45 , 	37 , 	66 , 	72 , 	73 , 	145 , 	119 , 	78 , 	45 , 	147 , 	360 , 	72 , 	8 , 	87 , 	74 , 	227 , 	253 , 	129 , 	134 , 	177 , 	34 , 	70 , 	287 , 	25 , 	51 , 	36 , 	46 , 	177 , 	114 , 	58 , 	38 , 	34 , 	70 , 	76 , 	9 , 	35 ," 	5,263 ",,,,,,,,,,,
MT, 	57 , 	76 , 	44 , 	69 , 	159 , 	54 , 	108 , 	141 , 	129 , 	90 , 	75 , 	61 , 	59 , 	75 , 	26 , 	23 , 	28 , 	46 , 	39 , 	33 , 	47 , 	29 , 	17 , 	93 , 	174 , 	11 , 	35 , 	19 , 	32 , 	150 , 	170 , 	87 , 	158 , 	110 , 	37 , 	35 , 	106 , 	10 , 	36 , 	24 , 	35 , 	167 , 	45 , 	34 , 	22 , 	19 , 	41 , 	57 , 	8 , 	21 ," 	3,215 ",,,,,,,,,,,
PL, 	103 , 	147 , 	62 , 	81 , 	214 , 	78 , 	133 , 	163 , 	176 , 	135 , 	142 , 	109 , 	116 , 	117 , 	49 , 	35 , 	64 , 	55 , 	54 , 	34 , 	59 , 	26 , 	14 , 	119 , 	288 , 	77 , 	12 , 	95 , 	54 , 	449 , 	534 , 	209 , 	369 , 	278 , 	82 , 	40 , 	141 , 	20 , 	51 , 	75 , 	89 , 	471 , 	120 , 	33 , 	29 , 	28 , 	41 , 	65 , 	12 , 	41 ," 	5,982 ",,,,,,,,,,,
CC, 	48 , 	65 , 	38 , 	68 , 	124 , 	70 , 	114 , 	128 , 	109 , 	81 , 	110 , 	55 , 	55 , 	39 , 	28 , 	17 , 	23 , 	26 , 	30 , 	21 , 	41 , 	25 , 	13 , 	93 , 	170 , 	38 , 	23 , 	53 , 	50 , 	204 , 	238 , 	96 , 	131 , 	126 , 	54 , 	26 , 	63 , 	6 , 	20 , 	33 , 	55 , 	202 , 	95 , 	19 , 	19 , 	15 , 	23 , 	42 , 	3 , 	13 ," 	3,232 ",,,,,,,,,,,
16, 	54 , 	66 , 	38 , 	63 , 	102 , 	68 , 	114 , 	150 , 	85 , 	87 , 	87 , 	39 , 	36 , 	35 , 	22 , 	21 , 	16 , 	21 , 	20 , 	18 , 	22 , 	14 , 	9 , 	87 , 	181 , 	181 , 	127 , 	457 , 	215 , 	25 , 	95 , 	96 , 	118 , 	148 , 	54 , 	14 , 	42 , 	6 , 	17 , 	34 , 	47 , 	141 , 	99 , 	12 , 	14 , 	9 , 	18 , 	37 , 	3 , 	13 ," 	3,474 ",,,,,,,,,,,
24, 	53 , 	76 , 	27 , 	45 , 	82 , 	48 , 	99 , 	99 , 	61 , 	61 , 	92 , 	48 , 	48 , 	31 , 	30 , 	25 , 	15 , 	19 , 	17 , 	14 , 	21 , 	8 , 	6 , 	76 , 	154 , 	206 , 	151 , 	566 , 	289 , 	72 , 	25 , 	189 , 	141 , 	197 , 	63 , 	16 , 	38 , 	5 , 	26 , 	62 , 	86 , 	100 , 	113 , 	13 , 	11 , 	9 , 	14 , 	23 , 	6 , 	12 ," 	3,683 ",,,,,,,,,,,
GP, 	9 , 	14 , 	7 , 	8 , 	36 , 	11 , 	20 , 	24 , 	18 , 	12 , 	17 , 	14 , 	7 , 	7 , 	3 , 	3 , 	2 , 	7 , 	6 , 	5 , 	8 , 	4 , 	2 , 	18 , 	16 , 	114 , 	61 , 	249 , 	90 , 	106 , 	146 , 	11 , 	15 , 	22 , 	12 , 	2 , 	11 , 	1 , 	7 , 	12 , 	19 , 	72 , 	27 , 	5 , 	7 , 	4 , 	4 , 	6 , 	0 , 	3 ," 	1,279 ",,,,,,,,,,,
BP, 	12 , 	21 , 	6 , 	4 , 	15 , 	9 , 	12 , 	18 , 	17 , 	14 , 	12 , 	11 , 	13 , 	14 , 	3 , 	3 , 	3 , 	6 , 	4 , 	5 , 	6 , 	2 , 	1 , 	6 , 	15 , 	105 , 	101 , 	439 , 	118 , 	112 , 	128 , 	14 , 	12 , 	20 , 	24 , 	2 , 	11 , 	1 , 	8 , 	11 , 	29 , 	53 , 	22 , 	1 , 	5 , 	2 , 	4 , 	11 , 	0 , 	5 ," 	1,464 ",,,,,,,,,,,
DC, 	13 , 	20 , 	7 , 	7 , 	23 , 	7 , 	10 , 	19 , 	12 , 	12 , 	15 , 	15 , 	10 , 	11 , 	6 , 	6 , 	10 , 	7 , 	10 , 	6 , 	7 , 	3 , 	2 , 	11 , 	20 , 	126 , 	79 , 	391 , 	167 , 	158 , 	184 , 	23 , 	26 , 	18 , 	20 , 	7 , 	19 , 	1 , 	13 , 	12 , 	36 , 	135 , 	43 , 	4 , 	7 , 	4 , 	5 , 	13 , 	1 , 	7 ," 	1,760 ",,,,,,,,,,,
CM, 	4 , 	7 , 	3 , 	1 , 	7 , 	4 , 	2 , 	5 , 	10 , 	2 , 	3 , 	2 , 	1 , 	4 , 	2 , 	1 , 	1 , 	2 , 	2 , 	2 , 	2 , 	-   , 	1 , 	3 , 	7 , 	30 , 	27 , 	110 , 	55 , 	42 , 	49 , 	13 , 	24 , 	16 , 	5 , 	0 , 	2 , 	1 , 	5 , 	2 , 	15 , 	54 , 	15 , 	0 , 	-   , 	1 , 	2 , 	1 , 	1 , 	4 , 	545 ,,,,,,,,,,,
CV, 	2 , 	2 , 	-   , 	2 , 	4 , 	1 , 	2 , 	4 , 	2 , 	26 , 	17 , 	24 , 	16 , 	14 , 	5 , 	6 , 	4 , 	4 , 	1 , 	1 , 	1 , 	0 , 	-   , 	0 , 	3 , 	55 , 	39 , 	64 , 	27 , 	19 , 	13 , 	3 , 	1 , 	3 , 	0 , 	7 , 	27 , 	0 , 	0 , 	1 , 	1 , 	7 , 	-   , 	27 , 	4 , 	1 , 	3 , 	1 , 	0 , 	2 , 	440 ,,,,,,,,,,,
ED, 	5 , 	5 , 	2 , 	4 , 	20 , 	5 , 	7 , 	10 , 	5 , 	36 , 	31 , 	77 , 	21 , 	31 , 	18 , 	9 , 	12 , 	12 , 	2 , 	1 , 	2 , 	1 , 	-   , 	2 , 	10 , 	248 , 	89 , 	180 , 	84 , 	43 , 	26 , 	11 , 	10 , 	11 , 	2 , 	24 , 	35 , 	1 , 	2 , 	3 , 	3 , 	59 , 	3 , 	12 , 	28 , 	6 , 	12 , 	15 , 	1 , 	1 ," 	1,230 ",,,,,,,,,,,
NC, 	0 , 	1 , 	1 , 	1 , 	3 , 	0 , 	3 , 	3 , 	3 , 	-   , 	1 , 	3 , 	-   , 	-   , 	-   , 	0 , 	-   , 	0 , 	6 , 	4 , 	8 , 	1 , 	2 , 	2 , 	0 , 	23 , 	6 , 	18 , 	5 , 	6 , 	4 , 	1 , 	1 , 	1 , 	-   , 	-   , 	0 , 	4 , 	7 , 	-   , 	1 , 	10 , 	1 , 	-   , 	3 , 	0 , 	1 , 	1 , 	3 , 	6 , 	141 ,,,,,,,,,,,
WP, 	2 , 	4 , 	2 , 	1 , 	3 , 	2 , 	11 , 	6 , 	6 , 	3 , 	5 , 	7 , 	3 , 	3 , 	3 , 	1 , 	2 , 	3 , 	52 , 	21 , 	38 , 	9 , 	5 , 	6 , 	4 , 	46 , 	33 , 	72 , 	20 , 	18 , 	22 , 	5 , 	6 , 	6 , 	4 , 	-   , 	1 , 	5 , 	11 , 	3 , 	2 , 	31 , 	1 , 	-   , 	7 , 	1 , 	2 , 	3 , 	4 , 	8 , 	507 ,,,,,,,,,,,
SS, 	5 , 	5 , 	1 , 	2 , 	7 , 	1 , 	5 , 	5 , 	4 , 	3 , 	4 , 	2 , 	1 , 	1 , 	1 , 	2 , 	2 , 	-   , 	4 , 	2 , 	3 , 	2 , 	1 , 	3 , 	5 , 	33 , 	20 , 	89 , 	38 , 	35 , 	57 , 	12 , 	15 , 	24 , 	3 , 	-   , 	2 , 	1 , 	2 , 	6 , 	11 , 	26 , 	6 , 	0 , 	3 , 	-   , 	0 , 	1 , 	0 , 	2 , 	454 ,,,,,,,,,,,
SB, 	8 , 	4 , 	3 , 	2 , 	7 , 	3 , 	7 , 	7 , 	10 , 	2 , 	4 , 	6 , 	3 , 	4 , 	1 , 	1 , 	1 , 	1 , 	2 , 	3 , 	2 , 	2 , 	1 , 	4 , 	7 , 	39 , 	28 , 	103 , 	56 , 	57 , 	72 , 	19 , 	30 , 	29 , 	14 , 	1 , 	2 , 	1 , 	3 , 	11 , 	12 , 	62 , 	6 , 	1 , 	2 , 	2 , 	1 , 	2 , 	1 , 	2 , 	645 ,,,,,,,,,,,
SO, 	25 , 	28 , 	31 , 	30 , 	93 , 	20 , 	50 , 	34 , 	37 , 	8 , 	10 , 	10 , 	8 , 	6 , 	5 , 	3 , 	4 , 	6 , 	20 , 	35 , 	38 , 	17 , 	11 , 	82 , 	48 , 	176 , 	148 , 	640 , 	149 , 	100 , 	66 , 	33 , 	30 , 	90 , 	37 , 	3 , 	36 , 	9 , 	20 , 	14 , 	20 , 	67 , 	109 , 	12 , 	12 , 	2 , 	4 , 	4 , 	5 , 	19 ," 	2,461 ",,,,,,,,,,,
MB, 	9 , 	10 , 	5 , 	8 , 	29 , 	5 , 	9 , 	8 , 	11 , 	3 , 	5 , 	6 , 	2 , 	2 , 	1 , 	2 , 	1 , 	1 , 	2 , 	1 , 	4 , 	1 , 	0 , 	5 , 	9 , 	73 , 	46 , 	135 , 	121 , 	98 , 	95 , 	19 , 	24 , 	42 , 	12 , 	1 , 	3 , 	2 , 	2 , 	7 , 	8 , 	229 , 	27 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 ," 	1,086 ",,,,,,,,,,,
WD, 	2 , 	2 , 	1 , 	1 , 	9 , 	1 , 	5 , 	4 , 	2 , 	12 , 	21 , 	28 , 	16 , 	20 , 	10 , 	8 , 	6 , 	4 , 	1 , 	1 , 	1 , 	0 , 	-   , 	1 , 	4 , 	66 , 	37 , 	45 , 	23 , 	12 , 	11 , 	6 , 	3 , 	5 , 	0 , 	23 , 	9 , 	-   , 	1 , 	1 , 	1 , 	20 , 	0 , 	9 , 	9 , 	2 , 	5 , 	8 , 	-   , 	1 , 	451 ,,,,,,,,,,,
OA, 	4 , 	11 , 	7 , 	5 , 	22 , 	4 , 	6 , 	8 , 	13 , 	10 , 	5 , 	14 , 	2 , 	3 , 	3 , 	2 , 	4 , 	3 , 	5 , 	4 , 	6 , 	3 , 	1 , 	4 , 	3 , 	32 , 	18 , 	44 , 	15 , 	7 , 	6 , 	4 , 	2 , 	3 , 	0 , 	1 , 	14 , 	-   , 	3 , 	1 , 	1 , 	14 , 	-   , 	3 , 	5 , 	1 , 	5 , 	5 , 	2 , 	4 , 	336 ,,,,,,,,,,,
WS, 	6 , 	9 , 	1 , 	3 , 	12 , 	1 , 	6 , 	8 , 	5 , 	14 , 	13 , 	19 , 	12 , 	12 , 	15 , 	13 , 	13 , 	13 , 	2 , 	1 , 	0 , 	-   , 	-   , 	1 , 	3 , 	30 , 	24 , 	40 , 	16 , 	11 , 	8 , 	3 , 	2 , 	2 , 	0 , 	2 , 	6 , 	1 , 	1 , 	2 , 	2 , 	9 , 	1 , 	2 , 	4 , 	6 , 	21 , 	22 , 	-   , 	1 , 	392 ,,,,,,,,,,,
ML, 	10 , 	5 , 	5 , 	4 , 	34 , 	5 , 	11 , 	10 , 	8 , 	11 , 	15 , 	14 , 	9 , 	9 , 	19 , 	16 , 	26 , 	41 , 	2 , 	1 , 	2 , 	1 , 	0 , 	2 , 	4 , 	60 , 	33 , 	61 , 	23 , 	18 , 	13 , 	3 , 	4 , 	6 , 	1 , 	2 , 	12 , 	1 , 	1 , 	1 , 	2 , 	10 , 	1 , 	4 , 	8 , 	17 , 	16 , 	17 , 	1 , 	1 , 	578 ,,,,,,,,,,,
BE, 	12 , 	15 , 	5 , 	10 , 	54 , 	11 , 	17 , 	18 , 	17 , 	22 , 	32 , 	38 , 	19 , 	21 , 	25 , 	25 , 	28 , 	42 , 	6 , 	3 , 	4 , 	3 , 	1 , 	4 , 	7 , 	76 , 	46 , 	93 , 	44 , 	31 , 	22 , 	5 , 	7 , 	8 , 	2 , 	2 , 	15 , 	-   , 	2 , 	1 , 	2 , 	10 , 	1 , 	8 , 	7 , 	29 , 	16 , 	15 , 	1 , 	3 , 	878 ,,,,,,,,,,,
