Exit stations,Entry stations->,,SATURDAY,,,Sep 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	13 , 	57 , 	63 , 	35 , 	235 , 	63 , 	64 , 	42 , 	64 , 	16 , 	54 , 	59 , 	21 , 	18 , 	19 , 	12 , 	9 , 	15 , 	12 , 	4 , 	9 , 	3 , 	5 , 	12 , 	15 , 	162 , 	121 , 	312 , 	132 , 	98 , 	103 , 	31 , 	39 , 	37 , 	9 , 	2 , 	6 , 	2 , 	9 , 	8 , 	12 , 	52 , 	13 , 	2 , 	11 , 	11 , 	-   , 	-   , 	6 , 	8 ," 	2,099 ",,,,,,,,,,
EN, 	61 , 	19 , 	53 , 	44 , 	384 , 	74 , 	85 , 	92 , 	110 , 	32 , 	72 , 	159 , 	29 , 	29 , 	30 , 	15 , 	14 , 	12 , 	15 , 	7 , 	9 , 	5 , 	8 , 	19 , 	24 , 	299 , 	215 , 	544 , 	194 , 	103 , 	110 , 	37 , 	41 , 	41 , 	25 , 	7 , 	14 , 	2 , 	7 , 	9 , 	14 , 	88 , 	17 , 	2 , 	26 , 	22 , 	-   , 	-   , 	5 , 	6 ," 	3,223 ",,,,,,,,,,
EP, 	65 , 	55 , 	11 , 	38 , 	448 , 	43 , 	64 , 	84 , 	80 , 	31 , 	38 , 	76 , 	21 , 	11 , 	12 , 	5 , 	8 , 	16 , 	9 , 	10 , 	10 , 	7 , 	7 , 	18 , 	11 , 	213 , 	142 , 	288 , 	145 , 	67 , 	60 , 	21 , 	19 , 	19 , 	6 , 	4 , 	8 , 	1 , 	4 , 	5 , 	4 , 	49 , 	13 , 	4 , 	23 , 	17 , 	-   , 	-   , 	1 , 	4 ," 	2,288 ",,,,,,,,,,
NB, 	29 , 	41 , 	40 , 	19 , 	136 , 	32 , 	55 , 	92 , 	65 , 	26 , 	40 , 	86 , 	24 , 	13 , 	11 , 	5 , 	8 , 	16 , 	10 , 	9 , 	10 , 	6 , 	9 , 	12 , 	9 , 	233 , 	140 , 	233 , 	212 , 	106 , 	78 , 	25 , 	17 , 	17 , 	6 , 	4 , 	11 , 	1 , 	5 , 	3 , 	7 , 	58 , 	11 , 	5 , 	24 , 	21 , 	-   , 	-   , 	2 , 	2 ," 	2,021 ",,,,,,,,,,
BK, 	244 , 	412 , 	442 , 	153 , 	55 , 	208 , 	186 , 	257 , 	243 , 	117 , 	158 , 	172 , 	91 , 	77 , 	68 , 	27 , 	71 , 	90 , 	37 , 	33 , 	44 , 	24 , 	70 , 	36 , 	57 , 	569 , 	394 , 	723 , 	481 , 	262 , 	202 , 	95 , 	64 , 	92 , 	18 , 	22 , 	78 , 	9 , 	15 , 	18 , 	22 , 	100 , 	76 , 	25 , 	57 , 	157 , 	-   , 	-   , 	10 , 	14 ," 	6,866 ",,,,,,,,,,
AS, 	58 , 	69 , 	48 , 	34 , 	175 , 	17 , 	55 , 	117 , 	91 , 	25 , 	62 , 	79 , 	26 , 	20 , 	18 , 	8 , 	14 , 	16 , 	12 , 	6 , 	7 , 	4 , 	5 , 	7 , 	23 , 	197 , 	147 , 	251 , 	198 , 	131 , 	96 , 	28 , 	18 , 	15 , 	5 , 	5 , 	10 , 	1 , 	7 , 	5 , 	6 , 	39 , 	13 , 	5 , 	16 , 	23 , 	-   , 	-   , 	4 , 	5 ," 	2,216 ",,,,,,,,,,
MA, 	76 , 	94 , 	56 , 	47 , 	186 , 	65 , 	19 , 	78 , 	85 , 	32 , 	84 , 	149 , 	41 , 	33 , 	26 , 	12 , 	15 , 	24 , 	37 , 	27 , 	30 , 	13 , 	17 , 	36 , 	35 , 	346 , 	268 , 	436 , 	345 , 	238 , 	150 , 	47 , 	35 , 	31 , 	9 , 	8 , 	13 , 	7 , 	28 , 	8 , 	10 , 	91 , 	17 , 	5 , 	22 , 	28 , 	-   , 	-   , 	17 , 	29 ," 	3,501 ",,,,,,,,,,
19, 	48 , 	93 , 	77 , 	91 , 	238 , 	117 , 	85 , 	35 , 	21 , 	19 , 	78 , 	122 , 	60 , 	38 , 	40 , 	23 , 	30 , 	41 , 	41 , 	30 , 	38 , 	19 , 	45 , 	80 , 	40 , 	366 , 	289 , 	513 , 	396 , 	266 , 	214 , 	63 , 	53 , 	56 , 	12 , 	13 , 	23 , 	6 , 	20 , 	12 , 	13 , 	67 , 	33 , 	8 , 	20 , 	48 , 	-   , 	-   , 	7 , 	19 ," 	4,064 ",,,,,,,,,,
12, 	59 , 	113 , 	86 , 	65 , 	216 , 	95 , 	92 , 	18 , 	34 , 	10 , 	77 , 	151 , 	77 , 	84 , 	53 , 	24 , 	42 , 	47 , 	49 , 	37 , 	46 , 	19 , 	52 , 	61 , 	53 , 	391 , 	302 , 	550 , 	341 , 	204 , 	173 , 	66 , 	63 , 	66 , 	22 , 	11 , 	22 , 	7 , 	28 , 	23 , 	20 , 	99 , 	61 , 	8 , 	32 , 	69 , 	-   , 	-   , 	9 , 	22 ," 	4,244 ",,,,,,,,,,
LM, 	18 , 	34 , 	33 , 	27 , 	118 , 	34 , 	27 , 	17 , 	12 , 	15 , 	97 , 	227 , 	146 , 	138 , 	58 , 	38 , 	42 , 	48 , 	10 , 	8 , 	7 , 	4 , 	7 , 	15 , 	26 , 	326 , 	263 , 	483 , 	311 , 	178 , 	137 , 	41 , 	47 , 	44 , 	5 , 	61 , 	101 , 	2 , 	5 , 	4 , 	8 , 	29 , 	8 , 	43 , 	22 , 	48 , 	-   , 	-   , 	3 , 	8 ," 	3,379 ",,,,,,,,,,
FV, 	51 , 	68 , 	43 , 	42 , 	156 , 	61 , 	89 , 	74 , 	69 , 	83 , 	20 , 	262 , 	120 , 	125 , 	90 , 	39 , 	46 , 	48 , 	24 , 	9 , 	13 , 	6 , 	14 , 	36 , 	59 , 	343 , 	253 , 	543 , 	300 , 	173 , 	162 , 	38 , 	52 , 	56 , 	10 , 	29 , 	66 , 	2 , 	11 , 	8 , 	14 , 	39 , 	8 , 	49 , 	17 , 	49 , 	-   , 	-   , 	7 , 	13 ," 	3,887 ",,,,,,,,,,
CL, 	81 , 	178 , 	92 , 	85 , 	178 , 	100 , 	164 , 	130 , 	173 , 	184 , 	257 , 	95 , 	281 , 	222 , 	203 , 	122 , 	194 , 	255 , 	76 , 	64 , 	71 , 	29 , 	206 , 	85 , 	83 , 	278 , 	173 , 	387 , 	213 , 	110 , 	115 , 	65 , 	78 , 	159 , 	14 , 	163 , 	431 , 	30 , 	43 , 	20 , 	41 , 	36 , 	82 , 	209 , 	30 , 	272 , 	-   , 	-   , 	10 , 	45 ," 	6,608 ",,,,,,,,,,
SL, 	27 , 	31 , 	22 , 	19 , 	93 , 	27 , 	42 , 	70 , 	83 , 	140 , 	128 , 	253 , 	17 , 	83 , 	58 , 	31 , 	30 , 	34 , 	12 , 	5 , 	7 , 	4 , 	6 , 	11 , 	27 , 	229 , 	204 , 	410 , 	179 , 	75 , 	51 , 	24 , 	33 , 	36 , 	6 , 	22 , 	36 , 	4 , 	7 , 	4 , 	7 , 	35 , 	4 , 	37 , 	6 , 	30 , 	-   , 	-   , 	3 , 	10 ," 	2,707 ",,,,,,,,,,
BF, 	12 , 	28 , 	11 , 	13 , 	83 , 	20 , 	35 , 	49 , 	87 , 	130 , 	141 , 	205 , 	82 , 	13 , 	67 , 	48 , 	52 , 	50 , 	10 , 	3 , 	7 , 	3 , 	5 , 	7 , 	20 , 	215 , 	171 , 	349 , 	146 , 	57 , 	48 , 	18 , 	28 , 	37 , 	6 , 	30 , 	69 , 	2 , 	3 , 	5 , 	8 , 	25 , 	7 , 	46 , 	5 , 	35 , 	-   , 	-   , 	4 , 	7 ," 	2,493 ",,,,,,,,,,
HY, 	16 , 	26 , 	10 , 	12 , 	75 , 	21 , 	32 , 	43 , 	60 , 	50 , 	91 , 	164 , 	60 , 	73 , 	17 , 	62 , 	69 , 	75 , 	12 , 	3 , 	5 , 	3 , 	6 , 	9 , 	15 , 	125 , 	71 , 	181 , 	88 , 	37 , 	29 , 	12 , 	20 , 	18 , 	3 , 	15 , 	32 , 	1 , 	9 , 	3 , 	5 , 	17 , 	4 , 	21 , 	7 , 	46 , 	-   , 	-   , 	3 , 	10 ," 	1,757 ",,,,,,,,,,
SH, 	14 , 	17 , 	5 , 	8 , 	34 , 	9 , 	11 , 	21 , 	28 , 	27 , 	38 , 	104 , 	32 , 	48 , 	48 , 	7 , 	26 , 	41 , 	7 , 	2 , 	3 , 	2 , 	2 , 	2 , 	8 , 	100 , 	63 , 	134 , 	51 , 	21 , 	25 , 	6 , 	8 , 	16 , 	4 , 	10 , 	19 , 	1 , 	5 , 	3 , 	5 , 	10 , 	3 , 	11 , 	7 , 	32 , 	-   , 	-   , 	1 , 	2 ," 	1,075 ",,,,,,,,,,
UC, 	12 , 	14 , 	7 , 	12 , 	85 , 	17 , 	21 , 	32 , 	34 , 	40 , 	45 , 	162 , 	33 , 	45 , 	68 , 	22 , 	16 , 	41 , 	12 , 	3 , 	5 , 	0 , 	2 , 	8 , 	8 , 	176 , 	104 , 	214 , 	90 , 	39 , 	25 , 	14 , 	10 , 	22 , 	4 , 	9 , 	21 , 	1 , 	7 , 	1 , 	4 , 	22 , 	4 , 	13 , 	10 , 	43 , 	-   , 	-   , 	1 , 	4 ," 	1,576 ",,,,,,,,,,
FM, 	13 , 	15 , 	15 , 	15 , 	117 , 	14 , 	25 , 	45 , 	50 , 	49 , 	53 , 	197 , 	34 , 	46 , 	87 , 	41 , 	41 , 	28 , 	11 , 	2 , 	3 , 	1 , 	3 , 	8 , 	10 , 	208 , 	117 , 	242 , 	116 , 	44 , 	30 , 	7 , 	14 , 	21 , 	3 , 	10 , 	29 , 	1 , 	4 , 	3 , 	5 , 	17 , 	3 , 	8 , 	14 , 	46 , 	-   , 	-   , 	1 , 	6 ," 	1,873 ",,,,,,,,,,
