Exit stations,Entry stations->,,SUNDAY,,,Sep 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
SL, 	16 , 	26 , 	14 , 	18 , 	47 , 	16 , 	33 , 	74 , 	59 , 	116 , 	90 , 	337 , 	12 , 	63 , 	41 , 	20 , 	22 , 	26 , 	7 , 	3 , 	4 , 	3 , 	4 , 	15 , 	12 , 	130 , 	108 , 	212 , 	121 , 	38 , 	31 , 	12 , 	19 , 	18 , 	3 , 	17 , 	26 , 	2 , 	5 , 	3 , 	6 , 	32 , 	4 , 	28 , 	9 , 	25 , 	-   , 	-   , 	2 , 	4 ," 	1,933 ",,,,,,,,,,,
BF, 	9 , 	20 , 	11 , 	10 , 	42 , 	16 , 	27 , 	51 , 	57 , 	111 , 	106 , 	254 , 	59 , 	10 , 	39 , 	28 , 	34 , 	37 , 	9 , 	4 , 	3 , 	2 , 	5 , 	7 , 	14 , 	116 , 	104 , 	222 , 	86 , 	34 , 	26 , 	11 , 	18 , 	14 , 	4 , 	18 , 	56 , 	0 , 	6 , 	3 , 	6 , 	27 , 	4 , 	44 , 	8 , 	25 , 	-   , 	-   , 	1 , 	6 ," 	1,803 ",,,,,,,,,,,
HY, 	16 , 	19 , 	10 , 	12 , 	41 , 	15 , 	26 , 	43 , 	37 , 	40 , 	66 , 	200 , 	37 , 	38 , 	13 , 	34 , 	37 , 	55 , 	9 , 	4 , 	3 , 	2 , 	5 , 	9 , 	10 , 	80 , 	51 , 	112 , 	58 , 	22 , 	16 , 	7 , 	12 , 	12 , 	3 , 	11 , 	18 , 	1 , 	5 , 	2 , 	5 , 	18 , 	3 , 	18 , 	8 , 	40 , 	-   , 	-   , 	1 , 	6 ," 	1,290 ",,,,,,,,,,,
SH, 	4 , 	8 , 	5 , 	6 , 	18 , 	7 , 	10 , 	15 , 	24 , 	31 , 	26 , 	127 , 	22 , 	34 , 	27 , 	8 , 	16 , 	26 , 	5 , 	1 , 	3 , 	0 , 	2 , 	3 , 	7 , 	54 , 	35 , 	73 , 	37 , 	13 , 	14 , 	5 , 	7 , 	9 , 	1 , 	5 , 	17 , 	1 , 	4 , 	2 , 	3 , 	12 , 	0 , 	10 , 	8 , 	23 , 	-   , 	-   , 	1 , 	2 , 	770 ,,,,,,,,,,,
UC, 	5 , 	10 , 	6 , 	7 , 	44 , 	11 , 	18 , 	19 , 	29 , 	38 , 	33 , 	175 , 	17 , 	32 , 	45 , 	20 , 	13 , 	37 , 	4 , 	4 , 	2 , 	2 , 	3 , 	3 , 	5 , 	108 , 	60 , 	115 , 	69 , 	26 , 	12 , 	6 , 	11 , 	14 , 	4 , 	5 , 	22 , 	0 , 	2 , 	0 , 	2 , 	19 , 	3 , 	14 , 	17 , 	33 , 	-   , 	-   , 	1 , 	4 ," 	1,131 ",,,,,,,,,,,
FM, 	12 , 	14 , 	11 , 	10 , 	61 , 	11 , 	20 , 	27 , 	38 , 	32 , 	38 , 	247 , 	24 , 	37 , 	58 , 	28 , 	36 , 	20 , 	7 , 	4 , 	3 , 	1 , 	3 , 	5 , 	6 , 	131 , 	76 , 	141 , 	78 , 	31 , 	19 , 	8 , 	10 , 	10 , 	3 , 	6 , 	21 , 	1 , 	1 , 	2 , 	5 , 	28 , 	1 , 	8 , 	19 , 	35 , 	-   , 	-   , 	1 , 	4 ," 	1,394 ",,,,,,,,,,,
CN, 	9 , 	12 , 	5 , 	5 , 	20 , 	6 , 	24 , 	28 , 	32 , 	10 , 	15 , 	65 , 	7 , 	10 , 	8 , 	3 , 	6 , 	5 , 	23 , 	36 , 	94 , 	40 , 	8 , 	20 , 	5 , 	110 , 	63 , 	125 , 	62 , 	33 , 	20 , 	12 , 	12 , 	15 , 	5 , 	2 , 	3 , 	16 , 	69 , 	4 , 	9 , 	79 , 	8 , 	2 , 	21 , 	10 , 	-   , 	-   , 	33 , 	35 ," 	1,243 ",,,,,,,,,,,
PH, 	3 , 	5 , 	9 , 	7 , 	16 , 	4 , 	21 , 	21 , 	25 , 	4 , 	5 , 	54 , 	4 , 	2 , 	4 , 	2 , 	2 , 	3 , 	34 , 	18 , 	48 , 	45 , 	7 , 	27 , 	6 , 	119 , 	55 , 	125 , 	71 , 	26 , 	14 , 	10 , 	5 , 	10 , 	4 , 	2 , 	3 , 	8 , 	18 , 	1 , 	6 , 	84 , 	7 , 	1 , 	32 , 	9 , 	-   , 	-   , 	9 , 	23 ," 	1,017 ",,,,,,,,,,,
WC, 	5 , 	6 , 	5 , 	9 , 	33 , 	5 , 	19 , 	35 , 	22 , 	4 , 	9 , 	56 , 	7 , 	3 , 	3 , 	3 , 	3 , 	3 , 	96 , 	50 , 	8 , 	34 , 	8 , 	36 , 	4 , 	128 , 	66 , 	131 , 	91 , 	32 , 	18 , 	11 , 	6 , 	12 , 	6 , 	1 , 	1 , 	12 , 	44 , 	4 , 	4 , 	86 , 	4 , 	1 , 	20 , 	7 , 	-   , 	-   , 	14 , 	24 ," 	1,188 ",,,,,,,,,,,
LF, 	2 , 	2 , 	5 , 	3 , 	11 , 	3 , 	9 , 	16 , 	11 , 	2 , 	4 , 	37 , 	3 , 	1 , 	2 , 	1 , 	2 , 	1 , 	45 , 	50 , 	35 , 	8 , 	17 , 	33 , 	2 , 	60 , 	36 , 	61 , 	38 , 	13 , 	9 , 	8 , 	2 , 	5 , 	2 , 	1 , 	1 , 	5 , 	16 , 	0 , 	1 , 	44 , 	3 , 	0 , 	9 , 	2 , 	-   , 	-   , 	5 , 	7 , 	635 ,,,,,,,,,,,
OR, 	4 , 	5 , 	6 , 	8 , 	29 , 	6 , 	21 , 	40 , 	24 , 	4 , 	5 , 	183 , 	4 , 	4 , 	3 , 	1 , 	2 , 	3 , 	9 , 	9 , 	10 , 	14 , 	11 , 	44 , 	5 , 	445 , 	199 , 	290 , 	218 , 	64 , 	32 , 	19 , 	13 , 	20 , 	6 , 	3 , 	2 , 	2 , 	5 , 	3 , 	6 , 	179 , 	10 , 	1 , 	30 , 	8 , 	-   , 	-   , 	0 , 	4 ," 	2,013 ",,,,,,,,,,,
RR, 	6 , 	18 , 	13 , 	12 , 	21 , 	6 , 	31 , 	101 , 	53 , 	18 , 	16 , 	84 , 	9 , 	8 , 	3 , 	4 , 	4 , 	6 , 	17 , 	28 , 	34 , 	29 , 	46 , 	25 , 	18 , 	294 , 	166 , 	278 , 	269 , 	125 , 	81 , 	38 , 	16 , 	25 , 	4 , 	4 , 	3 , 	3 , 	10 , 	5 , 	7 , 	118 , 	17 , 	3 , 	18 , 	12 , 	-   , 	-   , 	3 , 	14 ," 	2,121 ",,,,,,,,,,,
OW, 	8 , 	15 , 	5 , 	7 , 	31 , 	15 , 	24 , 	49 , 	36 , 	9 , 	26 , 	44 , 	8 , 	10 , 	7 , 	4 , 	5 , 	3 , 	5 , 	5 , 	3 , 	1 , 	4 , 	13 , 	31 , 	506 , 	289 , 	678 , 	442 , 	223 , 	137 , 	39 , 	39 , 	40 , 	8 , 	2 , 	5 , 	1 , 	7 , 	10 , 	12 , 	117 , 	14 , 	3 , 	7 , 	3 , 	-   , 	-   , 	3 , 	8 ," 	2,960 ",,,,,,,,,,,
EM, 	170 , 	274 , 	204 , 	244 , 	499 , 	237 , 	395 , 	496 , 	468 , 	201 , 	252 , 	349 , 	200 , 	177 , 	110 , 	79 , 	137 , 	175 , 	147 , 	165 , 	191 , 	103 , 	575 , 	387 , 	786 , 	161 , 	20 , 	112 , 	80 , 	227 , 	292 , 	186 , 	235 , 	222 , 	87 , 	135 , 	609 , 	54 , 	87 , 	62 , 	73 , 	284 , 	147 , 	194 , 	115 , 	159 , 	-   , 	-   , 	28 , 	93 ," 	10,679 ",,,,,,,,,,,
MT, 	83 , 	136 , 	91 , 	113 , 	253 , 	103 , 	203 , 	213 , 	257 , 	109 , 	127 , 	146 , 	109 , 	104 , 	57 , 	38 , 	69 , 	76 , 	59 , 	67 , 	69 , 	35 , 	185 , 	165 , 	333 , 	23 , 	98 , 	31 , 	49 , 	190 , 	212 , 	174 , 	441 , 	205 , 	75 , 	55 , 	183 , 	20 , 	45 , 	53 , 	63 , 	234 , 	89 , 	60 , 	48 , 	76 , 	-   , 	-   , 	13 , 	38 ," 	5,672 ",,,,,,,,,,,
PL, 	170 , 	255 , 	142 , 	125 , 	337 , 	123 , 	259 , 	275 , 	347 , 	158 , 	234 , 	259 , 	157 , 	143 , 	81 , 	52 , 	88 , 	106 , 	98 , 	91 , 	94 , 	44 , 	260 , 	199 , 	580 , 	107 , 	27 , 	269 , 	99 , 	658 , 	698 , 	428 , 	789 , 	615 , 	208 , 	78 , 	256 , 	34 , 	90 , 	129 , 	153 , 	909 , 	234 , 	71 , 	63 , 	106 , 	-   , 	-   , 	26 , 	61 ," 	10,784 ",,,,,,,,,,,
CC, 	71 , 	130 , 	110 , 	151 , 	246 , 	151 , 	284 , 	305 , 	235 , 	123 , 	185 , 	143 , 	103 , 	74 , 	53 , 	44 , 	69 , 	77 , 	51 , 	60 , 	81 , 	32 , 	218 , 	230 , 	488 , 	69 , 	43 , 	78 , 	147 , 	245 , 	315 , 	214 , 	306 , 	273 , 	110 , 	59 , 	141 , 	24 , 	40 , 	72 , 	107 , 	392 , 	216 , 	62 , 	43 , 	75 , 	-   , 	-   , 	13 , 	39 ," 	6,797 ",,,,,,,,,,,
16, 	62 , 	61 , 	46 , 	68 , 	147 , 	93 , 	154 , 	190 , 	140 , 	60 , 	72 , 	79 , 	35 , 	27 , 	17 , 	13 , 	24 , 	29 , 	27 , 	23 , 	29 , 	18 , 	57 , 	109 , 	216 , 	200 , 	167 , 	684 , 	263 , 	100 , 	87 , 	121 , 	179 , 	160 , 	53 , 	21 , 	40 , 	6 , 	21 , 	41 , 	64 , 	191 , 	93 , 	18 , 	23 , 	29 , 	-   , 	-   , 	4 , 	12 ," 	4,369 ",,,,,,,,,,,
24, 	67 , 	56 , 	30 , 	56 , 	94 , 	55 , 	109 , 	131 , 	97 , 	51 , 	77 , 	82 , 	26 , 	27 , 	14 , 	16 , 	11 , 	21 , 	21 , 	14 , 	18 , 	11 , 	41 , 	70 , 	154 , 	259 , 	197 , 	817 , 	363 , 	84 , 	105 , 	143 , 	201 , 	170 , 	58 , 	14 , 	33 , 	6 , 	22 , 	45 , 	79 , 	192 , 	85 , 	10 , 	27 , 	17 , 	-   , 	-   , 	5 , 	12 ," 	4,293 ",,,,,,,,,,,
GP, 	18 , 	23 , 	15 , 	19 , 	52 , 	18 , 	34 , 	41 , 	41 , 	10 , 	18 , 	48 , 	11 , 	11 , 	6 , 	3 , 	6 , 	5 , 	13 , 	10 , 	7 , 	8 , 	18 , 	36 , 	43 , 	163 , 	141 , 	528 , 	190 , 	139 , 	126 , 	56 , 	24 , 	34 , 	21 , 	6 , 	20 , 	4 , 	10 , 	7 , 	46 , 	112 , 	34 , 	4 , 	17 , 	6 , 	-   , 	-   , 	1 , 	7 ," 	2,210 ",,,,,,,,,,,
BP, 	26 , 	18 , 	10 , 	14 , 	34 , 	9 , 	23 , 	35 , 	49 , 	18 , 	24 , 	50 , 	14 , 	17 , 	9 , 	3 , 	7 , 	6 , 	11 , 	8 , 	6 , 	2 , 	11 , 	12 , 	36 , 	237 , 	239 ," 	1,032 ", 	271 , 	182 , 	168 , 	27 , 	61 , 	40 , 	35 , 	7 , 	22 , 	2 , 	11 , 	15 , 	56 , 	141 , 	56 , 	7 , 	10 , 	10 , 	-   , 	-   , 	2 , 	11 ," 	3,095 ",,,,,,,,,,,
DC, 	24 , 	29 , 	12 , 	11 , 	47 , 	12 , 	25 , 	42 , 	44 , 	18 , 	21 , 	106 , 	16 , 	16 , 	11 , 	8 , 	13 , 	11 , 	16 , 	9 , 	10 , 	5 , 	19 , 	22 , 	33 , 	222 , 	179 , 	719 , 	254 , 	172 , 	158 , 	26 , 	31 , 	30 , 	20 , 	7 , 	43 , 	5 , 	16 , 	16 , 	66 , 	215 , 	59 , 	9 , 	18 , 	15 , 	-   , 	-   , 	5 , 	16 ," 	2,878 ",,,,,,,,,,,
CM, 	9 , 	14 , 	6 , 	3 , 	8 , 	4 , 	7 , 	10 , 	16 , 	8 , 	5 , 	13 , 	4 , 	4 , 	4 , 	2 , 	4 , 	3 , 	6 , 	5 , 	7 , 	2 , 	7 , 	4 , 	9 , 	79 , 	64 , 	260 , 	104 , 	60 , 	56 , 	22 , 	30 , 	15 , 	8 , 	1 , 	5 , 	4 , 	8 , 	6 , 	24 , 	115 , 	22 , 	1 , 	4 , 	2 , 	-   , 	-   , 	1 , 	6 ," 	1,057 ",,,,,,,,,,,
CV, 	3 , 	5 , 	2 , 	3 , 	12 , 	4 , 	6 , 	20 , 	16 , 	45 , 	21 , 	165 , 	22 , 	23 , 	10 , 	5 , 	5 , 	7 , 	2 , 	1 , 	1 , 	1 , 	3 , 	4 , 	3 , 	98 , 	49 , 	91 , 	57 , 	18 , 	10 , 	6 , 	4 , 	8 , 	1 , 	6 , 	36 , 	0 , 	1 , 	1 , 	3 , 	13 , 	1 , 	48 , 	8 , 	6 , 	-   , 	-   , 	1 , 	1 , 	856 ,,,,,,,,,,,
ED, 	8 , 	9 , 	5 , 	7 , 	44 , 	10 , 	20 , 	25 , 	39 , 	50 , 	39 , 	627 , 	29 , 	48 , 	15 , 	11 , 	21 , 	22 , 	3 , 	1 , 	2 , 	1 , 	3 , 	6 , 	7 , 	482 , 	191 , 	337 , 	149 , 	45 , 	29 , 	19 , 	12 , 	31 , 	6 , 	38 , 	25 , 	0 , 	3 , 	4 , 	3 , 	92 , 	6 , 	18 , 	52 , 	23 , 	-   , 	-   , 	0 , 	2 ," 	2,621 ",,,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	1 , 	3 , 	1 , 	5 , 	7 , 	7 , 	1 , 	4 , 	28 , 	2 , 	0 , 	1 , 	0 , 	0 , 	0 , 	19 , 	5 , 	14 , 	6 , 	1 , 	3 , 	1 , 	35 , 	18 , 	39 , 	24 , 	9 , 	5 , 	3 , 	3 , 	3 , 	1 , 	0 , 	1 , 	5 , 	9 , 	1 , 	1 , 	25 , 	2 , 	0 , 	6 , 	4 , 	-   , 	-   , 	6 , 	5 , 	320 ,,,,,,,,,,,
WP, 	8 , 	7 , 	2 , 	2 , 	9 , 	5 , 	19 , 	14 , 	14 , 	4 , 	9 , 	41 , 	5 , 	5 , 	4 , 	4 , 	2 , 	2 , 	61 , 	27 , 	42 , 	12 , 	4 , 	11 , 	7 , 	71 , 	42 , 	110 , 	39 , 	15 , 	18 , 	7 , 	11 , 	12 , 	7 , 	1 , 	2 , 	8 , 	14 , 	3 , 	4 , 	56 , 	5 , 	2 , 	17 , 	3 , 	-   , 	-   , 	7 , 	8 , 	782 ,,,,,,,,,,,
SS, 	7 , 	6 , 	4 , 	3 , 	13 , 	4 , 	5 , 	7 , 	9 , 	5 , 	5 , 	19 , 	3 , 	4 , 	1 , 	2 , 	1 , 	1 , 	3 , 	2 , 	4 , 	1 , 	6 , 	4 , 	8 , 	61 , 	45 , 	177 , 	66 , 	43 , 	35 , 	12 , 	12 , 	18 , 	7 , 	1 , 	7 , 	1 , 	5 , 	6 , 	19 , 	54 , 	13 , 	1 , 	5 , 	2 , 	-   , 	-   , 	3 , 	5 , 	723 ,,,,,,,,,,,
SB, 	6 , 	12 , 	5 , 	6 , 	20 , 	5 , 	10 , 	11 , 	12 , 	7 , 	12 , 	31 , 	5 , 	7 , 	6 , 	3 , 	2 , 	2 , 	8 , 	7 , 	5 , 	3 , 	6 , 	6 , 	8 , 	79 , 	59 , 	186 , 	115 , 	78 , 	73 , 	34 , 	62 , 	67 , 	24 , 	1 , 	5 , 	1 , 	8 , 	18 , 	14 , 	62 , 	16 , 	1 , 	4 , 	1 , 	-   , 	-   , 	1 , 	5 ," 	1,119 ",,,,,,,,,,,
SO, 	35 , 	57 , 	35 , 	50 , 	66 , 	26 , 	64 , 	46 , 	81 , 	16 , 	22 , 	37 , 	18 , 	14 , 	5 , 	6 , 	9 , 	7 , 	46 , 	49 , 	51 , 	27 , 	122 , 	72 , 	78 , 	176 , 	209 , 	749 , 	283 , 	116 , 	85 , 	46 , 	75 , 	131 , 	86 , 	8 , 	44 , 	16 , 	43 , 	29 , 	27 , 	38 , 	111 , 	16 , 	16 , 	4 , 	-   , 	-   , 	7 , 	34 ," 	3,391 ",,,,,,,,,,,
MB, 	6 , 	7 , 	8 , 	10 , 	45 , 	9 , 	12 , 	18 , 	27 , 	3 , 	5 , 	37 , 	3 , 	5 , 	3 , 	0 , 	2 , 	0 , 	7 , 	6 , 	5 , 	4 , 	11 , 	18 , 	13 , 	110 , 	79 , 	261 , 	198 , 	94 , 	60 , 	32 , 	44 , 	56 , 	16 , 	1 , 	8 , 	2 , 	5 , 	11 , 	15 , 	227 , 	32 , 	3 , 	4 , 	-   , 	-   , 	-   , 	0 , 	5 ," 	1,527 ",,,,,,,,,,,
WD, 	3 , 	4 , 	4 , 	3 , 	13 , 	4 , 	9 , 	15 , 	12 , 	28 , 	29 , 	227 , 	29 , 	50 , 	16 , 	10 , 	11 , 	9 , 	1 , 	1 , 	0 , 	0 , 	1 , 	3 , 	3 , 	145 , 	63 , 	106 , 	65 , 	18 , 	9 , 	6 , 	7 , 	16 , 	1 , 	47 , 	19 , 	0 , 	2 , 	1 , 	1 , 	36 , 	2 , 	13 , 	25 , 	10 , 	-   , 	-   , 	-   , 	1 ," 	1,080 ",,,,,,,,,,,
OA, 	5 , 	13 , 	13 , 	14 , 	27 , 	11 , 	11 , 	12 , 	22 , 	6 , 	5 , 	131 , 	4 , 	2 , 	2 , 	3 , 	5 , 	6 , 	8 , 	12 , 	8 , 	6 , 	15 , 	10 , 	4 , 	52 , 	42 , 	87 , 	33 , 	10 , 	10 , 	7 , 	4 , 	6 , 	1 , 	4 , 	25 , 	3 , 	9 , 	1 , 	1 , 	22 , 	2 , 	8 , 	6 , 	6 , 	-   , 	-   , 	1 , 	11 , 	703 ,,,,,,,,,,,
WS, 	11 , 	30 , 	14 , 	22 , 	115 , 	19 , 	30 , 	35 , 	32 , 	35 , 	38 , 	324 , 	31 , 	28 , 	36 , 	23 , 	28 , 	34 , 	10 , 	9 , 	8 , 	1 , 	6 , 	11 , 	9 , 	112 , 	63 , 	155 , 	79 , 	32 , 	17 , 	7 , 	9 , 	14 , 	3 , 	6 , 	24 , 	3 , 	5 , 	2 , 	1 , 	15 , 	0 , 	7 , 	12 , 	14 , 	-   , 	-   , 	1 , 	6 ," 	1,525 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	4 , 	3 , 	2 , 	1 , 	3 , 	2 , 	10 , 	6 , 	3 , 	1 , 	5 , 	6 , 	3 , 	1 , 	3 , 	1 , 	1 , 	1 , 	32 , 	9 , 	19 , 	3 , 	2 , 	5 , 	3 , 	25 , 	8 , 	37 , 	13 , 	4 , 	6 , 	2 , 	2 , 	4 , 	1 , 	1 , 	0 , 	5 , 	7 , 	2 , 	3 , 	8 , 	1 , 	0 , 	3 , 	3 , 	-   , 	-   , 	1 , 	9 , 	274 ,,,,,,,,,,,
