Exit stations,Entry stations->,,WEEKDAY,,,Sep 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	25 , 	131 , 	95 , 	74 , 	493 , 	101 , 	146 , 	165 , 	185 , 	58 , 	89 , 	72 , 	45 , 	24 , 	37 , 	18 , 	17 , 	26 , 	21 , 	14 , 	21 , 	5 , 	12 , 	25 , 	27 , 	443 , 	451 , 	494 , 	378 , 	216 , 	210 , 	50 , 	88 , 	137 , 	19 , 	6 , 	10 , 	3 , 	19 , 	16 , 	25 , 	66 , 	24 , 	6 , 	14 , 	18 , 	-   , 	-   , 	11 , 	13 ," 	4,644 ",,,,,,,,,,,,,
EN, 	133 , 	27 , 	95 , 	88 , 	883 , 	131 , 	257 , 	450 , 	558 , 	108 , 	98 , 	140 , 	52 , 	40 , 	85 , 	26 , 	36 , 	38 , 	36 , 	19 , 	24 , 	9 , 	15 , 	31 , 	35 , 	943 , 	933 , 	853 , 	747 , 	295 , 	210 , 	86 , 	132 , 	190 , 	28 , 	11 , 	25 , 	4 , 	13 , 	33 , 	41 , 	126 , 	66 , 	12 , 	37 , 	44 , 	-   , 	-   , 	7 , 	12 ," 	8,260 ",,,,,,,,,,,,,
EP, 	93 , 	94 , 	15 , 	52 , 	767 , 	85 , 	140 , 	292 , 	325 , 	75 , 	53 , 	63 , 	30 , 	17 , 	29 , 	6 , 	16 , 	26 , 	21 , 	18 , 	21 , 	6 , 	8 , 	32 , 	16 , 	601 , 	640 , 	408 , 	451 , 	144 , 	67 , 	29 , 	48 , 	74 , 	5 , 	5 , 	10 , 	5 , 	9 , 	8 , 	11 , 	68 , 	35 , 	5 , 	29 , 	26 , 	-   , 	-   , 	3 , 	5 ," 	4,981 ",,,,,,,,,,,,,
NB, 	81 , 	86 , 	53 , 	17 , 	215 , 	60 , 	95 , 	269 , 	257 , 	61 , 	66 , 	60 , 	30 , 	22 , 	33 , 	10 , 	19 , 	26 , 	24 , 	22 , 	21 , 	8 , 	11 , 	18 , 	16 , 	674 , 	645 , 	357 , 	493 , 	163 , 	96 , 	32 , 	48 , 	49 , 	7 , 	8 , 	16 , 	3 , 	7 , 	6 , 	10 , 	83 , 	32 , 	5 , 	36 , 	25 , 	-   , 	-   , 	6 , 	6 ," 	4,383 ",,,,,,,,,,,,,
BK, 	528 , 	949 , 	785 , 	223 , 	74 , 	363 , 	376 , 	584 , 	565 , 	274 , 	303 , 	207 , 	212 , 	146 , 	162 , 	89 , 	167 , 	166 , 	127 , 	149 , 	126 , 	77 , 	54 , 	43 , 	82 ," 	1,055 ", 	985 , 	675 , 	763 , 	348 , 	275 , 	154 , 	134 , 	152 , 	42 , 	69 , 	138 , 	37 , 	79 , 	40 , 	46 , 	127 , 	151 , 	49 , 	70 , 	183 , 	-   , 	-   , 	40 , 	61 ," 	12,504 ",,,,,,,,,,,,,
AS, 	103 , 	122 , 	82 , 	67 , 	333 , 	21 , 	88 , 	258 , 	249 , 	76 , 	109 , 	86 , 	48 , 	38 , 	37 , 	21 , 	35 , 	31 , 	22 , 	22 , 	19 , 	5 , 	8 , 	12 , 	27 , 	749 , 	769 , 	432 , 	516 , 	237 , 	111 , 	35 , 	50 , 	50 , 	12 , 	9 , 	18 , 	7 , 	12 , 	11 , 	15 , 	53 , 	35 , 	11 , 	27 , 	34 , 	-   , 	-   , 	8 , 	13 ," 	5,128 ",,,,,,,,,,,,,
MA, 	166 , 	260 , 	127 , 	91 , 	359 , 	93 , 	60 , 	222 , 	245 , 	80 , 	156 , 	170 , 	122 , 	88 , 	96 , 	48 , 	79 , 	81 , 	147 , 	179 , 	145 , 	59 , 	38 , 	68 , 	44 ," 	1,230 "," 	1,295 ", 	803 , 	912 , 	403 , 	217 , 	85 , 	100 , 	105 , 	27 , 	30 , 	64 , 	42 , 	147 , 	26 , 	31 , 	121 , 	68 , 	24 , 	32 , 	70 , 	-   , 	-   , 	62 , 	124 ," 	9,240 ",,,,,,,,,,,,,
19, 	182 , 	474 , 	301 , 	271 , 	539 , 	258 , 	221 , 	52 , 	58 , 	42 , 	186 , 	190 , 	247 , 	221 , 	215 , 	145 , 	209 , 	262 , 	293 , 	385 , 	315 , 	178 , 	124 , 	186 , 	65 ," 	1,609 "," 	1,648 ", 	962 ," 	1,080 ", 	489 , 	338 , 	173 , 	165 , 	161 , 	78 , 	80 , 	229 , 	131 , 	179 , 	68 , 	66 , 	105 , 	135 , 	116 , 	43 , 	224 , 	-   , 	-   , 	62 , 	138 ," 	13,896 ",,,,,,,,,,,,,
12, 	209 , 	586 , 	319 , 	258 , 	473 , 	240 , 	229 , 	55 , 	56 , 	39 , 	217 , 	276 , 	354 , 	321 , 	290 , 	187 , 	235 , 	282 , 	325 , 	466 , 	310 , 	155 , 	119 , 	177 , 	88 ," 	1,384 "," 	1,354 ", 	919 , 	975 , 	372 , 	318 , 	190 , 	200 , 	239 , 	118 , 	120 , 	286 , 	133 , 	231 , 	100 , 	87 , 	147 , 	148 , 	134 , 	57 , 	192 , 	-   , 	-   , 	69 , 	180 ," 	14,218 ",,,,,,,,,,,,,
LM, 	53 , 	106 , 	71 , 	65 , 	268 , 	80 , 	78 , 	41 , 	44 , 	28 , 	177 , 	307 , 	314 , 	255 , 	178 , 	90 , 	117 , 	109 , 	31 , 	25 , 	25 , 	7 , 	10 , 	36 , 	39 ," 	1,031 "," 	1,076 ", 	707 , 	679 , 	273 , 	148 , 	67 , 	99 , 	125 , 	7 , 	126 , 	201 , 	7 , 	24 , 	12 , 	17 , 	40 , 	13 , 	101 , 	26 , 	100 , 	-   , 	-   , 	15 , 	27 ," 	7,474 ",,,,,,,,,,,,,
FV, 	90 , 	97 , 	57 , 	72 , 	309 , 	114 , 	166 , 	198 , 	242 , 	180 , 	28 , 	278 , 	240 , 	196 , 	228 , 	85 , 	80 , 	100 , 	50 , 	23 , 	35 , 	13 , 	25 , 	58 , 	100 , 	968 ," 	1,009 ", 	830 , 	821 , 	358 , 	240 , 	65 , 	129 , 	176 , 	13 , 	51 , 	126 , 	5 , 	24 , 	15 , 	24 , 	68 , 	23 , 	65 , 	18 , 	90 , 	-   , 	-   , 	16 , 	18 ," 	8,217 ",,,,,,,,,,,,,
CL, 	78 , 	157 , 	62 , 	61 , 	205 , 	91 , 	183 , 	222 , 	307 , 	263 , 	276 , 	38 , 	182 , 	188 , 	201 , 	94 , 	98 , 	129 , 	74 , 	65 , 	62 , 	30 , 	32 , 	49 , 	95 , 	613 , 	590 , 	500 , 	443 , 	184 , 	144 , 	67 , 	79 , 	159 , 	13 , 	84 , 	259 , 	23 , 	47 , 	20 , 	25 , 	47 , 	28 , 	112 , 	46 , 	172 , 	-   , 	-   , 	27 , 	54 ," 	6,975 ",,,,,,,,,,,,,
SL, 	45 , 	55 , 	30 , 	32 , 	210 , 	51 , 	132 , 	258 , 	369 , 	331 , 	240 , 	216 , 	18 , 	128 , 	171 , 	75 , 	81 , 	98 , 	30 , 	27 , 	21 , 	10 , 	12 , 	22 , 	39 , 	797 , 	859 , 	606 , 	558 , 	184 , 	109 , 	48 , 	88 , 	140 , 	9 , 	40 , 	113 , 	8 , 	18 , 	16 , 	14 , 	50 , 	13 , 	56 , 	11 , 	91 , 	-   , 	-   , 	8 , 	18 ," 	6,553 ",,,,,,,,,,,,,
BF, 	23 , 	40 , 	13 , 	20 , 	143 , 	37 , 	94 , 	221 , 	321 , 	250 , 	178 , 	178 , 	118 , 	20 , 	99 , 	63 , 	79 , 	129 , 	19 , 	10 , 	9 , 	3 , 	3 , 	15 , 	32 , 	704 , 	730 , 	558 , 	485 , 	163 , 	82 , 	36 , 	59 , 	109 , 	10 , 	43 , 	131 , 	6 , 	6 , 	8 , 	16 , 	31 , 	12 , 	60 , 	7 , 	90 , 	-   , 	-   , 	4 , 	8 ," 	5,474 ",,,,,,,,,,,,,
HY, 	40 , 	93 , 	27 , 	31 , 	154 , 	40 , 	106 , 	230 , 	294 , 	181 , 	229 , 	205 , 	172 , 	95 , 	23 , 	108 , 	207 , 	249 , 	37 , 	22 , 	20 , 	10 , 	6 , 	17 , 	35 , 	547 , 	572 , 	372 , 	329 , 	122 , 	59 , 	36 , 	47 , 	82 , 	6 , 	19 , 	83 , 	13 , 	31 , 	10 , 	14 , 	27 , 	6 , 	35 , 	13 , 	165 , 	-   , 	-   , 	14 , 	28 ," 	5,261 ",,,,,,,,,,,,,
SH, 	18 , 	25 , 	7 , 	11 , 	84 , 	20 , 	44 , 	136 , 	174 , 	82 , 	78 , 	88 , 	68 , 	63 , 	92 , 	14 , 	72 , 	101 , 	11 , 	7 , 	11 , 	2 , 	2 , 	6 , 	14 , 	436 , 	410 , 	248 , 	264 , 	84 , 	49 , 	18 , 	21 , 	62 , 	5 , 	15 , 	36 , 	2 , 	7 , 	6 , 	7 , 	21 , 	4 , 	18 , 	7 , 	118 , 	-   , 	-   , 	3 , 	6 ," 	3,076 ",,,,,,,,,,,,,
UC, 	19 , 	32 , 	18 , 	18 , 	166 , 	37 , 	72 , 	207 , 	220 , 	114 , 	84 , 	98 , 	86 , 	85 , 	203 , 	71 , 	25 , 	181 , 	16 , 	16 , 	18 , 	5 , 	3 , 	11 , 	12 , 	910 , 	792 , 	370 , 	362 , 	113 , 	40 , 	14 , 	29 , 	79 , 	6 , 	15 , 	64 , 	1 , 	9 , 	5 , 	4 , 	29 , 	4 , 	24 , 	17 , 	130 , 	-   , 	-   , 	4 , 	11 ," 	4,849 ",,,,,,,,,,,,,
FM, 	28 , 	41 , 	26 , 	28 , 	168 , 	31 , 	83 , 	266 , 	269 , 	111 , 	107 , 	132 , 	101 , 	138 , 	267 , 	120 , 	322 , 	35 , 	16 , 	19 , 	11 , 	6 , 	6 , 	13 , 	16 ," 	1,341 "," 	1,140 ", 	418 , 	371 , 	133 , 	36 , 	17 , 	25 , 	68 , 	5 , 	26 , 	53 , 	4 , 	9 , 	4 , 	8 , 	36 , 	3 , 	27 , 	19 , 	125 , 	-   , 	-   , 	5 , 	8 ," 	6,239 ",,,,,,,,,,,,,
CN, 	24 , 	34 , 	23 , 	23 , 	121 , 	24 , 	149 , 	289 , 	326 , 	33 , 	46 , 	69 , 	31 , 	21 , 	42 , 	11 , 	18 , 	15 , 	33 , 	100 , 	217 , 	81 , 	41 , 	92 , 	17 , 	890 , 	876 , 	531 , 	486 , 	163 , 	84 , 	58 , 	65 , 	117 , 	24 , 	4 , 	10 , 	50 , 	169 , 	23 , 	29 , 	140 , 	24 , 	4 , 	35 , 	21 , 	-   , 	-   , 	110 , 	134 ," 	5,929 ",,,,,,,,,,,,,
PH, 	15 , 	20 , 	19 , 	23 , 	148 , 	21 , 	181 , 	381 , 	439 , 	25 , 	19 , 	61 , 	23 , 	9 , 	21 , 	8 , 	15 , 	17 , 	97 , 	27 , 	106 , 	48 , 	35 , 	129 , 	13 ," 	1,697 "," 	1,706 ", 	672 , 	647 , 	207 , 	82 , 	93 , 	60 , 	93 , 	11 , 	3 , 	4 , 	39 , 	91 , 	21 , 	28 , 	183 , 	27 , 	4 , 	46 , 	18 , 	-   , 	-   , 	43 , 	72 ," 	7,743 ",,,,,,,,,,,,,
WC, 	22 , 	26 , 	26 , 	23 , 	126 , 	21 , 	162 , 	324 , 	328 , 	22 , 	38 , 	59 , 	23 , 	11 , 	20 , 	10 , 	18 , 	12 , 	238 , 	112 , 	26 , 	61 , 	40 , 	162 , 	18 ," 	1,401 "," 	1,343 ", 	506 , 	480 , 	153 , 	63 , 	52 , 	45 , 	73 , 	15 , 	5 , 	6 , 	52 , 	136 , 	24 , 	20 , 	180 , 	26 , 	2 , 	44 , 	16 , 	-   , 	-   , 	55 , 	95 ," 	6,721 ",,,,,,,,,,,,,
LF, 	6 , 	9 , 	6 , 	8 , 	74 , 	7 , 	59 , 	175 , 	162 , 	8 , 	15 , 	31 , 	9 , 	3 , 	8 , 	2 , 	4 , 	5 , 	97 , 	55 , 	54 , 	17 , 	14 , 	77 , 	4 , 	922 , 	869 , 	274 , 	288 , 	80 , 	32 , 	20 , 	15 , 	30 , 	4 , 	1 , 	1 , 	8 , 	36 , 	8 , 	9 , 	101 , 	17 , 	0 , 	25 , 	4 , 	-   , 	-   , 	13 , 	17 ," 	3,676 ",,,,,,,,,,,,,
OR, 	11 , 	16 , 	6 , 	11 , 	53 , 	10 , 	41 , 	120 , 	126 , 	10 , 	22 , 	28 , 	10 , 	3 , 	6 , 	3 , 	4 , 	6 , 	42 , 	28 , 	39 , 	17 , 	21 , 	59 , 	4 , 	839 , 	715 , 	231 , 	248 , 	67 , 	33 , 	29 , 	13 , 	24 , 	2 , 	3 , 	5 , 	6 , 	11 , 	7 , 	8 , 	72 , 	13 , 	2 , 	16 , 	6 , 	-   , 	-   , 	11 , 	13 ," 	3,067 ",,,,,,,,,,,,,
RR, 	22 , 	32 , 	33 , 	20 , 	47 , 	14 , 	67 , 	208 , 	205 , 	34 , 	49 , 	50 , 	25 , 	10 , 	13 , 	7 , 	11 , 	15 , 	86 , 	123 , 	162 , 	73 , 	67 , 	26 , 	20 ," 	1,136 "," 	1,085 ", 	534 , 	645 , 	218 , 	105 , 	57 , 	59 , 	51 , 	3 , 	5 , 	10 , 	24 , 	38 , 	11 , 	14 , 	135 , 	27 , 	5 , 	19 , 	15 , 	-   , 	-   , 	25 , 	39 ," 	5,678 ",,,,,,,,,,,,,
OW, 	24 , 	33 , 	13 , 	14 , 	76 , 	27 , 	45 , 	62 , 	93 , 	35 , 	93 , 	96 , 	38 , 	32 , 	35 , 	15 , 	13 , 	15 , 	15 , 	14 , 	16 , 	5 , 	4 , 	25 , 	35 ," 	1,898 "," 	1,583 "," 	1,026 ", 	907 , 	388 , 	210 , 	56 , 	77 , 	76 , 	16 , 	10 , 	25 , 	5 , 	14 , 	17 , 	24 , 	109 , 	39 , 	13 , 	13 , 	12 , 	-   , 	-   , 	8 , 	19 ," 	7,414 ",,,,,,,,,,,,,
EM, 	567 ," 	1,095 ", 	719 , 	761 ," 	1,140 ", 	945 ," 	1,498 "," 	2,104 "," 	1,785 "," 	1,306 "," 	1,232 ", 	735 ," 	1,050 ", 	891 , 	673 , 	554 ," 	1,081 "," 	1,570 "," 	1,122 "," 	2,162 "," 	1,692 "," 	1,107 ", 	993 ," 	1,294 "," 	2,412 ", 	332 , 	123 , 	444 , 	660 ," 	1,218 "," 	1,990 "," 	1,296 "," 	1,696 "," 	1,432 ", 	925 , 	691 ," 	2,608 ", 	428 , 	652 , 	691 , 	630 , 	429 ," 	1,160 "," 	1,040 ", 	207 , 	964 , 	-   , 	-   , 	179 , 	508 ," 	50,787 ",,,,,,,,,,,,,
MT, 	538 , 	939 , 	657 , 	590 , 	840 , 	807 ," 	1,267 "," 	1,585 "," 	1,235 "," 	1,167 "," 	1,051 ", 	599 , 	886 , 	785 , 	604 , 	465 , 	843 ," 	1,183 ", 	907 ," 	1,724 "," 	1,271 ", 	804 , 	672 ," 	1,004 "," 	1,738 ", 	159 , 	283 , 	156 , 	624 ," 	1,446 "," 	2,449 "," 	1,701 "," 	2,639 "," 	2,054 "," 	1,171 ", 	580 ," 	1,938 ", 	379 , 	587 , 	821 , 	846 , 	442 ," 	1,563 ", 	718 , 	140 , 	860 , 	-   , 	-   , 	150 , 	400 ," 	46,263 ",,,,,,,,,,,,,
PL, 	433 , 	660 , 	314 , 	279 , 	498 , 	361 , 	651 , 	812 , 	763 , 	592 , 	687 , 	449 , 	486 , 	445 , 	292 , 	222 , 	300 , 	347 , 	420 , 	519 , 	379 , 	218 , 	171 , 	410 , 	932 , 	650 , 	277 , 	195 , 	273 ," 	1,152 "," 	1,478 ", 	995 ," 	1,915 "," 	1,215 ", 	555 , 	227 , 	701 , 	173 , 	345 , 	416 , 	379 ," 	1,054 ", 	621 , 	248 , 	120 , 	282 , 	-   , 	-   , 	125 , 	252 ," 	25,288 ",,,,,,,,,,,,,
CC, 	346 , 	620 , 	407 , 	425 , 	619 , 	504 , 	850 , 	941 , 	778 , 	638 , 	760 , 	415 , 	493 , 	433 , 	307 , 	251 , 	330 , 	339 , 	410 , 	555 , 	409 , 	261 , 	209 , 	578 , 	907 , 	650 , 	609 , 	277 , 	171 , 	565 , 	948 , 	797 ," 	1,416 ", 	914 , 	534 , 	257 , 	696 , 	186 , 	314 , 	398 , 	394 , 	521 , 	685 , 	263 , 	75 , 	278 , 	-   , 	-   , 	98 , 	248 ," 	24,079 ",,,,,,,,,,,,,
16, 	199 , 	227 , 	118 , 	141 , 	305 , 	217 , 	359 , 	443 , 	330 , 	236 , 	315 , 	167 , 	153 , 	149 , 	106 , 	81 , 	101 , 	113 , 	127 , 	174 , 	120 , 	65 , 	57 , 	180 , 	370 ," 	1,195 "," 	1,536 "," 	1,347 ", 	647 , 	66 , 	192 , 	329 , 	652 , 	369 , 	177 , 	76 , 	239 , 	60 , 	127 , 	149 , 	146 , 	212 , 	279 , 	77 , 	27 , 	94 , 	-   , 	-   , 	43 , 	88 ," 	12,978 ",,,,,,,,,,,,,
24, 	183 , 	176 , 	64 , 	92 , 	248 , 	109 , 	198 , 	312 , 	282 , 	139 , 	222 , 	144 , 	99 , 	75 , 	58 , 	44 , 	37 , 	30 , 	76 , 	73 , 	56 , 	32 , 	31 , 	93 , 	214 ," 	1,659 "," 	2,013 "," 	1,713 ", 	992 , 	197 , 	57 , 	267 , 	595 , 	279 , 	132 , 	33 , 	74 , 	31 , 	98 , 	104 , 	121 , 	173 , 	212 , 	34 , 	27 , 	29 , 	-   , 	-   , 	26 , 	55 ," 	12,009 ",,,,,,,,,,,,,
GP, 	43 , 	71 , 	27 , 	32 , 	132 , 	33 , 	80 , 	160 , 	166 , 	57 , 	60 , 	69 , 	42 , 	30 , 	31 , 	17 , 	14 , 	12 , 	47 , 	45 , 	35 , 	17 , 	17 , 	48 , 	63 ," 	1,135 "," 	1,389 "," 	1,118 ", 	714 , 	331 , 	267 , 	30 , 	134 , 	75 , 	51 , 	15 , 	57 , 	21 , 	36 , 	33 , 	69 , 	119 , 	141 , 	27 , 	19 , 	12 , 	-   , 	-   , 	11 , 	38 ," 	7,191 ",,,,,,,,,,,,,
BP, 	79 , 	99 , 	38 , 	41 , 	108 , 	42 , 	84 , 	140 , 	161 , 	84 , 	101 , 	73 , 	76 , 	47 , 	39 , 	19 , 	23 , 	21 , 	53 , 	46 , 	38 , 	9 , 	10 , 	53 , 	94 ," 	1,372 "," 	1,777 "," 	2,244 "," 	1,251 ", 	590 , 	551 , 	136 , 	52 , 	111 , 	89 , 	24 , 	56 , 	15 , 	48 , 	83 , 	106 , 	149 , 	154 , 	24 , 	10 , 	16 , 	-   , 	-   , 	19 , 	40 ," 	10,494 ",,,,,,,,,,,,,
DC, 	156 , 	211 , 	77 , 	55 , 	140 , 	54 , 	111 , 	160 , 	226 , 	135 , 	199 , 	176 , 	147 , 	107 , 	94 , 	66 , 	82 , 	74 , 	123 , 	97 , 	71 , 	30 , 	26 , 	46 , 	96 ," 	1,344 "," 	1,759 "," 	1,382 ", 	875 , 	372 , 	311 , 	67 , 	133 , 	37 , 	51 , 	48 , 	135 , 	61 , 	102 , 	102 , 	148 , 	237 , 	317 , 	58 , 	17 , 	62 , 	-   , 	-   , 	38 , 	105 ," 	10,522 ",,,,,,,,,,,,,
CM, 	19 , 	24 , 	6 , 	8 , 	40 , 	9 , 	26 , 	71 , 	113 , 	9 , 	11 , 	10 , 	6 , 	7 , 	4 , 	6 , 	5 , 	3 , 	24 , 	11 , 	14 , 	5 , 	1 , 	5 , 	15 , 	880 ," 	1,037 ", 	613 , 	496 , 	165 , 	131 , 	47 , 	88 , 	43 , 	12 , 	3 , 	16 , 	4 , 	17 , 	23 , 	48 , 	151 , 	85 , 	4 , 	3 , 	2 , 	-   , 	-   , 	6 , 	15 ," 	4,340 ",,,,,,,,,,,,,
CV, 	4 , 	10 , 	7 , 	8 , 	68 , 	10 , 	28 , 	80 , 	114 , 	127 , 	46 , 	82 , 	39 , 	47 , 	19 , 	11 , 	17 , 	25 , 	5 , 	3 , 	4 , 	1 , 	3 , 	6 , 	10 , 	554 , 	576 , 	282 , 	279 , 	87 , 	38 , 	17 , 	27 , 	50 , 	4 , 	12 , 	120 , 	1 , 	1 , 	5 , 	6 , 	21 , 	6 , 	60 , 	9 , 	21 , 	-   , 	-   , 	1 , 	2 ," 	2,952 ",,,,,,,,,,,,,
ED, 	11 , 	23 , 	11 , 	15 , 	139 , 	21 , 	61 , 	230 , 	279 , 	190 , 	120 , 	239 , 	107 , 	137 , 	79 , 	39 , 	66 , 	51 , 	10 , 	4 , 	5 , 	1 , 	5 , 	10 , 	28 ," 	2,145 "," 	1,917 ", 	782 , 	761 , 	275 , 	90 , 	67 , 	67 , 	138 , 	17 , 	116 , 	42 , 	1 , 	5 , 	22 , 	14 , 	119 , 	15 , 	43 , 	71 , 	49 , 	-   , 	-   , 	4 , 	4 ," 	8,643 ",,,,,,,,,,,,,
NC, 	3 , 	5 , 	4 , 	4 , 	32 , 	6 , 	45 , 	118 , 	127 , 	8 , 	7 , 	22 , 	8 , 	6 , 	10 , 	1 , 	1 , 	3 , 	46 , 	34 , 	41 , 	8 , 	5 , 	25 , 	5 , 	337 , 	338 , 	204 , 	205 , 	70 , 	36 , 	19 , 	20 , 	52 , 	5 , 	1 , 	1 , 	10 , 	42 , 	8 , 	11 , 	51 , 	5 , 	1 , 	12 , 	6 , 	-   , 	-   , 	16 , 	18 ," 	2,040 ",,,,,,,,,,,,,
WP, 	19 , 	14 , 	9 , 	7 , 	85 , 	16 , 	148 , 	179 , 	231 , 	22 , 	26 , 	43 , 	16 , 	8 , 	33 , 	7 , 	8 , 	8 , 	172 , 	82 , 	131 , 	30 , 	15 , 	41 , 	17 , 	548 , 	510 , 	462 , 	411 , 	150 , 	114 , 	51 , 	66 , 	105 , 	18 , 	1 , 	7 , 	21 , 	25 , 	18 , 	25 , 	108 , 	16 , 	2 , 	17 , 	15 , 	-   , 	-   , 	19 , 	28 ," 	4,102 ",,,,,,,,,,,,,
SS, 	17 , 	32 , 	7 , 	8 , 	38 , 	11 , 	26 , 	66 , 	91 , 	14 , 	19 , 	20 , 	15 , 	8 , 	9 , 	4 , 	3 , 	5 , 	22 , 	20 , 	22 , 	8 , 	5 , 	9 , 	25 , 	649 , 	735 , 	446 , 	386 , 	148 , 	107 , 	33 , 	91 , 	95 , 	21 , 	7 , 	24 , 	7 , 	16 , 	18 , 	32 , 	63 , 	65 , 	5 , 	4 , 	3 , 	-   , 	-   , 	10 , 	21 ," 	3,491 ",,,,,,,,,,,,,
SB, 	23 , 	39 , 	11 , 	11 , 	40 , 	14 , 	28 , 	65 , 	79 , 	18 , 	24 , 	25 , 	12 , 	16 , 	13 , 	7 , 	4 , 	8 , 	27 , 	26 , 	18 , 	7 , 	8 , 	14 , 	23 , 	636 , 	757 , 	430 , 	394 , 	142 , 	129 , 	69 , 	117 , 	152 , 	40 , 	6 , 	12 , 	10 , 	24 , 	34 , 	14 , 	58 , 	57 , 	5 , 	4 , 	2 , 	-   , 	-   , 	13 , 	23 ," 	3,688 ",,,,,,,,,,,,,
