Exit stations,Entry stations->,,SUNDAY,,,Jul 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	48 , 	58 , 	34 , 	127 , 	67 , 	63 , 	30 , 	54 , 	31 , 	56 , 	54 , 	15 , 	21 , 	18 , 	9 , 	10 , 	16 , 	15 , 	6 , 	7 , 	4 , 	4 , 	5 , 	15 , 	83 , 	53 , 	180 , 	69 , 	50 , 	61 , 	13 , 	25 , 	20 , 	7 , 	3 , 	9 , 	3 , 	27 , 	5 , 	11 , 	28 , 	14 , 	1 ," 	1,434 ",,,Eastbay," 	29,949 ",,SF CBD," 	76,111 ",59.0%,,,
EN, 	47 , 	8 , 	47 , 	36 , 	202 , 	82 , 	83 , 	47 , 	91 , 	34 , 	73 , 	143 , 	24 , 	30 , 	28 , 	15 , 	17 , 	40 , 	19 , 	13 , 	18 , 	9 , 	5 , 	16 , 	27 , 	198 , 	116 , 	400 , 	140 , 	61 , 	63 , 	26 , 	46 , 	31 , 	16 , 	8 , 	14 , 	2 , 	32 , 	7 , 	12 , 	63 , 	19 , 	4 ," 	2,412 ",,,Westbay," 	40,315 ",,non-CBD," 	47,466 ",36.8%,,,
EP, 	60 , 	42 , 	5 , 	39 , 	226 , 	57 , 	50 , 	36 , 	51 , 	36 , 	34 , 	85 , 	10 , 	10 , 	10 , 	5 , 	7 , 	23 , 	6 , 	6 , 	14 , 	8 , 	4 , 	19 , 	7 , 	123 , 	74 , 	228 , 	109 , 	44 , 	28 , 	13 , 	11 , 	8 , 	2 , 	4 , 	7 , 	2 , 	12 , 	1 , 	4 , 	43 , 	10 , 	3 ," 	1,576 ",,,Transbay," 	60,068 ",,,,,,,
NB, 	38 , 	37 , 	40 , 	7 , 	65 , 	45 , 	46 , 	37 , 	48 , 	21 , 	41 , 	86 , 	13 , 	12 , 	16 , 	2 , 	11 , 	32 , 	10 , 	9 , 	15 , 	7 , 	5 , 	10 , 	8 , 	173 , 	105 , 	251 , 	150 , 	74 , 	64 , 	16 , 	9 , 	13 , 	6 , 	4 , 	8 , 	2 , 	10 , 	2 , 	3 , 	83 , 	14 , 	2 ," 	1,649 ",,,,,,,,,,,
BK, 	142 , 	183 , 	221 , 	66 , 	23 , 	140 , 	153 , 	151 , 	174 , 	69 , 	119 , 	207 , 	43 , 	48 , 	35 , 	21 , 	36 , 	196 , 	32 , 	30 , 	47 , 	25 , 	16 , 	32 , 	33 , 	490 , 	260 , 	956 , 	351 , 	186 , 	137 , 	52 , 	44 , 	55 , 	11 , 	16 , 	42 , 	9 , 	22 , 	6 , 	13 , 	240 , 	94 , 	14 ," 	5,241 ",,,,,,,,,,,
AS, 	73 , 	86 , 	57 , 	45 , 	109 , 	10 , 	65 , 	77 , 	82 , 	42 , 	68 , 	102 , 	26 , 	28 , 	29 , 	10 , 	12 , 	30 , 	15 , 	9 , 	23 , 	7 , 	4 , 	13 , 	29 , 	153 , 	96 , 	256 , 	192 , 	110 , 	92 , 	18 , 	17 , 	12 , 	4 , 	6 , 	15 , 	2 , 	20 , 	3 , 	4 , 	48 , 	14 , 	3 ," 	2,114 ",,,,,,,,,,,
MA, 	65 , 	78 , 	51 , 	45 , 	141 , 	62 , 	12 , 	46 , 	70 , 	31 , 	82 , 	150 , 	42 , 	44 , 	42 , 	17 , 	19 , 	36 , 	32 , 	29 , 	33 , 	14 , 	16 , 	39 , 	35 , 	271 , 	159 , 	458 , 	291 , 	182 , 	135 , 	29 , 	33 , 	22 , 	6 , 	8 , 	15 , 	9 , 	66 , 	5 , 	8 , 	86 , 	19 , 	7 ," 	3,039 ",,,,,,,,,,,
19, 	33 , 	41 , 	31 , 	39 , 	132 , 	63 , 	45 , 	8 , 	15 , 	17 , 	43 , 	91 , 	28 , 	41 , 	35 , 	18 , 	12 , 	35 , 	23 , 	18 , 	24 , 	9 , 	9 , 	37 , 	30 , 	167 , 	113 , 	310 , 	192 , 	107 , 	73 , 	20 , 	21 , 	15 , 	4 , 	7 , 	9 , 	4 , 	30 , 	4 , 	7 , 	44 , 	10 , 	4 ," 	2,017 ",,,,,,,,,,,
12, 	47 , 	62 , 	46 , 	41 , 	126 , 	78 , 	52 , 	15 , 	10 , 	15 , 	57 , 	126 , 	50 , 	67 , 	44 , 	23 , 	32 , 	56 , 	36 , 	25 , 	40 , 	16 , 	21 , 	39 , 	38 , 	214 , 	163 , 	484 , 	214 , 	104 , 	73 , 	30 , 	43 , 	23 , 	17 , 	8 , 	15 , 	7 , 	36 , 	10 , 	12 , 	78 , 	24 , 	5 ," 	2,723 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	37 , 	38 , 	32 , 	24 , 	71 , 	39 , 	35 , 	11 , 	15 , 	5 , 	113 , 	121 , 	89 , 	95 , 	46 , 	31 , 	25 , 	43 , 	9 , 	9 , 	10 , 	6 , 	5 , 	13 , 	33 , 	152 , 	120 , 	407 , 	197 , 	108 , 	99 , 	28 , 	41 , 	23 , 	4 , 	29 , 	49 , 	2 , 	12 , 	6 , 	3 , 	24 , 	5 , 	18 ," 	2,281 ",,,Dtwn SF," 	1,508 "," 	5,250 "," 	10,663 "," 	5,063 "," 	4,966 "," 	6,591 "," 	4,527 "," 	38,567 "
