Exit stations,Entry stations->,,SUNDAY,,,May 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	5 , 	44 , 	57 , 	26 , 	142 , 	56 , 	48 , 	26 , 	48 , 	22 , 	65 , 	48 , 	14 , 	21 , 	14 , 	9 , 	9 , 	15 , 	9 , 	3 , 	7 , 	3 , 	2 , 	10 , 	13 , 	77 , 	53 , 	149 , 	80 , 	63 , 	68 , 	21 , 	19 , 	17 , 	6 , 	4 , 	8 , 	2 , 	23 , 	9 , 	7 , 	21 , 	8 ," 	1,351 ",,,Eastbay," 	26,975 ",,SF CBD," 	80,088 ",59.6%,,,
EN, 	52 , 	7 , 	51 , 	39 , 	200 , 	78 , 	79 , 	40 , 	84 , 	37 , 	70 , 	114 , 	20 , 	29 , 	29 , 	13 , 	17 , 	34 , 	15 , 	6 , 	16 , 	5 , 	3 , 	13 , 	16 , 	222 , 	106 , 	357 , 	158 , 	99 , 	94 , 	20 , 	41 , 	39 , 	21 , 	4 , 	17 , 	3 , 	34 , 	9 , 	12 , 	50 , 	23 ," 	2,379 ",,,Westbay," 	43,557 ",,non-CBD," 	49,289 ",36.7%,,,
EP, 	55 , 	47 , 	6 , 	35 , 	227 , 	59 , 	45 , 	37 , 	50 , 	32 , 	33 , 	58 , 	9 , 	14 , 	8 , 	6 , 	8 , 	20 , 	6 , 	6 , 	14 , 	5 , 	6 , 	17 , 	8 , 	131 , 	75 , 	233 , 	142 , 	64 , 	40 , 	11 , 	11 , 	16 , 	5 , 	7 , 	10 , 	2 , 	6 , 	1 , 	5 , 	49 , 	11 ," 	1,631 ",,,Transbay," 	63,817 ",,,,,,,
NB, 	33 , 	30 , 	32 , 	5 , 	59 , 	38 , 	44 , 	42 , 	64 , 	41 , 	35 , 	63 , 	17 , 	18 , 	8 , 	5 , 	7 , 	24 , 	8 , 	7 , 	12 , 	9 , 	6 , 	8 , 	6 , 	209 , 	125 , 	311 , 	241 , 	120 , 	92 , 	16 , 	11 , 	20 , 	3 , 	2 , 	10 , 	1 , 	6 , 	3 , 	4 , 	72 , 	16 ," 	1,886 ",,,,,,,,,,,
BK, 	157 , 	190 , 	222 , 	64 , 	16 , 	118 , 	155 , 	131 , 	162 , 	74 , 	108 , 	162 , 	50 , 	47 , 	37 , 	21 , 	45 , 	156 , 	24 , 	23 , 	58 , 	31 , 	17 , 	23 , 	42 , 	354 , 	220 , 	735 , 	480 , 	205 , 	145 , 	51 , 	35 , 	52 , 	6 , 	15 , 	53 , 	6 , 	17 , 	8 , 	7 , 	192 , 	74 ," 	4,787 ",,,,,,,,,,,
AS, 	58 , 	71 , 	60 , 	33 , 	94 , 	3 , 	65 , 	61 , 	77 , 	45 , 	70 , 	76 , 	24 , 	25 , 	19 , 	10 , 	13 , 	24 , 	10 , 	7 , 	16 , 	8 , 	3 , 	9 , 	28 , 	137 , 	96 , 	225 , 	239 , 	150 , 	91 , 	17 , 	20 , 	13 , 	3 , 	4 , 	12 , 	2 , 	14 , 	3 , 	2 , 	41 , 	16 ," 	1,991 ",,,,,,,,,,,
MA, 	55 , 	76 , 	46 , 	39 , 	137 , 	61 , 	10 , 	33 , 	57 , 	33 , 	75 , 	109 , 	34 , 	43 , 	34 , 	17 , 	16 , 	35 , 	28 , 	20 , 	43 , 	13 , 	10 , 	27 , 	35 , 	249 , 	159 , 	454 , 	374 , 	237 , 	161 , 	36 , 	31 , 	28 , 	7 , 	7 , 	16 , 	5 , 	52 , 	4 , 	7 , 	78 , 	22 ," 	3,014 ",,,,,,,,,,,
19, 	26 , 	44 , 	33 , 	38 , 	113 , 	61 , 	37 , 	7 , 	11 , 	15 , 	64 , 	66 , 	27 , 	36 , 	32 , 	11 , 	16 , 	31 , 	21 , 	16 , 	28 , 	12 , 	10 , 	30 , 	22 , 	131 , 	95 , 	260 , 	212 , 	126 , 	86 , 	21 , 	17 , 	21 , 	5 , 	4 , 	12 , 	5 , 	26 , 	6 , 	4 , 	39 , 	14 ," 	1,889 ",,,,,,,,,,,
12, 	43 , 	59 , 	40 , 	48 , 	136 , 	56 , 	48 , 	10 , 	6 , 	16 , 	41 , 	90 , 	55 , 	59 , 	37 , 	18 , 	24 , 	48 , 	37 , 	16 , 	41 , 	14 , 	22 , 	41 , 	34 , 	199 , 	158 , 	414 , 	230 , 	104 , 	71 , 	22 , 	42 , 	25 , 	17 , 	9 , 	15 , 	6 , 	38 , 	8 , 	9 , 	70 , 	24 ," 	2,500 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	22 , 	37 , 	37 , 	43 , 	77 , 	47 , 	33 , 	15 , 	15 , 	5 , 	114 , 	109 , 	83 , 	101 , 	41 , 	31 , 	30 , 	60 , 	7 , 	6 , 	16 , 	6 , 	8 , 	30 , 	23 , 	176 , 	150 , 	376 , 	263 , 	159 , 	96 , 	32 , 	39 , 	35 , 	4 , 	40 , 	58 , 	3 , 	10 , 	6 , 	4 , 	24 , 	5 ," 	2,475 ",,,Dtwn SF," 	1,664 "," 	5,277 "," 	12,137 "," 	4,992 "," 	5,601 "," 	7,039 "," 	4,178 "," 	40,888 "
FV, 	68 , 	59 , 	32 , 	39 , 	107 , 	69 , 	76 , 	41 , 	58 , 	105 , 	12 , 	140 , 	98 , 	194 , 	107 , 	52 , 	38 , 	68 , 	28 , 	17 , 	18 , 	12 , 	12 , 	24 , 	64 , 	209 , 	116 , 	399 , 	265 , 	190 , 	149 , 	25 , 	46 , 	40 , 	7 , 	27 , 	75 , 	6 , 	39 , 	8 , 	8 , 	46 , 	15 ," 	3,210 ",,,OAK," 	5,123 ", 	578 ," 	1,884 "," 	1,477 ", 	703 ," 	1,955 ", 	373 ," 	12,093 "
