Exit stations,Entry stations->,,SUNDAY,,,Sep 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	16 , 	16 , 	9 , 	7 , 	19 , 	13 , 	20 , 	14 , 	13 , 	33 , 	8 , 	29 , 	27 , 	49 , 	10 , 	14 , 	7 , 	8 , 	7 , 	3 , 	5 , 	3 , 	2 , 	7 , 	14 , 	42 , 	27 , 	102 , 	50 , 	26 , 	26 , 	3 , 	6 , 	9 , 	2 , 	7 , 	15 , 	-   , 	5 , 	3 , 	3 , 	4 , 	2 , 	12 , 	5 , 	3 , 	4 , 	10 , 	2 , 	2 , 	716 ,,,,,,,,,,,
CL, 	9 , 	11 , 	5 , 	1 , 	10 , 	8 , 	12 , 	10 , 	10 , 	17 , 	28 , 	4 , 	14 , 	25 , 	5 , 	8 , 	4 , 	4 , 	2 , 	1 , 	3 , 	-   , 	1 , 	3 , 	13 , 	17 , 	18 , 	46 , 	24 , 	11 , 	13 , 	3 , 	4 , 	3 , 	1 , 	4 , 	11 , 	-   , 	5 , 	1 , 	1 , 	7 , 	1 , 	6 , 	9 , 	3 , 	1 , 	2 , 	2 , 	6 , 	403 ,,,,,,,,,,,
SL, 	6 , 	5 , 	4 , 	3 , 	9 , 	4 , 	8 , 	12 , 	11 , 	20 , 	30 , 	13 , 	6 , 	33 , 	8 , 	3 , 	5 , 	5 , 	3 , 	2 , 	2 , 	2 , 	0 , 	3 , 	9 , 	25 , 	17 , 	43 , 	18 , 	9 , 	10 , 	3 , 	4 , 	6 , 	2 , 	7 , 	10 , 	0 , 	2 , 	1 , 	1 , 	4 , 	0 , 	6 , 	3 , 	3 , 	2 , 	6 , 	1 , 	2 , 	389 ,,,,,,,,,,,
BF, 	5 , 	14 , 	3 , 	4 , 	9 , 	7 , 	10 , 	13 , 	20 , 	26 , 	57 , 	36 , 	31 , 	8 , 	11 , 	6 , 	4 , 	4 , 	5 , 	1 , 	4 , 	1 , 	2 , 	2 , 	13 , 	31 , 	30 , 	59 , 	23 , 	13 , 	12 , 	6 , 	5 , 	7 , 	3 , 	8 , 	15 , 	1 , 	3 , 	1 , 	3 , 	9 , 	1 , 	9 , 	4 , 	3 , 	3 , 	4 , 	1 , 	5 , 	544 ,,,,,,,,,,,
HY, 	2 , 	4 , 	1 , 	0 , 	5 , 	1 , 	4 , 	5 , 	3 , 	4 , 	10 , 	5 , 	7 , 	7 , 	2 , 	4 , 	5 , 	7 , 	1 , 	1 , 	0 , 	-   , 	-   , 	1 , 	2 , 	5 , 	4 , 	7 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	1 , 	1 , 	3 , 	-   , 	0 , 	-   , 	-   , 	2 , 	0 , 	1 , 	2 , 	3 , 	2 , 	4 , 	-   , 	1 , 	121 ,,,,,,,,,,,
SH, 	2 , 	1 , 	2 , 	0 , 	1 , 	1 , 	4 , 	2 , 	3 , 	3 , 	8 , 	3 , 	4 , 	7 , 	5 , 	2 , 	8 , 	14 , 	1 , 	0 , 	-   , 	-   , 	-   , 	1 , 	1 , 	4 , 	2 , 	7 , 	4 , 	2 , 	1 , 	-   , 	1 , 	1 , 	1 , 	-   , 	1 , 	0 , 	1 , 	-   , 	1 , 	1 , 	0 , 	2 , 	1 , 	8 , 	8 , 	16 , 	0 , 	1 , 	136 ,,,,,,,,,,,
UC, 	2 , 	2 , 	1 , 	0 , 	3 , 	4 , 	3 , 	2 , 	2 , 	5 , 	7 , 	5 , 	5 , 	2 , 	4 , 	10 , 	5 , 	10 , 	1 , 	1 , 	0 , 	0 , 	1 , 	1 , 	1 , 	8 , 	7 , 	10 , 	4 , 	3 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	3 , 	-   , 	1 , 	1 , 	-   , 	4 , 	-   , 	1 , 	3 , 	6 , 	6 , 	9 , 	1 , 	2 , 	147 ,,,,,,,,,,,
FM, 	2 , 	2 , 	1 , 	1 , 	2 , 	2 , 	3 , 	3 , 	4 , 	3 , 	8 , 	3 , 	5 , 	5 , 	7 , 	15 , 	9 , 	5 , 	2 , 	1 , 	-   , 	-   , 	-   , 	0 , 	0 , 	9 , 	5 , 	11 , 	5 , 	2 , 	1 , 	0 , 	2 , 	-   , 	1 , 	1 , 	3 , 	-   , 	1 , 	-   , 	0 , 	3 , 	0 , 	1 , 	1 , 	5 , 	8 , 	8 , 	-   , 	1 , 	147 ,,,,,,,,,,,
CN, 	3 , 	4 , 	4 , 	1 , 	5 , 	3 , 	9 , 	6 , 	7 , 	1 , 	7 , 	4 , 	3 , 	4 , 	2 , 	1 , 	1 , 	2 , 	8 , 	11 , 	38 , 	23 , 	6 , 	7 , 	2 , 	21 , 	12 , 	35 , 	17 , 	7 , 	8 , 	4 , 	6 , 	4 , 	1 , 	0 , 	1 , 	2 , 	20 , 	1 , 	4 , 	15 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	11 , 	15 , 	346 ,,,,,,,,,,,
PH, 	1 , 	3 , 	2 , 	1 , 	1 , 	2 , 	5 , 	5 , 	3 , 	1 , 	2 , 	1 , 	1 , 	1 , 	0 , 	-   , 	1 , 	2 , 	10 , 	3 , 	11 , 	7 , 	3 , 	3 , 	1 , 	22 , 	12 , 	19 , 	11 , 	5 , 	5 , 	0 , 	1 , 	3 , 	2 , 	0 , 	1 , 	2 , 	7 , 	0 , 	1 , 	14 , 	1 , 	0 , 	6 , 	1 , 	0 , 	0 , 	4 , 	5 , 	188 ,,,,,,,,,,,
WC, 	3 , 	3 , 	3 , 	1 , 	4 , 	1 , 	9 , 	6 , 	4 , 	1 , 	3 , 	3 , 	2 , 	2 , 	-   , 	1 , 	1 , 	1 , 	44 , 	13 , 	3 , 	5 , 	4 , 	7 , 	2 , 	16 , 	15 , 	22 , 	13 , 	8 , 	8 , 	3 , 	2 , 	3 , 	1 , 	-   , 	1 , 	6 , 	15 , 	2 , 	1 , 	14 , 	1 , 	-   , 	4 , 	-   , 	1 , 	1 , 	6 , 	8 , 	272 ,,,,,,,,,,,
LF, 	0 , 	1 , 	1 , 	1 , 	1 , 	0 , 	3 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	0 , 	21 , 	8 , 	5 , 	2 , 	1 , 	3 , 	2 , 	9 , 	4 , 	9 , 	7 , 	3 , 	1 , 	1 , 	1 , 	1 , 	0 , 	0 , 	-   , 	2 , 	5 , 	-   , 	-   , 	7 , 	0 , 	-   , 	2 , 	-   , 	-   , 	-   , 	2 , 	2 , 	107 ,,,,,,,,,,,
OR, 	1 , 	1 , 	0 , 	0 , 	0 , 	0 , 	0 , 	3 , 	1 , 	1 , 	1 , 	-   , 	1 , 	1 , 	-   , 	-   , 	0 , 	-   , 	6 , 	5 , 	4 , 	1 , 	1 , 	3 , 	0 , 	6 , 	2 , 	8 , 	4 , 	5 , 	1 , 	0 , 	1 , 	0 , 	1 , 	-   , 	-   , 	1 , 	0 , 	-   , 	-   , 	4 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	0 , 	59 ,,,,,,,,,,,
RR, 	3 , 	1 , 	3 , 	-   , 	2 , 	1 , 	5 , 	5 , 	4 , 	4 , 	6 , 	3 , 	3 , 	2 , 	1 , 	0 , 	1 , 	0 , 	4 , 	7 , 	6 , 	4 , 	7 , 	2 , 	3 , 	17 , 	13 , 	21 , 	13 , 	9 , 	8 , 	2 , 	3 , 	4 , 	1 , 	-   , 	-   , 	1 , 	3 , 	1 , 	1 , 	7 , 	2 , 	1 , 	2 , 	0 , 	0 , 	1 , 	1 , 	2 , 	183 ,,,,,,,,,,,
OW, 	4 , 	3 , 	2 , 	1 , 	6 , 	1 , 	8 , 	5 , 	11 , 	5 , 	14 , 	9 , 	6 , 	11 , 	2 , 	2 , 	0 , 	1 , 	3 , 	0 , 	2 , 	1 , 	0 , 	4 , 	7 , 	69 , 	32 , 	108 , 	51 , 	40 , 	25 , 	5 , 	9 , 	6 , 	2 , 	3 , 	3 , 	1 , 	2 , 	1 , 	5 , 	17 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	3 , 	495 ,,,,,,,,,,,
EM, 	26 , 	28 , 	13 , 	13 , 	31 , 	16 , 	31 , 	36 , 	43 , 	31 , 	44 , 	18 , 	25 , 	32 , 	5 , 	6 , 	10 , 	11 , 	25 , 	22 , 	18 , 	12 , 	6 , 	16 , 	72 , 	15 , 	6 , 	16 , 	11 , 	29 , 	33 , 	15 , 	28 , 	19 , 	9 , 	12 , 	39 , 	6 , 	17 , 	6 , 	8 , 	14 , 	7 , 	10 , 	6 , 	2 , 	7 , 	10 , 	6 , 	14 , 	929 ,,,,,,,,,,,
MT, 	31 , 	28 , 	12 , 	8 , 	29 , 	9 , 	21 , 	22 , 	30 , 	30 , 	45 , 	25 , 	28 , 	39 , 	7 , 	4 , 	6 , 	7 , 	18 , 	15 , 	12 , 	4 , 	4 , 	13 , 	51 , 	5 , 	7 , 	6 , 	7 , 	23 , 	28 , 	18 , 	46 , 	27 , 	9 , 	11 , 	19 , 	5 , 	11 , 	5 , 	12 , 	21 , 	5 , 	4 , 	4 , 	1 , 	4 , 	8 , 	4 , 	7 , 	791 ,,,,,,,,,,,
PL, 	48 , 	53 , 	14 , 	11 , 	28 , 	16 , 	36 , 	40 , 	46 , 	40 , 	67 , 	34 , 	31 , 	49 , 	5 , 	5 , 	8 , 	10 , 	35 , 	17 , 	24 , 	9 , 	6 , 	15 , 	93 , 	19 , 	4 , 	30 , 	12 , 	74 , 	96 , 	51 , 	127 , 	92 , 	31 , 	13 , 	20 , 	7 , 	26 , 	15 , 	26 , 	41 , 	12 , 	9 , 	4 , 	3 , 	3 , 	11 , 	7 , 	14 ," 	1,480 ",,,,,,,,,,,
CC, 	23 , 	29 , 	7 , 	7 , 	28 , 	16 , 	34 , 	31 , 	33 , 	26 , 	51 , 	22 , 	15 , 	16 , 	3 , 	3 , 	4 , 	4 , 	11 , 	10 , 	10 , 	8 , 	5 , 	12 , 	53 , 	9 , 	10 , 	9 , 	16 , 	35 , 	41 , 	28 , 	57 , 	37 , 	22 , 	3 , 	15 , 	3 , 	8 , 	12 , 	15 , 	34 , 	10 , 	5 , 	4 , 	2 , 	2 , 	6 , 	3 , 	11 , 	849 ,,,,,,,,,,,
16, 	25 , 	22 , 	6 , 	8 , 	14 , 	11 , 	27 , 	23 , 	21 , 	18 , 	29 , 	16 , 	8 , 	12 , 	2 , 	3 , 	2 , 	2 , 	7 , 	7 , 	6 , 	3 , 	5 , 	10 , 	35 , 	24 , 	24 , 	89 , 	37 , 	13 , 	13 , 	21 , 	39 , 	33 , 	14 , 	3 , 	7 , 	1 , 	8 , 	9 , 	18 , 	20 , 	10 , 	2 , 	2 , 	2 , 	3 , 	4 , 	4 , 	5 , 	720 ,,,,,,,,,,,
24, 	21 , 	19 , 	5 , 	4 , 	13 , 	8 , 	16 , 	18 , 	14 , 	21 , 	31 , 	12 , 	8 , 	13 , 	2 , 	3 , 	2 , 	1 , 	9 , 	7 , 	6 , 	2 , 	2 , 	9 , 	31 , 	37 , 	26 , 	126 , 	55 , 	13 , 	11 , 	16 , 	35 , 	28 , 	14 , 	3 , 	5 , 	1 , 	10 , 	13 , 	17 , 	19 , 	6 , 	2 , 	2 , 	-   , 	1 , 	6 , 	2 , 	4 , 	724 ,,,,,,,,,,,
GP, 	4 , 	10 , 	2 , 	2 , 	6 , 	3 , 	6 , 	5 , 	4 , 	2 , 	7 , 	4 , 	3 , 	3 , 	-   , 	1 , 	1 , 	-   , 	6 , 	2 , 	1 , 	1 , 	1 , 	3 , 	5 , 	13 , 	12 , 	68 , 	24 , 	19 , 	14 , 	6 , 	5 , 	5 , 	5 , 	1 , 	2 , 	1 , 	2 , 	3 , 	9 , 	10 , 	4 , 	0 , 	1 , 	0 , 	1 , 	1 , 	1 , 	3 , 	285 ,,,,,,,,,,,
BP, 	9 , 	10 , 	2 , 	1 , 	5 , 	5 , 	7 , 	4 , 	9 , 	6 , 	5 , 	5 , 	6 , 	6 , 	1 , 	-   , 	1 , 	1 , 	5 , 	1 , 	3 , 	1 , 	1 , 	1 , 	11 , 	33 , 	29 , 	186 , 	67 , 	44 , 	32 , 	6 , 	13 , 	8 , 	10 , 	1 , 	4 , 	1 , 	6 , 	6 , 	12 , 	21 , 	13 , 	1 , 	1 , 	1 , 	2 , 	2 , 	2 , 	3 , 	603 ,,,,,,,,,,,
DC, 	9 , 	5 , 	1 , 	2 , 	5 , 	2 , 	7 , 	5 , 	5 , 	4 , 	9 , 	3 , 	4 , 	6 , 	2 , 	1 , 	2 , 	1 , 	4 , 	3 , 	2 , 	1 , 	2 , 	1 , 	8 , 	23 , 	21 , 	126 , 	47 , 	30 , 	27 , 	2 , 	12 , 	8 , 	3 , 	1 , 	2 , 	2 , 	3 , 	5 , 	14 , 	26 , 	11 , 	1 , 	1 , 	2 , 	1 , 	0 , 	2 , 	3 , 	461 ,,,,,,,,,,,
CM, 	1 , 	5 , 	0 , 	1 , 	3 , 	1 , 	5 , 	2 , 	5 , 	1 , 	1 , 	2 , 	2 , 	2 , 	0 , 	0 , 	0 , 	1 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	1 , 	7 , 	5 , 	43 , 	23 , 	15 , 	18 , 	6 , 	8 , 	5 , 	3 , 	0 , 	0 , 	1 , 	3 , 	1 , 	7 , 	25 , 	5 , 	1 , 	-   , 	1 , 	0 , 	-   , 	-   , 	2 , 	214 ,,,,,,,,,,,
CV, 	1 , 	1 , 	-   , 	1 , 	2 , 	-   , 	0 , 	1 , 	1 , 	5 , 	7 , 	3 , 	8 , 	7 , 	1 , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	3 , 	8 , 	8 , 	19 , 	4 , 	4 , 	2 , 	1 , 	2 , 	1 , 	-   , 	2 , 	11 , 	-   , 	0 , 	0 , 	1 , 	3 , 	1 , 	12 , 	3 , 	-   , 	1 , 	0 , 	-   , 	-   , 	122 ,,,,,,,,,,,
ED, 	2 , 	4 , 	1 , 	0 , 	4 , 	2 , 	4 , 	2 , 	2 , 	9 , 	12 , 	8 , 	9 , 	17 , 	2 , 	2 , 	3 , 	2 , 	2 , 	1 , 	0 , 	-   , 	-   , 	1 , 	4 , 	33 , 	12 , 	22 , 	13 , 	6 , 	6 , 	1 , 	2 , 	3 , 	-   , 	8 , 	9 , 	-   , 	0 , 	1 , 	-   , 	11 , 	1 , 	3 , 	7 , 	1 , 	2 , 	3 , 	-   , 	0 , 	234 ,,,,,,,,,,,
NC, 	-   , 	0 , 	-   , 	1 , 	1 , 	0 , 	3 , 	2 , 	-   , 	1 , 	1 , 	0 , 	-   , 	0 , 	-   , 	-   , 	-   , 	0 , 	1 , 	1 , 	3 , 	0 , 	0 , 	1 , 	1 , 	6 , 	2 , 	8 , 	3 , 	1 , 	3 , 	1 , 	1 , 	2 , 	1 , 	-   , 	-   , 	1 , 	7 , 	-   , 	0 , 	5 , 	1 , 	-   , 	2 , 	0 , 	0 , 	0 , 	2 , 	1 , 	62 ,,,,,,,,,,,
WP, 	4 , 	2 , 	3 , 	1 , 	2 , 	0 , 	6 , 	4 , 	3 , 	1 , 	4 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	2 , 	23 , 	9 , 	13 , 	3 , 	2 , 	4 , 	3 , 	16 , 	8 , 	29 , 	8 , 	5 , 	8 , 	3 , 	2 , 	6 , 	2 , 	0 , 	2 , 	4 , 	6 , 	1 , 	1 , 	16 , 	1 , 	-   , 	4 , 	0 , 	1 , 	2 , 	2 , 	4 , 	224 ,,,,,,,,,,,
SS, 	2 , 	2 , 	0 , 	0 , 	1 , 	-   , 	1 , 	2 , 	1 , 	1 , 	3 , 	1 , 	1 , 	2 , 	1 , 	0 , 	-   , 	0 , 	3 , 	-   , 	2 , 	-   , 	-   , 	1 , 	2 , 	7 , 	3 , 	24 , 	11 , 	7 , 	14 , 	3 , 	7 , 	7 , 	2 , 	0 , 	1 , 	-   , 	1 , 	2 , 	3 , 	11 , 	2 , 	-   , 	1 , 	-   , 	-   , 	-   , 	2 , 	1 , 	134 ,,,,,,,,,,,
SB, 	4 , 	3 , 	0 , 	-   , 	1 , 	0 , 	1 , 	1 , 	4 , 	1 , 	3 , 	1 , 	1 , 	2 , 	-   , 	1 , 	1 , 	-   , 	3 , 	1 , 	1 , 	-   , 	0 , 	1 , 	4 , 	11 , 	8 , 	32 , 	12 , 	21 , 	14 , 	7 , 	16 , 	13 , 	6 , 	-   , 	1 , 	-   , 	2 , 	5 , 	3 , 	8 , 	3 , 	1 , 	0 , 	-   , 	1 , 	0 , 	1 , 	3 , 	198 ,,,,,,,,,,,
SO, 	4 , 	6 , 	4 , 	2 , 	6 , 	2 , 	6 , 	3 , 	5 , 	1 , 	1 , 	4 , 	3 , 	3 , 	1 , 	0 , 	1 , 	2 , 	8 , 	4 , 	6 , 	2 , 	2 , 	4 , 	6 , 	13 , 	13 , 	36 , 	16 , 	10 , 	8 , 	5 , 	14 , 	18 , 	14 , 	1 , 	4 , 	1 , 	12 , 	7 , 	6 , 	11 , 	12 , 	1 , 	3 , 	1 , 	0 , 	-   , 	3 , 	7 , 	295 ,,,,,,,,,,,
MB, 	3 , 	0 , 	1 , 	1 , 	3 , 	1 , 	2 , 	1 , 	4 , 	1 , 	1 , 	1 , 	-   , 	2 , 	0 , 	1 , 	-   , 	0 , 	3 , 	0 , 	1 , 	0 , 	0 , 	2 , 	1 , 	7 , 	5 , 	13 , 	10 , 	7 , 	7 , 	5 , 	9 , 	10 , 	4 , 	0 , 	1 , 	1 , 	2 , 	3 , 	1 , 	30 , 	3 , 	1 , 	0 , 	1 , 	-   , 	-   , 	-   , 	1 , 	147 ,,,,,,,,,,,
WD, 	1 , 	-   , 	0 , 	-   , 	1 , 	0 , 	2 , 	1 , 	0 , 	4 , 	10 , 	7 , 	7 , 	17 , 	1 , 	3 , 	1 , 	2 , 	0 , 	-   , 	1 , 	-   , 	-   , 	0 , 	2 , 	8 , 	5 , 	12 , 	6 , 	3 , 	1 , 	0 , 	2 , 	1 , 	1 , 	12 , 	7 , 	-   , 	1 , 	-   , 	-   , 	5 , 	-   , 	2 , 	3 , 	0 , 	1 , 	1 , 	0 , 	1 , 	129 ,,,,,,,,,,,
OA, 	2 , 	2 , 	1 , 	1 , 	2 , 	-   , 	1 , 	1 , 	2 , 	1 , 	2 , 	2 , 	1 , 	1 , 	0 , 	-   , 	-   , 	1 , 	0 , 	3 , 	1 , 	1 , 	-   , 	1 , 	0 , 	3 , 	3 , 	4 , 	1 , 	2 , 	1 , 	0 , 	-   , 	1 , 	-   , 	1 , 	4 , 	1 , 	1 , 	-   , 	-   , 	7 , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	0 , 	1 , 	54 ,,,,,,,,,,,
WS, 	1 , 	3 , 	0 , 	1 , 	2 , 	1 , 	1 , 	1 , 	3 , 	5 , 	4 , 	6 , 	2 , 	3 , 	2 , 	6 , 	7 , 	2 , 	0 , 	0 , 	-   , 	-   , 	-   , 	0 , 	1 , 	2 , 	2 , 	3 , 	3 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	-   , 	0 , 	0 , 	-   , 	3 , 	-   , 	-   , 	1 , 	2 , 	1 , 	5 , 	1 , 	1 , 	78 ,,,,,,,,,,,
ML, 	2 , 	3 , 	2 , 	0 , 	4 , 	1 , 	3 , 	1 , 	1 , 	2 , 	1 , 	1 , 	2 , 	2 , 	1 , 	8 , 	4 , 	9 , 	0 , 	-   , 	1 , 	-   , 	-   , 	1 , 	1 , 	4 , 	3 , 	6 , 	1 , 	3 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	2 , 	0 , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	1 , 	4 , 	4 , 	4 , 	0 , 	0 , 	85 ,,,,,,,,,,,
BE, 	2 , 	4 , 	2 , 	1 , 	3 , 	3 , 	4 , 	3 , 	3 , 	5 , 	10 , 	5 , 	4 , 	4 , 	3 , 	14 , 	8 , 	11 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	2 , 	7 , 	11 , 	9 , 	7 , 	5 , 	5 , 	2 , 	2 , 	1 , 	-   , 	1 , 	3 , 	-   , 	2 , 	-   , 	0 , 	0 , 	-   , 	1 , 	1 , 	5 , 	3 , 	5 , 	0 , 	1 , 	167 ,,,,,,,,,,,
PC, 	2 , 	2 , 	1 , 	1 , 	1 , 	1 , 	4 , 	3 , 	2 , 	0 , 	2 , 	2 , 	3 , 	0 , 	-   , 	-   , 	-   , 	-   , 	13 , 	3 , 	4 , 	2 , 	1 , 	1 , 	2 , 	8 , 	3 , 	9 , 	3 , 	1 , 	3 , 	2 , 	2 , 	3 , 	1 , 	-   , 	0 , 	2 , 	1 , 	1 , 	0 , 	3 , 	-   , 	0 , 	1 , 	-   , 	-   , 	0 , 	1 , 	5 , 	93 ,,,,,,,,,,,
AN, 	2 , 	3 , 	0 , 	-   , 	2 , 	2 , 	12 , 	4 , 	5 , 	2 , 	3 , 	5 , 	2 , 	4 , 	1 , 	1 , 	1 , 	2 , 	19 , 	6 , 	10 , 	1 , 	1 , 	3 , 	2 , 	14 , 	10 , 	18 , 	8 , 	4 , 	6 , 	2 , 	2 , 	2 , 	1 , 	-   , 	1 , 	2 , 	2 , 	3 , 	2 , 	13 , 	1 , 	0 , 	4 , 	1 , 	1 , 	1 , 	6 , 	2 , 	193 ,,,,,,,,,,,
