Exit stations,Entry stations->,,SATURDAY,,,Sep 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
FV, 	27 , 	21 , 	15 , 	11 , 	33 , 	18 , 	26 , 	21 , 	18 , 	18 , 	10 , 	47 , 	53 , 	72 , 	19 , 	17 , 	11 , 	15 , 	9 , 	3 , 	7 , 	4 , 	6 , 	13 , 	18 , 	59 , 	42 , 	134 , 	86 , 	46 , 	45 , 	9 , 	13 , 	14 , 	4 , 	17 , 	32 , 	2 , 	6 , 	2 , 	6 , 	5 , 	4 , 	20 , 	2 , 	13 , 	6 , 	11 , 	2 , 	6 ," 	1,092 ",,,,,,,,,,
CL, 	12 , 	13 , 	6 , 	5 , 	16 , 	14 , 	14 , 	15 , 	18 , 	21 , 	39 , 	7 , 	24 , 	35 , 	11 , 	7 , 	8 , 	7 , 	6 , 	3 , 	3 , 	1 , 	2 , 	4 , 	16 , 	22 , 	26 , 	74 , 	35 , 	21 , 	21 , 	6 , 	8 , 	7 , 	3 , 	4 , 	17 , 	0 , 	6 , 	2 , 	2 , 	6 , 	1 , 	7 , 	5 , 	4 , 	1 , 	5 , 	3 , 	4 , 	591 ,,,,,,,,,,
SL, 	11 , 	9 , 	4 , 	4 , 	10 , 	7 , 	12 , 	16 , 	22 , 	35 , 	55 , 	28 , 	6 , 	37 , 	8 , 	8 , 	11 , 	9 , 	3 , 	4 , 	3 , 	1 , 	1 , 	6 , 	12 , 	40 , 	38 , 	82 , 	30 , 	19 , 	18 , 	5 , 	8 , 	9 , 	2 , 	10 , 	13 , 	0 , 	2 , 	2 , 	2 , 	5 , 	1 , 	12 , 	2 , 	5 , 	3 , 	8 , 	3 , 	2 , 	639 ,,,,,,,,,,
BF, 	9 , 	15 , 	5 , 	4 , 	19 , 	6 , 	17 , 	16 , 	30 , 	43 , 	83 , 	45 , 	41 , 	8 , 	9 , 	7 , 	9 , 	12 , 	7 , 	3 , 	3 , 	1 , 	2 , 	4 , 	13 , 	42 , 	33 , 	83 , 	37 , 	18 , 	21 , 	7 , 	10 , 	11 , 	3 , 	12 , 	26 , 	-   , 	4 , 	1 , 	6 , 	5 , 	2 , 	13 , 	1 , 	3 , 	3 , 	8 , 	1 , 	4 , 	756 ,,,,,,,,,,
HY, 	3 , 	7 , 	1 , 	1 , 	6 , 	3 , 	5 , 	7 , 	8 , 	5 , 	15 , 	11 , 	7 , 	11 , 	1 , 	8 , 	9 , 	11 , 	3 , 	2 , 	1 , 	0 , 	1 , 	0 , 	4 , 	9 , 	5 , 	19 , 	7 , 	5 , 	6 , 	1 , 	3 , 	2 , 	1 , 	2 , 	5 , 	1 , 	1 , 	-   , 	1 , 	3 , 	1 , 	3 , 	1 , 	4 , 	2 , 	4 , 	-   , 	2 , 	212 ,,,,,,,,,,
SH, 	1 , 	1 , 	2 , 	0 , 	4 , 	1 , 	5 , 	2 , 	4 , 	1 , 	10 , 	6 , 	5 , 	9 , 	7 , 	3 , 	16 , 	19 , 	1 , 	0 , 	1 , 	-   , 	-   , 	-   , 	4 , 	5 , 	7 , 	15 , 	3 , 	4 , 	4 , 	1 , 	3 , 	2 , 	1 , 	2 , 	3 , 	-   , 	1 , 	0 , 	1 , 	1 , 	0 , 	1 , 	1 , 	9 , 	9 , 	16 , 	-   , 	-   , 	187 ,,,,,,,,,,
UC, 	4 , 	4 , 	2 , 	1 , 	7 , 	4 , 	3 , 	3 , 	6 , 	4 , 	10 , 	11 , 	10 , 	10 , 	10 , 	12 , 	6 , 	13 , 	1 , 	0 , 	1 , 	1 , 	-   , 	1 , 	2 , 	10 , 	7 , 	23 , 	6 , 	6 , 	2 , 	1 , 	2 , 	3 , 	1 , 	2 , 	6 , 	-   , 	1 , 	-   , 	1 , 	1 , 	0 , 	1 , 	1 , 	7 , 	8 , 	12 , 	-   , 	1 , 	222 ,,,,,,,,,,
FM, 	3 , 	2 , 	1 , 	1 , 	3 , 	3 , 	6 , 	3 , 	5 , 	6 , 	14 , 	7 , 	8 , 	8 , 	11 , 	15 , 	9 , 	6 , 	1 , 	2 , 	2 , 	-   , 	-   , 	0 , 	1 , 	16 , 	10 , 	16 , 	7 , 	5 , 	3 , 	0 , 	4 , 	2 , 	1 , 	1 , 	4 , 	-   , 	1 , 	1 , 	2 , 	2 , 	-   , 	1 , 	1 , 	8 , 	12 , 	16 , 	1 , 	2 , 	227 ,,,,,,,,,,
CN, 	5 , 	5 , 	5 , 	3 , 	6 , 	3 , 	15 , 	8 , 	11 , 	2 , 	11 , 	5 , 	4 , 	7 , 	2 , 	1 , 	1 , 	1 , 	9 , 	19 , 	46 , 	26 , 	11 , 	10 , 	4 , 	31 , 	21 , 	54 , 	22 , 	16 , 	15 , 	5 , 	6 , 	4 , 	2 , 	1 , 	2 , 	4 , 	34 , 	2 , 	3 , 	13 , 	5 , 	2 , 	2 , 	0 , 	0 , 	3 , 	19 , 	21 , 	498 ,,,,,,,,,,
PH, 	2 , 	2 , 	3 , 	1 , 	4 , 	3 , 	10 , 	10 , 	6 , 	1 , 	3 , 	5 , 	4 , 	2 , 	2 , 	-   , 	1 , 	3 , 	22 , 	5 , 	14 , 	11 , 	2 , 	13 , 	3 , 	27 , 	17 , 	38 , 	20 , 	6 , 	6 , 	2 , 	2 , 	5 , 	1 , 	1 , 	1 , 	3 , 	13 , 	2 , 	2 , 	11 , 	2 , 	2 , 	6 , 	0 , 	1 , 	3 , 	8 , 	7 , 	306 ,,,,,,,,,,
WC, 	4 , 	5 , 	4 , 	3 , 	9 , 	1 , 	11 , 	6 , 	7 , 	3 , 	6 , 	4 , 	3 , 	1 , 	1 , 	0 , 	1 , 	1 , 	62 , 	19 , 	3 , 	10 , 	4 , 	16 , 	4 , 	29 , 	18 , 	34 , 	13 , 	9 , 	9 , 	3 , 	6 , 	4 , 	2 , 	1 , 	1 , 	4 , 	24 , 	2 , 	2 , 	7 , 	1 , 	0 , 	2 , 	1 , 	1 , 	2 , 	9 , 	12 , 	378 ,,,,,,,,,,
LF, 	1 , 	2 , 	1 , 	1 , 	4 , 	1 , 	3 , 	3 , 	4 , 	0 , 	3 , 	1 , 	1 , 	1 , 	1 , 	0 , 	1 , 	0 , 	31 , 	10 , 	11 , 	1 , 	3 , 	6 , 	2 , 	9 , 	8 , 	15 , 	9 , 	5 , 	3 , 	1 , 	1 , 	1 , 	0 , 	0 , 	0 , 	2 , 	9 , 	1 , 	0 , 	6 , 	1 , 	-   , 	1 , 	-   , 	0 , 	-   , 	3 , 	2 , 	165 ,,,,,,,,,,
OR, 	1 , 	1 , 	1 , 	0 , 	1 , 	0 , 	1 , 	2 , 	4 , 	1 , 	4 , 	2 , 	1 , 	1 , 	-   , 	-   , 	1 , 	0 , 	10 , 	4 , 	6 , 	3 , 	1 , 	4 , 	1 , 	11 , 	4 , 	12 , 	4 , 	3 , 	1 , 	1 , 	3 , 	1 , 	0 , 	-   , 	-   , 	1 , 	2 , 	-   , 	-   , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	1 , 	94 ,,,,,,,,,,
RR, 	5 , 	2 , 	6 , 	-   , 	3 , 	1 , 	7 , 	10 , 	6 , 	4 , 	12 , 	3 , 	6 , 	4 , 	0 , 	1 , 	1 , 	1 , 	11 , 	9 , 	10 , 	8 , 	9 , 	3 , 	4 , 	26 , 	16 , 	26 , 	16 , 	11 , 	9 , 	3 , 	3 , 	3 , 	2 , 	1 , 	1 , 	2 , 	5 , 	1 , 	1 , 	7 , 	2 , 	-   , 	1 , 	-   , 	-   , 	1 , 	2 , 	5 , 	264 ,,,,,,,,,,
OW, 	6 , 	5 , 	2 , 	2 , 	9 , 	5 , 	9 , 	7 , 	13 , 	4 , 	16 , 	10 , 	9 , 	6 , 	2 , 	4 , 	3 , 	1 , 	2 , 	1 , 	2 , 	1 , 	1 , 	5 , 	7 , 	93 , 	68 , 	154 , 	64 , 	55 , 	39 , 	6 , 	14 , 	8 , 	2 , 	3 , 	5 , 	-   , 	5 , 	2 , 	7 , 	12 , 	1 , 	1 , 	2 , 	1 , 	2 , 	1 , 	2 , 	2 , 	674 ,,,,,,,,,,
EM, 	42 , 	57 , 	26 , 	21 , 	59 , 	25 , 	42 , 	51 , 	62 , 	41 , 	69 , 	28 , 	46 , 	49 , 	8 , 	8 , 	12 , 	21 , 	29 , 	30 , 	29 , 	14 , 	9 , 	29 , 	109 , 	9 , 	5 , 	20 , 	22 , 	47 , 	55 , 	35 , 	56 , 	46 , 	9 , 	18 , 	49 , 	7 , 	21 , 	9 , 	14 , 	23 , 	10 , 	16 , 	7 , 	6 , 	7 , 	13 , 	3 , 	19 ," 	1,432 ",,,,,,,,,,
MT, 	48 , 	53 , 	20 , 	12 , 	39 , 	23 , 	28 , 	41 , 	55 , 	36 , 	51 , 	37 , 	48 , 	44 , 	5 , 	8 , 	9 , 	9 , 	24 , 	25 , 	25 , 	8 , 	6 , 	17 , 	78 , 	8 , 	5 , 	11 , 	13 , 	49 , 	43 , 	36 , 	107 , 	47 , 	27 , 	15 , 	19 , 	7 , 	21 , 	11 , 	14 , 	23 , 	12 , 	8 , 	4 , 	3 , 	6 , 	7 , 	4 , 	12 ," 	1,256 ",,,,,,,,,,
PL, 	59 , 	88 , 	29 , 	12 , 	57 , 	23 , 	54 , 	48 , 	71 , 	64 , 	115 , 	62 , 	68 , 	60 , 	14 , 	13 , 	17 , 	13 , 	47 , 	37 , 	29 , 	10 , 	14 , 	19 , 	151 , 	23 , 	6 , 	18 , 	18 , 	136 , 	155 , 	89 , 	219 , 	179 , 	46 , 	21 , 	35 , 	11 , 	30 , 	24 , 	37 , 	55 , 	18 , 	15 , 	7 , 	5 , 	7 , 	14 , 	10 , 	19 ," 	2,367 ",,,,,,,,,,
CC, 	28 , 	41 , 	13 , 	13 , 	36 , 	17 , 	45 , 	41 , 	47 , 	30 , 	97 , 	40 , 	22 , 	23 , 	3 , 	2 , 	8 , 	4 , 	16 , 	14 , 	12 , 	5 , 	3 , 	17 , 	66 , 	17 , 	15 , 	15 , 	13 , 	58 , 	65 , 	33 , 	86 , 	57 , 	33 , 	8 , 	16 , 	4 , 	10 , 	17 , 	21 , 	32 , 	14 , 	7 , 	4 , 	4 , 	3 , 	5 , 	4 , 	10 ," 	1,187 ",,,,,,,,,,
16, 	40 , 	28 , 	12 , 	14 , 	41 , 	16 , 	41 , 	35 , 	36 , 	22 , 	41 , 	20 , 	17 , 	16 , 	5 , 	4 , 	6 , 	7 , 	15 , 	6 , 	13 , 	6 , 	7 , 	15 , 	63 , 	44 , 	43 , 	170 , 	65 , 	11 , 	21 , 	35 , 	77 , 	59 , 	30 , 	6 , 	7 , 	2 , 	9 , 	17 , 	20 , 	22 , 	20 , 	4 , 	1 , 	3 , 	2 , 	4 , 	7 , 	9 ," 	1,206 ",,,,,,,,,,
24, 	43 , 	36 , 	6 , 	9 , 	20 , 	11 , 	28 , 	21 , 	17 , 	16 , 	44 , 	19 , 	17 , 	20 , 	6 , 	3 , 	3 , 	5 , 	13 , 	6 , 	9 , 	2 , 	0 , 	9 , 	42 , 	48 , 	42 , 	200 , 	78 , 	21 , 	10 , 	38 , 	65 , 	54 , 	25 , 	3 , 	6 , 	2 , 	18 , 	17 , 	28 , 	17 , 	14 , 	2 , 	3 , 	1 , 	3 , 	3 , 	5 , 	4 ," 	1,106 ",,,,,,,,,,
GP, 	6 , 	13 , 	3 , 	4 , 	7 , 	3 , 	7 , 	6 , 	8 , 	4 , 	12 , 	5 , 	4 , 	5 , 	1 , 	0 , 	1 , 	1 , 	6 , 	4 , 	2 , 	1 , 	2 , 	4 , 	9 , 	35 , 	31 , 	104 , 	30 , 	34 , 	36 , 	6 , 	11 , 	9 , 	6 , 	1 , 	3 , 	1 , 	4 , 	6 , 	12 , 	8 , 	8 , 	1 , 	1 , 	-   , 	0 , 	1 , 	1 , 	3 , 	466 ,,,,,,,,,,
BP, 	10 , 	12 , 	2 , 	2 , 	10 , 	5 , 	11 , 	7 , 	11 , 	7 , 	13 , 	8 , 	7 , 	7 , 	3 , 	2 , 	3 , 	3 , 	5 , 	1 , 	3 , 	2 , 	1 , 	4 , 	14 , 	45 , 	52 , 	297 , 	76 , 	61 , 	60 , 	13 , 	7 , 	14 , 	21 , 	1 , 	4 , 	1 , 	3 , 	9 , 	26 , 	18 , 	10 , 	4 , 	-   , 	2 , 	1 , 	4 , 	1 , 	3 , 	878 ,,,,,,,,,,
DC, 	12 , 	10 , 	3 , 	5 , 	14 , 	4 , 	8 , 	9 , 	7 , 	7 , 	15 , 	10 , 	7 , 	7 , 	2 , 	2 , 	3 , 	2 , 	3 , 	4 , 	3 , 	1 , 	1 , 	3 , 	8 , 	47 , 	41 , 	224 , 	75 , 	63 , 	59 , 	13 , 	18 , 	9 , 	4 , 	1 , 	5 , 	2 , 	6 , 	13 , 	15 , 	32 , 	14 , 	2 , 	1 , 	2 , 	1 , 	1 , 	3 , 	2 , 	794 ,,,,,,,,,,
CM, 	3 , 	4 , 	1 , 	0 , 	3 , 	1 , 	4 , 	1 , 	4 , 	1 , 	3 , 	1 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	3 , 	9 , 	12 , 	56 , 	29 , 	23 , 	22 , 	8 , 	16 , 	6 , 	3 , 	1 , 	-   , 	1 , 	3 , 	1 , 	9 , 	24 , 	3 , 	0 , 	-   , 	1 , 	0 , 	1 , 	2 , 	2 , 	268 ,,,,,,,,,,
CV, 	1 , 	0 , 	2 , 	0 , 	1 , 	1 , 	2 , 	2 , 	1 , 	8 , 	10 , 	5 , 	6 , 	11 , 	1 , 	1 , 	1 , 	2 , 	1 , 	-   , 	-   , 	1 , 	-   , 	0 , 	3 , 	13 , 	15 , 	25 , 	7 , 	6 , 	5 , 	3 , 	3 , 	1 , 	-   , 	2 , 	18 , 	-   , 	1 , 	0 , 	1 , 	3 , 	0 , 	17 , 	1 , 	1 , 	1 , 	0 , 	-   , 	-   , 	179 ,,,,,,,,,,
ED, 	3 , 	3 , 	-   , 	1 , 	5 , 	2 , 	5 , 	5 , 	2 , 	11 , 	29 , 	10 , 	12 , 	21 , 	5 , 	5 , 	4 , 	6 , 	2 , 	0 , 	1 , 	-   , 	-   , 	1 , 	6 , 	41 , 	26 , 	38 , 	17 , 	12 , 	7 , 	3 , 	6 , 	8 , 	2 , 	17 , 	11 , 	1 , 	2 , 	1 , 	1 , 	14 , 	2 , 	6 , 	7 , 	1 , 	3 , 	5 , 	1 , 	1 , 	364 ,,,,,,,,,,
NC, 	-   , 	-   , 	0 , 	1 , 	1 , 	-   , 	2 , 	3 , 	2 , 	-   , 	2 , 	1 , 	0 , 	1 , 	1 , 	0 , 	0 , 	-   , 	5 , 	3 , 	4 , 	1 , 	1 , 	-   , 	1 , 	8 , 	6 , 	9 , 	3 , 	2 , 	3 , 	1 , 	3 , 	1 , 	-   , 	-   , 	0 , 	1 , 	6 , 	0 , 	1 , 	5 , 	1 , 	-   , 	2 , 	-   , 	-   , 	1 , 	3 , 	3 , 	84 ,,,,,,,,,,
WP, 	6 , 	4 , 	1 , 	1 , 	4 , 	1 , 	12 , 	4 , 	4 , 	1 , 	11 , 	4 , 	3 , 	4 , 	0 , 	1 , 	1 , 	3 , 	31 , 	16 , 	19 , 	4 , 	1 , 	7 , 	4 , 	20 , 	15 , 	41 , 	11 , 	10 , 	16 , 	4 , 	5 , 	5 , 	3 , 	2 , 	2 , 	5 , 	6 , 	3 , 	4 , 	13 , 	1 , 	-   , 	3 , 	1 , 	1 , 	1 , 	3 , 	6 , 	322 ,,,,,,,,,,
SS, 	1 , 	3 , 	1 , 	-   , 	2 , 	1 , 	2 , 	2 , 	3 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	-   , 	-   , 	0 , 	4 , 	2 , 	2 , 	1 , 	-   , 	1 , 	2 , 	11 , 	11 , 	35 , 	17 , 	16 , 	20 , 	4 , 	7 , 	12 , 	2 , 	0 , 	2 , 	-   , 	4 , 	3 , 	5 , 	11 , 	4 , 	-   , 	0 , 	-   , 	-   , 	-   , 	0 , 	4 , 	201 ,,,,,,,,,,
SB, 	4 , 	5 , 	2 , 	-   , 	2 , 	1 , 	2 , 	1 , 	7 , 	4 , 	3 , 	2 , 	3 , 	4 , 	1 , 	1 , 	-   , 	1 , 	4 , 	2 , 	3 , 	1 , 	-   , 	1 , 	3 , 	10 , 	10 , 	44 , 	22 , 	23 , 	23 , 	9 , 	23 , 	15 , 	8 , 	1 , 	1 , 	1 , 	3 , 	8 , 	5 , 	8 , 	3 , 	1 , 	0 , 	-   , 	1 , 	-   , 	3 , 	4 , 	275 ,,,,,,,,,,
SO, 	4 , 	10 , 	5 , 	1 , 	7 , 	1 , 	9 , 	4 , 	5 , 	2 , 	4 , 	3 , 	3 , 	6 , 	2 , 	-   , 	1 , 	-   , 	11 , 	11 , 	8 , 	3 , 	2 , 	6 , 	7 , 	6 , 	11 , 	37 , 	22 , 	16 , 	11 , 	5 , 	18 , 	23 , 	18 , 	2 , 	6 , 	2 , 	11 , 	8 , 	6 , 	6 , 	19 , 	2 , 	3 , 	1 , 	0 , 	-   , 	1 , 	11 , 	358 ,,,,,,,,,,
MB, 	2 , 	2 , 	1 , 	1 , 	4 , 	1 , 	1 , 	3 , 	4 , 	2 , 	3 , 	1 , 	1 , 	2 , 	1 , 	0 , 	0 , 	-   , 	2 , 	0 , 	0 , 	1 , 	-   , 	2 , 	1 , 	8 , 	9 , 	17 , 	12 , 	13 , 	9 , 	4 , 	8 , 	11 , 	3 , 	-   , 	1 , 	0 , 	2 , 	3 , 	3 , 	23 , 	3 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	161 ,,,,,,,,,,
WD, 	2 , 	2 , 	1 , 	-   , 	3 , 	2 , 	1 , 	1 , 	1 , 	8 , 	16 , 	12 , 	13 , 	19 , 	4 , 	3 , 	2 , 	2 , 	2 , 	0 , 	0 , 	-   , 	-   , 	1 , 	3 , 	16 , 	9 , 	16 , 	9 , 	4 , 	2 , 	1 , 	3 , 	1 , 	1 , 	16 , 	8 , 	-   , 	-   , 	1 , 	1 , 	5 , 	-   , 	2 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	194 ,,,,,,,,,,
OA, 	2 , 	3 , 	1 , 	0 , 	4 , 	1 , 	1 , 	2 , 	2 , 	2 , 	2 , 	5 , 	1 , 	1 , 	0 , 	1 , 	1 , 	-   , 	3 , 	3 , 	1 , 	1 , 	-   , 	1 , 	-   , 	5 , 	3 , 	3 , 	3 , 	1 , 	2 , 	1 , 	1 , 	1 , 	-   , 	1 , 	3 , 	1 , 	1 , 	-   , 	-   , 	2 , 	-   , 	1 , 	1 , 	-   , 	0 , 	1 , 	-   , 	1 , 	66 ,,,,,,,,,,
WS, 	1 , 	5 , 	0 , 	1 , 	4 , 	2 , 	1 , 	1 , 	2 , 	5 , 	5 , 	5 , 	3 , 	3 , 	2 , 	9 , 	7 , 	4 , 	0 , 	1 , 	-   , 	0 , 	-   , 	-   , 	1 , 	5 , 	3 , 	7 , 	3 , 	3 , 	-   , 	1 , 	1 , 	2 , 	-   , 	1 , 	2 , 	0 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	0 , 	2 , 	4 , 	6 , 	-   , 	1 , 	101 ,,,,,,,,,,
ML, 	3 , 	3 , 	1 , 	-   , 	4 , 	2 , 	2 , 	2 , 	2 , 	3 , 	3 , 	3 , 	4 , 	4 , 	3 , 	6 , 	5 , 	13 , 	1 , 	1 , 	-   , 	1 , 	-   , 	-   , 	1 , 	6 , 	6 , 	6 , 	3 , 	3 , 	3 , 	1 , 	1 , 	1 , 	2 , 	1 , 	2 , 	-   , 	1 , 	-   , 	1 , 	1 , 	0 , 	2 , 	-   , 	3 , 	3 , 	6 , 	0 , 	0 , 	114 ,,,,,,,,,,
BE, 	4 , 	6 , 	2 , 	2 , 	14 , 	4 , 	4 , 	3 , 	8 , 	9 , 	12 , 	6 , 	9 , 	4 , 	4 , 	19 , 	13 , 	17 , 	1 , 	2 , 	2 , 	0 , 	-   , 	2 , 	2 , 	12 , 	9 , 	19 , 	7 , 	6 , 	7 , 	1 , 	4 , 	4 , 	0 , 	1 , 	3 , 	0 , 	2 , 	0 , 	1 , 	1 , 	0 , 	1 , 	1 , 	6 , 	5 , 	6 , 	0 , 	1 , 	241 ,,,,,,,,,,
PC, 	1 , 	2 , 	2 , 	1 , 	1 , 	-   , 	9 , 	5 , 	2 , 	1 , 	3 , 	3 , 	2 , 	3 , 	2 , 	0 , 	1 , 	-   , 	18 , 	6 , 	10 , 	4 , 	1 , 	3 , 	1 , 	6 , 	4 , 	13 , 	3 , 	4 , 	4 , 	3 , 	4 , 	2 , 	1 , 	-   , 	1 , 	1 , 	3 , 	2 , 	1 , 	1 , 	0 , 	0 , 	1 , 	-   , 	0 , 	-   , 	2 , 	7 , 	144 ,,,,,,,,,,
AN, 	3 , 	1 , 	2 , 	1 , 	3 , 	4 , 	13 , 	7 , 	5 , 	2 , 	10 , 	7 , 	3 , 	4 , 	3 , 	1 , 	1 , 	1 , 	21 , 	9 , 	12 , 	4 , 	1 , 	7 , 	3 , 	19 , 	11 , 	27 , 	11 , 	11 , 	9 , 	5 , 	6 , 	9 , 	3 , 	-   , 	2 , 	4 , 	4 , 	3 , 	4 , 	12 , 	3 , 	1 , 	3 , 	2 , 	1 , 	2 , 	5 , 	3 , 	279 ,,,,,,,,,,
