Exit stations,Entry stations->,,SATURDAY,,,Jul 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	10 , 	83 , 	86 , 	44 , 	188 , 	86 , 	78 , 	40 , 	68 , 	16 , 	82 , 	68 , 	25 , 	23 , 	26 , 	11 , 	11 , 	26 , 	19 , 	7 , 	10 , 	5 , 	5 , 	8 , 	17 , 	130 , 	83 , 	236 , 	105 , 	82 , 	104 , 	17 , 	38 , 	23 , 	8 , 	3 , 	15 , 	2 , 	31 , 	14 , 	8 , 	25 , 	10 ," 	1,972 ",,,Eastbay," 	40,360 ",,SF CBD," 	116,379 ",62.7%,,,
EN, 	108 , 	11 , 	91 , 	65 , 	354 , 	127 , 	135 , 	60 , 	142 , 	32 , 	114 , 	153 , 	36 , 	50 , 	39 , 	16 , 	27 , 	46 , 	27 , 	13 , 	22 , 	10 , 	9 , 	16 , 	34 , 	319 , 	242 , 	725 , 	186 , 	84 , 	121 , 	37 , 	63 , 	55 , 	23 , 	8 , 	17 , 	5 , 	37 , 	16 , 	14 , 	50 , 	21 ," 	3,754 ",,,Westbay," 	60,866 ",,non-CBD," 	63,830 ",34.4%,,,
EP, 	97 , 	88 , 	6 , 	50 , 	334 , 	81 , 	68 , 	46 , 	101 , 	24 , 	48 , 	77 , 	15 , 	17 , 	13 , 	7 , 	9 , 	30 , 	13 , 	11 , 	18 , 	9 , 	7 , 	23 , 	19 , 	191 , 	126 , 	352 , 	114 , 	43 , 	34 , 	16 , 	14 , 	14 , 	4 , 	7 , 	16 , 	3 , 	12 , 	3 , 	2 , 	41 , 	14 ," 	2,208 ",,,Transbay," 	84,431 ",,,,,,,
NB, 	51 , 	58 , 	50 , 	8 , 	99 , 	54 , 	53 , 	39 , 	71 , 	24 , 	63 , 	72 , 	17 , 	17 , 	17 , 	5 , 	8 , 	22 , 	14 , 	16 , 	14 , 	11 , 	10 , 	14 , 	13 , 	271 , 	180 , 	407 , 	188 , 	90 , 	80 , 	21 , 	12 , 	14 , 	3 , 	5 , 	10 , 	2 , 	11 , 	3 , 	5 , 	73 , 	12 ," 	2,201 ",,,,,,,,,,,
BK, 	207 , 	353 , 	323 , 	110 , 	18 , 	263 , 	246 , 	188 , 	260 , 	99 , 	159 , 	161 , 	73 , 	65 , 	57 , 	30 , 	52 , 	199 , 	56 , 	54 , 	88 , 	46 , 	29 , 	43 , 	56 , 	670 , 	385 ," 	1,543 ", 	497 , 	253 , 	175 , 	65 , 	49 , 	69 , 	15 , 	30 , 	82 , 	11 , 	34 , 	9 , 	17 , 	133 , 	121 ," 	7,389 ",,,,,,,,,,,
AS, 	82 , 	125 , 	72 , 	56 , 	187 , 	7 , 	82 , 	82 , 	119 , 	32 , 	92 , 	116 , 	23 , 	39 , 	26 , 	14 , 	16 , 	39 , 	18 , 	11 , 	17 , 	7 , 	6 , 	30 , 	44 , 	211 , 	154 , 	377 , 	220 , 	133 , 	96 , 	23 , 	16 , 	20 , 	4 , 	10 , 	18 , 	4 , 	24 , 	5 , 	5 , 	38 , 	17 ," 	2,713 ",,,,,,,,,,,
MA, 	82 , 	136 , 	63 , 	55 , 	215 , 	102 , 	11 , 	54 , 	95 , 	27 , 	121 , 	145 , 	47 , 	75 , 	50 , 	26 , 	24 , 	56 , 	49 , 	33 , 	44 , 	15 , 	14 , 	31 , 	50 , 	373 , 	275 , 	721 , 	311 , 	212 , 	130 , 	37 , 	29 , 	38 , 	8 , 	12 , 	28 , 	8 , 	76 , 	9 , 	6 , 	57 , 	20 ," 	3,968 ",,,,,,,,,,,
19, 	38 , 	68 , 	45 , 	34 , 	179 , 	79 , 	46 , 	5 , 	17 , 	6 , 	57 , 	63 , 	43 , 	53 , 	38 , 	11 , 	15 , 	44 , 	34 , 	28 , 	35 , 	12 , 	11 , 	35 , 	28 , 	140 , 	125 , 	304 , 	180 , 	104 , 	69 , 	23 , 	15 , 	25 , 	7 , 	9 , 	26 , 	7 , 	34 , 	5 , 	4 , 	24 , 	12 ," 	2,133 ",,,,,,,,,,,
12, 	66 , 	146 , 	104 , 	69 , 	229 , 	116 , 	81 , 	16 , 	7 , 	13 , 	114 , 	151 , 	105 , 	124 , 	74 , 	41 , 	46 , 	109 , 	66 , 	53 , 	74 , 	30 , 	35 , 	51 , 	60 , 	265 , 	224 , 	633 , 	247 , 	100 , 	79 , 	41 , 	50 , 	47 , 	19 , 	10 , 	42 , 	14 , 	72 , 	12 , 	10 , 	57 , 	24 ," 	3,921 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	11 , 	34 , 	32 , 	22 , 	93 , 	31 , 	27 , 	9 , 	16 , 	8 , 	74 , 	122 , 	103 , 	123 , 	50 , 	30 , 	51 , 	68 , 	9 , 	8 , 	11 , 	6 , 	4 , 	19 , 	22 , 	265 , 	192 , 	565 , 	213 , 	104 , 	76 , 	28 , 	29 , 	23 , 	7 , 	62 , 	83 , 	2 , 	11 , 	4 , 	10 , 	20 , 	21 ," 	2,696 ",,,Dtwn SF," 	2,644 "," 	7,159 "," 	18,634 "," 	8,097 "," 	7,853 "," 	10,672 "," 	5,545 "," 	60,603 "
