Exit stations,Entry stations->,,SATURDAY,,,Jun 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	68 , 	72 , 	45 , 	171 , 	82 , 	82 , 	42 , 	60 , 	17 , 	73 , 	63 , 	26 , 	26 , 	25 , 	13 , 	8 , 	22 , 	16 , 	8 , 	12 , 	10 , 	6 , 	15 , 	18 , 	105 , 	82 , 	259 , 	128 , 	78 , 	94 , 	17 , 	43 , 	26 , 	10 , 	5 , 	12 , 	4 , 	31 , 	11 , 	10 , 	29 , 	12 , 	2 ," 	1,939 ",,,Eastbay," 	38,202 ",,SF CBD," 	106,688 ",60.7%,,,
EN, 	71 , 	13 , 	67 , 	44 , 	307 , 	113 , 	118 , 	71 , 	118 , 	28 , 	100 , 	156 , 	39 , 	42 , 	37 , 	27 , 	22 , 	44 , 	22 , 	16 , 	21 , 	12 , 	7 , 	22 , 	25 , 	276 , 	217 , 	611 , 	244 , 	100 , 	105 , 	38 , 	57 , 	53 , 	21 , 	8 , 	15 , 	4 , 	43 , 	15 , 	23 , 	53 , 	19 , 	5 ," 	3,442 ",,,Westbay," 	54,932 ",,non-CBD," 	63,621 ",36.2%,,,
EP, 	79 , 	59 , 	8 , 	48 , 	327 , 	73 , 	69 , 	52 , 	88 , 	25 , 	39 , 	72 , 	15 , 	14 , 	13 , 	8 , 	8 , 	22 , 	10 , 	8 , 	16 , 	11 , 	6 , 	22 , 	10 , 	164 , 	140 , 	315 , 	142 , 	68 , 	46 , 	17 , 	15 , 	13 , 	2 , 	5 , 	11 , 	3 , 	10 , 	2 , 	4 , 	38 , 	15 , 	7 ," 	2,114 ",,,Transbay," 	84,552 ",,,,,,,
NB, 	51 , 	54 , 	46 , 	9 , 	106 , 	54 , 	51 , 	67 , 	77 , 	27 , 	52 , 	61 , 	17 , 	15 , 	16 , 	3 , 	13 , 	26 , 	12 , 	15 , 	21 , 	10 , 	4 , 	16 , 	16 , 	252 , 	191 , 	390 , 	224 , 	151 , 	90 , 	21 , 	22 , 	12 , 	5 , 	5 , 	12 , 	2 , 	11 , 	2 , 	6 , 	61 , 	14 , 	3 ," 	2,308 ",,,,,,,,,,,
BK, 	170 , 	297 , 	344 , 	122 , 	24 , 	219 , 	252 , 	241 , 	218 , 	83 , 	163 , 	152 , 	74 , 	67 , 	62 , 	38 , 	55 , 	190 , 	45 , 	57 , 	82 , 	51 , 	36 , 	32 , 	51 , 	588 , 	409 ," 	1,086 ", 	548 , 	343 , 	213 , 	78 , 	51 , 	72 , 	11 , 	22 , 	63 , 	9 , 	32 , 	10 , 	13 , 	172 , 	96 , 	12 ," 	6,951 ",,,,,,,,,,,
AS, 	75 , 	111 , 	65 , 	47 , 	179 , 	10 , 	74 , 	99 , 	104 , 	34 , 	92 , 	92 , 	33 , 	32 , 	30 , 	15 , 	9 , 	29 , 	14 , 	6 , 	21 , 	8 , 	6 , 	15 , 	29 , 	182 , 	150 , 	338 , 	261 , 	213 , 	120 , 	15 , 	21 , 	18 , 	5 , 	10 , 	16 , 	4 , 	19 , 	3 , 	5 , 	37 , 	11 , 	6 ," 	2,658 ",,,,,,,,,,,
MA, 	97 , 	104 , 	73 , 	55 , 	239 , 	80 , 	15 , 	66 , 	90 , 	34 , 	110 , 	136 , 	49 , 	64 , 	51 , 	27 , 	20 , 	47 , 	44 , 	35 , 	38 , 	18 , 	17 , 	40 , 	53 , 	380 , 	292 , 	654 , 	424 , 	381 , 	195 , 	33 , 	37 , 	26 , 	9 , 	13 , 	21 , 	9 , 	87 , 	4 , 	11 , 	65 , 	25 , 	12 ," 	4,271 ",,,,,,,,,,,
19, 	40 , 	73 , 	47 , 	69 , 	207 , 	89 , 	76 , 	9 , 	21 , 	10 , 	66 , 	77 , 	45 , 	54 , 	53 , 	19 , 	20 , 	36 , 	35 , 	33 , 	36 , 	26 , 	17 , 	58 , 	36 , 	219 , 	202 , 	421 , 	312 , 	240 , 	138 , 	40 , 	27 , 	33 , 	15 , 	9 , 	22 , 	11 , 	38 , 	10 , 	8 , 	35 , 	27 , 	8 ," 	3,061 ",,,,,,,,,,,
12, 	65 , 	107 , 	84 , 	66 , 	198 , 	98 , 	79 , 	17 , 	11 , 	10 , 	75 , 	112 , 	80 , 	95 , 	56 , 	29 , 	37 , 	74 , 	47 , 	42 , 	56 , 	26 , 	32 , 	55 , 	55 , 	256 , 	224 , 	571 , 	301 , 	161 , 	97 , 	37 , 	55 , 	45 , 	20 , 	8 , 	27 , 	11 , 	69 , 	14 , 	14 , 	63 , 	41 , 	6 ," 	3,621 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	25 , 	21 , 	24 , 	75 , 	35 , 	31 , 	12 , 	14 , 	9 , 	60 , 	116 , 	105 , 	128 , 	50 , 	19 , 	39 , 	62 , 	11 , 	6 , 	13 , 	5 , 	11 , 	15 , 	15 , 	209 , 	199 , 	463 , 	242 , 	155 , 	84 , 	33 , 	38 , 	23 , 	5 , 	48 , 	60 , 	3 , 	10 , 	3 , 	5 , 	23 , 	6 , 	25 ," 	2,541 ",,,Dtwn SF," 	2,275 "," 	7,757 "," 	16,186 "," 	7,524 "," 	7,367 "," 	9,371 "," 	5,177 "," 	55,656 "
FV, 	70 , 	96 , 	45 , 	49 , 	161 , 	94 , 	108 , 	76 , 	89 , 	50 , 	13 , 	175 , 	141 , 	210 , 	139 , 	72 , 	45 , 	79 , 	36 , 	18 , 	33 , 	18 , 	17 , 	36 , 	85 , 	302 , 	201 , 	600 , 	330 , 	192 , 	133 , 	35 , 	55 , 	49 , 	9 , 	39 , 	77 , 	7 , 	55 , 	7 , 	13 , 	33 , 	17 , 	39 ," 	4,144 ",,,OAK," 	7,277 ", 	815 ," 	2,362 "," 	2,137 "," 	1,015 "," 	2,491 ", 	416 ," 	16,511 "
CL, 	70 , 	164 , 	70 , 	62 , 	205 , 	94 , 	126 , 	93 , 	127 , 	86 , 	166 , 	10 , 	123 , 	201 , 	154 , 	83 , 	121 , 	279 , 	87 , 	98 , 	112 , 	62 , 	40 , 	66 , 	75 , 	252 , 	166 , 	433 , 	230 , 	110 , 	77 , 	46 , 	42 , 	57 , 	12 , 	88 , 	491 , 	54 , 	122 , 	15 , 	19 , 	42 , 	32 , 	92 ," 	5,147 ",,,CM line," 	15,809 "," 	2,508 "," 	5,761 "," 	2,242 "," 	1,413 "," 	1,959 "," 	2,155 "," 	31,846 "
SL, 	28 , 	35 , 	14 , 	21 , 	76 , 	36 , 	57 , 	56 , 	81 , 	103 , 	142 , 	122 , 	9 , 	93 , 	77 , 	42 , 	36 , 	55 , 	17 , 	8 , 	20 , 	3 , 	2 , 	12 , 	29 , 	174 , 	117 , 	349 , 	145 , 	65 , 	54 , 	22 , 	27 , 	25 , 	8 , 	32 , 	37 , 	3 , 	25 , 	5 , 	9 , 	25 , 	12 , 	22 ," 	2,325 ",,,RM line," 	7,300 "," 	2,243 "," 	2,260 "," 	3,630 ", 	860 ," 	2,426 ", 	657 ," 	19,376 "
BF, 	23 , 	46 , 	16 , 	15 , 	62 , 	36 , 	72 , 	70 , 	115 , 	120 , 	224 , 	202 , 	103 , 	7 , 	125 , 	75 , 	78 , 	133 , 	19 , 	8 , 	7 , 	5 , 	5 , 	8 , 	31 , 	155 , 	119 , 	335 , 	136 , 	57 , 	37 , 	16 , 	32 , 	27 , 	10 , 	52 , 	102 , 	3 , 	23 , 	5 , 	5 , 	16 , 	6 , 	64 ," 	2,800 ",,,WP line," 	7,120 "," 	1,120 "," 	1,455 ", 	901 ," 	2,899 "," 	1,435 ", 	779 ," 	15,709 "
HY, 	27 , 	33 , 	13 , 	16 , 	64 , 	29 , 	56 , 	56 , 	53 , 	47 , 	143 , 	153 , 	101 , 	124 , 	8 , 	79 , 	94 , 	138 , 	13 , 	10 , 	9 , 	4 , 	3 , 	9 , 	24 , 	110 , 	59 , 	196 , 	96 , 	29 , 	24 , 	11 , 	14 , 	18 , 	4 , 	14 , 	43 , 	4 , 	24 , 	5 , 	7 , 	10 , 	7 , 	21 ," 	1,996 ",,,FT/ED line," 	8,999 "," 	2,633 "," 	2,019 "," 	2,581 "," 	1,386 "," 	8,704 ", 	548 ," 	26,869 "
SH, 	13 , 	25 , 	7 , 	4 , 	35 , 	15 , 	29 , 	22 , 	35 , 	18 , 	69 , 	84 , 	42 , 	71 , 	75 , 	7 , 	42 , 	88 , 	8 , 	4 , 	8 , 	1 , 	2 , 	6 , 	12 , 	73 , 	51 , 	155 , 	74 , 	29 , 	26 , 	5 , 	13 , 	15 , 	6 , 	16 , 	26 , 	2 , 	15 , 	4 , 	6 , 	7 , 	3 , 	7 ," 	1,248 ",,,SFIA," 	4,529 ", 	398 ," 	2,145 ", 	664 , 	672 , 	490 , 	897 ," 	9,795 "
UC, 	10 , 	22 , 	6 , 	11 , 	59 , 	14 , 	26 , 	28 , 	44 , 	40 , 	49 , 	117 , 	36 , 	85 , 	81 , 	36 , 	7 , 	91 , 	11 , 	8 , 	8 , 	5 , 	2 , 	7 , 	15 , 	125 , 	81 , 	237 , 	78 , 	29 , 	21 , 	10 , 	19 , 	24 , 	9 , 	17 , 	21 , 	2 , 	12 , 	4 , 	7 , 	16 , 	6 , 	14 ," 	1,544 ",,,Entries," 	53,307 "," 	17,473 "," 	32,187 "," 	19,679 "," 	15,612 "," 	26,875 "," 	10,628 "," 	175,760 "
FM, 	20 , 	42 , 	27 , 	26 , 	252 , 	37 , 	60 , 	49 , 	80 , 	49 , 	90 , 	271 , 	52 , 	127 , 	149 , 	97 , 	90 , 	22 , 	21 , 	17 , 	15 , 	6 , 	6 , 	20 , 	11 , 	298 , 	180 , 	468 , 	203 , 	72 , 	35 , 	20 , 	23 , 	39 , 	8 , 	22 , 	54 , 	4 , 	24 , 	7 , 	6 , 	34 , 	8 , 	14 ," 	3,151 ",,,,,,,,,,,
CN, 	18 , 	20 , 	11 , 	12 , 	52 , 	12 , 	47 , 	40 , 	56 , 	7 , 	37 , 	91 , 	14 , 	16 , 	15 , 	7 , 	9 , 	20 , 	13 , 	59 , 	225 , 	54 , 	25 , 	43 , 	7 , 	217 , 	121 , 	275 , 	136 , 	48 , 	40 , 	27 , 	24 , 	31 , 	12 , 	7 , 	6 , 	24 , 	202 , 	12 , 	12 , 	74 , 	13 , 	5 ," 	2,193 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	10 , 	14 , 	8 , 	11 , 	55 , 	9 , 	34 , 	34 , 	33 , 	11 , 	16 , 	91 , 	10 , 	8 , 	8 , 	3 , 	8 , 	17 , 	54 , 	14 , 	85 , 	22 , 	14 , 	44 , 	7 , 	335 , 	181 , 	353 , 	134 , 	46 , 	27 , 	16 , 	14 , 	27 , 	8 , 	2 , 	8 , 	8 , 	59 , 	7 , 	4 , 	95 , 	13 , 	2 ," 	1,951 ",,,Dtwn SF," 	2,275 ",,,,,,,
WC, 	11 , 	22 , 	18 , 	17 , 	100 , 	20 , 	44 , 	44 , 	61 , 	14 , 	35 , 	118 , 	18 , 	9 , 	9 , 	8 , 	5 , 	11 , 	266 , 	86 , 	18 , 	44 , 	26 , 	79 , 	9 , 	426 , 	246 , 	447 , 	204 , 	72 , 	39 , 	24 , 	21 , 	26 , 	8 , 	4 , 	8 , 	20 , 	88 , 	8 , 	7 , 	116 , 	22 , 	3 ," 	2,876 ",,,OAK," 	15,033 ", 	815 ,,,,,,
LF, 	10 , 	12 , 	13 , 	10 , 	48 , 	11 , 	22 , 	30 , 	33 , 	3 , 	17 , 	66 , 	3 , 	7 , 	5 , 	2 , 	5 , 	5 , 	76 , 	29 , 	40 , 	6 , 	12 , 	63 , 	4 , 	279 , 	160 , 	263 , 	124 , 	45 , 	26 , 	10 , 	6 , 	11 , 	1 , 	2 , 	1 , 	9 , 	18 , 	2 , 	4 , 	57 , 	8 , 	0 ," 	1,555 ",,,CM line," 	31,995 "," 	4,870 "," 	5,761 ",,,,,
OR, 	5 , 	7 , 	5 , 	4 , 	35 , 	8 , 	20 , 	18 , 	27 , 	11 , 	21 , 	38 , 	3 , 	2 , 	4 , 	2 , 	2 , 	22 , 	23 , 	17 , 	30 , 	13 , 	7 , 	55 , 	4 , 	197 , 	112 , 	216 , 	81 , 	35 , 	28 , 	7 , 	10 , 	10 , 	4 , 	3 , 	2 , 	3 , 	11 , 	2 , 	2 , 	44 , 	6 , 	1 ," 	1,148 ",,,RM line," 	14,824 "," 	4,380 "," 	4,502 "," 	3,630 ",,,,
RR, 	11 , 	24 , 	24 , 	17 , 	42 , 	11 , 	36 , 	66 , 	58 , 	19 , 	39 , 	62 , 	12 , 	12 , 	11 , 	7 , 	6 , 	20 , 	41 , 	45 , 	81 , 	52 , 	58 , 	11 , 	20 , 	370 , 	273 , 	561 , 	286 , 	239 , 	106 , 	31 , 	17 , 	12 , 	5 , 	5 , 	10 , 	9 , 	29 , 	6 , 	3 , 	78 , 	21 , 	4 ," 	2,845 ",,,WP line," 	14,487 "," 	2,135 "," 	2,868 "," 	1,761 "," 	2,899 ",,,
OW, 	15 , 	35 , 	6 , 	15 , 	47 , 	36 , 	41 , 	40 , 	55 , 	11 , 	79 , 	69 , 	20 , 	32 , 	20 , 	11 , 	11 , 	13 , 	8 , 	3 , 	7 , 	7 , 	3 , 	14 , 	9 , 	415 , 	339 , 	777 , 	379 , 	241 , 	127 , 	25 , 	26 , 	16 , 	5 , 	9 , 	14 , 	2 , 	23 , 	5 , 	10 , 	42 , 	8 , 	5 ," 	3,072 ",,,FT/ED line," 	18,369 "," 	5,124 "," 	3,978 "," 	5,007 "," 	2,821 "," 	8,704 ",,
EM, 	117 , 	324 , 	207 , 	325 , 	772 , 	235 , 	482 , 	297 , 	347 , 	233 , 	342 , 	276 , 	200 , 	187 , 	121 , 	85 , 	156 , 	345 , 	235 , 	417 , 	531 , 	318 , 	222 , 	456 , 	513 , 	76 , 	46 , 	356 , 	170 , 	567 , 	692 , 	331 , 	452 , 	274 , 	92 , 	165 , 	958 , 	120 , 	244 , 	81 , 	103 , 	389 , 	231 , 	160 ," 	13,247 ",,,SFIA," 	9,706 ", 	813 ," 	4,300 "," 	1,321 "," 	1,451 "," 	1,038 ", 	897 ," 	175,760 "
MT, 	99 , 	253 , 	161 , 	225 , 	464 , 	197 , 	354 , 	267 , 	284 , 	232 , 	241 , 	166 , 	149 , 	150 , 	73 , 	61 , 	114 , 	199 , 	135 , 	200 , 	254 , 	159 , 	123 , 	330 , 	410 , 	41 , 	39 , 	71 , 	107 , 	502 , 	674 , 	438 ," 	1,073 ", 	332 , 	127 , 	110 , 	309 , 	54 , 	118 , 	89 , 	86 , 	339 , 	197 , 	61 ," 	10,063 ",,,,,,,,,,,
PL, 	220 , 	533 , 	292 , 	371 ," 	1,032 ", 	326 , 	649 , 	436 , 	505 , 	409 , 	523 , 	417 , 	318 , 	304 , 	186 , 	123 , 	209 , 	448 , 	277 , 	339 , 	405 , 	240 , 	218 , 	492 , 	823 , 	388 , 	78 , 	117 , 	243 ," 	1,585 "," 	1,877 ", 	989 ," 	1,780 "," 	1,041 ", 	347 , 	176 , 	666 , 	98 , 	322 , 	256 , 	271 ," 	1,465 ", 	625 , 	143 ," 	22,553 ",,,,,,,,,,,
CC, 	115 , 	220 , 	119 , 	203 , 	485 , 	234 , 	406 , 	281 , 	244 , 	196 , 	332 , 	227 , 	125 , 	136 , 	101 , 	72 , 	72 , 	190 , 	122 , 	129 , 	172 , 	107 , 	85 , 	248 , 	390 , 	158 , 	84 , 	235 , 	67 , 	668 , 	830 , 	356 , 	628 , 	363 , 	170 , 	84 , 	260 , 	54 , 	149 , 	117 , 	170 , 	443 , 	316 , 	48 ," 	10,204 ",,,,,,,,,,,
16, 	80 , 	102 , 	66 , 	163 , 	376 , 	248 , 	422 , 	270 , 	175 , 	156 , 	206 , 	96 , 	69 , 	50 , 	32 , 	35 , 	29 , 	72 , 	46 , 	51 , 	81 , 	44 , 	38 , 	238 , 	272 , 	513 , 	413 ," 	1,747 ", 	839 , 	49 , 	358 , 	333 , 	485 , 	269 , 	90 , 	27 , 	97 , 	18 , 	51 , 	76 , 	136 , 	167 , 	246 , 	18 ," 	9,343 ",,,,,,,,,,,
24, 	76 , 	90 , 	44 , 	92 , 	212 , 	121 , 	197 , 	145 , 	98 , 	81 , 	134 , 	73 , 	52 , 	41 , 	21 , 	20 , 	24 , 	36 , 	46 , 	31 , 	40 , 	27 , 	23 , 	117 , 	122 , 	568 , 	474 ," 	2,098 ", 	900 , 	326 , 	51 , 	246 , 	438 , 	231 , 	120 , 	18 , 	45 , 	10 , 	54 , 	64 , 	133 , 	145 , 	156 , 	8 ," 	8,045 ",,,,,,,,,,,
GP, 	18 , 	25 , 	14 , 	20 , 	74 , 	17 , 	38 , 	39 , 	46 , 	31 , 	31 , 	49 , 	19 , 	15 , 	10 , 	7 , 	8 , 	17 , 	25 , 	20 , 	28 , 	9 , 	8 , 	25 , 	32 , 	277 , 	292 ," 	1,130 ", 	325 , 	280 , 	239 , 	21 , 	68 , 	67 , 	37 , 	9 , 	25 , 	6 , 	25 , 	19 , 	57 , 	71 , 	63 , 	5 ," 	3,636 ",,,,,,,,,,,
BP, 	34 , 	50 , 	16 , 	15 , 	45 , 	16 , 	37 , 	27 , 	49 , 	29 , 	49 , 	37 , 	21 , 	28 , 	14 , 	10 , 	14 , 	26 , 	23 , 	11 , 	21 , 	6 , 	7 , 	15 , 	29 , 	355 , 	408 ," 	2,183 ", 	520 , 	402 , 	369 , 	64 , 	30 , 	58 , 	74 , 	9 , 	26 , 	3 , 	31 , 	32 , 	114 , 	73 , 	64 , 	5 ," 	5,444 ",,,,,,,,,,,
