Exit stations,Entry stations->,,SUNDAY,,,Sep 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	22 , 	36 , 	39 , 	20 , 	117 , 	22 , 	38 , 	31 , 	29 , 	14 , 	33 , 	25 , 	11 , 	6 , 	9 , 	4 , 	2 , 	3 , 	8 , 	3 , 	7 , 	4 , 	2 , 	5 , 	7 , 	76 , 	33 , 	112 , 	55 , 	38 , 	44 , 	14 , 	14 , 	12 , 	4 , 	2 , 	3 , 	1 , 	4 , 	5 , 	7 , 	35 , 	11 , 	1 , 	7 , 	3 , 	2 , 	9 , 	2 , 	5 , 	988 ,,,,,,,,,,,
CL, 	28 , 	45 , 	34 , 	32 , 	54 , 	38 , 	50 , 	55 , 	52 , 	72 , 	82 , 	15 , 	73 , 	60 , 	51 , 	37 , 	59 , 	30 , 	17 , 	33 , 	28 , 	22 , 	14 , 	27 , 	29 , 	99 , 	63 , 	171 , 	85 , 	39 , 	37 , 	21 , 	18 , 	22 , 	2 , 	42 , 	137 , 	8 , 	13 , 	4 , 	7 , 	17 , 	11 , 	43 , 	29 , 	21 , 	28 , 	51 , 	4 , 	13 ," 	2,016 ",,,,,,,,,,,
SL, 	9 , 	10 , 	5 , 	7 , 	26 , 	11 , 	22 , 	42 , 	43 , 	62 , 	55 , 	86 , 	11 , 	38 , 	50 , 	19 , 	13 , 	8 , 	4 , 	3 , 	4 , 	1 , 	1 , 	5 , 	12 , 	86 , 	62 , 	143 , 	62 , 	25 , 	24 , 	8 , 	13 , 	12 , 	1 , 	15 , 	30 , 	-   , 	3 , 	2 , 	4 , 	14 , 	6 , 	19 , 	4 , 	8 , 	9 , 	18 , 	1 , 	5 ," 	1,118 ",,,,,,,,,,,
BF, 	11 , 	11 , 	5 , 	9 , 	22 , 	8 , 	17 , 	25 , 	32 , 	58 , 	89 , 	62 , 	40 , 	15 , 	36 , 	22 , 	20 , 	17 , 	7 , 	2 , 	4 , 	4 , 	1 , 	3 , 	13 , 	95 , 	63 , 	159 , 	67 , 	19 , 	14 , 	7 , 	11 , 	10 , 	3 , 	12 , 	37 , 	2 , 	4 , 	1 , 	2 , 	15 , 	2 , 	22 , 	5 , 	10 , 	15 , 	22 , 	1 , 	3 ," 	1,127 ",,,,,,,,,,,
HY, 	12 , 	10 , 	6 , 	5 , 	23 , 	9 , 	17 , 	28 , 	25 , 	22 , 	50 , 	50 , 	42 , 	30 , 	10 , 	19 , 	31 , 	36 , 	4 , 	2 , 	1 , 	4 , 	2 , 	4 , 	7 , 	36 , 	24 , 	60 , 	28 , 	9 , 	13 , 	2 , 	4 , 	6 , 	2 , 	6 , 	19 , 	1 , 	3 , 	3 , 	3 , 	6 , 	3 , 	9 , 	5 , 	17 , 	21 , 	28 , 	1 , 	5 , 	756 ,,,,,,,,,,,
SH, 	5 , 	7 , 	4 , 	2 , 	9 , 	5 , 	8 , 	9 , 	11 , 	17 , 	22 , 	30 , 	20 , 	21 , 	16 , 	7 , 	16 , 	18 , 	2 , 	2 , 	2 , 	1 , 	0 , 	1 , 	2 , 	31 , 	22 , 	37 , 	27 , 	9 , 	12 , 	3 , 	2 , 	5 , 	-   , 	8 , 	9 , 	1 , 	1 , 	1 , 	1 , 	5 , 	1 , 	6 , 	5 , 	12 , 	10 , 	28 , 	0 , 	2 , 	468 ,,,,,,,,,,,
UC, 	5 , 	9 , 	4 , 	4 , 	30 , 	7 , 	9 , 	15 , 	15 , 	18 , 	19 , 	51 , 	10 , 	19 , 	33 , 	17 , 	12 , 	17 , 	3 , 	2 , 	1 , 	2 , 	0 , 	2 , 	4 , 	68 , 	35 , 	78 , 	55 , 	8 , 	12 , 	5 , 	5 , 	9 , 	2 , 	7 , 	12 , 	1 , 	3 , 	1 , 	1 , 	15 , 	2 , 	6 , 	8 , 	18 , 	26 , 	18 , 	1 , 	2 , 	699 ,,,,,,,,,,,
FM, 	4 , 	7 , 	5 , 	4 , 	23 , 	2 , 	9 , 	9 , 	11 , 	15 , 	17 , 	29 , 	10 , 	14 , 	41 , 	18 , 	16 , 	17 , 	3 , 	1 , 	2 , 	1 , 	1 , 	2 , 	3 , 	60 , 	26 , 	53 , 	24 , 	9 , 	8 , 	7 , 	3 , 	8 , 	1 , 	7 , 	9 , 	1 , 	3 , 	1 , 	0 , 	14 , 	1 , 	3 , 	9 , 	25 , 	56 , 	55 , 	0 , 	2 , 	640 ,,,,,,,,,,,
CN, 	9 , 	9 , 	3 , 	5 , 	12 , 	8 , 	28 , 	15 , 	24 , 	4 , 	12 , 	19 , 	3 , 	5 , 	4 , 	2 , 	2 , 	2 , 	18 , 	25 , 	84 , 	72 , 	15 , 	23 , 	5 , 	79 , 	50 , 	88 , 	48 , 	22 , 	17 , 	6 , 	9 , 	11 , 	3 , 	2 , 	4 , 	9 , 	53 , 	3 , 	4 , 	50 , 	5 , 	2 , 	10 , 	2 , 	3 , 	8 , 	26 , 	36 , 	950 ,,,,,,,,,,,
PH, 	3 , 	4 , 	5 , 	2 , 	14 , 	3 , 	17 , 	18 , 	12 , 	3 , 	5 , 	26 , 	2 , 	2 , 	2 , 	2 , 	2 , 	1 , 	24 , 	11 , 	40 , 	38 , 	5 , 	24 , 	3 , 	90 , 	43 , 	89 , 	48 , 	22 , 	8 , 	7 , 	5 , 	10 , 	3 , 	1 , 	1 , 	4 , 	14 , 	4 , 	5 , 	69 , 	3 , 	1 , 	14 , 	0 , 	2 , 	4 , 	7 , 	15 , 	730 ,,,,,,,,,,,
WC, 	9 , 	6 , 	10 , 	5 , 	20 , 	4 , 	24 , 	34 , 	24 , 	4 , 	8 , 	28 , 	3 , 	6 , 	2 , 	2 , 	1 , 	2 , 	88 , 	36 , 	15 , 	55 , 	13 , 	50 , 	4 , 	120 , 	70 , 	99 , 	66 , 	21 , 	19 , 	10 , 	8 , 	13 , 	3 , 	-   , 	1 , 	8 , 	34 , 	4 , 	3 , 	82 , 	6 , 	1 , 	12 , 	0 , 	2 , 	3 , 	12 , 	24 ," 	1,070 ",,,,,,,,,,,
LF, 	3 , 	4 , 	8 , 	6 , 	16 , 	4 , 	13 , 	10 , 	11 , 	2 , 	4 , 	19 , 	2 , 	4 , 	3 , 	1 , 	2 , 	0 , 	76 , 	44 , 	54 , 	12 , 	25 , 	33 , 	3 , 	81 , 	34 , 	49 , 	37 , 	12 , 	9 , 	8 , 	6 , 	8 , 	0 , 	2 , 	1 , 	3 , 	10 , 	2 , 	1 , 	49 , 	3 , 	0 , 	7 , 	1 , 	1 , 	3 , 	4 , 	9 , 	696 ,,,,,,,,,,,
OR, 	3 , 	1 , 	3 , 	4 , 	11 , 	2 , 	6 , 	11 , 	13 , 	0 , 	5 , 	16 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	14 , 	5 , 	13 , 	23 , 	6 , 	18 , 	1 , 	58 , 	30 , 	45 , 	33 , 	12 , 	7 , 	3 , 	2 , 	4 , 	0 , 	1 , 	1 , 	-   , 	4 , 	3 , 	3 , 	35 , 	2 , 	1 , 	6 , 	1 , 	1 , 	3 , 	3 , 	2 , 	416 ,,,,,,,,,,,
RR, 	5 , 	7 , 	8 , 	4 , 	8 , 	5 , 	20 , 	60 , 	36 , 	3 , 	11 , 	24 , 	7 , 	3 , 	4 , 	0 , 	2 , 	2 , 	22 , 	25 , 	47 , 	30 , 	17 , 	16 , 	9 , 	124 , 	90 , 	137 , 	115 , 	59 , 	37 , 	14 , 	5 , 	7 , 	2 , 	1 , 	3 , 	1 , 	8 , 	2 , 	3 , 	69 , 	5 , 	2 , 	7 , 	2 , 	1 , 	4 , 	2 , 	10 ," 	1,077 ",,,,,,,,,,,
OW, 	8 , 	11 , 	5 , 	3 , 	21 , 	8 , 	15 , 	32 , 	28 , 	13 , 	36 , 	27 , 	9 , 	6 , 	7 , 	3 , 	2 , 	2 , 	4 , 	3 , 	4 , 	3 , 	2 , 	11 , 	15 , 	197 , 	130 , 	286 , 	227 , 	111 , 	65 , 	20 , 	16 , 	15 , 	7 , 	3 , 	13 , 	1 , 	5 , 	5 , 	4 , 	63 , 	9 , 	3 , 	5 , 	1 , 	2 , 	5 , 	2 , 	6 ," 	1,475 ",,,,,,,,,,,
EM, 	84 , 	107 , 	70 , 	102 , 	263 , 	112 , 	141 , 	187 , 	182 , 	114 , 	102 , 	122 , 	79 , 	100 , 	42 , 	34 , 	70 , 	73 , 	90 , 	98 , 	138 , 	77 , 	59 , 	139 , 	236 , 	73 , 	12 , 	82 , 	62 , 	129 , 	176 , 	107 , 	117 , 	117 , 	31 , 	47 , 	216 , 	26 , 	57 , 	39 , 	33 , 	165 , 	79 , 	67 , 	41 , 	28 , 	56 , 	73 , 	13 , 	46 ," 	4,706 ",,,,,,,,,,,
MT, 	52 , 	86 , 	55 , 	73 , 	238 , 	78 , 	112 , 	137 , 	142 , 	79 , 	86 , 	77 , 	66 , 	76 , 	29 , 	28 , 	38 , 	28 , 	48 , 	50 , 	64 , 	40 , 	30 , 	91 , 	153 , 	11 , 	33 , 	16 , 	42 , 	116 , 	149 , 	71 , 	160 , 	114 , 	39 , 	40 , 	100 , 	13 , 	38 , 	30 , 	33 , 	181 , 	56 , 	32 , 	24 , 	15 , 	30 , 	40 , 	4 , 	23 ," 	3,360 ",,,,,,,,,,,
PL, 	104 , 	144 , 	70 , 	79 , 	234 , 	102 , 	146 , 	182 , 	194 , 	143 , 	146 , 	162 , 	114 , 	113 , 	56 , 	36 , 	63 , 	40 , 	85 , 	61 , 	78 , 	48 , 	47 , 	102 , 	274 , 	63 , 	11 , 	87 , 	78 , 	364 , 	422 , 	236 , 	385 , 	322 , 	88 , 	50 , 	147 , 	20 , 	59 , 	72 , 	72 , 	506 , 	120 , 	47 , 	32 , 	15 , 	37 , 	50 , 	13 , 	52 ," 	6,167 ",,,,,,,,,,,
CC, 	54 , 	105 , 	64 , 	96 , 	181 , 	99 , 	180 , 	229 , 	163 , 	108 , 	144 , 	81 , 	74 , 	66 , 	27 , 	24 , 	56 , 	23 , 	47 , 	57 , 	75 , 	44 , 	38 , 	110 , 	270 , 	56 , 	37 , 	70 , 	53 , 	153 , 	222 , 	129 , 	148 , 	190 , 	64 , 	37 , 	103 , 	14 , 	36 , 	44 , 	77 , 	208 , 	153 , 	28 , 	24 , 	11 , 	28 , 	48 , 	6 , 	27 ," 	4,376 ",,,,,,,,,,,
16, 	42 , 	45 , 	25 , 	41 , 	91 , 	49 , 	95 , 	122 , 	76 , 	64 , 	64 , 	34 , 	24 , 	19 , 	13 , 	9 , 	7 , 	8 , 	23 , 	23 , 	24 , 	13 , 	11 , 	48 , 	116 , 	132 , 	104 , 	405 , 	170 , 	23 , 	65 , 	81 , 	96 , 	127 , 	37 , 	9 , 	35 , 	6 , 	8 , 	29 , 	40 , 	163 , 	89 , 	12 , 	16 , 	6 , 	12 , 	19 , 	5 , 	11 ," 	2,780 ",,,,,,,,,,,
24, 	50 , 	41 , 	16 , 	33 , 	65 , 	41 , 	68 , 	85 , 	53 , 	50 , 	55 , 	35 , 	23 , 	13 , 	9 , 	13 , 	9 , 	6 , 	17 , 	13 , 	16 , 	11 , 	7 , 	40 , 	82 , 	172 , 	120 , 	494 , 	233 , 	62 , 	16 , 	84 , 	90 , 	109 , 	39 , 	7 , 	20 , 	5 , 	18 , 	31 , 	46 , 	110 , 	61 , 	8 , 	11 , 	4 , 	8 , 	13 , 	2 , 	11 ," 	2,621 ",,,,,,,,,,,
GP, 	15 , 	12 , 	9 , 	10 , 	30 , 	12 , 	16 , 	25 , 	21 , 	14 , 	13 , 	17 , 	8 , 	8 , 	2 , 	5 , 	5 , 	6 , 	7 , 	6 , 	11 , 	8 , 	4 , 	17 , 	17 , 	106 , 	60 , 	246 , 	128 , 	91 , 	85 , 	20 , 	12 , 	21 , 	19 , 	3 , 	14 , 	2 , 	6 , 	15 , 	22 , 	75 , 	31 , 	7 , 	10 , 	2 , 	5 , 	3 , 	2 , 	8 ," 	1,283 ",,,,,,,,,,,
BP, 	15 , 	15 , 	7 , 	5 , 	14 , 	6 , 	9 , 	13 , 	18 , 	20 , 	11 , 	17 , 	12 , 	10 , 	6 , 	3 , 	5 , 	4 , 	11 , 	4 , 	7 , 	3 , 	2 , 	7 , 	19 , 	104 , 	93 , 	460 , 	133 , 	90 , 	86 , 	15 , 	15 , 	19 , 	32 , 	6 , 	21 , 	2 , 	7 , 	13 , 	35 , 	60 , 	31 , 	4 , 	4 , 	3 , 	4 , 	6 , 	2 , 	3 ," 	1,485 ",,,,,,,,,,,
DC, 	15 , 	18 , 	4 , 	8 , 	29 , 	7 , 	13 , 	24 , 	17 , 	13 , 	18 , 	17 , 	11 , 	14 , 	4 , 	7 , 	10 , 	7 , 	9 , 	8 , 	13 , 	7 , 	3 , 	10 , 	21 , 	110 , 	94 , 	411 , 	198 , 	126 , 	106 , 	26 , 	27 , 	19 , 	16 , 	10 , 	30 , 	4 , 	7 , 	18 , 	39 , 	141 , 	57 , 	7 , 	7 , 	3 , 	6 , 	12 , 	1 , 	12 ," 	1,788 ",,,,,,,,,,,
CM, 	7 , 	10 , 	3 , 	3 , 	5 , 	2 , 	3 , 	4 , 	5 , 	2 , 	3 , 	1 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	4 , 	2 , 	3 , 	1 , 	-   , 	1 , 	5 , 	35 , 	28 , 	107 , 	67 , 	36 , 	31 , 	17 , 	27 , 	14 , 	7 , 	0 , 	1 , 	-   , 	4 , 	4 , 	13 , 	44 , 	19 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	6 , 	529 ,,,,,,,,,,,
CV, 	2 , 	2 , 	2 , 	1 , 	8 , 	3 , 	3 , 	4 , 	4 , 	29 , 	17 , 	37 , 	18 , 	12 , 	6 , 	6 , 	4 , 	4 , 	3 , 	2 , 	0 , 	2 , 	1 , 	0 , 	4 , 	46 , 	33 , 	59 , 	32 , 	13 , 	10 , 	8 , 	5 , 	6 , 	-   , 	8 , 	34 , 	-   , 	1 , 	1 , 	1 , 	7 , 	2 , 	28 , 	6 , 	-   , 	2 , 	2 , 	-   , 	1 , 	471 ,,,,,,,,,,,
ED, 	4 , 	5 , 	2 , 	4 , 	27 , 	6 , 	8 , 	12 , 	9 , 	35 , 	31 , 	121 , 	30 , 	33 , 	17 , 	11 , 	11 , 	10 , 	4 , 	2 , 	1 , 	2 , 	0 , 	2 , 	16 , 	203 , 	101 , 	158 , 	111 , 	28 , 	21 , 	11 , 	15 , 	14 , 	1 , 	37 , 	24 , 	0 , 	1 , 	1 , 	2 , 	65 , 	5 , 	12 , 	26 , 	3 , 	11 , 	20 , 	1 , 	1 ," 	1,269 ",,,,,,,,,,,
NC, 	3 , 	2 , 	0 , 	1 , 	1 , 	0 , 	6 , 	6 , 	6 , 	-   , 	3 , 	8 , 	-   , 	1 , 	1 , 	1 , 	2 , 	1 , 	10 , 	5 , 	9 , 	3 , 	1 , 	3 , 	1 , 	23 , 	13 , 	24 , 	12 , 	5 , 	6 , 	3 , 	2 , 	4 , 	1 , 	-   , 	1 , 	4 , 	9 , 	1 , 	1 , 	16 , 	1 , 	-   , 	4 , 	1 , 	0 , 	2 , 	3 , 	4 , 	207 ,,,,,,,,,,,
WP, 	2 , 	4 , 	2 , 	1 , 	6 , 	3 , 	15 , 	8 , 	14 , 	6 , 	6 , 	12 , 	3 , 	3 , 	3 , 	1 , 	4 , 	2 , 	53 , 	19 , 	41 , 	10 , 	4 , 	11 , 	3 , 	50 , 	31 , 	93 , 	30 , 	16 , 	16 , 	4 , 	5 , 	5 , 	6 , 	0 , 	2 , 	7 , 	12 , 	3 , 	3 , 	47 , 	1 , 	0 , 	11 , 	2 , 	3 , 	2 , 	6 , 	6 , 	595 ,,,,,,,,,,,
SS, 	5 , 	3 , 	1 , 	1 , 	5 , 	2 , 	5 , 	2 , 	9 , 	2 , 	5 , 	2 , 	2 , 	0 , 	1 , 	1 , 	1 , 	0 , 	4 , 	3 , 	5 , 	2 , 	1 , 	1 , 	5 , 	37 , 	20 , 	88 , 	43 , 	32 , 	33 , 	15 , 	16 , 	26 , 	6 , 	0 , 	1 , 	1 , 	3 , 	6 , 	10 , 	32 , 	10 , 	-   , 	1 , 	1 , 	0 , 	1 , 	0 , 	2 , 	450 ,,,,,,,,,,,
SB, 	8 , 	7 , 	3 , 	3 , 	5 , 	3 , 	6 , 	7 , 	11 , 	2 , 	6 , 	10 , 	4 , 	4 , 	4 , 	1 , 	1 , 	1 , 	6 , 	6 , 	6 , 	2 , 	3 , 	3 , 	5 , 	34 , 	27 , 	98 , 	80 , 	41 , 	45 , 	25 , 	30 , 	37 , 	14 , 	1 , 	2 , 	3 , 	5 , 	9 , 	9 , 	75 , 	9 , 	2 , 	2 , 	1 , 	1 , 	3 , 	1 , 	2 , 	664 ,,,,,,,,,,,
SO, 	35 , 	28 , 	29 , 	35 , 	68 , 	22 , 	38 , 	32 , 	55 , 	7 , 	13 , 	12 , 	7 , 	6 , 	4 , 	2 , 	5 , 	6 , 	41 , 	48 , 	70 , 	39 , 	29 , 	37 , 	48 , 	170 , 	167 , 	687 , 	156 , 	111 , 	55 , 	35 , 	39 , 	86 , 	29 , 	4 , 	41 , 	12 , 	32 , 	17 , 	28 , 	64 , 	125 , 	12 , 	8 , 	2 , 	2 , 	3 , 	4 , 	28 ," 	2,631 ",,,,,,,,,,,
MB, 	11 , 	11 , 	7 , 	11 , 	42 , 	10 , 	10 , 	15 , 	15 , 	6 , 	4 , 	11 , 	2 , 	3 , 	2 , 	1 , 	1 , 	1 , 	4 , 	5 , 	5 , 	2 , 	2 , 	3 , 	11 , 	76 , 	38 , 	137 , 	139 , 	81 , 	54 , 	25 , 	28 , 	53 , 	13 , 	1 , 	5 , 	1 , 	1 , 	10 , 	9 , 	269 , 	28 , 	2 , 	1 , 	-   , 	1 , 	0 , 	0 , 	3 ," 	1,161 ",,,,,,,,,,,
WD, 	1 , 	2 , 	1 , 	1 , 	12 , 	2 , 	7 , 	4 , 	3 , 	11 , 	22 , 	39 , 	19 , 	21 , 	10 , 	8 , 	6 , 	2 , 	3 , 	0 , 	1 , 	-   , 	1 , 	3 , 	3 , 	63 , 	28 , 	56 , 	30 , 	13 , 	8 , 	5 , 	3 , 	6 , 	1 , 	24 , 	14 , 	-   , 	1 , 	-   , 	1 , 	22 , 	1 , 	6 , 	14 , 	1 , 	7 , 	7 , 	0 , 	2 , 	488 ,,,,,,,,,,,
OA, 	3 , 	9 , 	8 , 	13 , 	33 , 	5 , 	8 , 	8 , 	13 , 	6 , 	3 , 	21 , 	1 , 	2 , 	4 , 	1 , 	3 , 	4 , 	9 , 	10 , 	8 , 	4 , 	4 , 	4 , 	4 , 	36 , 	26 , 	35 , 	19 , 	8 , 	5 , 	2 , 	2 , 	3 , 	-   , 	1 , 	14 , 	3 , 	5 , 	1 , 	1 , 	10 , 	3 , 	6 , 	8 , 	1 , 	4 , 	3 , 	0 , 	4 , 	382 ,,,,,,,,,,,
WS, 	5 , 	5 , 	3 , 	3 , 	17 , 	4 , 	5 , 	6 , 	6 , 	11 , 	12 , 	27 , 	11 , 	9 , 	14 , 	14 , 	16 , 	17 , 	4 , 	1 , 	1 , 	1 , 	1 , 	2 , 	3 , 	23 , 	15 , 	22 , 	11 , 	7 , 	5 , 	1 , 	2 , 	2 , 	1 , 	2 , 	4 , 	1 , 	2 , 	2 , 	0 , 	5 , 	-   , 	1 , 	3 , 	11 , 	24 , 	24 , 	0 , 	1 , 	357 ,,,,,,,,,,,
ML, 	3 , 	9 , 	2 , 	8 , 	40 , 	5 , 	7 , 	7 , 	11 , 	11 , 	12 , 	24 , 	7 , 	15 , 	22 , 	11 , 	19 , 	55 , 	3 , 	3 , 	5 , 	1 , 	1 , 	1 , 	2 , 	46 , 	28 , 	45 , 	28 , 	13 , 	8 , 	4 , 	3 , 	5 , 	0 , 	3 , 	10 , 	-   , 	2 , 	0 , 	1 , 	4 , 	1 , 	3 , 	5 , 	22 , 	18 , 	22 , 	1 , 	2 , 	554 ,,,,,,,,,,,
BE, 	11 , 	17 , 	7 , 	7 , 	56 , 	14 , 	17 , 	19 , 	17 , 	21 , 	23 , 	52 , 	20 , 	22 , 	26 , 	27 , 	23 , 	50 , 	9 , 	5 , 	4 , 	2 , 	2 , 	4 , 	4 , 	49 , 	39 , 	64 , 	54 , 	22 , 	15 , 	4 , 	6 , 	9 , 	1 , 	3 , 	16 , 	1 , 	3 , 	1 , 	3 , 	7 , 	1 , 	6 , 	10 , 	29 , 	17 , 	19 , 	0 , 	6 , 	837 ,,,,,,,,,,,
