Muni Fast Pass Adult/Clipper OD,,,,,,Jan 15,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,35,21,64,93,353,670,568,898,"2,701"
MT,25,39,44,82,442,917,814,"1,630","3,994"
PL,108,66,40,56,343,568,450,"1,171","2,803"
CC,76,83,59,25,185,378,367,737,"1,909"
16,312,383,432,195,21,88,138,343,"1,912"
24,546,694,692,372,99,45,100,324,"2,873"
GP,514,631,550,333,138,107,34,69,"2,376"
BP,796,"1,036","1,594",687,328,322,72,52,"4,886"
Entries,"2,413","2,952","3,475","1,844","1,910","3,096","2,543","5,222","23,454"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,14,5,27,21,124,158,114,266,730
MT,7,15,18,14,117,174,160,649,"1,154"
PL,39,15,38,24,292,433,328,900,"2,069"
CC,21,12,24,15,116,178,97,220,683
16,115,78,322,112,12,78,95,206,"1,019"
24,145,115,495,196,66,20,66,195,"1,299"
GP,90,92,399,100,74,70,18,30,872
BP,216,279,"1,165",204,177,184,31,36,"2,292"
Entries,647,612,"2,488",686,978,"1,296",909,"2,502","10,118"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,15,3,14,9,65,96,71,156,429
MT,3,9,10,10,76,111,105,389,713
PL,21,9,49,15,224,307,232,625,"1,480"
CC,14,6,17,21,92,121,86,209,565
16,80,45,258,92,18,44,67,141,744
24,98,73,360,134,46,20,49,134,913
GP,62,58,302,79,62,51,18,13,646
BP,160,184,911,180,130,120,19,26,"1,731"
Entries,452,387,"1,920",540,712,870,647,"1,693","7,220"
