Exit stations,Entry stations->,,SATURDAY,,,Jan 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	7 , 	66 , 	68 , 	51 , 	257 , 	68 , 	82 , 	52 , 	75 , 	18 , 	66 , 	60 , 	24 , 	25 , 	23 , 	9 , 	13 , 	22 , 	21 , 	6 , 	12 , 	4 , 	7 , 	16 , 	19 , 	137 , 	109 , 	311 , 	122 , 	100 , 	115 , 	25 , 	36 , 	28 , 	11 , 	4 , 	9 , 	3 , 	27 , 	7 , 	11 , 	31 , 	14 , 	3 , 	6 , 	-   ," 	2,181 ",,,Eastbay," 	42,904 ",,SF CBD," 	110,702 ",59.9%,,,
EN, 	81 , 	16 , 	84 , 	60 , 	451 , 	108 , 	127 , 	95 , 	170 , 	40 , 	108 , 	131 , 	35 , 	40 , 	31 , 	14 , 	22 , 	44 , 	26 , 	13 , 	20 , 	10 , 	5 , 	22 , 	28 , 	325 , 	259 , 	726 , 	224 , 	116 , 	121 , 	40 , 	64 , 	47 , 	20 , 	8 , 	12 , 	6 , 	32 , 	11 , 	28 , 	72 , 	23 , 	10 , 	21 , 	-   ," 	3,946 ",,,Westbay," 	55,109 ",,non-CBD," 	68,248 ",36.9%,,,
EP, 	75 , 	88 , 	8 , 	50 , 	419 , 	73 , 	73 , 	85 , 	113 , 	23 , 	40 , 	56 , 	20 , 	20 , 	11 , 	6 , 	7 , 	29 , 	9 , 	7 , 	17 , 	7 , 	7 , 	28 , 	14 , 	169 , 	134 , 	328 , 	155 , 	68 , 	50 , 	17 , 	17 , 	17 , 	5 , 	10 , 	11 , 	3 , 	11 , 	4 , 	6 , 	52 , 	16 , 	6 , 	24 , 	-   ," 	2,387 ",,,Transbay," 	91,515 ",,,,,,,
NB, 	61 , 	56 , 	57 , 	11 , 	126 , 	51 , 	65 , 	85 , 	90 , 	29 , 	63 , 	52 , 	20 , 	18 , 	17 , 	6 , 	12 , 	22 , 	13 , 	12 , 	14 , 	11 , 	5 , 	18 , 	18 , 	259 , 	191 , 	378 , 	233 , 	143 , 	103 , 	31 , 	27 , 	24 , 	6 , 	7 , 	7 , 	2 , 	10 , 	2 , 	4 , 	72 , 	17 , 	4 , 	30 , 	-   ," 	2,482 ",,,,,,,,,,,
BK, 	265 , 	461 , 	429 , 	147 , 	33 , 	269 , 	253 , 	289 , 	265 , 	103 , 	187 , 	115 , 	90 , 	92 , 	78 , 	41 , 	66 , 	163 , 	59 , 	64 , 	88 , 	48 , 	37 , 	45 , 	84 , 	602 , 	355 , 	968 , 	471 , 	276 , 	192 , 	75 , 	63 , 	76 , 	16 , 	29 , 	62 , 	13 , 	52 , 	14 , 	18 , 	249 , 	84 , 	24 , 	150 , 	-   ," 	7,562 ",,,,,,,,,,,
AS, 	77 , 	108 , 	69 , 	49 , 	236 , 	16 , 	88 , 	142 , 	134 , 	46 , 	105 , 	66 , 	35 , 	35 , 	26 , 	13 , 	15 , 	28 , 	20 , 	15 , 	14 , 	8 , 	5 , 	16 , 	41 , 	232 , 	184 , 	368 , 	244 , 	203 , 	127 , 	26 , 	25 , 	16 , 	3 , 	11 , 	10 , 	4 , 	21 , 	6 , 	8 , 	48 , 	13 , 	5 , 	23 , 	-   ," 	2,984 ",,,,,,,,,,,
MA, 	96 , 	126 , 	77 , 	54 , 	232 , 	99 , 	17 , 	106 , 	130 , 	36 , 	122 , 	119 , 	41 , 	57 , 	42 , 	16 , 	18 , 	52 , 	49 , 	30 , 	44 , 	25 , 	20 , 	50 , 	63 , 	372 , 	255 , 	596 , 	411 , 	309 , 	200 , 	44 , 	48 , 	34 , 	9 , 	11 , 	16 , 	8 , 	82 , 	5 , 	11 , 	87 , 	23 , 	14 , 	32 , 	-   ," 	4,288 ",,,,,,,,,,,
19, 	59 , 	101 , 	84 , 	103 , 	285 , 	162 , 	106 , 	17 , 	20 , 	14 , 	94 , 	79 , 	64 , 	63 , 	48 , 	23 , 	28 , 	50 , 	40 , 	41 , 	52 , 	29 , 	24 , 	108 , 	52 , 	353 , 	293 , 	578 , 	434 , 	282 , 	186 , 	60 , 	49 , 	39 , 	12 , 	15 , 	26 , 	9 , 	50 , 	8 , 	14 , 	61 , 	27 , 	14 , 	19 , 	-   ," 	4,278 ",,,,,,,,,,,
12, 	83 , 	157 , 	107 , 	76 , 	230 , 	133 , 	129 , 	18 , 	20 , 	13 , 	102 , 	140 , 	90 , 	103 , 	73 , 	38 , 	47 , 	72 , 	77 , 	54 , 	63 , 	26 , 	29 , 	84 , 	78 , 	338 , 	288 , 	659 , 	359 , 	193 , 	145 , 	49 , 	68 , 	47 , 	17 , 	14 , 	19 , 	15 , 	80 , 	12 , 	23 , 	74 , 	37 , 	5 , 	19 , 	-   ," 	4,504 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	23 , 	36 , 	25 , 	30 , 	103 , 	48 , 	34 , 	14 , 	16 , 	12 , 	97 , 	127 , 	137 , 	168 , 	52 , 	31 , 	47 , 	62 , 	11 , 	10 , 	15 , 	7 , 	8 , 	27 , 	33 , 	297 , 	242 , 	568 , 	310 , 	178 , 	114 , 	30 , 	38 , 	33 , 	4 , 	60 , 	70 , 	3 , 	14 , 	3 , 	8 , 	27 , 	9 , 	39 , 	18 , 	-   ," 	3,239 ",,,Dtwn SF," 	2,346 "," 	9,197 "," 	16,301 "," 	7,825 "," 	7,433 "," 	9,737 "," 	4,840 "," 	57,678 "
FV, 	70 , 	107 , 	38 , 	56 , 	189 , 	101 , 	116 , 	92 , 	101 , 	75 , 	16 , 	197 , 	149 , 	205 , 	147 , 	65 , 	46 , 	81 , 	42 , 	11 , 	25 , 	15 , 	13 , 	33 , 	98 , 	375 , 	298 , 	758 , 	404 , 	205 , 	176 , 	41 , 	56 , 	47 , 	9 , 	49 , 	81 , 	5 , 	56 , 	9 , 	22 , 	50 , 	19 , 	50 , 	10 , 	-   ," 	4,807 ",,,OAK," 	8,677 "," 	1,157 "," 	2,740 "," 	2,712 "," 	1,271 "," 	2,836 ", 	516 ," 	19,908 "
CL, 	67 , 	132 , 	54 , 	51 , 	122 , 	74 , 	125 , 	88 , 	156 , 	104 , 	196 , 	13 , 	136 , 	210 , 	162 , 	67 , 	110 , 	221 , 	71 , 	68 , 	83 , 	53 , 	29 , 	39 , 	77 , 	237 , 	159 , 	387 , 	198 , 	85 , 	93 , 	53 , 	61 , 	82 , 	16 , 	111 , 	352 , 	32 , 	113 , 	16 , 	28 , 	17 , 	30 , 	136 , 	27 , 	-   ," 	4,742 ",,,CM line," 	15,976 "," 	2,836 "," 	5,983 "," 	2,387 "," 	1,443 "," 	2,111 "," 	2,332 "," 	33,067 "
SL, 	29 , 	34 , 	22 , 	19 , 	92 , 	34 , 	46 , 	69 , 	104 , 	134 , 	156 , 	138 , 	9 , 	104 , 	107 , 	49 , 	40 , 	60 , 	22 , 	9 , 	13 , 	7 , 	5 , 	15 , 	26 , 	205 , 	149 , 	420 , 	153 , 	63 , 	59 , 	21 , 	29 , 	21 , 	6 , 	33 , 	38 , 	3 , 	21 , 	5 , 	10 , 	29 , 	15 , 	36 , 	6 , 	-   ," 	2,665 ",,,RM line," 	7,484 "," 	2,747 "," 	2,331 "," 	4,548 ", 	914 ," 	2,400 ", 	813 ," 	21,238 "
