Exit stations,Entry stations->,,SUNDAY,,,Mar 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	48 , 	60 , 	42 , 	146 , 	56 , 	63 , 	43 , 	50 , 	21 , 	63 , 	55 , 	13 , 	20 , 	23 , 	10 , 	6 , 	22 , 	20 , 	6 , 	9 , 	6 , 	4 , 	12 , 	20 , 	68 , 	50 , 	180 , 	75 , 	52 , 	64 , 	15 , 	24 , 	25 , 	5 , 	4 , 	9 , 	1 , 	31 , 	5 , 	10 , 	19 , 	9 , 	2 ," 	1,466 ",,,Eastbay," 	29,472 ",,SF CBD," 	67,474 ",56.1%,,,
EN, 	62 , 	10 , 	49 , 	43 , 	224 , 	81 , 	87 , 	77 , 	87 , 	32 , 	75 , 	83 , 	29 , 	33 , 	29 , 	16 , 	12 , 	43 , 	24 , 	10 , 	20 , 	6 , 	6 , 	18 , 	24 , 	133 , 	112 , 	392 , 	127 , 	51 , 	63 , 	20 , 	44 , 	37 , 	16 , 	7 , 	14 , 	3 , 	31 , 	9 , 	14 , 	45 , 	17 , 	3 ," 	2,314 ",,,Westbay," 	39,280 ",,non-CBD," 	47,629 ",39.6%,,,
EP, 	59 , 	46 , 	6 , 	38 , 	268 , 	59 , 	49 , 	64 , 	61 , 	27 , 	33 , 	36 , 	9 , 	6 , 	10 , 	7 , 	8 , 	22 , 	6 , 	9 , 	13 , 	5 , 	4 , 	23 , 	16 , 	92 , 	69 , 	193 , 	96 , 	35 , 	32 , 	14 , 	12 , 	13 , 	3 , 	3 , 	7 , 	3 , 	6 , 	1 , 	6 , 	43 , 	12 , 	3 ," 	1,520 ",,,Transbay," 	52,992 ",,,,,,,
NB, 	44 , 	39 , 	33 , 	9 , 	70 , 	42 , 	54 , 	82 , 	67 , 	33 , 	50 , 	44 , 	20 , 	17 , 	11 , 	5 , 	12 , 	23 , 	7 , 	7 , 	14 , 	7 , 	4 , 	12 , 	9 , 	142 , 	127 , 	267 , 	168 , 	82 , 	66 , 	18 , 	14 , 	13 , 	4 , 	3 , 	12 , 	6 , 	11 , 	2 , 	6 , 	73 , 	18 , 	1 ," 	1,740 ",,,,,,,,,,,
BK, 	149 , 	218 , 	276 , 	79 , 	20 , 	157 , 	181 , 	239 , 	203 , 	86 , 	148 , 	155 , 	42 , 	53 , 	40 , 	27 , 	51 , 	187 , 	28 , 	30 , 	51 , 	31 , 	24 , 	32 , 	38 , 	333 , 	255 , 	694 , 	319 , 	196 , 	157 , 	51 , 	39 , 	67 , 	11 , 	20 , 	54 , 	8 , 	27 , 	11 , 	12 , 	198 , 	87 , 	12 ," 	5,086 ",,,,,,,,,,,
AS, 	62 , 	78 , 	49 , 	43 , 	130 , 	11 , 	80 , 	109 , 	104 , 	47 , 	71 , 	72 , 	26 , 	23 , 	24 , 	9 , 	13 , 	34 , 	12 , 	6 , 	10 , 	7 , 	4 , 	13 , 	22 , 	118 , 	100 , 	245 , 	180 , 	123 , 	99 , 	18 , 	15 , 	18 , 	4 , 	5 , 	11 , 	2 , 	21 , 	5 , 	6 , 	53 , 	15 , 	4 ," 	2,099 ",,,,,,,,,,,
MA, 	70 , 	79 , 	51 , 	46 , 	162 , 	80 , 	12 , 	129 , 	95 , 	39 , 	104 , 	88 , 	32 , 	42 , 	34 , 	16 , 	14 , 	42 , 	30 , 	20 , 	32 , 	16 , 	11 , 	51 , 	46 , 	226 , 	152 , 	423 , 	295 , 	186 , 	129 , 	28 , 	26 , 	27 , 	5 , 	8 , 	15 , 	6 , 	63 , 	5 , 	10 , 	97 , 	18 , 	6 ," 	3,062 ",,,,,,,,,,,
19, 	43 , 	65 , 	68 , 	84 , 	195 , 	107 , 	120 , 	12 , 	21 , 	25 , 	91 , 	75 , 	53 , 	55 , 	31 , 	21 , 	20 , 	62 , 	34 , 	29 , 	47 , 	31 , 	28 , 	169 , 	87 , 	172 , 	130 , 	355 , 	246 , 	152 , 	115 , 	33 , 	22 , 	33 , 	6 , 	8 , 	21 , 	12 , 	34 , 	7 , 	7 , 	54 , 	21 , 	6 ," 	3,005 ",,,,,,,,,,,
12, 	49 , 	68 , 	50 , 	53 , 	150 , 	86 , 	73 , 	20 , 	16 , 	18 , 	74 , 	121 , 	52 , 	84 , 	51 , 	21 , 	38 , 	69 , 	32 , 	27 , 	45 , 	17 , 	19 , 	61 , 	58 , 	242 , 	177 , 	487 , 	211 , 	109 , 	85 , 	29 , 	39 , 	30 , 	13 , 	7 , 	18 , 	5 , 	48 , 	8 , 	18 , 	103 , 	28 , 	2 ," 	3,005 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	23 , 	40 , 	25 , 	27 , 	90 , 	49 , 	41 , 	19 , 	16 , 	8 , 	124 , 	80 , 	91 , 	93 , 	44 , 	26 , 	34 , 	51 , 	9 , 	10 , 	11 , 	7 , 	9 , 	21 , 	32 , 	141 , 	132 , 	370 , 	196 , 	126 , 	99 , 	27 , 	39 , 	28 , 	5 , 	41 , 	55 , 	2 , 	12 , 	4 , 	5 , 	27 , 	8 , 	24 ," 	2,318 ",,,Dtwn SF," 	1,351 "," 	5,007 "," 	10,573 "," 	4,280 "," 	3,674 "," 	4,952 "," 	3,878 "," 	33,714 "
