Exit stations,Entry stations->,,SATURDAY,,,Mar 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	74 , 	69 , 	45 , 	230 , 	70 , 	83 , 	50 , 	62 , 	12 , 	79 , 	72 , 	24 , 	28 , 	27 , 	13 , 	18 , 	29 , 	24 , 	7 , 	13 , 	6 , 	4 , 	15 , 	19 , 	98 , 	80 , 	255 , 	108 , 	71 , 	90 , 	23 , 	34 , 	32 , 	6 , 	5 , 	7 , 	4 , 	32 , 	6 , 	9 , 	18 , 	13 , 	4 ," 	1,977 ",,,Eastbay," 	39,524 ",,SF CBD," 	103,426 ",59.8%,,,
EN, 	73 , 	10 , 	78 , 	58 , 	360 , 	104 , 	127 , 	90 , 	146 , 	32 , 	93 , 	111 , 	32 , 	40 , 	37 , 	16 , 	22 , 	45 , 	28 , 	14 , 	24 , 	6 , 	6 , 	25 , 	26 , 	224 , 	221 , 	623 , 	201 , 	81 , 	102 , 	30 , 	64 , 	51 , 	21 , 	11 , 	15 , 	4 , 	36 , 	15 , 	17 , 	48 , 	18 , 	6 ," 	3,391 ",,,Westbay," 	55,590 ",,non-CBD," 	64,153 ",37.1%,,,
EP, 	67 , 	67 , 	9 , 	48 , 	358 , 	73 , 	71 , 	86 , 	99 , 	28 , 	44 , 	54 , 	15 , 	16 , 	12 , 	9 , 	7 , 	22 , 	8 , 	6 , 	16 , 	10 , 	3 , 	29 , 	16 , 	137 , 	124 , 	350 , 	150 , 	56 , 	50 , 	19 , 	14 , 	19 , 	4 , 	6 , 	7 , 	2 , 	12 , 	4 , 	4 , 	32 , 	11 , 	4 ," 	2,177 ",,,Transbay," 	79,804 ",,,,,,,
NB, 	56 , 	57 , 	51 , 	8 , 	94 , 	51 , 	61 , 	94 , 	103 , 	21 , 	62 , 	52 , 	17 , 	15 , 	12 , 	8 , 	11 , 	23 , 	11 , 	13 , 	18 , 	8 , 	4 , 	13 , 	9 , 	177 , 	181 , 	382 , 	228 , 	112 , 	93 , 	24 , 	19 , 	15 , 	5 , 	6 , 	10 , 	2 , 	12 , 	2 , 	7 , 	65 , 	21 , 	4 ," 	2,237 ",,,,,,,,,,,
BK, 	224 , 	367 , 	387 , 	112 , 	30 , 	261 , 	269 , 	291 , 	276 , 	104 , 	201 , 	314 , 	67 , 	87 , 	70 , 	42 , 	56 , 	150 , 	52 , 	58 , 	82 , 	49 , 	27 , 	46 , 	53 , 	448 , 	364 ," 	1,060 ", 	484 , 	262 , 	193 , 	71 , 	66 , 	78 , 	16 , 	25 , 	51 , 	12 , 	40 , 	12 , 	15 , 	262 , 	96 , 	21 ," 	7,251 ",,,,,,,,,,,
AS, 	76 , 	98 , 	59 , 	55 , 	213 , 	7 , 	99 , 	130 , 	116 , 	36 , 	82 , 	82 , 	33 , 	35 , 	25 , 	11 , 	13 , 	34 , 	13 , 	11 , 	15 , 	11 , 	5 , 	17 , 	27 , 	170 , 	155 , 	350 , 	239 , 	158 , 	120 , 	27 , 	20 , 	15 , 	6 , 	6 , 	16 , 	4 , 	19 , 	3 , 	6 , 	39 , 	15 , 	4 ," 	2,672 ",,,,,,,,,,,
MA, 	91 , 	119 , 	67 , 	55 , 	254 , 	97 , 	16 , 	115 , 	127 , 	35 , 	139 , 	119 , 	49 , 	70 , 	52 , 	21 , 	21 , 	36 , 	48 , 	38 , 	52 , 	20 , 	16 , 	55 , 	57 , 	320 , 	266 , 	658 , 	408 , 	249 , 	172 , 	40 , 	41 , 	36 , 	8 , 	9 , 	16 , 	12 , 	85 , 	5 , 	10 , 	68 , 	20 , 	7 ," 	4,203 ",,,,,,,,,,,
19, 	60 , 	95 , 	77 , 	101 , 	278 , 	147 , 	97 , 	13 , 	39 , 	14 , 	90 , 	102 , 	63 , 	63 , 	53 , 	29 , 	32 , 	68 , 	45 , 	45 , 	60 , 	31 , 	20 , 	101 , 	42 , 	245 , 	243 , 	517 , 	382 , 	225 , 	164 , 	44 , 	44 , 	41 , 	13 , 	15 , 	33 , 	12 , 	52 , 	9 , 	17 , 	37 , 	31 , 	15 ," 	3,904 ",,,,,,,,,,,
12, 	68 , 	118 , 	97 , 	90 , 	260 , 	118 , 	101 , 	38 , 	16 , 	13 , 	104 , 	167 , 	83 , 	124 , 	79 , 	37 , 	59 , 	95 , 	63 , 	48 , 	66 , 	35 , 	25 , 	85 , 	63 , 	271 , 	271 , 	646 , 	320 , 	146 , 	113 , 	47 , 	69 , 	51 , 	19 , 	15 , 	32 , 	14 , 	72 , 	13 , 	19 , 	65 , 	41 , 	10 ," 	4,285 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	17 , 	34 , 	27 , 	20 , 	103 , 	45 , 	35 , 	12 , 	15 , 	8 , 	93 , 	99 , 	118 , 	135 , 	64 , 	23 , 	41 , 	65 , 	11 , 	5 , 	13 , 	6 , 	7 , 	22 , 	24 , 	192 , 	218 , 	494 , 	223 , 	113 , 	90 , 	21 , 	45 , 	38 , 	4 , 	53 , 	64 , 	2 , 	14 , 	5 , 	7 , 	20 , 	8 , 	30 ," 	2,681 ",,,Dtwn SF," 	2,456 "," 	7,850 "," 	16,584 "," 	7,147 "," 	6,739 "," 	8,349 "," 	5,162 "," 	54,288 "
