Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Feb-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
CL, 	97 , 	61 , 	53 , 	26 , 	111 , 	46 , 	82 , 	53 , 	148 , 	41 , 	136 , 	9 , 	61 , 	102 , 	85 , 	46 , 	40 , 	69 , 	21 , 	19 , 	18 , 	14 , 	7 , 	17 , 	45 , 	132 , 	94 , 	336 , 	153 , 	50 , 	63 , 	28 , 	24 , 	20 , 	26 , 	19 , 	81 , 	9 , 	37 ," 	2,480 ",,,RM line," 	3,823 "," 	1,495 "," 	1,044 "," 	2,758 ", 	444 ," 	1,528 "," 	11,092 "
SL, 	14 , 	21 , 	6 , 	7 , 	47 , 	17 , 	36 , 	28 , 	62 , 	61 , 	107 , 	73 , 	8 , 	62 , 	69 , 	24 , 	25 , 	34 , 	8 , 	6 , 	6 , 	2 , 	-   , 	9 , 	11 , 	118 , 	88 , 	218 , 	73 , 	13 , 	26 , 	13 , 	9 , 	15 , 	15 , 	16 , 	34 , 	2 , 	15 ," 	1,395 ",,,WP line," 	3,978 ", 	563 , 	797 , 	488 ," 	1,999 ", 	622 ," 	8,447 "
BF, 	16 , 	17 , 	7 , 	10 , 	43 , 	20 , 	30 , 	36 , 	70 , 	64 , 	163 , 	114 , 	69 , 	6 , 	66 , 	47 , 	50 , 	71 , 	7 , 	4 , 	4 , 	1 , 	1 , 	10 , 	25 , 	109 , 	66 , 	193 , 	78 , 	17 , 	19 , 	9 , 	16 , 	16 , 	14 , 	34 , 	87 , 	1 , 	8 ," 	1,615 ",,,FT/ED line," 	5,566 "," 	1,718 "," 	1,140 "," 	1,532 ", 	569 ," 	5,095 "," 	15,621 "
HY, 	15 , 	17 , 	6 , 	11 , 	47 , 	20 , 	32 , 	30 , 	54 , 	23 , 	117 , 	88 , 	65 , 	72 , 	7 , 	57 , 	69 , 	104 , 	12 , 	6 , 	5 , 	1 , 	1 , 	3 , 	7 , 	64 , 	51 , 	109 , 	45 , 	14 , 	19 , 	5 , 	10 , 	7 , 	9 , 	13 , 	34 , 	3 , 	15 ," 	1,259 ",,,Entries," 	29,072 "," 	9,082 "," 	18,236 "," 	11,280 "," 	8,412 "," 	15,622 "," 	91,704 "
SH, 	8 , 	11 , 	4 , 	1 , 	15 , 	7 , 	14 , 	9 , 	24 , 	18 , 	38 , 	45 , 	29 , 	50 , 	58 , 	5 , 	46 , 	68 , 	9 , 	5 , 	2 , 	1 , 	1 , 	2 , 	3 , 	39 , 	34 , 	91 , 	24 , 	10 , 	14 , 	4 , 	4 , 	9 , 	7 , 	10 , 	18 , 	3 , 	8 , 	743 ,,,,,,,,,,
UC, 	10 , 	12 , 	8 , 	8 , 	36 , 	7 , 	15 , 	12 , 	48 , 	33 , 	53 , 	53 , 	27 , 	63 , 	79 , 	46 , 	10 , 	84 , 	12 , 	5 , 	7 , 	2 , 	1 , 	4 , 	5 , 	71 , 	57 , 	149 , 	54 , 	11 , 	8 , 	6 , 	9 , 	15 , 	5 , 	7 , 	15 , 	1 , 	7 ," 	1,054 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	13 , 	35 , 	21 , 	17 , 	89 , 	15 , 	22 , 	25 , 	58 , 	41 , 	63 , 	83 , 	40 , 	82 , 	121 , 	70 , 	72 , 	25 , 	20 , 	12 , 	11 , 	4 , 	4 , 	10 , 	7 , 	161 , 	139 , 	317 , 	106 , 	16 , 	22 , 	16 , 	19 , 	26 , 	14 , 	11 , 	24 , 	4 , 	23 ," 	1,853 ",,,Dtwn SF," 	1,164 ",,,,,,
CN, 	20 , 	11 , 	5 , 	6 , 	21 , 	7 , 	21 , 	23 , 	38 , 	8 , 	25 , 	38 , 	7 , 	6 , 	11 , 	6 , 	10 , 	19 , 	15 , 	69 , 	229 , 	42 , 	22 , 	25 , 	2 , 	110 , 	63 , 	164 , 	75 , 	28 , 	49 , 	15 , 	23 , 	26 , 	35 , 	2 , 	6 , 	12 , 	137 ," 	1,429 ",,,OAK," 	7,624 ", 	503 ,,,,,
PH, 	7 , 	7 , 	7 , 	4 , 	26 , 	8 , 	15 , 	14 , 	36 , 	3 , 	8 , 	41 , 	5 , 	3 , 	4 , 	1 , 	7 , 	22 , 	67 , 	6 , 	62 , 	14 , 	9 , 	30 , 	3 , 	164 , 	130 , 	229 , 	91 , 	17 , 	18 , 	10 , 	8 , 	18 , 	35 , 	0 , 	3 , 	6 , 	34 ," 	1,165 ",,,CM line," 	21,594 "," 	1,677 "," 	3,704 ",,,,
WC, 	11 , 	11 , 	11 , 	7 , 	39 , 	10 , 	21 , 	20 , 	38 , 	6 , 	14 , 	26 , 	5 , 	4 , 	5 , 	3 , 	5 , 	14 , 	277 , 	66 , 	4 , 	31 , 	14 , 	52 , 	4 , 	177 , 	123 , 	250 , 	123 , 	14 , 	19 , 	14 , 	12 , 	21 , 	23 , 	1 , 	2 , 	14 , 	53 ," 	1,537 ",,,RM line," 	7,998 "," 	2,873 "," 	1,992 "," 	2,758 ",,,
LF, 	3 , 	11 , 	2 , 	3 , 	19 , 	4 , 	10 , 	11 , 	22 , 	3 , 	12 , 	15 , 	1 , 	2 , 	2 , 	1 , 	3 , 	4 , 	53 , 	15 , 	34 , 	4 , 	7 , 	27 , 	1 , 	106 , 	68 , 	151 , 	79 , 	8 , 	5 , 	4 , 	3 , 	9 , 	10 , 	1 , 	1 , 	2 , 	8 , 	718 ,,,WP line," 	8,123 "," 	1,084 "," 	1,529 ", 	932 ," 	1,999 ",,
OR, 	1 , 	4 , 	5 , 	2 , 	13 , 	5 , 	10 , 	7 , 	16 , 	4 , 	12 , 	11 , 	1 , 	2 , 	1 , 	0 , 	1 , 	3 , 	27 , 	11 , 	14 , 	7 , 	2 , 	20 , 	2 , 	83 , 	62 , 	126 , 	63 , 	5 , 	6 , 	5 , 	2 , 	4 , 	4 , 	0 , 	1 , 	4 , 	4 , 	545 ,,,FT/ED line," 	11,248 "," 	3,285 "," 	2,268 "," 	3,060 "," 	1,191 "," 	5,095 "," 	91,704 "
RR, 	37 , 	16 , 	17 , 	19 , 	19 , 	8 , 	17 , 	21 , 	34 , 	6 , 	27 , 	26 , 	11 , 	10 , 	4 , 	2 , 	3 , 	7 , 	33 , 	16 , 	29 , 	18 , 	16 , 	3 , 	9 , 	179 , 	182 , 	367 , 	198 , 	38 , 	30 , 	14 , 	6 , 	13 , 	14 , 	4 , 	4 , 	3 , 	15 ," 	1,470 ",,,,,,,,,,
OW, 	26 , 	19 , 	3 , 	6 , 	33 , 	22 , 	28 , 	18 , 	31 , 	9 , 	51 , 	46 , 	9 , 	23 , 	8 , 	4 , 	3 , 	4 , 	4 , 	3 , 	4 , 	1 , 	1 , 	8 , 	2 , 	169 , 	119 , 	323 , 	100 , 	36 , 	42 , 	9 , 	12 , 	4 , 	7 , 	1 , 	8 , 	1 , 	9 ," 	1,199 ",,,,,,,,,,
EM, 	47 , 	174 , 	87 , 	105 , 	237 , 	97 , 	168 , 	116 , 	201 , 	117 , 	183 , 	129 , 	129 , 	133 , 	77 , 	50 , 	86 , 	175 , 	138 , 	211 , 	190 , 	126 , 	93 , 	183 , 	185 , 	44 , 	20 , 	124 , 	67 , 	227 , 	279 , 	128 , 	161 , 	127 , 	106 , 	103 , 	348 , 	80 , 	155 ," 	5,408 ",,,,,,,,,,
MT, 	79 , 	108 , 	63 , 	91 , 	194 , 	89 , 	137 , 	103 , 	204 , 	113 , 	134 , 	88 , 	90 , 	74 , 	44 , 	32 , 	53 , 	136 , 	73 , 	97 , 	109 , 	59 , 	53 , 	136 , 	111 , 	33 , 	32 , 	56 , 	52 , 	269 , 	367 , 	268 , 	669 , 	150 , 	105 , 	50 , 	176 , 	28 , 	66 ," 	4,784 ",,,,,,,,,,
PL, 	182 , 	332 , 	281 , 	282 , 	845 , 	227 , 	408 , 	248 , 	511 , 	274 , 	590 , 	317 , 	209 , 	200 , 	117 , 	92 , 	151 , 	339 , 	176 , 	239 , 	287 , 	183 , 	152 , 	405 , 	399 , 	119 , 	53 , 	100 , 	142 ," 	1,036 "," 	1,413 ", 	709 ," 	1,130 ", 	611 , 	457 , 	124 , 	430 , 	58 , 	163 ," 	13,987 ",,,,,,,,,,
CC, 	52 , 	96 , 	59 , 	109 , 	225 , 	116 , 	187 , 	130 , 	150 , 	82 , 	145 , 	127 , 	81 , 	63 , 	44 , 	21 , 	40 , 	111 , 	71 , 	90 , 	121 , 	75 , 	58 , 	181 , 	106 , 	51 , 	42 , 	147 , 	84 , 	549 , 	712 , 	266 , 	522 , 	242 , 	226 , 	51 , 	143 , 	29 , 	61 ," 	5,667 ",,,,,,,,,,
16, 	42 , 	35 , 	22 , 	36 , 	88 , 	48 , 	69 , 	41 , 	67 , 	29 , 	94 , 	47 , 	13 , 	14 , 	14 , 	11 , 	9 , 	17 , 	26 , 	14 , 	14 , 	9 , 	5 , 	40 , 	37 , 	188 , 	226 ," 	1,030 ", 	517 , 	52 , 	230 , 	128 , 	251 , 	118 , 	22 , 	2 , 	7 , 	1 , 	5 ," 	3,615 ",,,,,,,,,,
24, 	63 , 	53 , 	17 , 	31 , 	75 , 	46 , 	57 , 	39 , 	66 , 	29 , 	120 , 	76 , 	27 , 	19 , 	20 , 	9 , 	10 , 	23 , 	40 , 	17 , 	18 , 	9 , 	6 , 	42 , 	40 , 	256 , 	320 ," 	1,429 ", 	678 , 	243 , 	67 , 	133 , 	289 , 	138 , 	149 , 	8 , 	23 , 	8 , 	38 ," 	4,725 ",,,,,,,,,,
GP, 	9 , 	20 , 	14 , 	12 , 	23 , 	11 , 	14 , 	17 , 	25 , 	11 , 	20 , 	43 , 	9 , 	9 , 	5 , 	5 , 	7 , 	8 , 	14 , 	12 , 	12 , 	4 , 	5 , 	19 , 	6 , 	133 , 	156 , 	931 , 	217 , 	122 , 	110 , 	19 , 	48 , 	19 , 	51 , 	3 , 	16 , 	7 , 	16 ," 	2,176 ",,,,,,,,,,
BP, 	23 , 	24 , 	4 , 	5 , 	18 , 	11 , 	16 , 	15 , 	52 , 	13 , 	45 , 	26 , 	11 , 	15 , 	11 , 	5 , 	10 , 	12 , 	21 , 	9 , 	9 , 	3 , 	4 , 	9 , 	18 , 	195 , 	279 ," 	1,818 ", 	439 , 	250 , 	283 , 	40 , 	35 , 	29 , 	80 , 	5 , 	10 , 	4 , 	26 ," 	3,880 ",,,,,,,,,,
DC, 	14 , 	25 , 	7 , 	13 , 	42 , 	11 , 	15 , 	14 , 	38 , 	16 , 	22 , 	31 , 	12 , 	15 , 	12 , 	8 , 	14 , 	19 , 	24 , 	19 , 	18 , 	8 , 	5 , 	13 , 	10 , 	126 , 	129 , 	636 , 	200 , 	122 , 	142 , 	25 , 	44 , 	12 , 	33 , 	8 , 	32 , 	4 , 	19 ," 	1,952 ",,,,,,,,,,
CM, 	23 , 	20 , 	11 , 	11 , 	31 , 	14 , 	17 , 	17 , 	53 , 	7 , 	18 , 	29 , 	10 , 	12 , 	9 , 	5 , 	9 , 	11 , 	35 , 	29 , 	25 , 	5 , 	6 , 	13 , 	10 , 	109 , 	115 , 	526 , 	216 , 	85 , 	152 , 	47 , 	93 , 	35 , 	11 , 	6 , 	15 , 	8 , 	39 ," 	1,884 ",,,,,,,,,,
CV, 	2 , 	3 , 	3 , 	3 , 	10 , 	7 , 	3 , 	6 , 	10 , 	16 , 	20 , 	20 , 	20 , 	40 , 	12 , 	9 , 	5 , 	13 , 	1 , 	0 , 	1 , 	1 , 	0 , 	3 , 	1 , 	105 , 	59 , 	121 , 	51 , 	10 , 	7 , 	3 , 	5 , 	7 , 	7 , 	4 , 	45 , 	0 , 	2 , 	632 ,,,,,,,,,,
ED, 	7 , 	9 , 	6 , 	4 , 	31 , 	11 , 	12 , 	8 , 	19 , 	23 , 	46 , 	104 , 	26 , 	70 , 	21 , 	13 , 	16 , 	21 , 	4 , 	2 , 	1 , 	-   , 	1 , 	4 , 	7 , 	372 , 	198 , 	437 , 	156 , 	21 , 	19 , 	11 , 	8 , 	27 , 	17 , 	35 , 	10 , 	0 , 	4 ," 	1,778 ",,,,,,,,,,
NC, 	1 , 	1 , 	2 , 	2 , 	9 , 	2 , 	6 , 	4 , 	9 , 	1 , 	7 , 	10 , 	1 , 	2 , 	3 , 	2 , 	1 , 	4 , 	13 , 	6 , 	9 , 	4 , 	4 , 	4 , 	2 , 	68 , 	31 , 	60 , 	30 , 	6 , 	7 , 	5 , 	4 , 	6 , 	7 , 	-   , 	1 , 	3 , 	18 , 	350 ,,,,,,,,,,
WP, 	13 , 	17 , 	4 , 	6 , 	27 , 	6 , 	43 , 	24 , 	43 , 	6 , 	25 , 	36 , 	9 , 	7 , 	9 , 	10 , 	7 , 	22 , 	135 , 	33 , 	50 , 	7 , 	8 , 	20 , 	6 , 	126 , 	78 , 	164 , 	65 , 	33 , 	49 , 	23 , 	26 , 	28 , 	41 , 	1 , 	2 , 	22 , 	6 ," 	1,234 ",,,,,,,,,,
Entries," 	1,463 "," 	1,910 "," 	1,204 "," 	1,185 "," 	3,957 "," 	1,561 "," 	2,014 "," 	1,517 "," 	2,889 "," 	1,337 "," 	2,952 "," 	2,562 "," 	1,353 "," 	1,606 "," 	1,262 ", 	720 , 	976 ," 	1,838 "," 	1,523 "," 	1,144 "," 	1,472 ", 	723 , 	548 ," 	1,480 "," 	1,324 "," 	4,878 "," 	4,321 "," 	14,121 "," 	5,752 "," 	3,926 "," 	4,773 "," 	2,137 "," 	3,670 "," 	1,970 "," 	1,761 ", 	591 ," 	1,762 ", 	355 ," 	1,166 "," 	91,704 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
