Exit stations,Entry stations->,,SATURDAY,,,Jul 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	68 , 	76 , 	43 , 	181 , 	77 , 	80 , 	42 , 	63 , 	12 , 	64 , 	57 , 	22 , 	22 , 	21 , 	10 , 	10 , 	22 , 	16 , 	7 , 	8 , 	4 , 	4 , 	11 , 	18 , 	89 , 	69 , 	229 , 	101 , 	69 , 	90 , 	19 , 	37 , 	27 , 	7 , 	5 , 	8 , 	3 , 	32 , 	11 , 	8 , 	21 , 	13 ," 	1,786 ",,,Eastbay," 	36,324 ",,SF CBD," 	102,287 ",61.7%,,,
EN, 	68 , 	10 , 	73 , 	50 , 	324 , 	100 , 	129 , 	63 , 	126 , 	29 , 	117 , 	140 , 	30 , 	37 , 	39 , 	22 , 	17 , 	39 , 	27 , 	11 , 	21 , 	7 , 	8 , 	17 , 	29 , 	267 , 	185 , 	551 , 	193 , 	78 , 	108 , 	34 , 	59 , 	47 , 	23 , 	9 , 	23 , 	5 , 	38 , 	12 , 	12 , 	42 , 	21 ," 	3,237 ",,,Westbay," 	52,106 ",,non-CBD," 	58,645 ",35.4%,,,
EP, 	88 , 	59 , 	8 , 	42 , 	350 , 	76 , 	59 , 	56 , 	76 , 	26 , 	45 , 	65 , 	17 , 	13 , 	15 , 	6 , 	9 , 	23 , 	11 , 	6 , 	8 , 	9 , 	6 , 	23 , 	11 , 	176 , 	105 , 	342 , 	119 , 	45 , 	42 , 	15 , 	16 , 	14 , 	3 , 	5 , 	14 , 	2 , 	13 , 	2 , 	2 , 	40 , 	13 ," 	2,075 ",,,Transbay," 	77,328 ",,,,,,,
NB, 	46 , 	50 , 	44 , 	6 , 	90 , 	43 , 	53 , 	47 , 	77 , 	28 , 	56 , 	59 , 	12 , 	17 , 	11 , 	5 , 	11 , 	32 , 	14 , 	12 , 	19 , 	10 , 	5 , 	10 , 	10 , 	235 , 	178 , 	355 , 	186 , 	101 , 	85 , 	18 , 	16 , 	13 , 	6 , 	5 , 	11 , 	3 , 	9 , 	3 , 	4 , 	63 , 	14 ," 	2,073 ",,,,,,,,,,,
BK, 	175 , 	339 , 	361 , 	107 , 	18 , 	207 , 	237 , 	197 , 	244 , 	81 , 	140 , 	143 , 	66 , 	62 , 	52 , 	33 , 	48 , 	160 , 	42 , 	40 , 	64 , 	38 , 	28 , 	42 , 	53 , 	651 , 	318 ," 	1,191 ", 	455 , 	219 , 	178 , 	54 , 	47 , 	59 , 	9 , 	21 , 	67 , 	13 , 	20 , 	8 , 	8 , 	128 , 	109 ," 	6,535 ",,,,,,,,,,,
AS, 	77 , 	93 , 	73 , 	40 , 	159 , 	6 , 	84 , 	93 , 	110 , 	34 , 	87 , 	69 , 	28 , 	35 , 	29 , 	12 , 	12 , 	25 , 	18 , 	16 , 	14 , 	9 , 	5 , 	11 , 	34 , 	172 , 	126 , 	285 , 	212 , 	132 , 	96 , 	21 , 	17 , 	9 , 	6 , 	7 , 	16 , 	2 , 	20 , 	3 , 	6 , 	37 , 	12 ," 	2,354 ",,,,,,,,,,,
MA, 	82 , 	112 , 	68 , 	51 , 	204 , 	87 , 	9 , 	63 , 	81 , 	28 , 	99 , 	133 , 	40 , 	69 , 	49 , 	21 , 	22 , 	43 , 	59 , 	31 , 	44 , 	19 , 	18 , 	38 , 	44 , 	363 , 	238 , 	632 , 	342 , 	218 , 	162 , 	35 , 	33 , 	30 , 	6 , 	13 , 	25 , 	11 , 	71 , 	8 , 	12 , 	65 , 	23 ," 	3,802 ",,,,,,,,,,,
19, 	44 , 	57 , 	54 , 	48 , 	173 , 	92 , 	65 , 	10 , 	15 , 	9 , 	55 , 	66 , 	33 , 	49 , 	37 , 	17 , 	21 , 	35 , 	35 , 	30 , 	34 , 	17 , 	17 , 	54 , 	41 , 	168 , 	138 , 	360 , 	224 , 	126 , 	106 , 	29 , 	28 , 	29 , 	6 , 	8 , 	21 , 	7 , 	41 , 	6 , 	7 , 	24 , 	18 ," 	2,454 ",,,,,,,,,,,
12, 	55 , 	114 , 	74 , 	67 , 	210 , 	106 , 	85 , 	12 , 	11 , 	14 , 	78 , 	130 , 	84 , 	106 , 	64 , 	32 , 	41 , 	76 , 	57 , 	33 , 	57 , 	27 , 	27 , 	57 , 	61 , 	278 , 	203 , 	569 , 	240 , 	109 , 	91 , 	43 , 	57 , 	39 , 	22 , 	10 , 	35 , 	9 , 	66 , 	12 , 	16 , 	47 , 	41 ," 	3,563 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	15 , 	23 , 	23 , 	27 , 	74 , 	32 , 	26 , 	8 , 	11 , 	6 , 	75 , 	100 , 	96 , 	138 , 	50 , 	29 , 	34 , 	65 , 	11 , 	8 , 	15 , 	3 , 	6 , 	21 , 	23 , 	213 , 	167 , 	466 , 	206 , 	96 , 	84 , 	25 , 	28 , 	24 , 	3 , 	43 , 	68 , 	2 , 	11 , 	1 , 	5 , 	20 , 	9 ," 	2,389 ",,,Dtwn SF," 	2,372 "," 	6,717 "," 	15,196 "," 	6,940 "," 	7,243 "," 	9,320 "," 	5,402 "," 	53,190 "
FV, 	70 , 	102 , 	48 , 	55 , 	148 , 	83 , 	95 , 	69 , 	94 , 	49 , 	9 , 	166 , 	149 , 	245 , 	159 , 	62 , 	46 , 	90 , 	45 , 	14 , 	33 , 	17 , 	19 , 	32 , 	90 , 	274 , 	190 , 	570 , 	285 , 	137 , 	138 , 	33 , 	49 , 	47 , 	13 , 	41 , 	85 , 	8 , 	49 , 	8 , 	11 , 	36 , 	21 ," 	3,983 ",,,OAK," 	6,536 ", 	778 ," 	1,760 "," 	2,036 "," 	1,009 "," 	2,506 ", 	367 ," 	14,992 "
CL, 	65 , 	144 , 	68 , 	66 , 	168 , 	85 , 	148 , 	91 , 	133 , 	85 , 	173 , 	6 , 	135 , 	205 , 	145 , 	79 , 	92 , 	201 , 	74 , 	70 , 	79 , 	53 , 	51 , 	59 , 	71 , 	241 , 	140 , 	447 , 	174 , 	78 , 	83 , 	37 , 	39 , 	49 , 	10 , 	95 , 	423 , 	34 , 	120 , 	15 , 	11 , 	45 , 	27 ," 	4,611 ",,,CM line," 	14,877 "," 	1,771 "," 	5,239 "," 	1,788 "," 	1,168 "," 	1,702 "," 	1,887 "," 	28,433 "
SL, 	26 , 	29 , 	15 , 	14 , 	64 , 	30 , 	44 , 	38 , 	91 , 	95 , 	140 , 	128 , 	6 , 	97 , 	79 , 	40 , 	32 , 	58 , 	13 , 	10 , 	10 , 	5 , 	2 , 	10 , 	23 , 	190 , 	118 , 	350 , 	122 , 	45 , 	50 , 	15 , 	24 , 	25 , 	8 , 	27 , 	47 , 	3 , 	27 , 	4 , 	6 , 	20 , 	9 ," 	2,190 ",,,RM line," 	6,792 "," 	2,201 "," 	1,822 "," 	3,633 ", 	763 ," 	2,258 ", 	592 ," 	18,060 "
BF, 	21 , 	39 , 	12 , 	15 , 	65 , 	36 , 	72 , 	61 , 	116 , 	107 , 	239 , 	199 , 	96 , 	7 , 	132 , 	92 , 	75 , 	149 , 	15 , 	8 , 	7 , 	3 , 	5 , 	11 , 	40 , 	180 , 	127 , 	341 , 	114 , 	37 , 	42 , 	17 , 	26 , 	27 , 	11 , 	58 , 	142 , 	2 , 	23 , 	7 , 	5 , 	12 , 	6 ," 	2,800 ",,,WP line," 	7,198 "," 	1,060 "," 	1,210 ", 	815 ," 	2,923 "," 	1,282 ", 	706 ," 	15,195 "
HY, 	22 , 	36 , 	14 , 	11 , 	57 , 	29 , 	54 , 	47 , 	67 , 	44 , 	150 , 	137 , 	76 , 	138 , 	7 , 	83 , 	81 , 	152 , 	13 , 	5 , 	12 , 	5 , 	4 , 	10 , 	22 , 	102 , 	60 , 	181 , 	68 , 	27 , 	30 , 	13 , 	19 , 	19 , 	6 , 	14 , 	48 , 	3 , 	26 , 	4 , 	6 , 	7 , 	11 ," 	1,920 ",,,FT/ED line," 	9,166 "," 	2,611 "," 	1,828 "," 	2,410 "," 	1,275 "," 	8,764 ", 	562 ," 	26,614 "
SH, 	12 , 	21 , 	5 , 	6 , 	31 , 	11 , 	21 , 	15 , 	32 , 	28 , 	59 , 	71 , 	40 , 	88 , 	84 , 	5 , 	40 , 	98 , 	8 , 	3 , 	4 , 	2 , 	3 , 	6 , 	10 , 	75 , 	36 , 	157 , 	53 , 	19 , 	29 , 	6 , 	15 , 	15 , 	8 , 	11 , 	32 , 	1 , 	11 , 	4 , 	5 , 	6 , 	6 ," 	1,193 ",,,SFIA," 	4,527 ", 	369 ," 	1,892 ", 	649 , 	645 , 	478 , 	712 ," 	9,273 "
UC, 	10 , 	16 , 	9 , 	9 , 	47 , 	13 , 	23 , 	24 , 	35 , 	36 , 	50 , 	86 , 	33 , 	80 , 	96 , 	40 , 	6 , 	94 , 	8 , 	6 , 	9 , 	4 , 	3 , 	7 , 	10 , 	147 , 	69 , 	245 , 	70 , 	20 , 	21 , 	10 , 	16 , 	17 , 	9 , 	7 , 	35 , 	2 , 	10 , 	4 , 	3 , 	16 , 	6 ," 	1,463 ",,,Entries," 	51,469 "," 	15,507 "," 	28,947 "," 	18,270 "," 	15,028 "," 	26,309 "," 	10,228 "," 	165,758 "
FM, 	21 , 	43 , 	25 , 	33 , 	212 , 	35 , 	48 , 	47 , 	83 , 	67 , 	95 , 	199 , 	59 , 	159 , 	161 , 	106 , 	111 , 	18 , 	24 , 	17 , 	18 , 	7 , 	8 , 	19 , 	16 , 	316 , 	158 , 	538 , 	160 , 	49 , 	31 , 	20 , 	25 , 	39 , 	6 , 	24 , 	71 , 	4 , 	24 , 	6 , 	6 , 	37 , 	6 ," 	3,152 ",,,,,,,,,,,
CN, 	19 , 	28 , 	13 , 	14 , 	50 , 	21 , 	57 , 	30 , 	61 , 	8 , 	41 , 	71 , 	13 , 	16 , 	15 , 	9 , 	8 , 	18 , 	9 , 	63 , 	191 , 	53 , 	30 , 	49 , 	11 , 	219 , 	117 , 	295 , 	125 , 	33 , 	57 , 	25 , 	26 , 	28 , 	9 , 	3 , 	11 , 	21 , 	191 , 	12 , 	7 , 	51 , 	21 ," 	2,149 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	5 , 	9 , 	7 , 	11 , 	40 , 	12 , 	27 , 	24 , 	31 , 	4 , 	15 , 	76 , 	8 , 	7 , 	6 , 	2 , 	6 , 	12 , 	63 , 	11 , 	78 , 	17 , 	14 , 	48 , 	5 , 	342 , 	135 , 	314 , 	136 , 	30 , 	23 , 	15 , 	12 , 	19 , 	5 , 	2 , 	9 , 	10 , 	58 , 	6 , 	7 , 	73 , 	12 ," 	1,747 ",,,Dtwn SF," 	2,372 ",,,,,,,
WC, 	13 , 	17 , 	12 , 	13 , 	75 , 	20 , 	45 , 	40 , 	63 , 	14 , 	27 , 	72 , 	10 , 	6 , 	10 , 	4 , 	7 , 	16 , 	245 , 	86 , 	9 , 	55 , 	34 , 	98 , 	8 , 	442 , 	217 , 	459 , 	184 , 	40 , 	37 , 	22 , 	19 , 	26 , 	7 , 	3 , 	8 , 	28 , 	96 , 	5 , 	7 , 	86 , 	21 ," 	2,706 ",,,OAK," 	13,254 ", 	778 ,,,,,,
LF, 	6 , 	3 , 	10 , 	12 , 	41 , 	11 , 	26 , 	18 , 	26 , 	5 , 	20 , 	56 , 	4 , 	4 , 	5 , 	3 , 	3 , 	9 , 	69 , 	19 , 	51 , 	5 , 	16 , 	60 , 	6 , 	325 , 	143 , 	288 , 	123 , 	39 , 	23 , 	10 , 	7 , 	15 , 	4 , 	2 , 	4 , 	7 , 	19 , 	4 , 	2 , 	73 , 	12 ," 	1,588 ",,,CM line," 	30,074 "," 	3,531 "," 	5,239 ",,,,,
