Exit stations,Entry stations->,,SUNDAY,,,Jul 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	5 , 	42 , 	51 , 	34 , 	124 , 	55 , 	54 , 	21 , 	41 , 	30 , 	52 , 	54 , 	16 , 	18 , 	12 , 	10 , 	9 , 	21 , 	12 , 	3 , 	5 , 	3 , 	2 , 	7 , 	18 , 	86 , 	47 , 	147 , 	70 , 	54 , 	62 , 	13 , 	27 , 	14 , 	6 , 	3 , 	10 , 	2 , 	21 , 	9 , 	7 , 	29 , 	9 ," 	1,308 ",,,Eastbay," 	26,019 ",,SF CBD," 	81,588 ",62.7%,,,
EN, 	48 , 	7 , 	43 , 	36 , 	181 , 	80 , 	72 , 	47 , 	87 , 	38 , 	79 , 	102 , 	20 , 	31 , 	23 , 	13 , 	12 , 	31 , 	23 , 	8 , 	12 , 	5 , 	4 , 	16 , 	18 , 	217 , 	115 , 	364 , 	136 , 	53 , 	63 , 	28 , 	41 , 	32 , 	19 , 	8 , 	19 , 	4 , 	23 , 	9 , 	10 , 	51 , 	24 ," 	2,245 ",,,Westbay," 	42,487 ",,non-CBD," 	43,667 ",33.6%,,,
EP, 	52 , 	46 , 	5 , 	30 , 	206 , 	65 , 	42 , 	43 , 	48 , 	32 , 	32 , 	61 , 	10 , 	10 , 	14 , 	7 , 	5 , 	21 , 	8 , 	7 , 	11 , 	5 , 	5 , 	19 , 	7 , 	139 , 	75 , 	220 , 	106 , 	38 , 	27 , 	13 , 	12 , 	11 , 	2 , 	4 , 	10 , 	2 , 	10 , 	3 , 	5 , 	46 , 	12 ," 	1,520 ",,,Transbay," 	61,559 ",,,,,,,
NB, 	33 , 	35 , 	28 , 	9 , 	57 , 	35 , 	41 , 	46 , 	56 , 	30 , 	33 , 	66 , 	17 , 	12 , 	8 , 	5 , 	7 , 	23 , 	10 , 	9 , 	12 , 	5 , 	5 , 	8 , 	8 , 	234 , 	132 , 	253 , 	152 , 	87 , 	67 , 	16 , 	8 , 	10 , 	4 , 	4 , 	12 , 	1 , 	7 , 	3 , 	2 , 	67 , 	15 ," 	1,667 ",,,,,,,,,,,
BK, 	138 , 	185 , 	211 , 	50 , 	16 , 	122 , 	140 , 	138 , 	162 , 	62 , 	83 , 	162 , 	39 , 	31 , 	46 , 	27 , 	35 , 	180 , 	30 , 	20 , 	46 , 	24 , 	19 , 	25 , 	34 , 	571 , 	279 , 	841 , 	390 , 	188 , 	123 , 	42 , 	31 , 	40 , 	6 , 	13 , 	49 , 	6 , 	18 , 	7 , 	6 , 	216 , 	78 ," 	4,926 ",,,,,,,,,,,
AS, 	66 , 	64 , 	52 , 	44 , 	97 , 	5 , 	59 , 	67 , 	76 , 	41 , 	70 , 	79 , 	24 , 	32 , 	19 , 	9 , 	11 , 	24 , 	12 , 	13 , 	14 , 	8 , 	8 , 	7 , 	27 , 	152 , 	113 , 	214 , 	176 , 	109 , 	96 , 	20 , 	23 , 	11 , 	3 , 	5 , 	16 , 	2 , 	18 , 	3 , 	3 , 	39 , 	12 ," 	1,938 ",,,,,,,,,,,
MA, 	66 , 	75 , 	43 , 	39 , 	131 , 	61 , 	13 , 	37 , 	54 , 	24 , 	65 , 	108 , 	39 , 	42 , 	38 , 	18 , 	14 , 	33 , 	33 , 	25 , 	34 , 	13 , 	17 , 	26 , 	34 , 	280 , 	167 , 	405 , 	295 , 	179 , 	121 , 	33 , 	29 , 	19 , 	6 , 	9 , 	18 , 	6 , 	55 , 	4 , 	8 , 	78 , 	18 ," 	2,806 ",,,,,,,,,,,
19, 	35 , 	45 , 	36 , 	41 , 	123 , 	66 , 	44 , 	9 , 	7 , 	15 , 	38 , 	58 , 	23 , 	33 , 	29 , 	15 , 	12 , 	31 , 	22 , 	22 , 	31 , 	16 , 	10 , 	47 , 	22 , 	168 , 	107 , 	264 , 	185 , 	127 , 	104 , 	28 , 	20 , 	20 , 	4 , 	5 , 	18 , 	3 , 	29 , 	3 , 	7 , 	41 , 	21 ," 	1,982 ",,,,,,,,,,,
12, 	40 , 	66 , 	41 , 	42 , 	120 , 	61 , 	44 , 	10 , 	11 , 	11 , 	56 , 	94 , 	53 , 	64 , 	42 , 	22 , 	26 , 	47 , 	33 , 	22 , 	36 , 	13 , 	17 , 	34 , 	28 , 	240 , 	165 , 	421 , 	188 , 	76 , 	69 , 	23 , 	38 , 	30 , 	16 , 	11 , 	19 , 	5 , 	46 , 	8 , 	8 , 	67 , 	24 ," 	2,481 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	26 , 	33 , 	35 , 	24 , 	60 , 	47 , 	26 , 	14 , 	14 , 	7 , 	116 , 	103 , 	78 , 	84 , 	47 , 	36 , 	26 , 	47 , 	7 , 	10 , 	10 , 	4 , 	6 , 	16 , 	22 , 	223 , 	152 , 	396 , 	250 , 	112 , 	86 , 	26 , 	43 , 	27 , 	5 , 	31 , 	53 , 	1 , 	9 , 	5 , 	3 , 	23 , 	7 ," 	2,343 ",,,Dtwn SF," 	1,788 "," 	5,248 "," 	11,605 "," 	5,087 "," 	5,412 "," 	7,545 "," 	4,795 "," 	41,479 "
FV, 	58 , 	74 , 	30 , 	37 , 	88 , 	73 , 	75 , 	54 , 	52 , 	119 , 	7 , 	131 , 	74 , 	165 , 	103 , 	45 , 	31 , 	60 , 	25 , 	17 , 	12 , 	10 , 	9 , 	21 , 	66 , 	262 , 	128 , 	401 , 	232 , 	113 , 	108 , 	30 , 	44 , 	33 , 	4 , 	24 , 	68 , 	4 , 	36 , 	8 , 	8 , 	37 , 	13 ," 	2,984 ",,,OAK," 	5,140 ", 	567 ," 	1,480 "," 	1,454 ", 	709 ," 	1,884 ", 	372 ," 	11,606 "
CL, 	52 , 	102 , 	49 , 	47 , 	103 , 	68 , 	98 , 	62 , 	90 , 	71 , 	116 , 	10 , 	96 , 	142 , 	92 , 	67 , 	71 , 	151 , 	62 , 	51 , 	45 , 	27 , 	22 , 	41 , 	50 , 	249 , 	136 , 	399 , 	179 , 	65 , 	69 , 	36 , 	25 , 	35 , 	7 , 	58 , 	282 , 	23 , 	81 , 	7 , 	10 , 	42 , 	20 ," 	3,503 ",,,CM line," 	11,872 "," 	1,538 "," 	3,896 "," 	1,337 ", 	944 ," 	1,430 "," 	1,780 "," 	22,795 "
