Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Aug 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	7 , 	101 , 	74 , 	55 , 	227 , 	102 , 	69 , 	49 , 	85 , 	15 , 	87 , 	105 , 	20 , 	23 , 	17 , 	13 , 	9 , 	19 , 	22 , 	9 , 	15 , 	6 , 	8 , 	15 , 	23 , 	66 , 	71 , 	221 , 	95 , 	82 , 	135 , 	17 , 	42 , 	22 , 	29 , 	2 , 	8 , 	4 , 	26 ," 	1,997 ",,,Eastbay," 	42,573 ",,SF CBD," 	82,825 ",58.2%,,
EN, 	111 , 	10 , 	75 , 	63 , 	489 , 	125 , 	90 , 	89 , 	174 , 	36 , 	95 , 	254 , 	37 , 	33 , 	32 , 	19 , 	27 , 	35 , 	29 , 	10 , 	15 , 	7 , 	8 , 	21 , 	22 , 	225 , 	194 , 	527 , 	174 , 	73 , 	120 , 	30 , 	58 , 	49 , 	45 , 	4 , 	22 , 	7 , 	21 ," 	3,453 ",,,Westbay," 	35,933 ",,non-CBD," 	59,486 ",41.8%,,
EP, 	85 , 	64 , 	6 , 	25 , 	316 , 	51 , 	50 , 	32 , 	94 , 	23 , 	37 , 	156 , 	12 , 	10 , 	15 , 	4 , 	10 , 	27 , 	13 , 	9 , 	10 , 	4 , 	3 , 	14 , 	8 , 	114 , 	130 , 	297 , 	83 , 	26 , 	33 , 	12 , 	7 , 	15 , 	13 , 	2 , 	13 , 	1 , 	6 ," 	1,835 ",,,Transbay," 	63,805 ",,,,,,
NB, 	54 , 	51 , 	28 , 	4 , 	119 , 	45 , 	35 , 	37 , 	97 , 	20 , 	37 , 	140 , 	8 , 	14 , 	11 , 	5 , 	5 , 	21 , 	7 , 	9 , 	12 , 	5 , 	5 , 	11 , 	10 , 	140 , 	145 , 	291 , 	136 , 	47 , 	51 , 	16 , 	9 , 	11 , 	12 , 	3 , 	10 , 	1 , 	7 ," 	1,671 ",,,,,,,,,,
BK, 	225 , 	501 , 	334 , 	126 , 	14 , 	258 , 	188 , 	195 , 	347 , 	98 , 	163 , 	254 , 	84 , 	68 , 	65 , 	31 , 	53 , 	148 , 	52 , 	50 , 	63 , 	44 , 	39 , 	31 , 	36 , 	412 , 	359 ," 	1,058 ", 	396 , 	122 , 	115 , 	52 , 	34 , 	86 , 	54 , 	22 , 	70 , 	8 , 	34 ," 	6,290 ",,,Extensions," 	18,889 ",,,,,,
AS, 	88 , 	116 , 	53 , 	41 , 	202 , 	6 , 	68 , 	75 , 	129 , 	60 , 	73 , 	138 , 	21 , 	33 , 	26 , 	13 , 	15 , 	26 , 	16 , 	7 , 	11 , 	5 , 	5 , 	12 , 	33 , 	114 , 	122 , 	295 , 	154 , 	68 , 	69 , 	20 , 	14 , 	14 , 	15 , 	6 , 	12 , 	3 , 	8 ," 	2,185 ",,,,,,,,,,
MA, 	73 , 	94 , 	45 , 	29 , 	177 , 	61 , 	5 , 	43 , 	95 , 	19 , 	76 , 	174 , 	41 , 	43 , 	37 , 	16 , 	14 , 	34 , 	43 , 	26 , 	34 , 	13 , 	11 , 	21 , 	45 , 	175 , 	189 , 	459 , 	218 , 	91 , 	90 , 	19 , 	27 , 	27 , 	20 , 	4 , 	13 , 	7 , 	49 ," 	2,657 ",,,,,,,,,,
19, 	53 , 	81 , 	31 , 	43 , 	180 , 	85 , 	42 , 	4 , 	31 , 	11 , 	59 , 	100 , 	35 , 	50 , 	42 , 	20 , 	28 , 	44 , 	30 , 	24 , 	37 , 	14 , 	15 , 	31 , 	21 , 	124 , 	135 , 	312 , 	162 , 	60 , 	58 , 	18 , 	21 , 	23 , 	24 , 	6 , 	17 , 	7 , 	31 ," 	2,110 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	79 , 	167 , 	100 , 	89 , 	301 , 	131 , 	94 , 	25 , 	13 , 	26 , 	111 , 	221 , 	117 , 	110 , 	87 , 	38 , 	71 , 	128 , 	78 , 	63 , 	74 , 	34 , 	35 , 	63 , 	60 , 	250 , 	277 , 	743 , 	297 , 	103 , 	90 , 	50 , 	59 , 	67 , 	64 , 	14 , 	31 , 	13 , 	61 ," 	4,434 ",,,Dtwn SF," 	1,645 "," 	5,535 "," 	15,172 "," 	6,424 "," 	5,773 "," 	9,066 "," 	43,615 "
LM, 	15 , 	34 , 	27 , 	19 , 	89 , 	39 , 	25 , 	14 , 	27 , 	4 , 	88 , 	195 , 	106 , 	116 , 	49 , 	27 , 	63 , 	64 , 	11 , 	7 , 	10 , 	5 , 	6 , 	14 , 	13 , 	141 , 	152 , 	406 , 	155 , 	55 , 	60 , 	22 , 	32 , 	19 , 	8 , 	39 , 	69 , 	1 , 	9 ," 	2,237 ",,,OAK," 	5,328 ", 	734 ," 	1,304 "," 	2,174 ", 	919 ," 	2,834 "," 	13,293 "
