Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Aug 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
SL, 	38 , 	54 , 	5 , 	14 , 	44 , 	21 , 	27 , 	18 , 	51 , 	58 , 	92 , 	153 , 	5 , 	74 , 	60 , 	28 , 	24 , 	42 , 	10 , 	5 , 	11 , 	6 , 	2 , 	5 , 	8 , 	108 , 	71 , 	207 , 	78 , 	21 , 	34 , 	12 , 	16 , 	14 , 	13 , 	16 , 	33 , 	1 , 	10 ," 	1,485 ",,,WP line," 	3,981 ", 	609 , 	825 , 	482 ," 	2,058 ", 	961 ," 	8,917 "
BF, 	21 , 	15 , 	7 , 	9 , 	34 , 	29 , 	25 , 	16 , 	79 , 	66 , 	131 , 	141 , 	68 , 	7 , 	80 , 	67 , 	62 , 	85 , 	14 , 	6 , 	8 , 	2 , 	1 , 	5 , 	15 , 	93 , 	56 , 	191 , 	69 , 	16 , 	25 , 	11 , 	16 , 	19 , 	15 , 	25 , 	90 , 	2 , 	13 ," 	1,635 ",,,FT/ED line," 	5,868 "," 	1,792 "," 	1,394 "," 	1,917 ", 	968 ," 	7,086 "," 	19,026 "
HY, 	19 , 	24 , 	5 , 	9 , 	47 , 	23 , 	26 , 	27 , 	53 , 	28 , 	115 , 	150 , 	67 , 	72 , 	4 , 	59 , 	62 , 	112 , 	9 , 	4 , 	4 , 	2 , 	1 , 	4 , 	8 , 	51 , 	32 , 	100 , 	44 , 	16 , 	27 , 	8 , 	12 , 	10 , 	13 , 	14 , 	25 , 	1 , 	7 ," 	1,294 ",,,Entries," 	28,517 "," 	9,117 "," 	18,151 "," 	11,800 "," 	8,955 "," 	19,352 "," 	95,892 "
SH, 	44 , 	36 , 	4 , 	2 , 	25 , 	16 , 	9 , 	6 , 	23 , 	18 , 	97 , 	116 , 	13 , 	27 , 	78 , 	31 , 	24 , 	32 , 	2 , 	3 , 	6 , 	1 , 	1 , 	3 , 	2 , 	29 , 	14 , 	48 , 	13 , 	5 , 	7 , 	3 , 	4 , 	7 , 	3 , 	3 , 	10 , 	2 , 	4 , 	766 ,,,,,,,,,,
UC, 	14 , 	16 , 	7 , 	5 , 	31 , 	12 , 	17 , 	13 , 	50 , 	40 , 	52 , 	121 , 	28 , 	70 , 	72 , 	42 , 	8 , 	78 , 	11 , 	5 , 	4 , 	1 , 	2 , 	4 , 	4 , 	71 , 	52 , 	177 , 	48 , 	10 , 	22 , 	6 , 	14 , 	10 , 	7 , 	6 , 	13 , 	2 , 	10 ," 	1,150 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	17 , 	31 , 	26 , 	21 , 	99 , 	27 , 	29 , 	22 , 	89 , 	46 , 	68 , 	262 , 	38 , 	77 , 	116 , 	58 , 	68 , 	21 , 	20 , 	17 , 	14 , 	3 , 	4 , 	13 , 	7 , 	180 , 	97 , 	332 , 	95 , 	27 , 	21 , 	14 , 	18 , 	30 , 	16 , 	10 , 	26 , 	4 , 	18 ," 	2,075 ",,,Dtwn SF," 	1,176 ",,,,,,
CN, 	21 , 	22 , 	10 , 	4 , 	21 , 	6 , 	33 , 	17 , 	53 , 	5 , 	30 , 	52 , 	16 , 	7 , 	12 , 	9 , 	4 , 	20 , 	10 , 	49 , 	267 , 	48 , 	20 , 	26 , 	3 , 	121 , 	90 , 	182 , 	64 , 	24 , 	38 , 	15 , 	18 , 	33 , 	25 , 	-   , 	7 , 	23 , 	173 ," 	1,580 ",,,OAK," 	7,437 ", 	440 ,,,,,
PH, 	7 , 	10 , 	3 , 	5 , 	27 , 	7 , 	13 , 	11 , 	31 , 	5 , 	12 , 	99 , 	3 , 	4 , 	3 , 	1 , 	4 , 	14 , 	49 , 	8 , 	48 , 	12 , 	13 , 	28 , 	3 , 	175 , 	73 , 	221 , 	80 , 	17 , 	12 , 	14 , 	8 , 	20 , 	28 , 	1 , 	5 , 	10 , 	23 ," 	1,104 ",,,CM line," 	20,554 "," 	1,776 "," 	3,478 ",,,,
WC, 	10 , 	4 , 	7 , 	11 , 	33 , 	12 , 	19 , 	21 , 	52 , 	6 , 	9 , 	86 , 	9 , 	9 , 	6 , 	4 , 	4 , 	16 , 	276 , 	51 , 	8 , 	26 , 	15 , 	52 , 	3 , 	234 , 	106 , 	240 , 	113 , 	13 , 	21 , 	17 , 	11 , 	22 , 	27 , 	3 , 	4 , 	19 , 	53 ," 	1,624 ",,,RM line," 	8,072 "," 	2,845 "," 	2,154 "," 	2,785 ",,,
LF, 	4 , 	3 , 	3 , 	3 , 	16 , 	5 , 	7 , 	13 , 	32 , 	2 , 	10 , 	46 , 	2 , 	3 , 	3 , 	1 , 	1 , 	5 , 	54 , 	15 , 	27 , 	4 , 	7 , 	25 , 	1 , 	112 , 	61 , 	166 , 	62 , 	5 , 	7 , 	10 , 	4 , 	9 , 	14 , 	1 , 	1 , 	5 , 	9 , 	753 ,,,WP line," 	8,116 "," 	1,149 "," 	1,650 ", 	911 ," 	2,058 ",,
OR, 	4 , 	3 , 	3 , 	6 , 	18 , 	4 , 	9 , 	9 , 	18 , 	2 , 	13 , 	43 , 	-   , 	1 , 	2 , 	1 , 	2 , 	4 , 	20 , 	14 , 	12 , 	5 , 	2 , 	21 , 	2 , 	94 , 	48 , 	143 , 	56 , 	10 , 	7 , 	5 , 	5 , 	6 , 	9 , 	1 , 	1 , 	3 , 	9 , 	610 ,,,FT/ED line," 	12,098 "," 	3,528 "," 	2,790 "," 	3,860 "," 	1,929 "," 	7,086 "," 	95,892 "
RR, 	23 , 	12 , 	17 , 	18 , 	15 , 	8 , 	13 , 	18 , 	47 , 	12 , 	20 , 	71 , 	8 , 	11 , 	5 , 	3 , 	4 , 	10 , 	32 , 	20 , 	31 , 	19 , 	16 , 	3 , 	7 , 	202 , 	163 , 	368 , 	156 , 	39 , 	42 , 	15 , 	5 , 	21 , 	18 , 	1 , 	7 , 	4 , 	11 ," 	1,489 ",,,,,,,,,,
OW, 	23 , 	19 , 	4 , 	6 , 	28 , 	22 , 	22 , 	15 , 	26 , 	6 , 	51 , 	46 , 	13 , 	15 , 	5 , 	3 , 	3 , 	7 , 	5 , 	2 , 	3 , 	1 , 	1 , 	3 , 	2 , 	169 , 	96 , 	310 , 	86 , 	45 , 	40 , 	10 , 	13 , 	5 , 	6 , 	3 , 	6 , 	1 , 	9 ," 	1,126 ",,,,,,,,,,
EM, 	57 , 	173 , 	100 , 	144 , 	327 , 	114 , 	181 , 	120 , 	247 , 	114 , 	156 , 	327 , 	106 , 	99 , 	58 , 	58 , 	93 , 	187 , 	148 , 	198 , 	241 , 	136 , 	108 , 	216 , 	186 , 	40 , 	26 , 	150 , 	64 , 	198 , 	295 , 	137 , 	203 , 	153 , 	110 , 	94 , 	500 , 	51 , 	141 ," 	6,054 ",,,,,,,,,,
MT, 	108 , 	150 , 	119 , 	124 , 	283 , 	86 , 	142 , 	107 , 	239 , 	113 , 	174 , 	203 , 	95 , 	75 , 	39 , 	40 , 	64 , 	127 , 	75 , 	82 , 	114 , 	52 , 	52 , 	128 , 	105 , 	30 , 	33 , 	48 , 	38 , 	288 , 	357 , 	323 , 	887 , 	148 , 	134 , 	35 , 	124 , 	20 , 	69 ," 	5,427 ",,,,,,,,,,
PL, 	146 , 	293 , 	183 , 	201 , 	749 , 	225 , 	356 , 	210 , 	490 , 	260 , 	419 , 	487 , 	208 , 	191 , 	109 , 	88 , 	164 , 	339 , 	192 , 	249 , 	270 , 	196 , 	169 , 	368 , 	395 , 	135 , 	38 , 	128 , 	145 , 	804 ," 	1,247 ", 	651 ," 	1,100 ", 	633 , 	507 , 	130 , 	530 , 	67 , 	211 ," 	13,281 ",,,,,,,,,,
CC, 	60 , 	97 , 	58 , 	107 , 	219 , 	111 , 	163 , 	118 , 	171 , 	91 , 	131 , 	222 , 	73 , 	71 , 	35 , 	23 , 	42 , 	101 , 	63 , 	80 , 	115 , 	63 , 	52 , 	119 , 	93 , 	42 , 	40 , 	149 , 	71 , 	459 , 	590 , 	224 , 	566 , 	203 , 	224 , 	47 , 	167 , 	26 , 	64 ," 	5,350 ",,,,,,,,,,
16, 	57 , 	32 , 	17 , 	26 , 	103 , 	48 , 	62 , 	40 , 	62 , 	32 , 	82 , 	92 , 	24 , 	10 , 	17 , 	6 , 	13 , 	21 , 	26 , 	16 , 	13 , 	7 , 	10 , 	44 , 	51 , 	158 , 	197 , 	807 , 	453 , 	31 , 	144 , 	108 , 	235 , 	93 , 	100 , 	9 , 	23 , 	4 , 	24 ," 	3,301 ",,,,,,,,,,
24, 	67 , 	52 , 	17 , 	35 , 	69 , 	63 , 	69 , 	41 , 	63 , 	40 , 	121 , 	124 , 	26 , 	26 , 	20 , 	11 , 	17 , 	25 , 	45 , 	14 , 	23 , 	10 , 	11 , 	51 , 	45 , 	254 , 	278 ," 	1,178 ", 	616 , 	139 , 	54 , 	131 , 	287 , 	153 , 	151 , 	5 , 	29 , 	8 , 	50 ," 	4,410 ",,,,,,,,,,
GP, 	13 , 	20 , 	10 , 	10 , 	33 , 	14 , 	18 , 	16 , 	28 , 	19 , 	20 , 	53 , 	13 , 	9 , 	5 , 	4 , 	4 , 	10 , 	14 , 	17 , 	13 , 	9 , 	5 , 	23 , 	15 , 	138 , 	161 , 	835 , 	205 , 	92 , 	96 , 	19 , 	33 , 	33 , 	50 , 	6 , 	16 , 	3 , 	18 ," 	2,097 ",,,,,,,,,,
BP, 	24 , 	31 , 	5 , 	6 , 	29 , 	9 , 	17 , 	12 , 	45 , 	11 , 	36 , 	39 , 	20 , 	14 , 	12 , 	11 , 	12 , 	17 , 	15 , 	8 , 	7 , 	2 , 	3 , 	6 , 	15 , 	192 , 	269 ," 	1,805 ", 	454 , 	223 , 	258 , 	42 , 	30 , 	35 , 	94 , 	4 , 	16 , 	4 , 	35 ," 	3,861 ",,,,,,,,,,
DC, 	18 , 	21 , 	13 , 	8 , 	46 , 	13 , 	21 , 	12 , 	41 , 	21 , 	27 , 	84 , 	18 , 	23 , 	13 , 	10 , 	9 , 	20 , 	23 , 	19 , 	20 , 	7 , 	6 , 	16 , 	10 , 	144 , 	137 , 	631 , 	218 , 	118 , 	157 , 	40 , 	52 , 	16 , 	43 , 	10 , 	36 , 	6 , 	26 ," 	2,145 ",,,,,,,,,,
CM, 	20 , 	32 , 	8 , 	8 , 	46 , 	14 , 	16 , 	11 , 	42 , 	6 , 	17 , 	42 , 	9 , 	10 , 	11 , 	7 , 	7 , 	12 , 	35 , 	22 , 	21 , 	11 , 	11 , 	14 , 	7 , 	126 , 	116 , 	520 , 	223 , 	88 , 	147 , 	46 , 	88 , 	44 , 	10 , 	2 , 	14 , 	6 , 	51 ," 	1,914 ",,,,,,,,,,
CV, 	1 , 	4 , 	2 , 	2 , 	18 , 	4 , 	4 , 	2 , 	8 , 	27 , 	31 , 	105 , 	18 , 	31 , 	14 , 	6 , 	8 , 	10 , 	3 , 	1 , 	2 , 	1 , 	1 , 	2 , 	2 , 	86 , 	42 , 	121 , 	53 , 	11 , 	6 , 	9 , 	5 , 	11 , 	5 , 	4 , 	54 , 	-   , 	3 , 	712 ,,,,,,,,,,
ED, 	7 , 	11 , 	5 , 	6 , 	47 , 	10 , 	12 , 	10 , 	26 , 	37 , 	57 , 	438 , 	36 , 	73 , 	28 , 	21 , 	22 , 	25 , 	5 , 	5 , 	2 , 	2 , 	1 , 	8 , 	7 , 	481 , 	147 , 	513 , 	175 , 	23 , 	26 , 	18 , 	12 , 	40 , 	27 , 	58 , 	25 , 	2 , 	6 ," 	2,447 ",,,,,,,,,,
NC, 	0 , 	3 , 	1 , 	0 , 	4 , 	1 , 	6 , 	4 , 	10 , 	1 , 	1 , 	28 , 	1 , 	1 , 	3 , 	-   , 	2 , 	4 , 	20 , 	5 , 	17 , 	4 , 	1 , 	4 , 	1 , 	60 , 	23 , 	63 , 	18 , 	3 , 	5 , 	5 , 	2 , 	7 , 	6 , 	1 , 	1 , 	3 , 	19 , 	338 ,,,,,,,,,,
WP, 	24 , 	22 , 	7 , 	6 , 	25 , 	9 , 	45 , 	17 , 	47 , 	6 , 	26 , 	92 , 	8 , 	11 , 	9 , 	10 , 	12 , 	18 , 	158 , 	29 , 	54 , 	13 , 	9 , 	16 , 	10 , 	148 , 	65 , 	198 , 	80 , 	29 , 	47 , 	18 , 	31 , 	31 , 	53 , 	3 , 	4 , 	22 , 	15 ," 	1,420 ",,,,,,,,,,
Entries," 	1,546 "," 	2,128 "," 	1,228 "," 	1,228 "," 	3,989 "," 	1,682 "," 	1,951 "," 	1,414 "," 	3,015 "," 	1,458 "," 	2,762 "," 	5,054 "," 	1,486 "," 	1,652 "," 	1,345 ", 	838 ," 	1,079 "," 	2,073 "," 	1,609 "," 	1,161 "," 	1,616 ", 	781 , 	625 ," 	1,434 "," 	1,278 "," 	5,258 "," 	3,919 "," 	13,783 "," 	5,557 "," 	3,444 "," 	4,469 "," 	2,158 "," 	3,924 "," 	2,139 "," 	2,017 ", 	694 ," 	2,368 ", 	361 ," 	1,366 "," 	95,892 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
