Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jan-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
CL, 	107 , 	173 , 	131 , 	101 , 	146 , 	108 , 	187 , 	106 , 	262 , 	164 , 	356 , 	11 , 	372 , 	406 , 	261 , 	149 , 	238 , 	296 , 	108 , 	117 , 	125 , 	100 , 	103 , 	77 , 	85 , 	208 , 	163 , 	360 , 	217 , 	78 , 	111 , 	61 , 	47 , 	102 , 	48 , 	205 , 	385 , 	64 , 	123 ," 	6,463 ",,,RM line," 	5,821 "," 	2,386 "," 	1,544 "," 	4,400 ", 	705 ," 	2,454 "," 	17,311 "
SL, 	17 , 	40 , 	9 , 	15 , 	68 , 	28 , 	44 , 	47 , 	116 , 	100 , 	163 , 	303 , 	10 , 	85 , 	107 , 	47 , 	46 , 	56 , 	9 , 	7 , 	11 , 	4 , 	1 , 	10 , 	17 , 	126 , 	134 , 	329 , 	108 , 	35 , 	45 , 	14 , 	18 , 	17 , 	14 , 	27 , 	54 , 	2 , 	10 ," 	2,295 ",,,WP line," 	5,400 ", 	902 , 	995 , 	769 ," 	3,110 "," 	1,289 "," 	12,465 "
BF, 	18 , 	28 , 	9 , 	16 , 	85 , 	28 , 	62 , 	57 , 	121 , 	102 , 	228 , 	409 , 	92 , 	8 , 	109 , 	82 , 	77 , 	103 , 	14 , 	10 , 	11 , 	5 , 	3 , 	10 , 	41 , 	119 , 	109 , 	276 , 	91 , 	23 , 	40 , 	12 , 	17 , 	18 , 	14 , 	45 , 	116 , 	2 , 	14 ," 	2,619 ",,,FT/ED line," 	7,592 "," 	2,972 "," 	1,826 "," 	2,501 "," 	1,425 "," 	10,879 "," 	27,195 "
HY, 	29 , 	36 , 	5 , 	16 , 	65 , 	24 , 	44 , 	34 , 	83 , 	31 , 	176 , 	243 , 	113 , 	118 , 	14 , 	92 , 	108 , 	170 , 	17 , 	8 , 	9 , 	3 , 	2 , 	8 , 	23 , 	70 , 	73 , 	182 , 	77 , 	18 , 	44 , 	7 , 	15 , 	17 , 	15 , 	22 , 	38 , 	1 , 	11 ," 	2,055 ",,,Entries," 	41,759 "," 	13,817 "," 	26,180 "," 	17,754 "," 	12,280 "," 	26,638 "," 	138,429 "
SH, 	8 , 	15 , 	5 , 	4 , 	26 , 	9 , 	15 , 	19 , 	45 , 	21 , 	54 , 	138 , 	38 , 	79 , 	90 , 	6 , 	54 , 	90 , 	6 , 	3 , 	3 , 	0 , 	1 , 	5 , 	7 , 	48 , 	47 , 	149 , 	46 , 	12 , 	38 , 	8 , 	10 , 	17 , 	11 , 	9 , 	24 , 	2 , 	8 ," 	1,166 ",,,,,,,,,,
UC, 	10 , 	17 , 	16 , 	9 , 	54 , 	13 , 	21 , 	26 , 	67 , 	54 , 	81 , 	212 , 	47 , 	86 , 	130 , 	67 , 	12 , 	120 , 	15 , 	7 , 	7 , 	2 , 	2 , 	4 , 	8 , 	93 , 	94 , 	246 , 	71 , 	18 , 	28 , 	13 , 	16 , 	19 , 	8 , 	8 , 	22 , 	1 , 	5 ," 	1,724 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	36 , 	27 , 	23 , 	15 , 	157 , 	14 , 	46 , 	23 , 	132 , 	52 , 	191 , 	166 , 	90 , 	66 , 	205 , 	61 , 	118 , 	11 , 	13 , 	28 , 	13 , 	8 , 	6 , 	15 , 	4 , 	249 , 	100 , 	537 , 	95 , 	35 , 	12 , 	20 , 	10 , 	29 , 	8 , 	26 , 	68 , 	13 , 	20 ," 	2,739 ",,,Dtwn SF," 	1,673 ",,,,,,
CN, 	30 , 	25 , 	14 , 	11 , 	56 , 	11 , 	36 , 	27 , 	69 , 	14 , 	50 , 	91 , 	8 , 	13 , 	20 , 	9 , 	12 , 	17 , 	26 , 	136 , 	271 , 	74 , 	35 , 	37 , 	6 , 	142 , 	101 , 	282 , 	99 , 	42 , 	58 , 	25 , 	21 , 	35 , 	31 , 	4 , 	9 , 	26 , 	176 ," 	2,141 ",,,OAK," 	10,894 ", 	791 ,,,,,
PH, 	8 , 	8 , 	6 , 	9 , 	44 , 	9 , 	25 , 	39 , 	54 , 	11 , 	15 , 	32 , 	5 , 	7 , 	8 , 	4 , 	6 , 	18 , 	101 , 	15 , 	81 , 	25 , 	12 , 	44 , 	4 , 	176 , 	175 , 	344 , 	135 , 	21 , 	29 , 	17 , 	13 , 	21 , 	27 , 	-   , 	5 , 	13 , 	59 ," 	1,627 ",,,CM line," 	31,063 "," 	2,551 "," 	5,347 ",,,,
WC, 	15 , 	14 , 	12 , 	14 , 	68 , 	13 , 	28 , 	34 , 	70 , 	18 , 	25 , 	115 , 	10 , 	8 , 	8 , 	3 , 	8 , 	18 , 	414 , 	116 , 	11 , 	49 , 	25 , 	79 , 	6 , 	196 , 	168 , 	403 , 	167 , 	20 , 	27 , 	16 , 	9 , 	18 , 	28 , 	2 , 	5 , 	36 , 	95 ," 	2,367 ",,,RM line," 	12,158 "," 	4,635 "," 	3,042 "," 	4,400 ",,,
LF, 	5 , 	8 , 	6 , 	4 , 	32 , 	4 , 	15 , 	19 , 	36 , 	9 , 	16 , 	92 , 	5 , 	4 , 	2 , 	2 , 	2 , 	5 , 	83 , 	36 , 	52 , 	6 , 	14 , 	38 , 	5 , 	112 , 	88 , 	201 , 	92 , 	14 , 	12 , 	8 , 	6 , 	7 , 	14 , 	1 , 	1 , 	3 , 	12 ," 	1,066 ",,,WP line," 	10,599 "," 	1,774 "," 	1,963 "," 	1,474 "," 	3,110 ",,
OR, 	8 , 	5 , 	6 , 	3 , 	27 , 	7 , 	21 , 	13 , 	26 , 	7 , 	19 , 	95 , 	2 , 	1 , 	2 , 	1 , 	1 , 	6 , 	38 , 	15 , 	31 , 	14 , 	7 , 	31 , 	2 , 	100 , 	86 , 	182 , 	87 , 	11 , 	14 , 	5 , 	4 , 	5 , 	12 , 	1 , 	1 , 	3 , 	6 , 	901 ,,,FT/ED line," 	15,057 "," 	5,773 "," 	3,576 "," 	4,955 "," 	2,715 "," 	10,879 "," 	138,429 "
RR, 	50 , 	37 , 	22 , 	25 , 	32 , 	12 , 	17 , 	26 , 	50 , 	19 , 	39 , 	86 , 	11 , 	14 , 	5 , 	3 , 	4 , 	6 , 	51 , 	25 , 	43 , 	22 , 	23 , 	5 , 	6 , 	234 , 	258 , 	525 , 	273 , 	53 , 	38 , 	15 , 	6 , 	14 , 	15 , 	2 , 	5 , 	6 , 	21 ," 	2,094 ",,,,,,,,,,
OW, 	30 , 	27 , 	7 , 	13 , 	38 , 	28 , 	42 , 	18 , 	43 , 	18 , 	74 , 	84 , 	16 , 	37 , 	12 , 	4 , 	9 , 	4 , 	7 , 	4 , 	6 , 	7 , 	1 , 	9 , 	3 , 	186 , 	236 , 	531 , 	163 , 	60 , 	60 , 	13 , 	21 , 	7 , 	7 , 	1 , 	12 , 	1 , 	12 ," 	1,851 ",,,,,,,,,,
EM, 	61 , 	190 , 	96 , 	132 , 	341 , 	111 , 	204 , 	148 , 	292 , 	127 , 	223 , 	218 , 	125 , 	146 , 	112 , 	80 , 	104 , 	180 , 	126 , 	166 , 	193 , 	108 , 	106 , 	236 , 	188 , 	33 , 	47 , 	245 , 	117 , 	426 , 	444 , 	204 , 	287 , 	201 , 	140 , 	84 , 	291 , 	47 , 	115 ," 	6,691 ",,,,,,,,,,
MT, 	83 , 	192 , 	114 , 	172 , 	303 , 	138 , 	229 , 	157 , 	319 , 	157 , 	228 , 	151 , 	123 , 	119 , 	72 , 	44 , 	104 , 	205 , 	101 , 	171 , 	171 , 	94 , 	91 , 	246 , 	237 , 	37 , 	56 , 	73 , 	85 , 	443 , 	585 , 	423 , 	927 , 	327 , 	210 , 	73 , 	196 , 	41 , 	94 ," 	7,586 ",,,,,,,,,,
PL, 	255 , 	541 , 	469 , 	408 ," 	1,251 ", 	321 , 	540 , 	324 , 	616 , 	354 , 	788 , 	435 , 	315 , 	258 , 	166 , 	126 , 	215 , 	443 , 	294 , 	341 , 	382 , 	216 , 	191 , 	516 , 	547 , 	155 , 	70 , 	95 , 	228 ," 	1,304 "," 	1,839 "," 	1,026 "," 	1,505 ", 	900 , 	667 , 	142 , 	513 , 	81 , 	189 ," 	19,028 ",,,,,,,,,,
CC, 	66 , 	177 , 	127 , 	237 , 	354 , 	199 , 	324 , 	182 , 	235 , 	127 , 	217 , 	154 , 	85 , 	92 , 	73 , 	41 , 	65 , 	151 , 	91 , 	132 , 	148 , 	83 , 	79 , 	228 , 	165 , 	84 , 	74 , 	202 , 	72 , 	672 , 	997 , 	374 , 	659 , 	359 , 	292 , 	65 , 	247 , 	38 , 	86 ," 	8,054 ",,,,,,,,,,
16, 	86 , 	62 , 	32 , 	52 , 	125 , 	76 , 	108 , 	65 , 	85 , 	49 , 	126 , 	87 , 	32 , 	28 , 	21 , 	11 , 	20 , 	20 , 	32 , 	17 , 	23 , 	14 , 	12 , 	67 , 	64 , 	245 , 	372 ," 	1,447 ", 	669 , 	50 , 	331 , 	236 , 	420 , 	169 , 	-   , 	-   , 	-   , 	-   , 	-   ," 	5,256 ",,,,,,,,,,
24, 	117 , 	94 , 	35 , 	54 , 	107 , 	70 , 	85 , 	59 , 	88 , 	54 , 	200 , 	106 , 	47 , 	39 , 	32 , 	38 , 	23 , 	28 , 	60 , 	34 , 	30 , 	12 , 	12 , 	57 , 	77 , 	380 , 	541 ," 	2,025 ", 	970 , 	319 , 	71 , 	203 , 	431 , 	220 , 	194 , 	13 , 	35 , 	12 , 	58 ," 	7,025 ",,,,,,,,,,
GP, 	14 , 	26 , 	11 , 	20 , 	42 , 	15 , 	29 , 	20 , 	40 , 	22 , 	36 , 	59 , 	17 , 	7 , 	9 , 	7 , 	11 , 	11 , 	14 , 	11 , 	17 , 	7 , 	6 , 	19 , 	19 , 	189 , 	294 ," 	1,322 ", 	331 , 	186 , 	178 , 	32 , 	72 , 	31 , 	55 , 	5 , 	14 , 	5 , 	20 ," 	3,214 ",,,,,,,,,,
BP, 	30 , 	47 , 	8 , 	11 , 	33 , 	17 , 	25 , 	25 , 	58 , 	22 , 	61 , 	48 , 	16 , 	24 , 	15 , 	10 , 	14 , 	16 , 	23 , 	14 , 	9 , 	5 , 	3 , 	10 , 	28 , 	263 , 	464 ," 	2,479 ", 	616 , 	383 , 	440 , 	67 , 	40 , 	50 , 	102 , 	4 , 	11 , 	4 , 	38 ," 	5,529 ",,,,,,,,,,
DC, 	21 , 	44 , 	14 , 	16 , 	63 , 	14 , 	20 , 	24 , 	62 , 	28 , 	41 , 	99 , 	19 , 	18 , 	17 , 	11 , 	20 , 	22 , 	26 , 	23 , 	22 , 	4 , 	6 , 	16 , 	15 , 	174 , 	292 ," 	1,043 ", 	316 , 	147 , 	198 , 	36 , 	66 , 	12 , 	53 , 	9 , 	29 , 	7 , 	25 ," 	3,072 ",,,,,,,,,,
CM, 	19 , 	34 , 	14 , 	17 , 	49 , 	13 , 	18 , 	30 , 	50 , 	16 , 	29 , 	48 , 	11 , 	14 , 	13 , 	9 , 	12 , 	14 , 	43 , 	24 , 	30 , 	14 , 	15 , 	16 , 	10 , 	163 , 	199 , 	768 , 	291 , 	125 , 	195 , 	65 , 	109 , 	53 , 	12 , 	5 , 	15 , 	12 , 	44 ," 	2,614 ",,,,,,,,,,
CV, 	5 , 	6 , 	2 , 	6 , 	27 , 	2 , 	5 , 	8 , 	16 , 	34 , 	33 , 	191 , 	31 , 	53 , 	20 , 	10 , 	8 , 	19 , 	4 , 	3 , 	3 , 	1 , 	1 , 	2 , 	3 , 	91 , 	77 , 	182 , 	69 , 	9 , 	11 , 	5 , 	4 , 	9 , 	5 , 	5 , 	61 , 	-   , 	4 ," 	1,020 ",,,,,,,,,,
ED, 	10 , 	15 , 	8 , 	5 , 	60 , 	17 , 	21 , 	22 , 	35 , 	57 , 	92 , 	357 , 	48 , 	135 , 	37 , 	23 , 	22 , 	45 , 	6 , 	5 , 	6 , 	1 , 	2 , 	9 , 	13 , 	326 , 	205 , 	625 , 	250 , 	33 , 	29 , 	15 , 	14 , 	37 , 	21 , 	65 , 	12 , 	0 , 	8 ," 	2,686 ",,,,,,,,,,
NC, 	3 , 	2 , 	1 , 	1 , 	11 , 	4 , 	6 , 	5 , 	12 , 	2 , 	6 , 	59 , 	1 , 	1 , 	3 , 	1 , 	1 , 	3 , 	29 , 	11 , 	26 , 	3 , 	2 , 	10 , 	1 , 	61 , 	32 , 	91 , 	39 , 	11 , 	13 , 	5 , 	6 , 	9 , 	11 , 	0 , 	0 , 	4 , 	30 , 	511 ,,,,,,,,,,
WP, 	15 , 	25 , 	9 , 	4 , 	29 , 	10 , 	51 , 	34 , 	58 , 	9 , 	36 , 	116 , 	11 , 	14 , 	15 , 	9 , 	13 , 	27 , 	230 , 	51 , 	87 , 	12 , 	13 , 	26 , 	17 , 	113 , 	102 , 	242 , 	100 , 	34 , 	60 , 	24 , 	36 , 	33 , 	48 , 	2 , 	8 , 	31 , 	10 ," 	1,758 ",,,,,,,,,,
Entries," 	2,143 "," 	3,239 "," 	1,945 "," 	1,958 "," 	6,133 "," 	2,335 "," 	3,108 "," 	2,260 "," 	4,341 "," 	2,171 "," 	4,604 "," 	6,034 "," 	2,312 "," 	2,612 "," 	2,111 "," 	1,192 "," 	1,658 "," 	2,675 "," 	2,308 "," 	1,741 "," 	2,123 "," 	1,034 ", 	908 ," 	2,108 "," 	1,937 "," 	6,112 "," 	6,648 "," 	20,662 "," 	8,336 "," 	5,489 "," 	6,908 "," 	3,231 "," 	5,133 "," 	3,069 "," 	2,350 ", 	955 ," 	2,485 ", 	509 ," 	1,549 "," 	138,429 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
