Exit stations,Entry stations->,,SATURDAY,,,Jul 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	32 , 	34 , 	47 , 	25 , 	148 , 	29 , 	50 , 	27 , 	42 , 	9 , 	34 , 	24 , 	11 , 	9 , 	10 , 	5 , 	5 , 	3 , 	6 , 	5 , 	5 , 	5 , 	4 , 	7 , 	12 , 	93 , 	51 , 	163 , 	61 , 	50 , 	75 , 	14 , 	18 , 	16 , 	6 , 	3 , 	3 , 	1 , 	5 , 	4 , 	8 , 	30 , 	10 , 	1 , 	4 , 	8 , 	5 , 	10 , 	6 , 	5 ," 	1,236 ",,,,,,,,,,
CL, 	26 , 	37 , 	26 , 	20 , 	41 , 	30 , 	43 , 	44 , 	41 , 	59 , 	81 , 	16 , 	64 , 	64 , 	49 , 	30 , 	27 , 	38 , 	20 , 	19 , 	22 , 	10 , 	9 , 	15 , 	28 , 	97 , 	75 , 	161 , 	66 , 	46 , 	46 , 	12 , 	15 , 	19 , 	3 , 	37 , 	131 , 	7 , 	10 , 	4 , 	7 , 	12 , 	12 , 	31 , 	15 , 	23 , 	34 , 	37 , 	3 , 	11 ," 	1,774 ",,,,,,,,,,
SL, 	14 , 	14 , 	4 , 	7 , 	34 , 	12 , 	24 , 	32 , 	44 , 	66 , 	73 , 	69 , 	15 , 	49 , 	52 , 	32 , 	26 , 	27 , 	7 , 	5 , 	5 , 	2 , 	2 , 	10 , 	14 , 	118 , 	85 , 	196 , 	81 , 	37 , 	30 , 	9 , 	24 , 	13 , 	3 , 	12 , 	32 , 	1 , 	4 , 	3 , 	3 , 	17 , 	3 , 	21 , 	3 , 	18 , 	18 , 	27 , 	0 , 	7 ," 	1,402 ",,,,,,,,,,
BF, 	12 , 	14 , 	8 , 	7 , 	29 , 	11 , 	19 , 	28 , 	38 , 	63 , 	93 , 	63 , 	46 , 	23 , 	48 , 	28 , 	22 , 	28 , 	8 , 	3 , 	4 , 	1 , 	2 , 	4 , 	16 , 	111 , 	82 , 	201 , 	63 , 	34 , 	26 , 	9 , 	20 , 	11 , 	6 , 	16 , 	43 , 	2 , 	4 , 	2 , 	3 , 	10 , 	3 , 	26 , 	4 , 	21 , 	39 , 	20 , 	1 , 	5 ," 	1,379 ",,,,,,,,,,
HY, 	11 , 	17 , 	5 , 	10 , 	22 , 	10 , 	23 , 	29 , 	24 , 	29 , 	71 , 	49 , 	57 , 	45 , 	15 , 	40 , 	37 , 	51 , 	5 , 	3 , 	3 , 	3 , 	0 , 	3 , 	14 , 	71 , 	34 , 	77 , 	37 , 	16 , 	15 , 	7 , 	8 , 	8 , 	3 , 	5 , 	18 , 	0 , 	3 , 	2 , 	3 , 	6 , 	4 , 	12 , 	4 , 	27 , 	26 , 	37 , 	1 , 	6 ," 	1,006 ",,,,,,,,,,
SH, 	4 , 	8 , 	5 , 	4 , 	12 , 	4 , 	8 , 	11 , 	17 , 	15 , 	28 , 	31 , 	30 , 	24 , 	30 , 	6 , 	21 , 	24 , 	2 , 	2 , 	5 , 	1 , 	2 , 	2 , 	4 , 	50 , 	30 , 	56 , 	27 , 	11 , 	16 , 	1 , 	5 , 	7 , 	1 , 	5 , 	8 , 	1 , 	4 , 	2 , 	1 , 	3 , 	1 , 	8 , 	4 , 	31 , 	15 , 	23 , 	0 , 	3 , 	613 ,,,,,,,,,,
UC, 	5 , 	10 , 	4 , 	4 , 	29 , 	5 , 	13 , 	13 , 	14 , 	16 , 	24 , 	24 , 	24 , 	25 , 	44 , 	19 , 	10 , 	30 , 	2 , 	3 , 	2 , 	0 , 	0 , 	2 , 	6 , 	90 , 	43 , 	82 , 	36 , 	19 , 	11 , 	4 , 	7 , 	12 , 	0 , 	2 , 	16 , 	2 , 	3 , 	2 , 	1 , 	9 , 	1 , 	7 , 	4 , 	29 , 	37 , 	34 , 	0 , 	2 , 	783 ,,,,,,,,,,
FM, 	7 , 	8 , 	4 , 	6 , 	35 , 	8 , 	14 , 	22 , 	17 , 	23 , 	33 , 	36 , 	26 , 	30 , 	54 , 	33 , 	33 , 	22 , 	4 , 	2 , 	2 , 	0 , 	1 , 	2 , 	4 , 	113 , 	53 , 	97 , 	47 , 	26 , 	11 , 	7 , 	6 , 	9 , 	2 , 	4 , 	20 , 	-   , 	2 , 	1 , 	1 , 	18 , 	2 , 	4 , 	9 , 	29 , 	48 , 	53 , 	2 , 	4 , 	994 ,,,,,,,,,,
CN, 	8 , 	9 , 	5 , 	7 , 	18 , 	6 , 	34 , 	24 , 	23 , 	4 , 	9 , 	22 , 	8 , 	8 , 	5 , 	3 , 	2 , 	4 , 	22 , 	30 , 	96 , 	62 , 	15 , 	27 , 	7 , 	129 , 	69 , 	124 , 	59 , 	30 , 	24 , 	10 , 	10 , 	13 , 	5 , 	1 , 	2 , 	10 , 	65 , 	5 , 	7 , 	56 , 	4 , 	3 , 	10 , 	3 , 	4 , 	7 , 	35 , 	43 ," 	1,190 ",,,,,,,,,,
PH, 	4 , 	6 , 	5 , 	6 , 	16 , 	4 , 	20 , 	25 , 	15 , 	2 , 	6 , 	15 , 	5 , 	4 , 	1 , 	3 , 	3 , 	2 , 	33 , 	20 , 	37 , 	14 , 	4 , 	32 , 	6 , 	156 , 	69 , 	117 , 	61 , 	22 , 	18 , 	11 , 	5 , 	9 , 	2 , 	2 , 	2 , 	5 , 	22 , 	4 , 	4 , 	61 , 	2 , 	2 , 	9 , 	3 , 	15 , 	4 , 	11 , 	18 , 	920 ,,,,,,,,,,
WC, 	8 , 	10 , 	7 , 	8 , 	25 , 	6 , 	32 , 	43 , 	35 , 	5 , 	13 , 	18 , 	6 , 	5 , 	3 , 	4 , 	3 , 	2 , 	124 , 	49 , 	16 , 	23 , 	14 , 	61 , 	5 , 	215 , 	99 , 	137 , 	90 , 	35 , 	20 , 	13 , 	11 , 	12 , 	4 , 	1 , 	2 , 	11 , 	48 , 	5 , 	4 , 	84 , 	3 , 	1 , 	13 , 	1 , 	2 , 	5 , 	18 , 	30 ," 	1,388 ",,,,,,,,,,
LF, 	3 , 	3 , 	3 , 	2 , 	11 , 	2 , 	21 , 	17 , 	13 , 	2 , 	5 , 	9 , 	1 , 	1 , 	3 , 	1 , 	1 , 	2 , 	72 , 	18 , 	20 , 	7 , 	6 , 	26 , 	1 , 	125 , 	68 , 	72 , 	44 , 	18 , 	12 , 	5 , 	4 , 	4 , 	1 , 	0 , 	0 , 	4 , 	12 , 	2 , 	2 , 	48 , 	3 , 	-   , 	5 , 	1 , 	1 , 	2 , 	4 , 	5 , 	693 ,,,,,,,,,,
OR, 	2 , 	3 , 	3 , 	1 , 	13 , 	2 , 	9 , 	14 , 	15 , 	0 , 	6 , 	7 , 	3 , 	2 , 	0 , 	1 , 	1 , 	2 , 	18 , 	4 , 	20 , 	8 , 	10 , 	24 , 	3 , 	122 , 	48 , 	61 , 	44 , 	19 , 	9 , 	8 , 	2 , 	2 , 	-   , 	0 , 	1 , 	1 , 	4 , 	2 , 	2 , 	29 , 	1 , 	0 , 	3 , 	0 , 	2 , 	1 , 	4 , 	2 , 	541 ,,,,,,,,,,
RR, 	12 , 	13 , 	14 , 	8 , 	9 , 	7 , 	26 , 	53 , 	34 , 	3 , 	18 , 	16 , 	9 , 	7 , 	3 , 	2 , 	2 , 	3 , 	27 , 	35 , 	54 , 	31 , 	25 , 	15 , 	17 , 	228 , 	141 , 	172 , 	118 , 	82 , 	50 , 	27 , 	13 , 	17 , 	3 , 	1 , 	2 , 	4 , 	13 , 	3 , 	5 , 	73 , 	5 , 	0 , 	4 , 	0 , 	3 , 	4 , 	2 , 	14 ," 	1,424 ",,,,,,,,,,
OW, 	9 , 	7 , 	4 , 	5 , 	21 , 	7 , 	22 , 	29 , 	30 , 	11 , 	49 , 	27 , 	16 , 	17 , 	13 , 	4 , 	3 , 	2 , 	10 , 	6 , 	6 , 	1 , 	3 , 	13 , 	19 , 	363 , 	235 , 	386 , 	212 , 	168 , 	99 , 	26 , 	22 , 	20 , 	6 , 	6 , 	12 , 	1 , 	6 , 	5 , 	5 , 	49 , 	10 , 	4 , 	5 , 	4 , 	6 , 	7 , 	3 , 	6 ," 	2,002 ",,,,,,,,,,
EM, 	102 , 	195 , 	124 , 	164 , 	451 , 	140 , 	274 , 	285 , 	273 , 	173 , 	175 , 	108 , 	135 , 	133 , 	76 , 	62 , 	105 , 	141 , 	148 , 	181 , 	247 , 	153 , 	146 , 	251 , 	448 , 	126 , 	16 , 	135 , 	91 , 	287 , 	340 , 	176 , 	209 , 	211 , 	69 , 	87 , 	425 , 	43 , 	80 , 	60 , 	67 , 	221 , 	165 , 	137 , 	39 , 	68 , 	106 , 	142 , 	15 , 	67 ," 	8,071 ",,,,,,,,,,
MT, 	82 , 	130 , 	79 , 	105 , 	255 , 	91 , 	194 , 	197 , 	194 , 	125 , 	143 , 	81 , 	108 , 	115 , 	43 , 	41 , 	56 , 	62 , 	78 , 	87 , 	103 , 	71 , 	55 , 	163 , 	278 , 	20 , 	37 , 	22 , 	56 , 	167 , 	230 , 	142 , 	250 , 	190 , 	69 , 	57 , 	155 , 	17 , 	50 , 	38 , 	46 , 	235 , 	94 , 	50 , 	25 , 	35 , 	82 , 	85 , 	9 , 	37 ," 	5,134 ",,,,,,,,,,
PL, 	148 , 	220 , 	94 , 	92 , 	316 , 	106 , 	197 , 	219 , 	243 , 	161 , 	202 , 	159 , 	158 , 	150 , 	65 , 	48 , 	77 , 	72 , 	111 , 	99 , 	128 , 	63 , 	61 , 	152 , 	388 , 	122 , 	17 , 	121 , 	77 , 	481 , 	548 , 	328 , 	533 , 	417 , 	139 , 	54 , 	213 , 	31 , 	102 , 	107 , 	133 , 	767 , 	193 , 	54 , 	46 , 	32 , 	66 , 	80 , 	16 , 	59 ," 	8,466 ",,,,,,,,,,
CC, 	72 , 	91 , 	57 , 	73 , 	154 , 	73 , 	155 , 	174 , 	129 , 	101 , 	146 , 	77 , 	73 , 	57 , 	32 , 	27 , 	34 , 	36 , 	46 , 	51 , 	88 , 	47 , 	47 , 	115 , 	212 , 	87 , 	35 , 	73 , 	51 , 	175 , 	225 , 	114 , 	140 , 	194 , 	70 , 	35 , 	120 , 	13 , 	35 , 	51 , 	74 , 	188 , 	142 , 	38 , 	16 , 	20 , 	37 , 	59 , 	9 , 	23 ," 	4,192 ",,,,,,,,,,
16, 	57 , 	65 , 	39 , 	65 , 	115 , 	62 , 	149 , 	167 , 	121 , 	77 , 	89 , 	42 , 	34 , 	40 , 	20 , 	12 , 	16 , 	26 , 	25 , 	26 , 	36 , 	17 , 	21 , 	97 , 	186 , 	265 , 	148 , 	515 , 	202 , 	26 , 	88 , 	137 , 	148 , 	197 , 	57 , 	18 , 	40 , 	6 , 	15 , 	41 , 	63 , 	144 , 	110 , 	16 , 	7 , 	11 , 	20 , 	36 , 	5 , 	11 ," 	3,927 ",,,,,,,,,,
24, 	67 , 	62 , 	27 , 	40 , 	69 , 	46 , 	109 , 	105 , 	70 , 	57 , 	81 , 	44 , 	31 , 	31 , 	19 , 	18 , 	9 , 	13 , 	17 , 	20 , 	22 , 	13 , 	14 , 	50 , 	103 , 	307 , 	186 , 	618 , 	253 , 	71 , 	29 , 	116 , 	125 , 	154 , 	62 , 	15 , 	35 , 	6 , 	24 , 	44 , 	60 , 	96 , 	79 , 	8 , 	8 , 	11 , 	13 , 	20 , 	4 , 	16 ," 	3,498 ",,,,,,,,,,
GP, 	13 , 	12 , 	12 , 	19 , 	47 , 	13 , 	31 , 	37 , 	26 , 	21 , 	20 , 	13 , 	9 , 	7 , 	7 , 	3 , 	4 , 	4 , 	9 , 	9 , 	11 , 	10 , 	10 , 	26 , 	29 , 	169 , 	104 , 	328 , 	103 , 	110 , 	110 , 	12 , 	19 , 	35 , 	20 , 	5 , 	16 , 	4 , 	9 , 	19 , 	35 , 	67 , 	43 , 	4 , 	3 , 	2 , 	4 , 	7 , 	1 , 	6 ," 	1,637 ",,,,,,,,,,
BP, 	17 , 	19 , 	6 , 	5 , 	16 , 	8 , 	17 , 	18 , 	27 , 	11 , 	19 , 	13 , 	19 , 	13 , 	5 , 	3 , 	3 , 	6 , 	9 , 	6 , 	9 , 	5 , 	2 , 	12 , 	21 , 	169 , 	128 , 	583 , 	125 , 	112 , 	105 , 	16 , 	12 , 	27 , 	32 , 	4 , 	13 , 	3 , 	7 , 	19 , 	40 , 	46 , 	34 , 	2 , 	4 , 	3 , 	6 , 	8 , 	3 , 	8 ," 	1,798 ",,,,,,,,,,
DC, 	17 , 	27 , 	6 , 	10 , 	21 , 	8 , 	18 , 	23 , 	21 , 	15 , 	26 , 	16 , 	14 , 	16 , 	8 , 	6 , 	9 , 	9 , 	11 , 	12 , 	11 , 	2 , 	2 , 	14 , 	22 , 	197 , 	134 , 	518 , 	208 , 	181 , 	149 , 	38 , 	30 , 	22 , 	20 , 	4 , 	21 , 	4 , 	12 , 	22 , 	58 , 	139 , 	66 , 	5 , 	3 , 	5 , 	4 , 	11 , 	3 , 	12 ," 	2,210 ",,,,,,,,,,
CM, 	7 , 	6 , 	3 , 	3 , 	7 , 	4 , 	5 , 	6 , 	9 , 	1 , 	2 , 	2 , 	2 , 	4 , 	3 , 	3 , 	1 , 	2 , 	5 , 	2 , 	4 , 	1 , 	0 , 	1 , 	5 , 	59 , 	43 , 	160 , 	65 , 	56 , 	55 , 	22 , 	34 , 	14 , 	11 , 	-   , 	2 , 	2 , 	10 , 	4 , 	16 , 	50 , 	19 , 	2 , 	0 , 	1 , 	0 , 	1 , 	1 , 	6 , 	723 ,,,,,,,,,,
CV, 	3 , 	3 , 	3 , 	1 , 	6 , 	2 , 	3 , 	4 , 	2 , 	30 , 	26 , 	30 , 	17 , 	15 , 	5 , 	6 , 	3 , 	5 , 	1 , 	2 , 	1 , 	0 , 	0 , 	2 , 	5 , 	80 , 	48 , 	73 , 	32 , 	18 , 	14 , 	6 , 	5 , 	8 , 	0 , 	9 , 	37 , 	0 , 	1 , 	1 , 	2 , 	5 , 	1 , 	32 , 	2 , 	1 , 	5 , 	2 , 	-   , 	1 , 	559 ,,,,,,,,,,
ED, 	4 , 	9 , 	4 , 	5 , 	42 , 	6 , 	9 , 	15 , 	9 , 	40 , 	53 , 	119 , 	30 , 	46 , 	20 , 	9 , 	15 , 	19 , 	2 , 	3 , 	1 , 	0 , 	0 , 	3 , 	12 , 	367 , 	134 , 	239 , 	113 , 	53 , 	33 , 	14 , 	14 , 	23 , 	2 , 	37 , 	39 , 	0 , 	2 , 	2 , 	3 , 	62 , 	4 , 	19 , 	23 , 	9 , 	22 , 	25 , 	0 , 	2 ," 	1,718 ",,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	0 , 	2 , 	1 , 	7 , 	5 , 	5 , 	1 , 	1 , 	7 , 	2 , 	0 , 	1 , 	1 , 	2 , 	0 , 	12 , 	6 , 	7 , 	4 , 	3 , 	3 , 	2 , 	36 , 	20 , 	31 , 	13 , 	6 , 	7 , 	4 , 	3 , 	3 , 	1 , 	0 , 	0 , 	3 , 	11 , 	1 , 	1 , 	15 , 	1 , 	0 , 	2 , 	1 , 	0 , 	2 , 	5 , 	9 , 	249 ,,,,,,,,,,
WP, 	6 , 	6 , 	3 , 	4 , 	6 , 	2 , 	20 , 	12 , 	14 , 	4 , 	6 , 	10 , 	5 , 	5 , 	2 , 	3 , 	3 , 	2 , 	69 , 	28 , 	46 , 	10 , 	7 , 	13 , 	7 , 	75 , 	40 , 	127 , 	42 , 	14 , 	24 , 	9 , 	14 , 	18 , 	9 , 	1 , 	1 , 	10 , 	10 , 	6 , 	4 , 	49 , 	2 , 	-   , 	7 , 	2 , 	3 , 	2 , 	7 , 	11 , 	778 ,,,,,,,,,,
SS, 	4 , 	7 , 	4 , 	1 , 	9 , 	2 , 	4 , 	7 , 	7 , 	1 , 	3 , 	3 , 	2 , 	1 , 	3 , 	1 , 	1 , 	1 , 	5 , 	4 , 	4 , 	1 , 	1 , 	4 , 	7 , 	57 , 	35 , 	110 , 	53 , 	44 , 	37 , 	19 , 	23 , 	27 , 	6 , 	2 , 	2 , 	2 , 	5 , 	5 , 	14 , 	21 , 	10 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	7 , 	569 ,,,,,,,,,,
SB, 	13 , 	10 , 	2 , 	1 , 	13 , 	6 , 	8 , 	10 , 	14 , 	5 , 	7 , 	8 , 	4 , 	5 , 	7 , 	1 , 	1 , 	1 , 	8 , 	5 , 	7 , 	3 , 	1 , 	6 , 	7 , 	69 , 	43 , 	155 , 	88 , 	72 , 	58 , 	32 , 	48 , 	53 , 	19 , 	3 , 	2 , 	1 , 	5 , 	16 , 	14 , 	58 , 	13 , 	2 , 	1 , 	1 , 	1 , 	0 , 	2 , 	5 , 	915 ,,,,,,,,,,
SO, 	34 , 	35 , 	41 , 	52 , 	92 , 	33 , 	50 , 	37 , 	48 , 	13 , 	17 , 	14 , 	9 , 	7 , 	5 , 	4 , 	5 , 	11 , 	45 , 	53 , 	73 , 	41 , 	36 , 	58 , 	52 , 	171 , 	137 , 	582 , 	163 , 	99 , 	78 , 	52 , 	51 , 	93 , 	37 , 	3 , 	46 , 	13 , 	35 , 	18 , 	43 , 	61 , 	156 , 	10 , 	10 , 	6 , 	7 , 	5 , 	5 , 	34 ," 	2,778 ",,,,,,,,,,
MB, 	11 , 	11 , 	5 , 	8 , 	45 , 	9 , 	10 , 	14 , 	17 , 	3 , 	6 , 	10 , 	2 , 	3 , 	3 , 	1 , 	1 , 	0 , 	5 , 	3 , 	4 , 	2 , 	1 , 	5 , 	9 , 	120 , 	72 , 	189 , 	117 , 	87 , 	64 , 	34 , 	37 , 	67 , 	16 , 	0 , 	4 , 	1 , 	2 , 	10 , 	16 , 	182 , 	41 , 	1 , 	2 , 	0 , 	1 , 	1 , 	1 , 	2 ," 	1,254 ",,,,,,,,,,
WD, 	1 , 	4 , 	1 , 	2 , 	9 , 	4 , 	6 , 	4 , 	4 , 	18 , 	28 , 	37 , 	29 , 	29 , 	11 , 	12 , 	9 , 	7 , 	3 , 	2 , 	1 , 	-   , 	1 , 	0 , 	4 , 	124 , 	56 , 	68 , 	41 , 	16 , 	8 , 	5 , 	3 , 	7 , 	1 , 	35 , 	17 , 	-   , 	1 , 	1 , 	1 , 	17 , 	2 , 	17 , 	7 , 	3 , 	10 , 	5 , 	0 , 	0 , 	673 ,,,,,,,,,,
OA, 	4 , 	12 , 	10 , 	8 , 	25 , 	7 , 	6 , 	7 , 	8 , 	8 , 	4 , 	11 , 	2 , 	3 , 	4 , 	3 , 	4 , 	4 , 	5 , 	7 , 	11 , 	4 , 	3 , 	3 , 	4 , 	26 , 	14 , 	29 , 	13 , 	8 , 	6 , 	6 , 	3 , 	3 , 	0 , 	1 , 	11 , 	3 , 	4 , 	0 , 	0 , 	12 , 	1 , 	4 , 	9 , 	3 , 	10 , 	4 , 	1 , 	6 , 	347 ,,,,,,,,,,
WS, 	7 , 	8 , 	2 , 	4 , 	17 , 	5 , 	9 , 	12 , 	8 , 	13 , 	22 , 	20 , 	14 , 	12 , 	21 , 	18 , 	27 , 	24 , 	3 , 	3 , 	1 , 	0 , 	1 , 	1 , 	3 , 	61 , 	31 , 	34 , 	19 , 	12 , 	6 , 	2 , 	4 , 	5 , 	0 , 	1 , 	6 , 	-   , 	1 , 	0 , 	3 , 	9 , 	1 , 	2 , 	2 , 	15 , 	27 , 	26 , 	1 , 	-   , 	522 ,,,,,,,,,,
ML, 	8 , 	19 , 	7 , 	8 , 	60 , 	11 , 	18 , 	18 , 	16 , 	22 , 	20 , 	37 , 	23 , 	33 , 	30 , 	20 , 	40 , 	46 , 	5 , 	15 , 	3 , 	1 , 	2 , 	4 , 	6 , 	93 , 	66 , 	87 , 	44 , 	23 , 	14 , 	8 , 	7 , 	6 , 	1 , 	5 , 	28 , 	1 , 	3 , 	1 , 	2 , 	8 , 	1 , 	10 , 	6 , 	35 , 	28 , 	19 , 	1 , 	3 , 	974 ,,,,,,,,,,
BE, 	10 , 	20 , 	5 , 	12 , 	76 , 	12 , 	18 , 	20 , 	20 , 	26 , 	31 , 	37 , 	30 , 	23 , 	36 , 	27 , 	35 , 	58 , 	9 , 	5 , 	4 , 	1 , 	3 , 	5 , 	8 , 	128 , 	66 , 	96 , 	60 , 	37 , 	22 , 	12 , 	18 , 	13 , 	1 , 	5 , 	25 , 	1 , 	4 , 	1 , 	1 , 	6 , 	1 , 	6 , 	5 , 	36 , 	14 , 	22 , 	1 , 	6 ," 	1,115 ",,,,,,,,,,
