Exit stations,Entry stations->,,SUNDAY,,,Jul 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	24 , 	29 , 	35 , 	15 , 	119 , 	16 , 	34 , 	23 , 	26 , 	18 , 	29 , 	20 , 	12 , 	8 , 	8 , 	3 , 	2 , 	3 , 	8 , 	2 , 	5 , 	2 , 	1 , 	7 , 	8 , 	78 , 	40 , 	121 , 	38 , 	37 , 	45 , 	11 , 	18 , 	9 , 	5 , 	2 , 	4 , 	2 , 	3 , 	3 , 	8 , 	38 , 	9 , 	1 , 	6 , 	5 , 	5 , 	9 , 	2 , 	4 , 	956 ,,,,,,,,,,,
EN, 	35 , 	16 , 	27 , 	16 , 	114 , 	33 , 	39 , 	37 , 	42 , 	20 , 	33 , 	39 , 	12 , 	8 , 	9 , 	3 , 	5 , 	5 , 	9 , 	5 , 	7 , 	2 , 	2 , 	9 , 	10 , 	124 , 	79 , 	200 , 	77 , 	56 , 	40 , 	12 , 	15 , 	14 , 	8 , 	1 , 	5 , 	1 , 	5 , 	5 , 	5 , 	45 , 	8 , 	3 , 	16 , 	6 , 	8 , 	12 , 	2 , 	3 ," 	1,288 ",,,,,,,,,,,
EP, 	39 , 	25 , 	8 , 	18 , 	97 , 	23 , 	22 , 	23 , 	26 , 	12 , 	13 , 	24 , 	5 , 	3 , 	4 , 	4 , 	3 , 	7 , 	4 , 	6 , 	4 , 	3 , 	4 , 	7 , 	3 , 	100 , 	51 , 	88 , 	58 , 	26 , 	18 , 	9 , 	7 , 	5 , 	1 , 	1 , 	3 , 	0 , 	1 , 	1 , 	1 , 	32 , 	6 , 	2 , 	11 , 	1 , 	5 , 	7 , 	0 , 	2 , 	821 ,,,,,,,,,,,
NB, 	19 , 	20 , 	17 , 	11 , 	22 , 	15 , 	22 , 	35 , 	22 , 	10 , 	18 , 	26 , 	6 , 	4 , 	4 , 	2 , 	4 , 	5 , 	5 , 	5 , 	6 , 	2 , 	1 , 	5 , 	4 , 	115 , 	71 , 	86 , 	72 , 	51 , 	33 , 	16 , 	6 , 	7 , 	2 , 	1 , 	5 , 	0 , 	3 , 	1 , 	1 , 	44 , 	7 , 	0 , 	11 , 	4 , 	8 , 	9 , 	1 , 	2 , 	847 ,,,,,,,,,,,
BK, 	120 , 	124 , 	103 , 	22 , 	35 , 	58 , 	61 , 	70 , 	80 , 	26 , 	41 , 	34 , 	25 , 	22 , 	23 , 	9 , 	20 , 	26 , 	12 , 	8 , 	12 , 	15 , 	6 , 	5 , 	21 , 	279 , 	140 , 	270 , 	159 , 	99 , 	64 , 	34 , 	16 , 	18 , 	7 , 	5 , 	22 , 	2 , 	5 , 	8 , 	9 , 	115 , 	42 , 	9 , 	28 , 	10 , 	48 , 	66 , 	2 , 	5 ," 	2,439 ",,,,,,,,,,,
AS, 	22 , 	32 , 	23 , 	14 , 	46 , 	13 , 	22 , 	34 , 	31 , 	14 , 	30 , 	22 , 	8 , 	8 , 	7 , 	2 , 	4 , 	3 , 	5 , 	3 , 	5 , 	4 , 	1 , 	4 , 	6 , 	112 , 	60 , 	88 , 	74 , 	50 , 	35 , 	11 , 	8 , 	6 , 	1 , 	2 , 	5 , 	1 , 	1 , 	1 , 	4 , 	35 , 	10 , 	0 , 	11 , 	2 , 	10 , 	12 , 	0 , 	3 , 	907 ,,,,,,,,,,,
MA, 	43 , 	42 , 	21 , 	24 , 	62 , 	23 , 	21 , 	35 , 	33 , 	16 , 	45 , 	36 , 	20 , 	16 , 	16 , 	5 , 	6 , 	10 , 	20 , 	13 , 	17 , 	11 , 	8 , 	21 , 	19 , 	183 , 	108 , 	183 , 	130 , 	108 , 	76 , 	23 , 	16 , 	18 , 	4 , 	1 , 	7 , 	5 , 	12 , 	5 , 	6 , 	58 , 	13 , 	3 , 	16 , 	8 , 	11 , 	18 , 	7 , 	15 ," 	1,619 ",,,,,,,,,,,
19, 	22 , 	35 , 	28 , 	34 , 	59 , 	32 , 	34 , 	18 , 	6 , 	7 , 	21 , 	44 , 	21 , 	17 , 	15 , 	11 , 	7 , 	14 , 	20 , 	16 , 	22 , 	11 , 	11 , 	26 , 	20 , 	159 , 	109 , 	186 , 	131 , 	102 , 	73 , 	25 , 	16 , 	21 , 	7 , 	3 , 	9 , 	4 , 	6 , 	5 , 	6 , 	49 , 	10 , 	2 , 	17 , 	7 , 	13 , 	13 , 	3 , 	8 ," 	1,536 ",,,,,,,,,,,
12, 	26 , 	38 , 	22 , 	25 , 	76 , 	28 , 	35 , 	6 , 	17 , 	5 , 	22 , 	40 , 	25 , 	24 , 	13 , 	10 , 	6 , 	12 , 	17 , 	16 , 	21 , 	9 , 	9 , 	22 , 	22 , 	205 , 	112 , 	209 , 	118 , 	78 , 	52 , 	23 , 	18 , 	13 , 	8 , 	2 , 	5 , 	1 , 	10 , 	6 , 	14 , 	75 , 	16 , 	1 , 	9 , 	5 , 	12 , 	11 , 	5 , 	10 ," 	1,560 ",,,,,,,,,,,
LM, 	17 , 	21 , 	12 , 	9 , 	26 , 	15 , 	17 , 	6 , 	6 , 	12 , 	60 , 	75 , 	57 , 	60 , 	27 , 	21 , 	13 , 	20 , 	7 , 	3 , 	4 , 	2 , 	2 , 	4 , 	17 , 	132 , 	88 , 	191 , 	112 , 	85 , 	66 , 	20 , 	17 , 	17 , 	2 , 	20 , 	34 , 	0 , 	3 , 	3 , 	1 , 	9 , 	3 , 	14 , 	20 , 	14 , 	16 , 	32 , 	3 , 	3 ," 	1,417 ",,,,,,,,,,,
FV, 	32 , 	33 , 	10 , 	17 , 	49 , 	29 , 	42 , 	24 , 	20 , 	51 , 	18 , 	67 , 	53 , 	74 , 	51 , 	27 , 	17 , 	24 , 	8 , 	4 , 	5 , 	3 , 	1 , 	11 , 	41 , 	122 , 	85 , 	186 , 	122 , 	61 , 	51 , 	17 , 	15 , 	20 , 	4 , 	14 , 	31 , 	1 , 	4 , 	2 , 	6 , 	25 , 	4 , 	24 , 	7 , 	11 , 	17 , 	33 , 	3 , 	4 ," 	1,582 ",,,,,,,,,,,
CL, 	22 , 	39 , 	25 , 	30 , 	32 , 	25 , 	40 , 	41 , 	40 , 	65 , 	69 , 	13 , 	70 , 	48 , 	43 , 	26 , 	26 , 	39 , 	24 , 	17 , 	19 , 	18 , 	9 , 	14 , 	27 , 	100 , 	63 , 	169 , 	56 , 	34 , 	33 , 	15 , 	11 , 	16 , 	2 , 	30 , 	106 , 	6 , 	13 , 	4 , 	3 , 	12 , 	9 , 	34 , 	22 , 	25 , 	22 , 	35 , 	2 , 	11 ," 	1,657 ",,,,,,,,,,,
SL, 	10 , 	11 , 	5 , 	5 , 	25 , 	9 , 	25 , 	25 , 	34 , 	57 , 	53 , 	75 , 	8 , 	38 , 	39 , 	17 , 	16 , 	12 , 	4 , 	1 , 	5 , 	1 , 	2 , 	5 , 	14 , 	93 , 	68 , 	137 , 	57 , 	24 , 	23 , 	9 , 	11 , 	11 , 	2 , 	9 , 	28 , 	1 , 	4 , 	2 , 	3 , 	20 , 	3 , 	17 , 	6 , 	11 , 	12 , 	16 , 	2 , 	6 ," 	1,073 ",,,,,,,,,,,
