Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Apr 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	6 , 	77 , 	48 , 	40 , 	193 , 	75 , 	72 , 	35 , 	71 , 	27 , 	90 , 	88 , 	14 , 	12 , 	22 , 	7 , 	10 , 	18 , 	20 , 	4 , 	12 , 	3 , 	2 , 	12 , 	16 , 	66 , 	70 , 	161 , 	80 , 	86 , 	91 , 	16 , 	27 , 	16 , 	13 , 	2 , 	5 , 	3 , 	19 ," 	1,631 ",,,Eastbay," 	25,756 ",,SF CBD," 	56,350 ",59.7%,,
EN, 	81 , 	12 , 	30 , 	48 , 	268 , 	80 , 	75 , 	52 , 	108 , 	27 , 	68 , 	129 , 	18 , 	22 , 	22 , 	9 , 	15 , 	36 , 	18 , 	5 , 	10 , 	7 , 	3 , 	11 , 	14 , 	160 , 	112 , 	327 , 	110 , 	48 , 	71 , 	24 , 	38 , 	36 , 	20 , 	4 , 	9 , 	1 , 	16 ," 	2,142 ",,,Westbay," 	27,018 ",,non-CBD," 	38,064 ",40.3%,,
EP, 	46 , 	19 , 	5 , 	15 , 	198 , 	36 , 	24 , 	20 , 	39 , 	13 , 	23 , 	51 , 	9 , 	4 , 	8 , 	4 , 	11 , 	18 , 	5 , 	5 , 	11 , 	3 , 	4 , 	9 , 	3 , 	90 , 	56 , 	149 , 	55 , 	23 , 	16 , 	7 , 	3 , 	10 , 	10 , 	5 , 	5 , 	2 , 	5 ," 	1,015 ",,,Transbay," 	41,639 ",,,,,,
NB, 	39 , 	38 , 	23 , 	3 , 	65 , 	35 , 	29 , 	24 , 	56 , 	17 , 	30 , 	67 , 	9 , 	7 , 	10 , 	2 , 	7 , 	18 , 	11 , 	6 , 	9 , 	5 , 	3 , 	6 , 	8 , 	108 , 	85 , 	168 , 	120 , 	39 , 	36 , 	12 , 	6 , 	16 , 	12 , 	2 , 	6 , 	1 , 	5 ," 	1,146 ",,,,,,,,,,
BK, 	160 , 	208 , 	187 , 	53 , 	12 , 	162 , 	79 , 	103 , 	149 , 	55 , 	271 , 	290 , 	45 , 	52 , 	37 , 	17 , 	44 , 	123 , 	19 , 	21 , 	20 , 	10 , 	10 , 	17 , 	19 , 	305 , 	178 , 	490 , 	263 , 	77 , 	69 , 	30 , 	26 , 	68 , 	38 , 	16 , 	29 , 	6 , 	9 ," 	3,768 ",,,Extensions," 	10,901 ",,,,,,
AS, 	72 , 	70 , 	49 , 	29 , 	147 , 	6 , 	65 , 	51 , 	84 , 	45 , 	86 , 	85 , 	18 , 	21 , 	14 , 	9 , 	11 , 	23 , 	8 , 	9 , 	7 , 	3 , 	3 , 	12 , 	28 , 	88 , 	82 , 	177 , 	120 , 	57 , 	55 , 	12 , 	11 , 	17 , 	11 , 	3 , 	11 , 	2 , 	8 ," 	1,608 ",,,,,,,,,,
MA, 	56 , 	65 , 	23 , 	27 , 	105 , 	54 , 	9 , 	25 , 	56 , 	24 , 	67 , 	109 , 	28 , 	29 , 	24 , 	10 , 	14 , 	30 , 	32 , 	15 , 	20 , 	6 , 	7 , 	24 , 	33 , 	141 , 	125 , 	295 , 	193 , 	71 , 	69 , 	18 , 	18 , 	17 , 	17 , 	3 , 	11 , 	4 , 	37 ," 	1,915 ",,,,,,,,,,
19, 	38 , 	35 , 	16 , 	22 , 	110 , 	49 , 	21 , 	3 , 	20 , 	11 , 	36 , 	58 , 	19 , 	21 , 	16 , 	5 , 	13 , 	23 , 	18 , 	9 , 	19 , 	9 , 	4 , 	30 , 	15 , 	75 , 	76 , 	194 , 	125 , 	47 , 	43 , 	13 , 	9 , 	10 , 	10 , 	2 , 	5 , 	5 , 	15 ," 	1,251 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	62 , 	88 , 	47 , 	47 , 	167 , 	66 , 	57 , 	22 , 	11 , 	20 , 	94 , 	117 , 	68 , 	82 , 	57 , 	24 , 	41 , 	64 , 	39 , 	34 , 	38 , 	19 , 	14 , 	43 , 	43 , 	183 , 	198 , 	510 , 	211 , 	66 , 	66 , 	31 , 	50 , 	41 , 	41 , 	4 , 	16 , 	8 , 	38 ," 	2,826 ",,,Dtwn SF," 	1,701 "," 	3,976 "," 	10,876 "," 	3,739 "," 	3,674 "," 	5,450 "," 	29,416 "
LM, 	25 , 	28 , 	14 , 	21 , 	53 , 	38 , 	18 , 	13 , 	23 , 	6 , 	78 , 	94 , 	68 , 	64 , 	22 , 	17 , 	28 , 	52 , 	12 , 	5 , 	9 , 	2 , 	2 , 	8 , 	23 , 	103 , 	86 , 	259 , 	120 , 	49 , 	45 , 	16 , 	19 , 	19 , 	7 , 	17 , 	37 , 	1 , 	6 ," 	1,506 ",,,OAK," 	3,582 ", 	536 , 	911 ," 	1,360 ", 	565 ," 	1,735 "," 	8,689 "
