Exit stations,Entry stations->,,SATURDAY,,,Jun 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
FV, 	56 , 	69 , 	36 , 	37 , 	128 , 	57 , 	72 , 	73 , 	77 , 	61 , 	19 , 	192 , 	136 , 	154 , 	96 , 	39 , 	40 , 	44 , 	17 , 	11 , 	21 , 	9 , 	10 , 	36 , 	65 , 	317 , 	249 , 	592 , 	389 , 	241 , 	164 , 	40 , 	47 , 	42 , 	7 , 	30 , 	86 , 	3 , 	18 , 	9 , 	14 , 	49 , 	12 , 	50 , 	11 , 	47 , 	-   , 	-   , 	8 , 	12 ," 	3,990 ",,,,,,,,,,
CL, 	51 , 	107 , 	57 , 	51 , 	96 , 	65 , 	100 , 	103 , 	124 , 	119 , 	182 , 	25 , 	191 , 	154 , 	120 , 	72 , 	95 , 	119 , 	51 , 	67 , 	70 , 	31 , 	23 , 	40 , 	74 , 	264 , 	179 , 	394 , 	244 , 	109 , 	104 , 	39 , 	41 , 	52 , 	9 , 	81 , 	293 , 	22 , 	36 , 	7 , 	12 , 	27 , 	17 , 	114 , 	23 , 	184 , 	-   , 	-   , 	11 , 	30 ," 	4,478 ",,,,,,,,,,
SL, 	24 , 	30 , 	16 , 	17 , 	72 , 	22 , 	41 , 	69 , 	80 , 	130 , 	130 , 	191 , 	13 , 	95 , 	66 , 	33 , 	39 , 	36 , 	11 , 	8 , 	11 , 	2 , 	3 , 	11 , 	45 , 	218 , 	183 , 	400 , 	221 , 	88 , 	57 , 	26 , 	29 , 	34 , 	5 , 	28 , 	50 , 	3 , 	14 , 	5 , 	5 , 	35 , 	7 , 	38 , 	10 , 	39 , 	-   , 	-   , 	4 , 	8 ," 	2,702 ",,,,,,,,,,
BF, 	12 , 	29 , 	12 , 	15 , 	76 , 	18 , 	38 , 	54 , 	85 , 	114 , 	146 , 	164 , 	91 , 	16 , 	61 , 	39 , 	45 , 	47 , 	11 , 	5 , 	5 , 	4 , 	2 , 	9 , 	46 , 	181 , 	161 , 	374 , 	159 , 	67 , 	45 , 	18 , 	26 , 	19 , 	6 , 	33 , 	66 , 	1 , 	5 , 	6 , 	8 , 	21 , 	6 , 	52 , 	5 , 	34 , 	-   , 	-   , 	2 , 	4 ," 	2,445 ",,,,,,,,,,
HY, 	16 , 	29 , 	10 , 	13 , 	53 , 	18 , 	31 , 	42 , 	59 , 	41 , 	88 , 	121 , 	68 , 	59 , 	19 , 	58 , 	59 , 	68 , 	9 , 	7 , 	8 , 	3 , 	2 , 	8 , 	21 , 	108 , 	79 , 	197 , 	104 , 	53 , 	36 , 	14 , 	20 , 	16 , 	3 , 	13 , 	27 , 	2 , 	8 , 	2 , 	6 , 	11 , 	4 , 	17 , 	6 , 	50 , 	-   , 	-   , 	3 , 	8 ," 	1,696 ",,,,,,,,,,
SH, 	12 , 	11 , 	4 , 	8 , 	27 , 	10 , 	11 , 	28 , 	26 , 	24 , 	38 , 	71 , 	31 , 	42 , 	49 , 	7 , 	24 , 	40 , 	5 , 	4 , 	5 , 	1 , 	2 , 	2 , 	13 , 	74 , 	66 , 	145 , 	72 , 	33 , 	17 , 	6 , 	12 , 	16 , 	3 , 	5 , 	19 , 	1 , 	5 , 	6 , 	7 , 	9 , 	2 , 	16 , 	3 , 	37 , 	-   , 	-   , 	3 , 	2 ," 	1,053 ",,,,,,,,,,
UC, 	10 , 	13 , 	7 , 	9 , 	72 , 	14 , 	19 , 	28 , 	38 , 	42 , 	42 , 	94 , 	37 , 	46 , 	56 , 	25 , 	16 , 	43 , 	6 , 	7 , 	8 , 	2 , 	3 , 	5 , 	36 , 	157 , 	96 , 	244 , 	123 , 	51 , 	25 , 	12 , 	12 , 	15 , 	3 , 	7 , 	27 , 	1 , 	6 , 	2 , 	4 , 	14 , 	2 , 	15 , 	6 , 	51 , 	-   , 	-   , 	0 , 	5 ," 	1,560 ",,,,,,,,,,
FM, 	14 , 	15 , 	16 , 	14 , 	80 , 	14 , 	24 , 	34 , 	36 , 	46 , 	53 , 	123 , 	34 , 	49 , 	76 , 	33 , 	38 , 	22 , 	8 , 	9 , 	8 , 	1 , 	2 , 	5 , 	47 , 	197 , 	124 , 	256 , 	152 , 	56 , 	31 , 	11 , 	11 , 	16 , 	3 , 	8 , 	24 , 	2 , 	4 , 	2 , 	2 , 	26 , 	2 , 	10 , 	12 , 	45 , 	-   , 	-   , 	1 , 	4 ," 	1,804 ",,,,,,,,,,
CN, 	16 , 	18 , 	9 , 	5 , 	36 , 	9 , 	31 , 	28 , 	33 , 	7 , 	19 , 	47 , 	10 , 	12 , 	8 , 	6 , 	5 , 	9 , 	18 , 	37 , 	110 , 	36 , 	18 , 	34 , 	17 , 	147 , 	103 , 	210 , 	175 , 	57 , 	32 , 	15 , 	18 , 	18 , 	10 , 	4 , 	4 , 	20 , 	83 , 	9 , 	11 , 	80 , 	10 , 	3 , 	22 , 	9 , 	-   , 	-   , 	44 , 	46 ," 	1,706 ",,,,,,,,,,
PH, 	7 , 	12 , 	14 , 	11 , 	56 , 	14 , 	39 , 	47 , 	43 , 	9 , 	14 , 	58 , 	6 , 	5 , 	6 , 	4 , 	4 , 	7 , 	40 , 	14 , 	69 , 	26 , 	13 , 	51 , 	21 , 	315 , 	185 , 	341 , 	230 , 	72 , 	40 , 	22 , 	14 , 	20 , 	12 , 	3 , 	5 , 	10 , 	29 , 	8 , 	9 , 	141 , 	14 , 	2 , 	31 , 	10 , 	-   , 	-   , 	11 , 	16 ," 	2,130 ",,,,,,,,,,
WC, 	8 , 	14 , 	15 , 	14 , 	65 , 	11 , 	54 , 	52 , 	54 , 	11 , 	20 , 	52 , 	14 , 	8 , 	10 , 	7 , 	4 , 	7 , 	127 , 	74 , 	22 , 	32 , 	22 , 	83 , 	25 , 	374 , 	225 , 	348 , 	287 , 	92 , 	52 , 	28 , 	22 , 	25 , 	9 , 	1 , 	4 , 	16 , 	60 , 	8 , 	9 , 	133 , 	17 , 	1 , 	28 , 	8 , 	-   , 	-   , 	24 , 	40 ," 	2,617 ",,,,,,,,,,
LF, 	5 , 	6 , 	10 , 	8 , 	35 , 	7 , 	19 , 	19 , 	22 , 	5 , 	11 , 	30 , 	2 , 	4 , 	1 , 	2 , 	2 , 	3 , 	43 , 	27 , 	32 , 	13 , 	7 , 	42 , 	8 , 	212 , 	121 , 	204 , 	159 , 	39 , 	30 , 	13 , 	6 , 	9 , 	3 , 	1 , 	1 , 	6 , 	17 , 	1 , 	2 , 	92 , 	7 , 	1 , 	11 , 	4 , 	-   , 	-   , 	6 , 	6 ," 	1,315 ",,,,,,,,,,
OR, 	4 , 	7 , 	5 , 	6 , 	32 , 	5 , 	18 , 	20 , 	27 , 	4 , 	6 , 	23 , 	3 , 	2 , 	3 , 	2 , 	3 , 	3 , 	18 , 	14 , 	23 , 	8 , 	10 , 	37 , 	7 , 	170 , 	107 , 	165 , 	154 , 	46 , 	24 , 	10 , 	7 , 	7 , 	1 , 	3 , 	2 , 	1 , 	5 , 	4 , 	1 , 	66 , 	5 , 	0 , 	8 , 	4 , 	-   , 	-   , 	4 , 	8 ," 	1,091 ",,,,,,,,,,
RR, 	16 , 	19 , 	20 , 	13 , 	33 , 	8 , 	29 , 	60 , 	61 , 	12 , 	31 , 	35 , 	11 , 	9 , 	5 , 	4 , 	8 , 	6 , 	35 , 	55 , 	72 , 	41 , 	34 , 	16 , 	31 , 	348 , 	228 , 	387 , 	381 , 	211 , 	113 , 	37 , 	16 , 	16 , 	6 , 	6 , 	8 , 	10 , 	15 , 	4 , 	7 , 	117 , 	22 , 	2 , 	16 , 	8 , 	-   , 	-   , 	5 , 	13 ," 	2,637 ",,,,,,,,,,
OW, 	17 , 	34 , 	14 , 	11 , 	51 , 	21 , 	37 , 	34 , 	59 , 	24 , 	59 , 	73 , 	33 , 	34 , 	22 , 	16 , 	44 , 	59 , 	20 , 	18 , 	27 , 	8 , 	8 , 	28 , 	24 , 	669 , 	480 , 	919 , 	662 , 	411 , 	233 , 	66 , 	56 , 	73 , 	13 , 	20 , 	43 , 	5 , 	10 , 	16 , 	20 , 	78 , 	49 , 	17 , 	11 , 	114 , 	-   , 	-   , 	5 , 	11 ," 	4,753 ",,,,,,,,,,
EM, 	197 , 	345 , 	224 , 	313 , 	754 , 	259 , 	453 , 	427 , 	417 , 	344 , 	375 , 	295 , 	259 , 	216 , 	146 , 	92 , 	189 , 	238 , 	188 , 	395 , 	443 , 	266 , 	217 , 	448 , 	844 , 	106 , 	34 , 	227 , 	202 , 	444 , 	547 , 	344 , 	446 , 	365 , 	122 , 	163 , 	719 , 	83 , 	131 , 	98 , 	115 , 	318 , 	258 , 	220 , 	69 , 	223 , 	-   , 	-   , 	26 , 	111 ," 	13,714 ",,,,,,,,,,
MT, 	147 , 	256 , 	176 , 	221 , 	485 , 	195 , 	354 , 	349 , 	317 , 	285 , 	310 , 	208 , 	224 , 	204 , 	99 , 	82 , 	129 , 	160 , 	129 , 	234 , 	255 , 	126 , 	119 , 	306 , 	679 , 	39 , 	75 , 	42 , 	112 , 	405 , 	480 , 	334 , 	788 , 	382 , 	106 , 	110 , 	323 , 	45 , 	99 , 	93 , 	89 , 	278 , 	186 , 	119 , 	44 , 	137 , 	-   , 	-   , 	22 , 	54 ," 	10,412 ",,,,,,,,,,
PL, 	271 , 	476 , 	252 , 	240 , 	616 , 	233 , 	420 , 	415 , 	453 , 	381 , 	523 , 	358 , 	335 , 	295 , 	160 , 	125 , 	200 , 	220 , 	177 , 	302 , 	303 , 	185 , 	155 , 	330 , 	958 , 	259 , 	56 , 	124 , 	230 ," 	1,214 "," 	1,293 ", 	772 ," 	1,359 "," 	1,027 ", 	284 , 	158 , 	504 , 	79 , 	158 , 	234 , 	264 , 	979 , 	476 , 	170 , 	82 , 	209 , 	-   , 	-   , 	38 , 	108 ," 	18,461 ",,,,,,,,,,
CC, 	152 , 	317 , 	180 , 	256 , 	579 , 	236 , 	445 , 	394 , 	320 , 	294 , 	412 , 	242 , 	204 , 	168 , 	129 , 	87 , 	129 , 	172 , 	207 , 	251 , 	311 , 	168 , 	166 , 	398 , 	788 , 	221 , 	108 , 	220 , 	87 , 	540 , 	552 , 	331 , 	446 , 	550 , 	163 , 	144 , 	473 , 	77 , 	132 , 	131 , 	175 , 	395 , 	496 , 	129 , 	39 , 	166 , 	-   , 	-   , 	18 , 	90 ," 	12,690 ",,,,,,,,,,
16, 	98 , 	128 , 	105 , 	181 , 	366 , 	235 , 	368 , 	369 , 	202 , 	226 , 	245 , 	107 , 	99 , 	74 , 	49 , 	32 , 	55 , 	59 , 	58 , 	82 , 	95 , 	53 , 	51 , 	223 , 	525 , 	431 , 	358 ," 	1,277 ", 	667 , 	71 , 	184 , 	240 , 	348 , 	342 , 	98 , 	46 , 	114 , 	19 , 	41 , 	78 , 	107 , 	152 , 	252 , 	47 , 	15 , 	59 , 	-   , 	-   , 	9 , 	25 ," 	9,066 ",,,,,,,,,,
24, 	97 , 	117 , 	52 , 	90 , 	210 , 	92 , 	170 , 	195 , 	139 , 	121 , 	154 , 	101 , 	56 , 	37 , 	34 , 	21 , 	22 , 	30 , 	30 , 	40 , 	59 , 	29 , 	23 , 	114 , 	252 , 	466 , 	385 ," 	1,416 ", 	635 , 	184 , 	43 , 	191 , 	296 , 	250 , 	86 , 	17 , 	58 , 	13 , 	37 , 	67 , 	96 , 	127 , 	147 , 	17 , 	20 , 	23 , 	-   , 	-   , 	6 , 	15 ," 	6,880 ",,,,,,,,,,
GP, 	24 , 	34 , 	21 , 	24 , 	77 , 	28 , 	38 , 	53 , 	46 , 	34 , 	32 , 	43 , 	24 , 	17 , 	14 , 	6 , 	11 , 	7 , 	17 , 	19 , 	26 , 	11 , 	10 , 	39 , 	65 , 	272 , 	246 , 	859 , 	294 , 	226 , 	204 , 	21 , 	43 , 	54 , 	28 , 	12 , 	27 , 	6 , 	13 , 	19 , 	45 , 	87 , 	60 , 	8 , 	12 , 	13 , 	-   , 	-   , 	3 , 	9 ," 	3,279 ",,,,,,,,,,
BP, 	32 , 	33 , 	14 , 	11 , 	52 , 	16 , 	30 , 	41 , 	41 , 	34 , 	43 , 	41 , 	24 , 	22 , 	15 , 	8 , 	11 , 	11 , 	12 , 	14 , 	17 , 	3 , 	5 , 	17 , 	60 , 	336 , 	369 ," 	1,588 ", 	383 , 	296 , 	264 , 	45 , 	32 , 	44 , 	36 , 	11 , 	22 , 	4 , 	14 , 	23 , 	79 , 	107 , 	62 , 	8 , 	7 , 	14 , 	-   , 	-   , 	6 , 	13 ," 	4,369 ",,,,,,,,,,
DC, 	23 , 	37 , 	18 , 	15 , 	73 , 	15 , 	26 , 	41 , 	42 , 	36 , 	43 , 	54 , 	26 , 	19 , 	14 , 	15 , 	14 , 	14 , 	21 , 	17 , 	23 , 	8 , 	9 , 	14 , 	83 , 	326 , 	301 ," 	1,179 ", 	500 , 	314 , 	258 , 	48 , 	49 , 	24 , 	20 , 	17 , 	37 , 	6 , 	19 , 	22 , 	90 , 	183 , 	77 , 	14 , 	10 , 	11 , 	-   , 	-   , 	4 , 	13 ," 	4,222 ",,,,,,,,,,
CM, 	7 , 	20 , 	6 , 	4 , 	10 , 	5 , 	9 , 	9 , 	16 , 	4 , 	5 , 	8 , 	4 , 	4 , 	4 , 	1 , 	4 , 	1 , 	7 , 	12 , 	6 , 	4 , 	2 , 	6 , 	11 , 	89 , 	78 , 	324 , 	127 , 	82 , 	76 , 	25 , 	40 , 	22 , 	12 , 	1 , 	3 , 	2 , 	12 , 	7 , 	29 , 	125 , 	31 , 	2 , 	1 , 	3 , 	-   , 	-   , 	2 , 	6 ," 	1,269 ",,,,,,,,,,
CV, 	3 , 	4 , 	4 , 	4 , 	21 , 	5 , 	6 , 	13 , 	8 , 	51 , 	31 , 	86 , 	32 , 	38 , 	13 , 	5 , 	7 , 	7 , 	2 , 	2 , 	1 , 	1 , 	1 , 	3 , 	21 , 	131 , 	91 , 	179 , 	129 , 	42 , 	20 , 	8 , 	13 , 	16 , 	1 , 	7 , 	53 , 	0 , 	2 , 	1 , 	4 , 	19 , 	3 , 	46 , 	5 , 	7 , 	-   , 	-   , 	0 , 	2 ," 	1,149 ",,,,,,,,,,
ED, 	9 , 	18 , 	8 , 	10 , 	76 , 	16 , 	25 , 	22 , 	24 , 	75 , 	85 , 	279 , 	51 , 	68 , 	35 , 	19 , 	30 , 	26 , 	5 , 	5 , 	4 , 	1 , 	1 , 	8 , 	41 , 	638 , 	288 , 	539 , 	396 , 	105 , 	52 , 	30 , 	28 , 	38 , 	3 , 	51 , 	35 , 	0 , 	4 , 	4 , 	7 , 	108 , 	12 , 	32 , 	50 , 	32 , 	-   , 	-   , 	2 , 	2 ," 	3,400 ",,,,,,,,,,
NC, 	1 , 	2 , 	0 , 	1 , 	10 , 	2 , 	7 , 	9 , 	4 , 	2 , 	4 , 	20 , 	1 , 	1 , 	1 , 	1 , 	1 , 	3 , 	20 , 	8 , 	18 , 	4 , 	2 , 	10 , 	6 , 	72 , 	38 , 	77 , 	65 , 	19 , 	12 , 	5 , 	7 , 	8 , 	3 , 	1 , 	2 , 	7 , 	13 , 	2 , 	4 , 	32 , 	3 , 	1 , 	6 , 	1 , 	-   , 	-   , 	5 , 	6 , 	526 ,,,,,,,,,,
WP, 	12 , 	11 , 	4 , 	4 , 	20 , 	5 , 	34 , 	18 , 	22 , 	4 , 	18 , 	30 , 	9 , 	7 , 	9 , 	3 , 	6 , 	5 , 	81 , 	29 , 	60 , 	13 , 	5 , 	18 , 	11 , 	114 , 	80 , 	198 , 	108 , 	44 , 	38 , 	14 , 	19 , 	21 , 	11 , 	2 , 	3 , 	11 , 	17 , 	6 , 	10 , 	67 , 	5 , 	1 , 	11 , 	8 , 	-   , 	-   , 	9 , 	14 ," 	1,252 ",,,,,,,,,,
SS, 	4 , 	12 , 	3 , 	3 , 	12 , 	4 , 	6 , 	6 , 	14 , 	2 , 	8 , 	8 , 	4 , 	5 , 	3 , 	5 , 	1 , 	2 , 	8 , 	8 , 	9 , 	2 , 	3 , 	4 , 	12 , 	85 , 	72 , 	263 , 	110 , 	70 , 	57 , 	19 , 	21 , 	21 , 	6 , 	3 , 	6 , 	2 , 	10 , 	9 , 	20 , 	48 , 	18 , 	2 , 	2 , 	2 , 	-   , 	-   , 	4 , 	8 ," 	1,006 ",,,,,,,,,,
SB, 	9 , 	15 , 	3 , 	7 , 	22 , 	4 , 	13 , 	10 , 	16 , 	9 , 	14 , 	12 , 	7 , 	9 , 	8 , 	6 , 	4 , 	2 , 	10 , 	6 , 	10 , 	2 , 	3 , 	6 , 	20 , 	108 , 	77 , 	304 , 	156 , 	102 , 	102 , 	44 , 	78 , 	90 , 	33 , 	4 , 	4 , 	4 , 	10 , 	19 , 	10 , 	48 , 	21 , 	1 , 	5 , 	2 , 	-   , 	-   , 	2 , 	7 ," 	1,456 ",,,,,,,,,,
SO, 	52 , 	79 , 	48 , 	71 , 	105 , 	46 , 	84 , 	56 , 	72 , 	20 , 	41 , 	24 , 	25 , 	21 , 	15 , 	8 , 	10 , 	14 , 	72 , 	125 , 	130 , 	83 , 	57 , 	89 , 	85 , 	198 , 	162 , 	720 , 	282 , 	118 , 	92 , 	64 , 	94 , 	158 , 	113 , 	14 , 	91 , 	25 , 	70 , 	38 , 	34 , 	46 , 	181 , 	21 , 	16 , 	7 , 	-   , 	-   , 	10 , 	45 ," 	4,030 ",,,,,,,,,,
MB, 	14 , 	16 , 	15 , 	11 , 	92 , 	15 , 	23 , 	28 , 	42 , 	8 , 	12 , 	18 , 	9 , 	7 , 	5 , 	3 , 	1 , 	4 , 	9 , 	13 , 	16 , 	5 , 	6 , 	20 , 	51 , 	188 , 	158 , 	471 , 	447 , 	228 , 	134 , 	59 , 	71 , 	87 , 	32 , 	1 , 	9 , 	3 , 	5 , 	21 , 	17 , 	213 , 	39 , 	3 , 	6 , 	1 , 	-   , 	-   , 	2 , 	6 ," 	2,644 ",,,,,,,,,,
WD, 	3 , 	7 , 	6 , 	2 , 	30 , 	4 , 	7 , 	11 , 	10 , 	35 , 	55 , 	104 , 	42 , 	49 , 	20 , 	14 , 	14 , 	13 , 	3 , 	2 , 	2 , 	1 , 	1 , 	4 , 	19 , 	198 , 	104 , 	199 , 	119 , 	44 , 	20 , 	11 , 	11 , 	13 , 	1 , 	50 , 	25 , 	1 , 	1 , 	2 , 	2 , 	31 , 	4 , 	13 , 	17 , 	11 , 	-   , 	-   , 	1 , 	2 ," 	1,342 ",,,,,,,,,,
OA, 	8 , 	18 , 	18 , 	18 , 	29 , 	12 , 	10 , 	11 , 	18 , 	8 , 	6 , 	20 , 	3 , 	5 , 	4 , 	5 , 	6 , 	10 , 	13 , 	22 , 	17 , 	9 , 	7 , 	10 , 	8 , 	47 , 	25 , 	63 , 	32 , 	15 , 	16 , 	11 , 	7 , 	11 , 	1 , 	6 , 	35 , 	4 , 	8 , 	3 , 	2 , 	16 , 	3 , 	9 , 	3 , 	9 , 	-   , 	-   , 	2 , 	9 , 	632 ,,,,,,,,,,
WS, 	14 , 	30 , 	18 , 	20 , 	156 , 	30 , 	28 , 	40 , 	38 , 	47 , 	50 , 	175 , 	34 , 	40 , 	49 , 	30 , 	43 , 	41 , 	8 , 	12 , 	11 , 	4 , 	5 , 	14 , 	95 , 	178 , 	126 , 	228 , 	148 , 	68 , 	23 , 	11 , 	13 , 	14 , 	3 , 	7 , 	29 , 	1 , 	8 , 	1 , 	1 , 	10 , 	1 , 	11 , 	8 , 	19 , 	-   , 	-   , 	2 , 	11 ," 	1,956 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	6 , 	4 , 	2 , 	1 , 	5 , 	4 , 	13 , 	10 , 	7 , 	2 , 	6 , 	10 , 	5 , 	1 , 	5 , 	3 , 	1 , 	1 , 	50 , 	13 , 	20 , 	5 , 	4 , 	5 , 	7 , 	19 , 	14 , 	43 , 	21 , 	7 , 	9 , 	4 , 	6 , 	5 , 	3 , 	1 , 	1 , 	6 , 	9 , 	2 , 	3 , 	12 , 	2 , 	0 , 	3 , 	4 , 	-   , 	-   , 	3 , 	18 , 	388 ,,,,,,,,,,
