Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Apr 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	9 , 	64 , 	55 , 	38 , 	168 , 	62 , 	53 , 	26 , 	60 , 	23 , 	65 , 	76 , 	12 , 	22 , 	19 , 	6 , 	6 , 	18 , 	12 , 	6 , 	11 , 	3 , 	2 , 	8 , 	16 , 	58 , 	44 , 	141 , 	70 , 	57 , 	79 , 	16 , 	28 , 	17 , 	18 , 	2 , 	8 , 	3 , 	16 ," 	1,397 ",,,Eastbay," 	24,462 ",,SF CBD," 	53,203 ",59.3%,,
EN, 	61 , 	7 , 	46 , 	36 , 	237 , 	75 , 	63 , 	49 , 	78 , 	35 , 	50 , 	108 , 	13 , 	18 , 	15 , 	8 , 	13 , 	28 , 	12 , 	5 , 	6 , 	3 , 	3 , 	7 , 	11 , 	120 , 	101 , 	265 , 	95 , 	38 , 	65 , 	15 , 	35 , 	22 , 	27 , 	3 , 	6 , 	0 , 	12 ," 	1,790 ",,,Westbay," 	25,476 ",,non-CBD," 	36,440 ",40.7%,,
EP, 	60 , 	42 , 	7 , 	18 , 	205 , 	38 , 	30 , 	26 , 	49 , 	20 , 	28 , 	80 , 	6 , 	7 , 	7 , 	5 , 	8 , 	22 , 	6 , 	5 , 	6 , 	4 , 	2 , 	10 , 	5 , 	89 , 	68 , 	135 , 	79 , 	24 , 	16 , 	10 , 	5 , 	13 , 	13 , 	3 , 	6 , 	1 , 	5 ," 	1,162 ",,,Transbay," 	39,706 ",,,,,,
NB, 	36 , 	42 , 	17 , 	5 , 	72 , 	29 , 	21 , 	21 , 	55 , 	19 , 	29 , 	70 , 	8 , 	5 , 	11 , 	5 , 	4 , 	15 , 	4 , 	3 , 	8 , 	5 , 	2 , 	7 , 	5 , 	123 , 	73 , 	164 , 	111 , 	37 , 	42 , 	12 , 	6 , 	11 , 	12 , 	1 , 	4 , 	0 , 	5 ," 	1,095 ",,,,,,,,,,
BK, 	172 , 	252 , 	192 , 	59 , 	10 , 	153 , 	91 , 	152 , 	193 , 	74 , 	121 , 	165 , 	41 , 	42 , 	38 , 	24 , 	47 , 	135 , 	25 , 	17 , 	28 , 	19 , 	15 , 	17 , 	35 , 	223 , 	194 , 	520 , 	278 , 	109 , 	82 , 	42 , 	25 , 	45 , 	56 , 	13 , 	38 , 	4 , 	17 ," 	3,760 ",,,Extensions," 	11,600 ",,,,,,
AS, 	62 , 	79 , 	40 , 	31 , 	139 , 	3 , 	52 , 	59 , 	78 , 	35 , 	64 , 	89 , 	21 , 	22 , 	13 , 	8 , 	14 , 	23 , 	9 , 	7 , 	10 , 	6 , 	4 , 	8 , 	27 , 	80 , 	71 , 	180 , 	130 , 	60 , 	60 , 	12 , 	11 , 	10 , 	17 , 	5 , 	6 , 	4 , 	9 ," 	1,555 ",,,,,,,,,,
MA, 	57 , 	64 , 	24 , 	20 , 	99 , 	45 , 	5 , 	23 , 	52 , 	17 , 	58 , 	102 , 	22 , 	20 , 	23 , 	10 , 	15 , 	25 , 	25 , 	11 , 	17 , 	10 , 	8 , 	14 , 	26 , 	144 , 	113 , 	290 , 	173 , 	76 , 	55 , 	16 , 	20 , 	19 , 	21 , 	2 , 	12 , 	3 , 	27 ," 	1,755 ",,,,,,,,,,
19, 	30 , 	41 , 	22 , 	20 , 	129 , 	53 , 	22 , 	4 , 	20 , 	10 , 	36 , 	61 , 	18 , 	25 , 	24 , 	9 , 	18 , 	19 , 	14 , 	11 , 	16 , 	7 , 	6 , 	29 , 	11 , 	78 , 	79 , 	192 , 	130 , 	43 , 	38 , 	8 , 	12 , 	10 , 	19 , 	2 , 	8 , 	3 , 	15 ," 	1,292 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	52 , 	74 , 	47 , 	47 , 	162 , 	78 , 	49 , 	21 , 	13 , 	16 , 	69 , 	109 , 	50 , 	65 , 	60 , 	22 , 	33 , 	64 , 	37 , 	30 , 	42 , 	16 , 	15 , 	37 , 	30 , 	164 , 	183 , 	447 , 	187 , 	65 , 	64 , 	28 , 	46 , 	45 , 	53 , 	5 , 	13 , 	10 , 	34 ," 	2,576 ",,,Dtwn SF," 	1,147 "," 	3,721 "," 	10,585 "," 	3,644 "," 	3,633 "," 	5,233 "," 	27,963 "
LM, 	21 , 	30 , 	22 , 	18 , 	79 , 	32 , 	19 , 	7 , 	22 , 	5 , 	93 , 	93 , 	64 , 	65 , 	23 , 	16 , 	32 , 	51 , 	6 , 	9 , 	6 , 	3 , 	3 , 	12 , 	16 , 	100 , 	103 , 	252 , 	124 , 	46 , 	55 , 	17 , 	30 , 	17 , 	6 , 	21 , 	26 , 	2 , 	4 ," 	1,545 ",,,OAK," 	3,386 ", 	467 , 	924 ," 	1,378 ", 	502 ," 	1,624 "," 	8,282 "
