Exit stations,Entry stations->,,SATURDAY,,,Jan 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	5 , 	65 , 	66 , 	44 , 	228 , 	70 , 	78 , 	50 , 	54 , 	17 , 	73 , 	53 , 	28 , 	26 , 	21 , 	10 , 	8 , 	18 , 	19 , 	8 , 	13 , 	7 , 	10 , 	13 , 	16 , 	124 , 	78 , 	273 , 	109 , 	76 , 	84 , 	19 , 	32 , 	19 , 	8 , 	3 , 	5 , 	2 , 	26 , 	6 , 	10 , 	25 , 	10 , 	3 ," 	1,909 ",,,Eastbay," 	41,414 ",,SF CBD," 	108,037 ",60.2%,,,
EN, 	71 , 	12 , 	84 , 	68 , 	429 , 	138 , 	131 , 	98 , 	174 , 	39 , 	101 , 	127 , 	45 , 	38 , 	34 , 	13 , 	25 , 	45 , 	21 , 	14 , 	22 , 	7 , 	8 , 	22 , 	33 , 	304 , 	238 , 	695 , 	216 , 	96 , 	104 , 	37 , 	49 , 	47 , 	21 , 	7 , 	14 , 	3 , 	39 , 	14 , 	22 , 	61 , 	18 , 	9 ," 	3,792 ",,,Westbay," 	54,789 ",,non-CBD," 	65,597 ",36.5%,,,
EP, 	68 , 	75 , 	7 , 	57 , 	375 , 	72 , 	72 , 	74 , 	101 , 	27 , 	38 , 	43 , 	14 , 	19 , 	9 , 	4 , 	16 , 	25 , 	16 , 	9 , 	14 , 	7 , 	8 , 	25 , 	13 , 	169 , 	115 , 	307 , 	138 , 	53 , 	44 , 	13 , 	16 , 	13 , 	7 , 	7 , 	8 , 	2 , 	9 , 	4 , 	4 , 	42 , 	15 , 	9 ," 	2,158 ",,,Transbay," 	86,193 ",,,,,,,
NB, 	47 , 	71 , 	52 , 	10 , 	126 , 	51 , 	64 , 	78 , 	83 , 	24 , 	57 , 	43 , 	15 , 	17 , 	18 , 	6 , 	14 , 	23 , 	13 , 	11 , 	17 , 	8 , 	6 , 	18 , 	18 , 	235 , 	160 , 	386 , 	221 , 	113 , 	104 , 	26 , 	25 , 	14 , 	6 , 	7 , 	7 , 	3 , 	11 , 	4 , 	6 , 	65 , 	18 , 	5 ," 	2,301 ",,,,,,,,,,,
BK, 	212 , 	435 , 	406 , 	148 , 	25 , 	264 , 	258 , 	276 , 	263 , 	99 , 	163 , 	248 , 	97 , 	88 , 	78 , 	50 , 	62 , 	139 , 	63 , 	76 , 	79 , 	58 , 	36 , 	55 , 	89 , 	534 , 	339 , 	938 , 	427 , 	260 , 	185 , 	73 , 	61 , 	76 , 	10 , 	18 , 	46 , 	23 , 	45 , 	12 , 	18 , 	299 , 	78 , 	23 ," 	7,225 ",,,,,,,,,,,
AS, 	73 , 	118 , 	62 , 	46 , 	213 , 	13 , 	95 , 	138 , 	131 , 	42 , 	106 , 	86 , 	30 , 	39 , 	31 , 	11 , 	13 , 	29 , 	23 , 	11 , 	23 , 	9 , 	4 , 	12 , 	44 , 	221 , 	163 , 	355 , 	237 , 	191 , 	128 , 	31 , 	22 , 	17 , 	2 , 	8 , 	12 , 	5 , 	22 , 	5 , 	5 , 	46 , 	15 , 	5 ," 	2,889 ",,,,,,,,,,,
MA, 	80 , 	144 , 	64 , 	69 , 	248 , 	94 , 	10 , 	94 , 	117 , 	32 , 	122 , 	125 , 	49 , 	60 , 	42 , 	21 , 	30 , 	37 , 	55 , 	28 , 	49 , 	22 , 	13 , 	43 , 	55 , 	345 , 	262 , 	631 , 	399 , 	261 , 	182 , 	41 , 	42 , 	34 , 	11 , 	10 , 	20 , 	8 , 	83 , 	8 , 	12 , 	74 , 	20 , 	7 ," 	4,149 ",,,,,,,,,,,
19, 	49 , 	93 , 	75 , 	82 , 	268 , 	148 , 	96 , 	12 , 	22 , 	15 , 	76 , 	97 , 	53 , 	58 , 	47 , 	23 , 	21 , 	45 , 	47 , 	35 , 	44 , 	23 , 	17 , 	87 , 	58 , 	279 , 	227 , 	507 , 	358 , 	237 , 	148 , 	46 , 	38 , 	27 , 	10 , 	13 , 	23 , 	13 , 	50 , 	7 , 	10 , 	50 , 	23 , 	8 ," 	3,661 ",,,,,,,,,,,
12, 	57 , 	161 , 	105 , 	79 , 	241 , 	121 , 	115 , 	20 , 	10 , 	12 , 	97 , 	138 , 	91 , 	104 , 	75 , 	36 , 	39 , 	77 , 	69 , 	49 , 	63 , 	24 , 	24 , 	70 , 	68 , 	289 , 	287 , 	627 , 	300 , 	165 , 	126 , 	52 , 	75 , 	51 , 	20 , 	10 , 	19 , 	19 , 	84 , 	13 , 	17 , 	71 , 	38 , 	10 ," 	4,211 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	30 , 	25 , 	25 , 	91 , 	42 , 	35 , 	16 , 	17 , 	9 , 	95 , 	107 , 	159 , 	155 , 	59 , 	35 , 	49 , 	66 , 	14 , 	6 , 	9 , 	8 , 	7 , 	15 , 	23 , 	278 , 	235 , 	564 , 	273 , 	159 , 	103 , 	26 , 	42 , 	39 , 	4 , 	54 , 	69 , 	4 , 	12 , 	4 , 	4 , 	20 , 	6 , 	37 ," 	3,043 ",,,Dtwn SF," 	2,426 "," 	8,553 "," 	16,507 "," 	7,261 "," 	7,407 "," 	9,576 "," 	4,843 "," 	56,573 "
