Exit stations,Entry stations->,,SUNDAY,,,Jan 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	5 , 	51 , 	52 , 	45 , 	133 , 	67 , 	59 , 	34 , 	51 , 	25 , 	48 , 	48 , 	13 , 	16 , 	12 , 	4 , 	11 , 	16 , 	11 , 	3 , 	11 , 	5 , 	3 , 	9 , 	16 , 	86 , 	63 , 	186 , 	84 , 	60 , 	60 , 	17 , 	25 , 	14 , 	8 , 	2 , 	6 , 	5 , 	23 , 	7 , 	7 , 	27 , 	13 , 	2 ," 	1,439 ",,,Eastbay," 	28,820 ",,SF CBD," 	71,511 ",57.7%,,,
EN, 	52 , 	11 , 	53 , 	48 , 	254 , 	94 , 	85 , 	56 , 	83 , 	43 , 	69 , 	91 , 	25 , 	23 , 	22 , 	12 , 	14 , 	29 , 	19 , 	10 , 	22 , 	6 , 	4 , 	11 , 	27 , 	165 , 	131 , 	436 , 	129 , 	64 , 	56 , 	24 , 	33 , 	32 , 	18 , 	4 , 	12 , 	4 , 	26 , 	10 , 	12 , 	58 , 	12 , 	9 ," 	2,393 ",,,Westbay," 	38,364 ",,non-CBD," 	46,876 ",37.8%,,,
EP, 	62 , 	55 , 	8 , 	42 , 	239 , 	55 , 	52 , 	51 , 	65 , 	27 , 	35 , 	41 , 	11 , 	13 , 	6 , 	3 , 	12 , 	26 , 	9 , 	7 , 	13 , 	8 , 	5 , 	23 , 	9 , 	95 , 	80 , 	217 , 	115 , 	36 , 	32 , 	14 , 	11 , 	11 , 	6 , 	4 , 	5 , 	1 , 	8 , 	1 , 	3 , 	49 , 	12 , 	3 ," 	1,578 ",,,Transbay," 	58,569 ",,,,,,,
NB, 	46 , 	46 , 	38 , 	9 , 	77 , 	48 , 	54 , 	61 , 	69 , 	33 , 	46 , 	58 , 	10 , 	15 , 	14 , 	4 , 	9 , 	19 , 	9 , 	8 , 	18 , 	6 , 	9 , 	9 , 	11 , 	134 , 	105 , 	260 , 	178 , 	92 , 	70 , 	23 , 	18 , 	13 , 	2 , 	3 , 	7 , 	4 , 	10 , 	2 , 	5 , 	86 , 	14 , 	5 ," 	1,752 ",,,,,,,,,,,
BK, 	154 , 	262 , 	253 , 	84 , 	37 , 	153 , 	159 , 	169 , 	191 , 	74 , 	109 , 	270 , 	56 , 	48 , 	48 , 	21 , 	42 , 	130 , 	32 , 	32 , 	56 , 	35 , 	14 , 	24 , 	63 , 	312 , 	208 , 	703 , 	296 , 	179 , 	121 , 	53 , 	44 , 	58 , 	9 , 	13 , 	35 , 	6 , 	29 , 	5 , 	11 , 	382 , 	64 , 	16 ," 	5,053 ",,,,,,,,,,,
AS, 	66 , 	81 , 	54 , 	49 , 	127 , 	15 , 	69 , 	89 , 	88 , 	55 , 	88 , 	78 , 	22 , 	31 , 	24 , 	8 , 	14 , 	29 , 	12 , 	8 , 	14 , 	6 , 	7 , 	15 , 	40 , 	155 , 	94 , 	234 , 	194 , 	138 , 	106 , 	19 , 	16 , 	12 , 	4 , 	4 , 	12 , 	2 , 	13 , 	4 , 	5 , 	76 , 	15 , 	3 ," 	2,191 ",,,,,,,,,,,
MA, 	66 , 	72 , 	47 , 	50 , 	140 , 	72 , 	16 , 	64 , 	86 , 	36 , 	87 , 	115 , 	36 , 	58 , 	31 , 	15 , 	14 , 	32 , 	42 , 	25 , 	32 , 	12 , 	12 , 	43 , 	46 , 	208 , 	164 , 	441 , 	331 , 	217 , 	135 , 	35 , 	29 , 	19 , 	10 , 	12 , 	15 , 	8 , 	58 , 	3 , 	8 , 	110 , 	19 , 	6 ," 	3,072 ",,,,,,,,,,,
19, 	33 , 	44 , 	53 , 	54 , 	151 , 	90 , 	56 , 	12 , 	17 , 	14 , 	55 , 	80 , 	39 , 	35 , 	32 , 	15 , 	20 , 	35 , 	31 , 	26 , 	38 , 	26 , 	11 , 	58 , 	34 , 	192 , 	169 , 	379 , 	253 , 	180 , 	124 , 	34 , 	26 , 	28 , 	6 , 	6 , 	13 , 	10 , 	31 , 	6 , 	7 , 	64 , 	20 , 	5 ," 	2,605 ",,,,,,,,,,,
12, 	52 , 	71 , 	60 , 	56 , 	157 , 	79 , 	70 , 	14 , 	13 , 	15 , 	76 , 	106 , 	56 , 	63 , 	51 , 	30 , 	23 , 	54 , 	41 , 	33 , 	40 , 	18 , 	18 , 	43 , 	56 , 	209 , 	205 , 	482 , 	242 , 	128 , 	97 , 	37 , 	54 , 	34 , 	14 , 	10 , 	14 , 	8 , 	44 , 	10 , 	15 , 	83 , 	22 , 	5 ," 	3,002 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	24 , 	43 , 	26 , 	30 , 	65 , 	59 , 	32 , 	15 , 	16 , 	11 , 	112 , 	99 , 	105 , 	102 , 	37 , 	27 , 	35 , 	58 , 	10 , 	6 , 	16 , 	5 , 	5 , 	21 , 	29 , 	182 , 	151 , 	424 , 	226 , 	144 , 	99 , 	27 , 	43 , 	27 , 	3 , 	41 , 	55 , 	4 , 	13 , 	3 , 	4 , 	24 , 	5 , 	24 ," 	2,484 ",,,Dtwn SF," 	1,430 "," 	5,791 "," 	10,598 "," 	4,496 "," 	4,348 "," 	5,860 "," 	3,583 "," 	36,104 "
FV, 	50 , 	65 , 	37 , 	44 , 	124 , 	81 , 	90 , 	59 , 	79 , 	110 , 	11 , 	133 , 	98 , 	171 , 	107 , 	54 , 	29 , 	72 , 	23 , 	15 , 	27 , 	10 , 	8 , 	24 , 	68 , 	228 , 	163 , 	475 , 	283 , 	125 , 	113 , 	26 , 	51 , 	34 , 	7 , 	35 , 	50 , 	4 , 	44 , 	7 , 	11 , 	46 , 	14 , 	22 ," 	3,321 ",,,OAK," 	5,769 ", 	808 ," 	1,920 "," 	1,726 ", 	847 ," 	2,124 ", 	459 ," 	13,652 "
CL, 	47 , 	75 , 	31 , 	34 , 	106 , 	61 , 	98 , 	79 , 	115 , 	78 , 	122 , 	6 , 	75 , 	139 , 	97 , 	52 , 	57 , 	113 , 	32 , 	30 , 	32 , 	28 , 	14 , 	33 , 	62 , 	150 , 	113 , 	340 , 	139 , 	63 , 	63 , 	36 , 	27 , 	46 , 	13 , 	38 , 	111 , 	14 , 	64 , 	9 , 	8 , 	42 , 	16 , 	58 ," 	2,960 ",,,CM line," 	10,831 "," 	1,870 "," 	4,042 "," 	1,433 ", 	943 ," 	1,440 "," 	1,985 "," 	22,544 "
