Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Jan 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,
RM, 	9 , 	65 , 	56 , 	33 , 	103 , 	58 , 	46 , 	17 , 	43 , 	9 , 	41 , 	47 , 	10 , 	16 , 	14 , 	9 , 	7 , 	14 , 	15 , 	5 , 	7 , 	6 , 	2 , 	7 , 	14 , 	52 , 	45 , 	157 , 	69 , 	41 , 	56 , 	10 , 	28 , 	20 , 	6 , 	2 , 	8 , 	2 , 	17 , 	6 , 	5 , 	15 , 	11 ," 	1,194 ",,,,,,,,,,
EN, 	68 , 	5 , 	58 , 	43 , 	251 , 	79 , 	87 , 	37 , 	78 , 	25 , 	66 , 	103 , 	23 , 	24 , 	19 , 	10 , 	18 , 	30 , 	22 , 	7 , 	12 , 	7 , 	6 , 	13 , 	23 , 	114 , 	99 , 	345 , 	103 , 	47 , 	62 , 	22 , 	42 , 	40 , 	10 , 	4 , 	12 , 	1 , 	27 , 	8 , 	11 , 	40 , 	11 ," 	2,103 ",,,,,,,,,,
EP, 	55 , 	57 , 	5 , 	33 , 	195 , 	45 , 	42 , 	26 , 	55 , 	24 , 	25 , 	49 , 	11 , 	10 , 	5 , 	4 , 	10 , 	26 , 	10 , 	5 , 	9 , 	2 , 	2 , 	16 , 	5 , 	66 , 	63 , 	210 , 	69 , 	24 , 	21 , 	9 , 	10 , 	7 , 	4 , 	2 , 	7 , 	2 , 	5 , 	2 , 	2 , 	31 , 	8 ," 	1,263 ",,,,,,,,,,
NB, 	38 , 	41 , 	36 , 	4 , 	61 , 	35 , 	41 , 	30 , 	58 , 	22 , 	41 , 	54 , 	9 , 	10 , 	10 , 	2 , 	7 , 	16 , 	4 , 	5 , 	10 , 	3 , 	4 , 	9 , 	7 , 	105 , 	92 , 	234 , 	120 , 	59 , 	47 , 	14 , 	11 , 	8 , 	2 , 	4 , 	9 , 	2 , 	7 , 	3 , 	3 , 	38 , 	10 ," 	1,319 ",,,,,,,,,,
BK, 	129 , 	244 , 	180 , 	62 , 	13 , 	140 , 	137 , 	112 , 	171 , 	55 , 	90 , 	322 , 	36 , 	36 , 	36 , 	17 , 	33 , 	136 , 	21 , 	26 , 	40 , 	25 , 	20 , 	27 , 	35 , 	204 , 	161 , 	613 , 	288 , 	125 , 	90 , 	31 , 	35 , 	39 , 	5 , 	11 , 	41 , 	8 , 	14 , 	5 , 	9 , 	166 , 	44 ," 	4,029 ",,,,,,,,,,
AS, 	62 , 	74 , 	42 , 	34 , 	123 , 	4 , 	69 , 	54 , 	72 , 	25 , 	59 , 	73 , 	17 , 	23 , 	16 , 	3 , 	14 , 	19 , 	11 , 	9 , 	15 , 	6 , 	5 , 	12 , 	31 , 	81 , 	80 , 	230 , 	146 , 	95 , 	68 , 	17 , 	12 , 	14 , 	2 , 	4 , 	14 , 	2 , 	11 , 	2 , 	3 , 	34 , 	10 ," 	1,689 ",,,,,,,,,,
MA, 	45 , 	72 , 	39 , 	38 , 	118 , 	62 , 	6 , 	37 , 	54 , 	26 , 	65 , 	98 , 	29 , 	44 , 	31 , 	17 , 	13 , 	30 , 	29 , 	19 , 	25 , 	13 , 	14 , 	34 , 	37 , 	135 , 	119 , 	381 , 	204 , 	107 , 	87 , 	27 , 	26 , 	18 , 	2 , 	4 , 	15 , 	7 , 	48 , 	3 , 	3 , 	51 , 	9 ," 	2,235 ",,,,,,,,,,
19, 	18 , 	35 , 	23 , 	29 , 	114 , 	56 , 	38 , 	3 , 	11 , 	9 , 	35 , 	48 , 	18 , 	26 , 	19 , 	10 , 	12 , 	20 , 	21 , 	12 , 	17 , 	8 , 	5 , 	33 , 	16 , 	84 , 	63 , 	214 , 	125 , 	67 , 	52 , 	15 , 	14 , 	13 , 	3 , 	6 , 	8 , 	3 , 	17 , 	2 , 	3 , 	17 , 	4 ," 	1,339 ",,,,,,,,,,
12, 	35 , 	71 , 	46 , 	53 , 	150 , 	64 , 	51 , 	12 , 	8 , 	14 , 	67 , 	99 , 	64 , 	76 , 	35 , 	18 , 	31 , 	40 , 	31 , 	29 , 	39 , 	15 , 	15 , 	41 , 	31 , 	129 , 	139 , 	421 , 	151 , 	57 , 	52 , 	20 , 	32 , 	28 , 	11 , 	9 , 	14 , 	7 , 	39 , 	6 , 	9 , 	50 , 	15 ," 	2,319 ",,,,,,,,,,
LM, 	13 , 	25 , 	20 , 	17 , 	59 , 	32 , 	26 , 	8 , 	11 , 	4 , 	67 , 	80 , 	59 , 	79 , 	23 , 	18 , 	26 , 	32 , 	8 , 	7 , 	8 , 	7 , 	2 , 	11 , 	22 , 	122 , 	127 , 	399 , 	142 , 	71 , 	77 , 	25 , 	27 , 	19 , 	7 , 	42 , 	40 , 	2 , 	9 , 	6 , 	5 , 	16 , 	13 ," 	1,809 ",,,,,,,,,,
FV, 	49 , 	68 , 	31 , 	37 , 	96 , 	71 , 	68 , 	41 , 	67 , 	66 , 	8 , 	128 , 	108 , 	169 , 	96 , 	51 , 	33 , 	52 , 	21 , 	10 , 	10 , 	9 , 	10 , 	21 , 	59 , 	122 , 	109 , 	399 , 	182 , 	91 , 	88 , 	20 , 	37 , 	29 , 	9 , 	22 , 	59 , 	6 , 	44 , 	6 , 	11 , 	34 , 	14 ," 	2,654 ",,,,,,,,,,
CL, 	44 , 	83 , 	36 , 	32 , 	120 , 	51 , 	95 , 	44 , 	105 , 	64 , 	110 , 	10 , 	62 , 	101 , 	85 , 	56 , 	64 , 	145 , 	35 , 	48 , 	41 , 	29 , 	15 , 	30 , 	44 , 	186 , 	124 , 	397 , 	195 , 	69 , 	75 , 	41 , 	38 , 	69 , 	13 , 	37 , 	161 , 	11 , 	52 , 	28 , 	15 , 	41 , 	25 ," 	3,120 ",,,,,,,,,,
SL, 	12 , 	20 , 	13 , 	7 , 	43 , 	16 , 	32 , 	26 , 	57 , 	67 , 	107 , 	71 , 	6 , 	75 , 	53 , 	25 , 	22 , 	42 , 	12 , 	3 , 	7 , 	2 , 	3 , 	9 , 	16 , 	68 , 	59 , 	212 , 	65 , 	22 , 	23 , 	13 , 	19 , 	14 , 	7 , 	19 , 	29 , 	2 , 	11 , 	3 , 	5 , 	20 , 	5 ," 	1,337 ",,,,,,,,,,
BF, 	16 , 	27 , 	8 , 	9 , 	41 , 	23 , 	46 , 	29 , 	75 , 	69 , 	162 , 	111 , 	71 , 	4 , 	109 , 	63 , 	52 , 	92 , 	14 , 	4 , 	6 , 	2 , 	3 , 	9 , 	27 , 	71 , 	70 , 	200 , 	72 , 	22 , 	24 , 	13 , 	12 , 	14 , 	9 , 	33 , 	112 , 	4 , 	18 , 	5 , 	3 , 	19 , 	7 ," 	1,777 ",,,,,,,,,,
HY, 	16 , 	19 , 	6 , 	8 , 	34 , 	17 , 	32 , 	24 , 	39 , 	23 , 	95 , 	92 , 	56 , 	101 , 	6 , 	56 , 	63 , 	94 , 	6 , 	4 , 	4 , 	2 , 	3 , 	5 , 	11 , 	39 , 	26 , 	114 , 	39 , 	15 , 	19 , 	3 , 	13 , 	8 , 	5 , 	8 , 	28 , 	4 , 	18 , 	3 , 	5 , 	11 , 	2 ," 	1,169 ",,,,,,,,,,
SH, 	7 , 	11 , 	4 , 	3 , 	15 , 	7 , 	13 , 	12 , 	23 , 	20 , 	44 , 	64 , 	23 , 	76 , 	54 , 	5 , 	31 , 	66 , 	6 , 	5 , 	5 , 	0 , 	1 , 	2 , 	5 , 	28 , 	21 , 	83 , 	28 , 	15 , 	15 , 	4 , 	8 , 	10 , 	3 , 	9 , 	19 , 	3 , 	16 , 	2 , 	5 , 	7 , 	2 , 	772 ,,,,,,,,,,
UC, 	8 , 	16 , 	7 , 	6 , 	30 , 	13 , 	16 , 	11 , 	30 , 	31 , 	45 , 	77 , 	26 , 	60 , 	61 , 	31 , 	4 , 	61 , 	8 , 	6 , 	6 , 	3 , 	2 , 	2 , 	5 , 	49 , 	34 , 	130 , 	36 , 	12 , 	12 , 	6 , 	14 , 	11 , 	8 , 	6 , 	23 , 	2 , 	13 , 	5 , 	1 , 	14 , 	3 , 	939 ,,,,,,,,,,
FM, 	16 , 	39 , 	22 , 	17 , 	99 , 	25 , 	31 , 	20 , 	45 , 	46 , 	63 , 	165 , 	41 , 	97 , 	104 , 	70 , 	64 , 	15 , 	16 , 	13 , 	8 , 	4 , 	1 , 	11 , 	10 , 	102 , 	72 , 	288 , 	80 , 	21 , 	23 , 	16 , 	17 , 	25 , 	7 , 	14 , 	39 , 	6 , 	22 , 	3 , 	3 , 	49 , 	5 ," 	1,830 ",,,,,,,,,,
CN, 	16 , 	19 , 	11 , 	5 , 	21 , 	10 , 	32 , 	21 , 	35 , 	7 , 	24 , 	47 , 	9 , 	12 , 	12 , 	6 , 	9 , 	16 , 	6 , 	44 , 	157 , 	47 , 	22 , 	22 , 	7 , 	77 , 	49 , 	157 , 	57 , 	19 , 	28 , 	11 , 	19 , 	34 , 	2 , 	6 , 	7 , 	16 , 	128 , 	6 , 	8 , 	46 , 	6 ," 	1,287 ",,,,,,,,,,
PH, 	6 , 	5 , 	7 , 	6 , 	26 , 	10 , 	17 , 	13 , 	35 , 	7 , 	6 , 	65 , 	3 , 	3 , 	3 , 	4 , 	6 , 	10 , 	43 , 	7 , 	55 , 	13 , 	14 , 	31 , 	3 , 	102 , 	74 , 	185 , 	62 , 	19 , 	17 , 	13 , 	8 , 	20 , 	5 , 	1 , 	5 , 	2 , 	32 , 	4 , 	6 , 	70 , 	7 ," 	1,023 ",,,,,,,,,,
WC, 	8 , 	13 , 	13 , 	10 , 	41 , 	13 , 	22 , 	15 , 	46 , 	8 , 	14 , 	55 , 	9 , 	7 , 	6 , 	5 , 	3 , 	9 , 	194 , 	58 , 	3 , 	30 , 	22 , 	52 , 	5 , 	138 , 	95 , 	269 , 	101 , 	24 , 	25 , 	19 , 	12 , 	22 , 	3 , 	2 , 	5 , 	20 , 	56 , 	3 , 	5 , 	84 , 	7 ," 	1,544 ",,,,,,,,,,
LF, 	5 , 	4 , 	4 , 	4 , 	25 , 	10 , 	15 , 	7 , 	17 , 	5 , 	10 , 	44 , 	1 , 	3 , 	2 , 	1 , 	2 , 	5 , 	53 , 	16 , 	28 , 	4 , 	8 , 	31 , 	5 , 	81 , 	55 , 	156 , 	57 , 	14 , 	8 , 	7 , 	3 , 	7 , 	1 , 	1 , 	3 , 	5 , 	16 , 	1 , 	2 , 	35 , 	5 , 	756 ,,,,,,,,,,
OR, 	4 , 	6 , 	4 , 	2 , 	22 , 	4 , 	15 , 	6 , 	18 , 	2 , 	10 , 	19 , 	3 , 	4 , 	2 , 	-   , 	2 , 	4 , 	22 , 	13 , 	23 , 	9 , 	3 , 	27 , 	2 , 	63 , 	56 , 	132 , 	46 , 	9 , 	12 , 	5 , 	4 , 	8 , 	1 , 	1 , 	1 , 	1 , 	9 , 	1 , 	1 , 	26 , 	5 , 	601 ,,,,,,,,,,
