Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Mar 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	97 , 	96 , 	49 , 	210 , 	86 , 	76 , 	34 , 	71 , 	14 , 	83 , 	69 , 	19 , 	26 , 	24 , 	15 , 	7 , 	21 , 	23 , 	9 , 	11 , 	6 , 	5 , 	11 , 	22 , 	90 , 	71 , 	245 , 	108 , 	83 , 	101 , 	16 , 	33 , 	28 , 	8 , 	4 , 	13 , 	3 , 	30 , 	9 , 	5 , 	20 , 	10 ," 	1,969 ",,,Eastbay," 	39,319 ",,SF CBD," 	103,396 ",60.8%,,,
EN, 	116 , 	8 , 	91 , 	59 , 	382 , 	129 , 	123 , 	65 , 	156 , 	33 , 	117 , 	137 , 	32 , 	41 , 	40 , 	21 , 	27 , 	42 , 	29 , 	13 , 	17 , 	8 , 	6 , 	21 , 	28 , 	204 , 	187 , 	699 , 	196 , 	80 , 	115 , 	32 , 	64 , 	62 , 	22 , 	9 , 	20 , 	4 , 	31 , 	13 , 	14 , 	35 , 	18 ," 	3,546 ",,,Westbay," 	57,274 ",,non-CBD," 	62,296 ",36.6%,,,
EP, 	102 , 	87 , 	4 , 	49 , 	357 , 	89 , 	70 , 	47 , 	97 , 	34 , 	47 , 	55 , 	16 , 	8 , 	12 , 	6 , 	9 , 	21 , 	12 , 	10 , 	20 , 	4 , 	3 , 	25 , 	12 , 	139 , 	110 , 	352 , 	129 , 	43 , 	40 , 	13 , 	21 , 	12 , 	1 , 	6 , 	9 , 	1 , 	9 , 	3 , 	3 , 	28 , 	9 ," 	2,124 ",,,Transbay," 	73,396 ",,,,,,,
NB, 	53 , 	54 , 	51 , 	4 , 	119 , 	49 , 	53 , 	40 , 	85 , 	30 , 	65 , 	53 , 	17 , 	20 , 	11 , 	6 , 	10 , 	21 , 	14 , 	10 , 	17 , 	8 , 	8 , 	8 , 	10 , 	159 , 	157 , 	383 , 	193 , 	84 , 	71 , 	18 , 	14 , 	15 , 	2 , 	5 , 	10 , 	2 , 	10 , 	2 , 	3 , 	41 , 	10 ," 	1,990 ",,,,,,,,,,,
BK, 	238 , 	411 , 	362 , 	132 , 	21 , 	239 , 	250 , 	182 , 	286 , 	105 , 	204 , 	306 , 	77 , 	85 , 	74 , 	33 , 	58 , 	190 , 	45 , 	64 , 	86 , 	51 , 	37 , 	42 , 	66 , 	454 , 	357 ," 	1,241 ", 	518 , 	223 , 	176 , 	74 , 	53 , 	94 , 	9 , 	29 , 	72 , 	19 , 	34 , 	10 , 	10 , 	144 , 	68 ," 	7,226 ",,,,,,,,,,,
AS, 	80 , 	119 , 	71 , 	53 , 	200 , 	10 , 	82 , 	86 , 	132 , 	45 , 	97 , 	92 , 	26 , 	38 , 	33 , 	14 , 	18 , 	32 , 	15 , 	11 , 	18 , 	8 , 	7 , 	18 , 	43 , 	150 , 	146 , 	367 , 	225 , 	140 , 	90 , 	21 , 	20 , 	20 , 	3 , 	4 , 	17 , 	5 , 	16 , 	4 , 	2 , 	38 , 	12 ," 	2,628 ",,,,,,,,,,,
MA, 	78 , 	127 , 	69 , 	55 , 	236 , 	96 , 	10 , 	60 , 	93 , 	33 , 	115 , 	127 , 	46 , 	70 , 	52 , 	23 , 	15 , 	45 , 	44 , 	30 , 	50 , 	17 , 	16 , 	40 , 	47 , 	259 , 	224 , 	648 , 	306 , 	187 , 	124 , 	25 , 	38 , 	35 , 	7 , 	12 , 	29 , 	5 , 	64 , 	4 , 	5 , 	38 , 	15 ," 	3,619 ",,,,,,,,,,,
19, 	42 , 	70 , 	43 , 	43 , 	191 , 	87 , 	53 , 	3 , 	19 , 	10 , 	56 , 	63 , 	34 , 	57 , 	41 , 	15 , 	33 , 	42 , 	33 , 	21 , 	45 , 	11 , 	15 , 	50 , 	32 , 	130 , 	132 , 	305 , 	183 , 	105 , 	78 , 	18 , 	21 , 	24 , 	6 , 	6 , 	21 , 	6 , 	31 , 	5 , 	6 , 	13 , 	10 ," 	2,208 ",,,,,,,,,,,
12, 	62 , 	142 , 	103 , 	82 , 	267 , 	125 , 	91 , 	18 , 	12 , 	14 , 	117 , 	147 , 	91 , 	126 , 	66 , 	40 , 	46 , 	110 , 	57 , 	59 , 	66 , 	31 , 	40 , 	68 , 	73 , 	242 , 	225 , 	635 , 	284 , 	111 , 	78 , 	42 , 	62 , 	52 , 	16 , 	17 , 	42 , 	13 , 	67 , 	17 , 	10 , 	46 , 	24 ," 	4,033 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	17 , 	39 , 	31 , 	32 , 	111 , 	45 , 	30 , 	13 , 	14 , 	6 , 	69 , 	95 , 	100 , 	132 , 	46 , 	33 , 	43 , 	71 , 	10 , 	11 , 	10 , 	5 , 	5 , 	18 , 	24 , 	183 , 	197 , 	575 , 	207 , 	84 , 	85 , 	22 , 	39 , 	29 , 	10 , 	67 , 	69 , 	4 , 	9 , 	5 , 	5 , 	19 , 	19 ," 	2,638 ",,,Dtwn SF," 	2,441 "," 	6,664 "," 	18,271 "," 	7,134 "," 	6,361 "," 	8,623 "," 	4,403 "," 	53,897 "
