Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Mar 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	63 , 	71 , 	34 , 	127 , 	65 , 	51 , 	21 , 	41 , 	22 , 	67 , 	130 , 	12 , 	17 , 	20 , 	8 , 	8 , 	16 , 	12 , 	4 , 	8 , 	2 , 	2 , 	7 , 	15 , 	66 , 	42 , 	153 , 	66 , 	48 , 	65 , 	14 , 	28 , 	19 , 	8 , 	1 , 	10 , 	1 , 	25 , 	8 , 	7 , 	18 , 	11 ," 	1,419 ",,,Eastbay," 	30,612 ",,SF CBD," 	66,213 ",55.6%,,,
EN, 	72 , 	8 , 	69 , 	44 , 	232 , 	106 , 	91 , 	37 , 	83 , 	31 , 	80 , 	201 , 	22 , 	28 , 	25 , 	14 , 	17 , 	37 , 	21 , 	7 , 	15 , 	4 , 	3 , 	16 , 	22 , 	137 , 	100 , 	362 , 	113 , 	52 , 	77 , 	27 , 	44 , 	39 , 	14 , 	4 , 	14 , 	3 , 	36 , 	10 , 	10 , 	45 , 	13 ," 	2,386 ",,,Westbay," 	39,290 ",,non-CBD," 	48,299 ",40.6%,,,
EP, 	73 , 	57 , 	3 , 	42 , 	244 , 	54 , 	42 , 	27 , 	57 , 	28 , 	28 , 	67 , 	9 , 	10 , 	8 , 	5 , 	6 , 	20 , 	10 , 	6 , 	10 , 	6 , 	3 , 	15 , 	8 , 	91 , 	56 , 	167 , 	84 , 	31 , 	22 , 	12 , 	14 , 	13 , 	2 , 	2 , 	9 , 	2 , 	9 , 	2 , 	2 , 	33 , 	8 ," 	1,398 ",,,Transbay," 	49,117 ",,,,,,,
NB, 	41 , 	43 , 	45 , 	3 , 	67 , 	39 , 	44 , 	35 , 	52 , 	28 , 	50 , 	87 , 	8 , 	11 , 	7 , 	4 , 	5 , 	18 , 	5 , 	9 , 	12 , 	3 , 	4 , 	11 , 	7 , 	128 , 	73 , 	223 , 	133 , 	56 , 	52 , 	14 , 	11 , 	11 , 	3 , 	4 , 	6 , 	2 , 	8 , 	2 , 	1 , 	53 , 	9 ," 	1,427 ",,,,,,,,,,,
BK, 	152 , 	219 , 	239 , 	66 , 	10 , 	156 , 	152 , 	128 , 	187 , 	72 , 	111 , 	505 , 	43 , 	41 , 	46 , 	25 , 	52 , 	232 , 	24 , 	31 , 	55 , 	37 , 	20 , 	28 , 	55 , 	296 , 	194 , 	701 , 	343 , 	154 , 	121 , 	52 , 	49 , 	54 , 	9 , 	16 , 	60 , 	9 , 	18 , 	6 , 	13 , 	231 , 	73 ," 	5,083 ",,,,,,,,,,,
AS, 	71 , 	95 , 	54 , 	38 , 	129 , 	4 , 	78 , 	67 , 	83 , 	48 , 	76 , 	113 , 	19 , 	35 , 	20 , 	11 , 	11 , 	27 , 	14 , 	12 , 	10 , 	7 , 	2 , 	15 , 	33 , 	107 , 	81 , 	201 , 	178 , 	117 , 	81 , 	17 , 	12 , 	16 , 	1 , 	4 , 	13 , 	2 , 	16 , 	3 , 	2 , 	47 , 	10 ," 	1,979 ",,,,,,,,,,,
MA, 	53 , 	81 , 	47 , 	39 , 	140 , 	82 , 	6 , 	32 , 	65 , 	22 , 	82 , 	142 , 	32 , 	43 , 	34 , 	15 , 	17 , 	30 , 	28 , 	20 , 	28 , 	10 , 	11 , 	26 , 	36 , 	167 , 	114 , 	366 , 	232 , 	126 , 	104 , 	27 , 	19 , 	21 , 	5 , 	7 , 	16 , 	5 , 	55 , 	3 , 	5 , 	62 , 	13 ," 	2,467 ",,,,,,,,,,,
19, 	25 , 	38 , 	25 , 	30 , 	120 , 	57 , 	35 , 	2 , 	10 , 	7 , 	49 , 	56 , 	17 , 	28 , 	22 , 	13 , 	14 , 	31 , 	17 , 	10 , 	21 , 	6 , 	7 , 	27 , 	22 , 	93 , 	67 , 	206 , 	134 , 	75 , 	56 , 	22 , 	15 , 	18 , 	7 , 	6 , 	13 , 	5 , 	16 , 	3 , 	4 , 	22 , 	7 ," 	1,458 ",,,,,,,,,,,
12, 	40 , 	68 , 	51 , 	48 , 	158 , 	84 , 	56 , 	14 , 	6 , 	13 , 	72 , 	115 , 	62 , 	60 , 	33 , 	22 , 	29 , 	54 , 	47 , 	29 , 	38 , 	19 , 	13 , 	36 , 	45 , 	196 , 	144 , 	452 , 	182 , 	78 , 	52 , 	27 , 	39 , 	38 , 	14 , 	12 , 	23 , 	6 , 	41 , 	9 , 	9 , 	72 , 	13 ," 	2,621 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	22 , 	29 , 	25 , 	24 , 	72 , 	47 , 	26 , 	10 , 	11 , 	4 , 	93 , 	123 , 	64 , 	83 , 	30 , 	22 , 	31 , 	51 , 	9 , 	9 , 	9 , 	5 , 	5 , 	13 , 	31 , 	144 , 	142 , 	409 , 	182 , 	86 , 	83 , 	19 , 	40 , 	24 , 	8 , 	38 , 	40 , 	4 , 	7 , 	9 , 	5 , 	26 , 	19 ," 	2,131 ",,,Dtwn SF," 	1,361 "," 	4,213 "," 	11,528 "," 	3,995 "," 	3,585 "," 	5,581 "," 	3,352 "," 	33,614 "
