Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Dec 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	81 , 	94 , 	47 , 	226 , 	76 , 	75 , 	41 , 	75 , 	17 , 	90 , 	54 , 	21 , 	19 , 	20 , 	13 , 	7 , 	18 , 	22 , 	11 , 	12 , 	6 , 	7 , 	10 , 	17 , 	61 , 	66 , 	234 , 	101 , 	78 , 	111 , 	18 , 	37 , 	26 , 	6 , 	3 , 	12 , 	2 , 	23 , 	7 , 	6 , 	9 , 	6 ," 	1,872 ",,,Eastbay," 	35,863 ",,SF CBD," 	100,371 ",65.8%,,,
EN, 	113 , 	8 , 	89 , 	48 , 	360 , 	123 , 	114 , 	82 , 	175 , 	29 , 	106 , 	89 , 	28 , 	30 , 	28 , 	12 , 	28 , 	43 , 	26 , 	12 , 	16 , 	9 , 	8 , 	17 , 	29 , 	144 , 	201 , 	723 , 	183 , 	72 , 	121 , 	28 , 	52 , 	46 , 	17 , 	5 , 	12 , 	3 , 	30 , 	7 , 	7 , 	37 , 	17 ," 	3,325 ",,,Westbay," 	49,664 ",,non-CBD," 	55,375 ",36.3%,,,
EP, 	98 , 	87 , 	5 , 	40 , 	334 , 	70 , 	52 , 	44 , 	107 , 	28 , 	40 , 	29 , 	16 , 	12 , 	12 , 	7 , 	8 , 	25 , 	16 , 	7 , 	14 , 	6 , 	4 , 	14 , 	9 , 	144 , 	131 , 	402 , 	118 , 	38 , 	39 , 	11 , 	9 , 	17 , 	3 , 	2 , 	5 , 	2 , 	7 , 	2 , 	-   , 	23 , 	7 ," 	2,044 ",,,Transbay," 	73,242 ",,,,,,,
NB, 	57 , 	46 , 	37 , 	6 , 	115 , 	46 , 	49 , 	48 , 	112 , 	27 , 	44 , 	36 , 	18 , 	23 , 	13 , 	7 , 	8 , 	21 , 	9 , 	11 , 	14 , 	7 , 	6 , 	12 , 	14 , 	164 , 	165 , 	450 , 	188 , 	73 , 	78 , 	24 , 	17 , 	14 , 	6 , 	3 , 	6 , 	3 , 	9 , 	2 , 	4 , 	28 , 	10 ," 	2,027 ",,,SFO Ext," 	11,669 ",,,,,,,
BK, 	237 , 	365 , 	350 , 	118 , 	16 , 	246 , 	214 , 	198 , 	280 , 	111 , 	161 , 	123 , 	79 , 	85 , 	72 , 	36 , 	38 , 	132 , 	44 , 	59 , 	60 , 	34 , 	24 , 	40 , 	67 , 	277 , 	260 , 	981 , 	413 , 	148 , 	139 , 	49 , 	40 , 	56 , 	16 , 	25 , 	87 , 	7 , 	24 , 	11 , 	8 , 	44 , 	46 ," 	5,818 ",,,Extensions," 	16,982 ",,,,,,,
AS, 	90 , 	121 , 	73 , 	58 , 	188 , 	6 , 	88 , 	94 , 	134 , 	47 , 	78 , 	68 , 	26 , 	37 , 	29 , 	12 , 	17 , 	28 , 	16 , 	12 , 	14 , 	10 , 	5 , 	12 , 	38 , 	118 , 	123 , 	364 , 	186 , 	101 , 	101 , 	24 , 	18 , 	7 , 	7 , 	6 , 	10 , 	2 , 	17 , 	1 , 	0 , 	14 , 	12 ," 	2,411 ",,,,,,,,,,,
MA, 	85 , 	107 , 	55 , 	48 , 	207 , 	86 , 	9 , 	59 , 	110 , 	25 , 	114 , 	86 , 	40 , 	76 , 	49 , 	24 , 	23 , 	35 , 	35 , 	31 , 	37 , 	16 , 	14 , 	26 , 	53 , 	202 , 	224 , 	693 , 	291 , 	151 , 	135 , 	18 , 	32 , 	24 , 	5 , 	5 , 	17 , 	5 , 	63 , 	3 , 	4 , 	31 , 	9 ," 	3,365 ",,,,,,,,,,,
19, 	50 , 	89 , 	49 , 	57 , 	188 , 	93 , 	62 , 	5 , 	28 , 	17 , 	84 , 	79 , 	53 , 	63 , 	40 , 	22 , 	33 , 	48 , 	30 , 	23 , 	44 , 	28 , 	16 , 	45 , 	37 , 	118 , 	128 , 	352 , 	170 , 	80 , 	77 , 	23 , 	27 , 	29 , 	8 , 	6 , 	22 , 	4 , 	41 , 	4 , 	4 , 	18 , 	13 ," 	2,407 ",,,,,,,,,,,
12, 	76 , 	163 , 	99 , 	96 , 	256 , 	128 , 	99 , 	24 , 	9 , 	23 , 	148 , 	157 , 	126 , 	150 , 	104 , 	56 , 	110 , 	120 , 	74 , 	65 , 	68 , 	34 , 	35 , 	76 , 	94 , 	206 , 	238 , 	746 , 	270 , 	97 , 	85 , 	39 , 	65 , 	48 , 	28 , 	26 , 	35 , 	16 , 	67 , 	11 , 	10 , 	35 , 	30 ," 	4,444 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	18 , 	27 , 	22 , 	28 , 	104 , 	36 , 	28 , 	12 , 	26 , 	5 , 	68 , 	68 , 	115 , 	132 , 	51 , 	25 , 	45 , 	56 , 	6 , 	7 , 	8 , 	5 , 	7 , 	10 , 	27 , 	127 , 	159 , 	503 , 	173 , 	65 , 	66 , 	27 , 	31 , 	25 , 	3 , 	45 , 	65 , 	3 , 	8 , 	2 , 	2 , 	6 , 	4 ," 	2,249 ",,,Dtwn SF," 	2,192 "," 	6,448 "," 	16,973 "," 	6,514 "," 	7,495 "," 	9,663 "," 	3,159 "," 	49,285 "
