Exit stations,Entry stations->,,SUNDAY,,,Aug 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	13 , 	43 , 	56 , 	44 , 	149 , 	65 , 	65 , 	35 , 	64 , 	24 , 	51 , 	53 , 	14 , 	21 , 	18 , 	10 , 	8 , 	14 , 	16 , 	5 , 	12 , 	7 , 	3 , 	12 , 	18 , 	114 , 	63 , 	197 , 	98 , 	57 , 	61 , 	20 , 	24 , 	19 , 	8 , 	4 , 	8 , 	3 , 	25 , 	8 , 	10 , 	27 , 	10 , 	2 ," 	1,571 ",,,Eastbay," 	34,287 ",,SF CBD," 	90,596 ",59.9%,,,
EN, 	61 , 	13 , 	49 , 	43 , 	244 , 	101 , 	86 , 	55 , 	134 , 	36 , 	76 , 	154 , 	25 , 	27 , 	30 , 	15 , 	15 , 	41 , 	17 , 	9 , 	16 , 	7 , 	5 , 	15 , 	23 , 	239 , 	161 , 	479 , 	134 , 	61 , 	58 , 	23 , 	51 , 	31 , 	16 , 	3 , 	14 , 	3 , 	27 , 	7 , 	10 , 	68 , 	16 , 	4 ," 	2,694 ",,,Westbay," 	46,061 ",,non-CBD," 	54,275 ",35.9%,,,
EP, 	57 , 	49 , 	8 , 	48 , 	251 , 	60 , 	60 , 	40 , 	84 , 	32 , 	35 , 	74 , 	12 , 	9 , 	8 , 	7 , 	10 , 	34 , 	12 , 	9 , 	13 , 	7 , 	6 , 	18 , 	8 , 	165 , 	100 , 	239 , 	111 , 	47 , 	32 , 	12 , 	11 , 	12 , 	4 , 	3 , 	7 , 	2 , 	9 , 	3 , 	4 , 	59 , 	13 , 	5 ," 	1,781 ",,,Transbay," 	73,289 ",,,,,,,
NB, 	46 , 	47 , 	39 , 	12 , 	80 , 	49 , 	48 , 	68 , 	83 , 	36 , 	32 , 	98 , 	16 , 	15 , 	16 , 	6 , 	8 , 	26 , 	11 , 	10 , 	22 , 	9 , 	6 , 	11 , 	10 , 	286 , 	134 , 	295 , 	208 , 	109 , 	68 , 	22 , 	17 , 	19 , 	3 , 	3 , 	11 , 	2 , 	10 , 	3 , 	4 , 	99 , 	24 , 	3 ," 	2,119 ",,,,,,,,,,,
BK, 	161 , 	230 , 	269 , 	87 , 	30 , 	166 , 	161 , 	179 , 	209 , 	91 , 	129 , 	237 , 	64 , 	58 , 	39 , 	33 , 	55 , 	213 , 	42 , 	37 , 	60 , 	32 , 	25 , 	31 , 	61 , 	606 , 	276 , 	974 , 	440 , 	222 , 	153 , 	62 , 	56 , 	60 , 	13 , 	20 , 	87 , 	9 , 	28 , 	8 , 	17 , 	276 , 	106 , 	23 ," 	6,128 ",,,,,,,,,,,
AS, 	70 , 	91 , 	58 , 	40 , 	165 , 	11 , 	83 , 	106 , 	118 , 	55 , 	71 , 	113 , 	25 , 	38 , 	18 , 	14 , 	9 , 	42 , 	11 , 	10 , 	17 , 	5 , 	6 , 	10 , 	32 , 	224 , 	118 , 	296 , 	247 , 	143 , 	97 , 	21 , 	15 , 	14 , 	4 , 	5 , 	13 , 	3 , 	18 , 	4 , 	3 , 	83 , 	18 , 	6 ," 	2,545 ",,,,,,,,,,,
MA, 	73 , 	78 , 	53 , 	47 , 	151 , 	82 , 	14 , 	56 , 	120 , 	40 , 	88 , 	160 , 	39 , 	53 , 	33 , 	15 , 	13 , 	38 , 	33 , 	27 , 	38 , 	13 , 	19 , 	46 , 	50 , 	366 , 	193 , 	521 , 	361 , 	210 , 	139 , 	35 , 	37 , 	23 , 	7 , 	8 , 	18 , 	8 , 	66 , 	6 , 	10 , 	125 , 	21 , 	10 ," 	3,538 ",,,,,,,,,,,
19, 	35 , 	51 , 	37 , 	57 , 	171 , 	92 , 	56 , 	14 , 	16 , 	18 , 	56 , 	102 , 	35 , 	38 , 	34 , 	20 , 	16 , 	35 , 	22 , 	22 , 	35 , 	14 , 	12 , 	48 , 	38 , 	210 , 	186 , 	394 , 	255 , 	173 , 	107 , 	25 , 	31 , 	28 , 	5 , 	7 , 	13 , 	6 , 	36 , 	4 , 	6 , 	71 , 	19 , 	4 ," 	2,651 ",,,,,,,,,,,
12, 	64 , 	111 , 	77 , 	82 , 	178 , 	112 , 	105 , 	13 , 	18 , 	21 , 	103 , 	173 , 	75 , 	96 , 	65 , 	35 , 	41 , 	68 , 	49 , 	34 , 	54 , 	30 , 	23 , 	61 , 	61 , 	336 , 	219 , 	563 , 	279 , 	138 , 	91 , 	37 , 	56 , 	41 , 	12 , 	18 , 	22 , 	18 , 	61 , 	10 , 	16 , 	121 , 	37 , 	11 ," 	3,829 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	28 , 	42 , 	27 , 	36 , 	79 , 	59 , 	34 , 	18 , 	20 , 	9 , 	140 , 	151 , 	108 , 	89 , 	45 , 	34 , 	38 , 	48 , 	13 , 	8 , 	13 , 	6 , 	7 , 	16 , 	31 , 	236 , 	181 , 	466 , 	235 , 	153 , 	102 , 	32 , 	51 , 	31 , 	4 , 	47 , 	48 , 	2 , 	15 , 	4 , 	6 , 	31 , 	12 , 	30 ," 	2,776 ",,,Dtwn SF," 	1,717 "," 	6,801 "," 	11,855 "," 	6,083 "," 	6,057 "," 	7,944 "," 	5,553 "," 	46,009 "
