Muni Fast Pass Adult/Clipper OD,,,,,,Aug 13,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,40,21,77,102,359,691,621,871,"2,781"
MT,25,36,43,84,460,849,828,"1,539","3,863"
PL,119,73,37,55,366,597,443,"1,117","2,807"
CC,83,72,59,20,189,342,308,703,"1,776"
16,332,352,445,200,13,91,128,304,"1,865"
24,539,630,689,337,104,15,96,263,"2,673"
GP,539,603,570,282,133,104,13,62,"2,307"
BP,758,941,"1,557",637,289,278,63,36,"4,560"
Entries,"2,435","2,728","3,477","1,717","1,913","2,967","2,500","4,895","22,633"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,15,6,31,24,125,170,114,256,741
MT,9,13,11,13,154,192,184,647,"1,223"
PL,39,13,42,25,312,449,360,943,"2,183"
CC,15,9,21,19,130,196,102,238,730
16,104,82,329,131,15,85,101,206,"1,055"
24,146,125,495,201,85,20,80,194,"1,348"
GP,99,109,417,106,81,80,9,32,933
BP,208,259,"1,208",195,173,168,29,23,"2,264"
Entries,636,618,"2,554",714,"1,077","1,359",980,"2,539","10,477"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,20,5,21,15,67,100,70,183,479
MT,3,15,7,11,89,114,119,432,791
PL,22,8,41,18,206,336,230,657,"1,517"
CC,16,6,20,24,98,137,95,224,620
16,76,52,241,109,18,60,59,150,765
24,115,82,380,139,52,22,60,127,976
GP,77,74,326,87,62,54,13,23,716
BP,182,198,994,201,125,120,21,24,"1,865"
Entries,510,440,"2,030",604,716,942,667,"1,820","7,728"
