Exit stations,Entry stations->,,SATURDAY,,,Aug 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	13 , 	82 , 	90 , 	91 , 	267 , 	104 , 	107 , 	60 , 	74 , 	17 , 	86 , 	83 , 	29 , 	39 , 	25 , 	15 , 	14 , 	34 , 	21 , 	8 , 	17 , 	9 , 	6 , 	18 , 	28 , 	173 , 	104 , 	348 , 	153 , 	101 , 	121 , 	42 , 	54 , 	35 , 	10 , 	6 , 	10 , 	2 , 	35 , 	9 , 	11 , 	28 , 	18 , 	3 ," 	2,602 ",,,Eastbay," 	49,593 ",,SF CBD," 	130,970 ",59.9%,,,
EN, 	94 , 	14 , 	75 , 	68 , 	543 , 	131 , 	131 , 	96 , 	179 , 	32 , 	124 , 	212 , 	36 , 	53 , 	41 , 	19 , 	23 , 	50 , 	29 , 	15 , 	27 , 	8 , 	8 , 	24 , 	36 , 	399 , 	284 , 	820 , 	262 , 	122 , 	176 , 	52 , 	72 , 	82 , 	25 , 	10 , 	19 , 	3 , 	41 , 	20 , 	30 , 	82 , 	30 , 	9 ," 	4,604 ",,,Westbay," 	62,219 ",,non-CBD," 	80,948 ",37.0%,,,
EP, 	84 , 	74 , 	10 , 	49 , 	460 , 	70 , 	74 , 	61 , 	106 , 	28 , 	51 , 	106 , 	18 , 	18 , 	15 , 	7 , 	12 , 	28 , 	19 , 	7 , 	14 , 	12 , 	6 , 	29 , 	10 , 	239 , 	140 , 	362 , 	147 , 	67 , 	64 , 	19 , 	17 , 	19 , 	6 , 	6 , 	13 , 	2 , 	12 , 	5 , 	7 , 	67 , 	17 , 	8 ," 	2,585 ",,,Transbay," 	110,429 ",,,,,,,
NB, 	86 , 	70 , 	48 , 	13 , 	179 , 	53 , 	58 , 	70 , 	95 , 	28 , 	54 , 	100 , 	15 , 	17 , 	13 , 	7 , 	11 , 	33 , 	15 , 	12 , 	20 , 	8 , 	7 , 	19 , 	17 , 	351 , 	203 , 	461 , 	263 , 	149 , 	122 , 	24 , 	25 , 	26 , 	8 , 	8 , 	14 , 	2 , 	8 , 	4 , 	5 , 	99 , 	25 , 	3 ," 	2,852 ",,,,,,,,,,,
BK, 	265 , 	575 , 	503 , 	189 , 	42 , 	302 , 	312 , 	298 , 	377 , 	108 , 	196 , 	242 , 	120 , 	125 , 	84 , 	45 , 	96 , 	304 , 	87 , 	103 , 	163 , 	98 , 	79 , 	55 , 	96 ," 	1,082 ", 	595 ," 	1,664 ", 	770 , 	419 , 	322 , 	150 , 	82 , 	195 , 	19 , 	45 , 	180 , 	24 , 	66 , 	27 , 	32 , 	237 , 	181 , 	54 ," 	11,006 ",,,,,,,,,,,
AS, 	108 , 	118 , 	65 , 	52 , 	247 , 	15 , 	104 , 	125 , 	169 , 	48 , 	91 , 	122 , 	36 , 	35 , 	28 , 	19 , 	13 , 	34 , 	20 , 	13 , 	19 , 	9 , 	9 , 	14 , 	38 , 	273 , 	174 , 	381 , 	312 , 	214 , 	154 , 	36 , 	30 , 	23 , 	5 , 	9 , 	21 , 	6 , 	20 , 	5 , 	5 , 	58 , 	19 , 	7 ," 	3,304 ",,,,,,,,,,,
MA, 	108 , 	133 , 	79 , 	58 , 	295 , 	101 , 	17 , 	84 , 	139 , 	36 , 	119 , 	174 , 	58 , 	62 , 	46 , 	25 , 	24 , 	46 , 	58 , 	34 , 	56 , 	18 , 	21 , 	55 , 	58 , 	552 , 	337 , 	892 , 	526 , 	349 , 	310 , 	67 , 	53 , 	40 , 	11 , 	15 , 	26 , 	9 , 	81 , 	10 , 	18 , 	110 , 	27 , 	11 ," 	5,345 ",,,,,,,,,,,
19, 	64 , 	96 , 	60 , 	68 , 	276 , 	139 , 	87 , 	13 , 	27 , 	13 , 	82 , 	129 , 	55 , 	67 , 	50 , 	24 , 	19 , 	43 , 	38 , 	32 , 	43 , 	22 , 	17 , 	73 , 	55 , 	298 , 	236 , 	526 , 	359 , 	250 , 	180 , 	49 , 	43 , 	31 , 	10 , 	13 , 	17 , 	14 , 	49 , 	8 , 	13 , 	55 , 	28 , 	9 ," 	3,781 ",,,,,,,,,,,
12, 	79 , 	170 , 	103 , 	97 , 	325 , 	161 , 	130 , 	24 , 	20 , 	19 , 	123 , 	208 , 	113 , 	133 , 	94 , 	46 , 	57 , 	92 , 	75 , 	59 , 	78 , 	35 , 	29 , 	97 , 	87 , 	519 , 	333 , 	925 , 	382 , 	220 , 	189 , 	63 , 	85 , 	61 , 	21 , 	20 , 	29 , 	21 , 	75 , 	13 , 	23 , 	91 , 	48 , 	13 ," 	5,583 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	37 , 	26 , 	24 , 	106 , 	48 , 	39 , 	16 , 	23 , 	11 , 	90 , 	182 , 	136 , 	159 , 	66 , 	32 , 	50 , 	74 , 	14 , 	10 , 	12 , 	8 , 	7 , 	13 , 	30 , 	350 , 	277 , 	607 , 	302 , 	176 , 	124 , 	42 , 	54 , 	46 , 	5 , 	62 , 	72 , 	3 , 	12 , 	4 , 	5 , 	25 , 	12 , 	43 ," 	3,451 ",,,Dtwn SF," 	2,605 "," 	10,174 "," 	17,548 "," 	10,264 "," 	9,137 "," 	11,393 "," 	6,855 "," 	67,975 "
