Exit stations,Entry stations->,,SUNDAY,,,Sep 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	51 , 	60 , 	43 , 	167 , 	71 , 	61 , 	43 , 	59 , 	31 , 	57 , 	118 , 	21 , 	23 , 	14 , 	9 , 	8 , 	17 , 	15 , 	4 , 	13 , 	6 , 	3 , 	12 , 	21 , 	139 , 	80 , 	248 , 	126 , 	77 , 	69 , 	24 , 	39 , 	23 , 	7 , 	4 , 	9 , 	3 , 	31 , 	7 , 	10 , 	29 , 	11 , 	1 ," 	1,875 ",,,Eastbay," 	43,705 ",,SF CBD," 	102,382 ",57.6%,,,
EN, 	59 , 	18 , 	68 , 	49 , 	289 , 	87 , 	91 , 	75 , 	110 , 	41 , 	77 , 	349 , 	27 , 	37 , 	32 , 	13 , 	16 , 	42 , 	18 , 	11 , 	20 , 	7 , 	5 , 	17 , 	25 , 	338 , 	194 , 	608 , 	226 , 	99 , 	103 , 	39 , 	70 , 	51 , 	20 , 	7 , 	11 , 	3 , 	30 , 	18 , 	17 , 	91 , 	18 , 	6 ," 	3,533 ",,,Westbay," 	47,968 ",,non-CBD," 	68,520 ",38.5%,,,
EP, 	67 , 	59 , 	9 , 	38 , 	293 , 	62 , 	55 , 	68 , 	69 , 	32 , 	39 , 	172 , 	10 , 	13 , 	10 , 	5 , 	11 , 	27 , 	9 , 	8 , 	12 , 	11 , 	7 , 	21 , 	13 , 	199 , 	104 , 	263 , 	146 , 	59 , 	48 , 	22 , 	20 , 	19 , 	6 , 	5 , 	9 , 	3 , 	11 , 	6 , 	6 , 	64 , 	12 , 	4 ," 	2,128 ",,,Transbay," 	88,925 ",,,,,,,
NB, 	48 , 	51 , 	35 , 	15 , 	86 , 	48 , 	58 , 	76 , 	69 , 	35 , 	32 , 	133 , 	16 , 	18 , 	15 , 	3 , 	9 , 	30 , 	10 , 	12 , 	23 , 	15 , 	5 , 	18 , 	12 , 	330 , 	159 , 	380 , 	257 , 	114 , 	85 , 	39 , 	33 , 	24 , 	6 , 	7 , 	14 , 	3 , 	10 , 	5 , 	5 , 	96 , 	24 , 	5 ," 	2,467 ",,,,,,,,,,,
BK, 	185 , 	274 , 	302 , 	87 , 	34 , 	163 , 	169 , 	237 , 	226 , 	83 , 	132 , 	250 , 	64 , 	68 , 	52 , 	33 , 	62 , 	241 , 	46 , 	48 , 	60 , 	38 , 	35 , 	28 , 	54 , 	645 , 	341 ," 	1,051 ", 	509 , 	274 , 	192 , 	84 , 	72 , 	91 , 	14 , 	15 , 	63 , 	6 , 	30 , 	11 , 	19 , 	228 , 	117 , 	24 ," 	6,757 ",,,,,,,,,,,
AS, 	71 , 	87 , 	54 , 	48 , 	140 , 	14 , 	75 , 	138 , 	104 , 	50 , 	76 , 	146 , 	30 , 	27 , 	18 , 	15 , 	16 , 	39 , 	9 , 	12 , 	14 , 	8 , 	6 , 	18 , 	36 , 	224 , 	134 , 	334 , 	264 , 	170 , 	104 , 	35 , 	25 , 	23 , 	8 , 	7 , 	14 , 	3 , 	18 , 	6 , 	4 , 	69 , 	18 , 	7 ," 	2,719 ",,,,,,,,,,,
MA, 	70 , 	78 , 	54 , 	56 , 	176 , 	84 , 	22 , 	89 , 	97 , 	38 , 	84 , 	237 , 	44 , 	50 , 	36 , 	15 , 	19 , 	39 , 	41 , 	28 , 	34 , 	20 , 	17 , 	42 , 	48 , 	464 , 	253 , 	655 , 	487 , 	298 , 	222 , 	48 , 	49 , 	38 , 	11 , 	8 , 	21 , 	7 , 	63 , 	5 , 	12 , 	142 , 	26 , 	7 ," 	4,336 ",,,,,,,,,,,
19, 	41 , 	80 , 	69 , 	78 , 	200 , 	136 , 	89 , 	21 , 	23 , 	29 , 	99 , 	165 , 	53 , 	65 , 	51 , 	26 , 	23 , 	46 , 	42 , 	27 , 	38 , 	23 , 	13 , 	76 , 	45 , 	269 , 	222 , 	468 , 	409 , 	231 , 	164 , 	57 , 	50 , 	46 , 	8 , 	11 , 	15 , 	9 , 	43 , 	11 , 	10 , 	83 , 	23 , 	7 ," 	3,692 ",,,,,,,,,,,
12, 	47 , 	79 , 	66 , 	59 , 	177 , 	93 , 	80 , 	21 , 	22 , 	14 , 	79 , 	243 , 	59 , 	77 , 	45 , 	28 , 	26 , 	60 , 	41 , 	33 , 	42 , 	19 , 	17 , 	55 , 	63 , 	400 , 	277 , 	696 , 	320 , 	150 , 	153 , 	44 , 	61 , 	52 , 	17 , 	9 , 	22 , 	8 , 	48 , 	13 , 	15 , 	132 , 	34 , 	7 ," 	4,003 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	32 , 	50 , 	31 , 	32 , 	86 , 	53 , 	35 , 	26 , 	17 , 	11 , 	125 , 	255 , 	93 , 	94 , 	46 , 	27 , 	33 , 	48 , 	10 , 	10 , 	17 , 	9 , 	6 , 	14 , 	27 , 	290 , 	209 , 	506 , 	306 , 	164 , 	123 , 	39 , 	63 , 	40 , 	5 , 	48 , 	59 , 	1 , 	13 , 	5 , 	7 , 	31 , 	11 , 	28 ," 	3,135 ",,,Dtwn SF," 	1,761 "," 	8,500 "," 	12,394 "," 	7,209 "," 	7,113 "," 	9,231 "," 	5,595 "," 	51,802 "
