Exit stations,Entry stations->,,SATURDAY,,,Sep 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	12 , 	71 , 	73 , 	53 , 	304 , 	84 , 	86 , 	55 , 	70 , 	23 , 	83 , 	71 , 	24 , 	33 , 	22 , 	15 , 	11 , 	28 , 	17 , 	8 , 	16 , 	8 , 	7 , 	11 , 	28 , 	134 , 	102 , 	302 , 	127 , 	88 , 	95 , 	27 , 	46 , 	30 , 	12 , 	3 , 	9 , 	3 , 	28 , 	8 , 	11 , 	29 , 	15 , 	5 ," 	2,279 ",,,Eastbay," 	50,676 ",,SF CBD," 	126,849 ",59.8%,,,
EN, 	82 , 	11 , 	85 , 	65 , 	729 , 	122 , 	125 , 	99 , 	158 , 	43 , 	113 , 	147 , 	40 , 	43 , 	34 , 	19 , 	23 , 	54 , 	27 , 	13 , 	26 , 	10 , 	8 , 	24 , 	42 , 	384 , 	293 , 	699 , 	239 , 	102 , 	122 , 	41 , 	68 , 	62 , 	26 , 	10 , 	15 , 	3 , 	35 , 	16 , 	24 , 	66 , 	27 , 	9 ," 	4,378 ",,,Westbay," 	61,382 ",,non-CBD," 	78,924 ",37.2%,,,
EP, 	86 , 	82 , 	10 , 	45 , 	637 , 	66 , 	77 , 	72 , 	106 , 	37 , 	40 , 	84 , 	15 , 	16 , 	11 , 	7 , 	9 , 	23 , 	15 , 	8 , 	16 , 	14 , 	7 , 	28 , 	17 , 	219 , 	150 , 	341 , 	145 , 	68 , 	52 , 	18 , 	21 , 	15 , 	6 , 	7 , 	8 , 	2 , 	11 , 	5 , 	4 , 	44 , 	16 , 	6 ," 	2,662 ",,,Transbay," 	103,298 ",,,,,,,
NB, 	49 , 	68 , 	41 , 	15 , 	275 , 	53 , 	58 , 	88 , 	105 , 	30 , 	51 , 	73 , 	19 , 	19 , 	17 , 	7 , 	11 , 	31 , 	12 , 	15 , 	18 , 	11 , 	7 , 	17 , 	21 , 	314 , 	195 , 	403 , 	242 , 	116 , 	111 , 	27 , 	26 , 	23 , 	4 , 	7 , 	11 , 	2 , 	10 , 	7 , 	7 , 	68 , 	27 , 	7 ," 	2,712 ",,,,,,,,,,,
BK, 	319 , 	774 , 	654 , 	299 , 	50 , 	338 , 	402 , 	343 , 	470 , 	158 , 	272 , 	219 , 	150 , 	158 , 	161 , 	59 , 	111 , 	461 , 	108 , 	184 , 	254 , 	144 , 	148 , 	78 , 	109 ," 	1,198 ", 	730 ," 	1,674 ", 	926 , 	404 , 	330 , 	161 , 	95 , 	216 , 	31 , 	51 , 	221 , 	37 , 	66 , 	32 , 	52 , 	165 , 	212 , 	64 ," 	13,086 ",,,,,,,,,,,
AS, 	88 , 	107 , 	71 , 	51 , 	275 , 	13 , 	108 , 	126 , 	143 , 	53 , 	94 , 	98 , 	32 , 	34 , 	31 , 	14 , 	13 , 	36 , 	14 , 	11 , 	18 , 	12 , 	9 , 	15 , 	57 , 	285 , 	173 , 	378 , 	279 , 	188 , 	128 , 	28 , 	23 , 	18 , 	9 , 	7 , 	9 , 	3 , 	22 , 	6 , 	7 , 	39 , 	16 , 	7 ," 	3,143 ",,,,,,,,,,,
MA, 	101 , 	139 , 	76 , 	60 , 	375 , 	114 , 	20 , 	96 , 	143 , 	35 , 	126 , 	158 , 	50 , 	72 , 	46 , 	23 , 	24 , 	51 , 	58 , 	39 , 	63 , 	27 , 	19 , 	59 , 	90 , 	502 , 	323 , 	723 , 	474 , 	318 , 	216 , 	46 , 	52 , 	37 , 	13 , 	10 , 	25 , 	7 , 	86 , 	8 , 	13 , 	84 , 	32 , 	12 ," 	5,040 ",,,,,,,,,,,
19, 	61 , 	103 , 	70 , 	88 , 	314 , 	153 , 	96 , 	18 , 	23 , 	16 , 	84 , 	99 , 	58 , 	66 , 	51 , 	25 , 	20 , 	45 , 	38 , 	37 , 	47 , 	38 , 	25 , 	81 , 	67 , 	311 , 	266 , 	537 , 	371 , 	227 , 	175 , 	53 , 	42 , 	32 , 	10 , 	12 , 	19 , 	16 , 	55 , 	8 , 	10 , 	48 , 	30 , 	11 ," 	3,950 ",,,,,,,,,,,
12, 	72 , 	157 , 	99 , 	97 , 	409 , 	144 , 	122 , 	30 , 	18 , 	17 , 	96 , 	176 , 	85 , 	113 , 	73 , 	45 , 	49 , 	91 , 	70 , 	65 , 	74 , 	30 , 	25 , 	97 , 	99 , 	440 , 	339 , 	747 , 	375 , 	190 , 	144 , 	58 , 	78 , 	56 , 	21 , 	14 , 	30 , 	19 , 	76 , 	12 , 	20 , 	94 , 	50 , 	15 ," 	5,126 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	20 , 	39 , 	37 , 	32 , 	149 , 	46 , 	35 , 	16 , 	20 , 	9 , 	92 , 	149 , 	130 , 	154 , 	58 , 	30 , 	40 , 	78 , 	10 , 	6 , 	12 , 	9 , 	9 , 	17 , 	27 , 	351 , 	278 , 	571 , 	265 , 	161 , 	110 , 	31 , 	50 , 	46 , 	2 , 	61 , 	71 , 	4 , 	15 , 	3 , 	8 , 	25 , 	11 , 	39 ," 	3,320 ",,,Dtwn SF," 	2,517 "," 	9,523 "," 	17,510 "," 	10,097 "," 	8,627 "," 	10,957 "," 	6,801 "," 	66,030 "
