Exit stations,Entry stations->,,SATURDAY,,,May 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	12 , 	35 , 	35 , 	20 , 	142 , 	26 , 	39 , 	27 , 	37 , 	10 , 	31 , 	28 , 	9 , 	10 , 	12 , 	7 , 	3 , 	4 , 	9 , 	9 , 	6 , 	5 , 	2 , 	5 , 	10 , 	94 , 	56 , 	156 , 	62 , 	62 , 	63 , 	14 , 	20 , 	13 , 	4 , 	3 , 	4 , 	1 , 	5 , 	7 , 	8 , 	20 , 	9 , 	2 , 	4 , 	9 , 	6 , 	5 , 	5 , 	4 ," 	1,161 ",,,,,,,,,,
OR, 	2 , 	3 , 	2 , 	0 , 	12 , 	2 , 	13 , 	16 , 	17 , 	3 , 	6 , 	13 , 	2 , 	1 , 	3 , 	1 , 	-   , 	1 , 	10 , 	6 , 	9 , 	8 , 	7 , 	17 , 	1 , 	104 , 	47 , 	61 , 	34 , 	23 , 	15 , 	6 , 	2 , 	4 , 	-   , 	0 , 	1 , 	-   , 	2 , 	1 , 	1 , 	28 , 	1 , 	0 , 	4 , 	0 , 	-   , 	1 , 	4 , 	3 , 	493 ,,,,,,,,,,
RR, 	7 , 	7 , 	13 , 	8 , 	16 , 	4 , 	22 , 	41 , 	45 , 	14 , 	19 , 	28 , 	8 , 	6 , 	3 , 	3 , 	1 , 	2 , 	22 , 	37 , 	38 , 	21 , 	20 , 	15 , 	12 , 	194 , 	94 , 	144 , 	113 , 	85 , 	53 , 	13 , 	9 , 	16 , 	5 , 	2 , 	3 , 	4 , 	12 , 	3 , 	4 , 	61 , 	7 , 	1 , 	4 , 	2 , 	1 , 	4 , 	2 , 	13 ," 	1,256 ",,,,,,,,,,
OW, 	11 , 	10 , 	4 , 	6 , 	22 , 	12 , 	21 , 	19 , 	29 , 	10 , 	43 , 	40 , 	16 , 	16 , 	9 , 	4 , 	1 , 	4 , 	6 , 	4 , 	6 , 	2 , 	2 , 	8 , 	15 , 	334 , 	172 , 	408 , 	191 , 	167 , 	96 , 	21 , 	20 , 	13 , 	4 , 	4 , 	12 , 	2 , 	5 , 	4 , 	8 , 	41 , 	7 , 	3 , 	5 , 	3 , 	2 , 	7 , 	2 , 	5 ," 	1,852 ",,,,,,,,,,
EM, 	109 , 	173 , 	118 , 	131 , 	362 , 	125 , 	217 , 	243 , 	218 , 	148 , 	173 , 	163 , 	138 , 	134 , 	67 , 	76 , 	52 , 	103 , 	141 , 	165 , 	217 , 	147 , 	121 , 	213 , 	389 , 	147 , 	19 , 	118 , 	62 , 	229 , 	263 , 	157 , 	192 , 	160 , 	64 , 	80 , 	443 , 	42 , 	107 , 	41 , 	57 , 	226 , 	96 , 	112 , 	52 , 	41 , 	78 , 	67 , 	16 , 	91 ," 	7,098 ",,,,,,,,,,
MT, 	71 , 	103 , 	75 , 	90 , 	225 , 	65 , 	142 , 	162 , 	173 , 	108 , 	119 , 	102 , 	93 , 	94 , 	32 , 	41 , 	24 , 	38 , 	68 , 	83 , 	103 , 	45 , 	48 , 	121 , 	233 , 	22 , 	57 , 	16 , 	30 , 	155 , 	194 , 	122 , 	260 , 	151 , 	48 , 	47 , 	147 , 	22 , 	59 , 	35 , 	42 , 	261 , 	56 , 	39 , 	31 , 	18 , 	33 , 	40 , 	9 , 	36 ," 	4,381 ",,,,,,,,,,
PL, 	136 , 	206 , 	96 , 	94 , 	281 , 	99 , 	172 , 	210 , 	236 , 	159 , 	211 , 	173 , 	167 , 	150 , 	64 , 	69 , 	31 , 	51 , 	92 , 	101 , 	108 , 	60 , 	55 , 	128 , 	396 , 	128 , 	17 , 	104 , 	58 , 	481 , 	597 , 	292 , 	503 , 	382 , 	145 , 	63 , 	177 , 	42 , 	104 , 	78 , 	105 , 	720 , 	130 , 	59 , 	58 , 	23 , 	49 , 	56 , 	21 , 	55 ," 	7,988 ",,,,,,,,,,
CC, 	58 , 	82 , 	64 , 	105 , 	183 , 	91 , 	143 , 	153 , 	150 , 	92 , 	161 , 	94 , 	63 , 	63 , 	36 , 	25 , 	16 , 	38 , 	47 , 	66 , 	77 , 	53 , 	41 , 	119 , 	233 , 	95 , 	32 , 	60 , 	56 , 	165 , 	265 , 	168 , 	151 , 	158 , 	74 , 	32 , 	94 , 	11 , 	38 , 	48 , 	77 , 	220 , 	130 , 	26 , 	14 , 	13 , 	21 , 	31 , 	9 , 	25 ," 	4,261 ",,,,,,,,,,
16, 	62 , 	62 , 	38 , 	54 , 	132 , 	64 , 	139 , 	142 , 	115 , 	79 , 	95 , 	56 , 	40 , 	34 , 	22 , 	26 , 	9 , 	15 , 	26 , 	22 , 	30 , 	19 , 	29 , 	76 , 	161 , 	230 , 	143 , 	542 , 	185 , 	35 , 	86 , 	119 , 	149 , 	146 , 	69 , 	18 , 	43 , 	10 , 	20 , 	41 , 	54 , 	133 , 	88 , 	19 , 	14 , 	13 , 	15 , 	28 , 	6 , 	18 ," 	3,766 ",,,,,,,,,,
24, 	64 , 	67 , 	24 , 	43 , 	88 , 	53 , 	93 , 	115 , 	73 , 	59 , 	72 , 	62 , 	30 , 	26 , 	18 , 	28 , 	6 , 	9 , 	21 , 	23 , 	25 , 	14 , 	14 , 	45 , 	111 , 	309 , 	174 , 	668 , 	258 , 	79 , 	39 , 	120 , 	148 , 	141 , 	68 , 	10 , 	28 , 	7 , 	22 , 	53 , 	60 , 	79 , 	79 , 	12 , 	9 , 	6 , 	10 , 	11 , 	5 , 	16 ," 	3,587 ",,,,,,,,,,
GP, 	12 , 	16 , 	6 , 	13 , 	39 , 	9 , 	21 , 	27 , 	23 , 	21 , 	14 , 	20 , 	9 , 	8 , 	6 , 	4 , 	2 , 	3 , 	7 , 	12 , 	11 , 	6 , 	6 , 	13 , 	17 , 	166 , 	94 , 	331 , 	96 , 	100 , 	122 , 	13 , 	18 , 	19 , 	23 , 	6 , 	11 , 	2 , 	8 , 	11 , 	18 , 	59 , 	30 , 	4 , 	6 , 	4 , 	3 , 	4 , 	3 , 	7 ," 	1,478 ",,,,,,,,,,
BP, 	17 , 	14 , 	6 , 	8 , 	30 , 	9 , 	11 , 	18 , 	26 , 	15 , 	15 , 	11 , 	15 , 	12 , 	5 , 	6 , 	3 , 	3 , 	9 , 	8 , 	6 , 	3 , 	1 , 	9 , 	22 , 	157 , 	125 , 	571 , 	122 , 	123 , 	119 , 	17 , 	15 , 	25 , 	27 , 	4 , 	12 , 	1 , 	9 , 	15 , 	36 , 	73 , 	28 , 	3 , 	3 , 	4 , 	2 , 	3 , 	2 , 	7 ," 	1,779 ",,,,,,,,,,
DC, 	12 , 	20 , 	7 , 	8 , 	34 , 	7 , 	14 , 	23 , 	23 , 	12 , 	23 , 	26 , 	14 , 	10 , 	6 , 	5 , 	4 , 	6 , 	11 , 	8 , 	9 , 	3 , 	3 , 	10 , 	18 , 	165 , 	113 , 	462 , 	157 , 	154 , 	145 , 	23 , 	27 , 	21 , 	18 , 	4 , 	10 , 	2 , 	9 , 	21 , 	47 , 	119 , 	45 , 	6 , 	6 , 	5 , 	5 , 	7 , 	4 , 	10 ," 	1,892 ",,,,,,,,,,
CM, 	7 , 	8 , 	2 , 	1 , 	6 , 	2 , 	6 , 	7 , 	12 , 	2 , 	4 , 	4 , 	3 , 	2 , 	4 , 	2 , 	2 , 	3 , 	5 , 	4 , 	4 , 	1 , 	1 , 	3 , 	4 , 	55 , 	39 , 	171 , 	60 , 	54 , 	59 , 	25 , 	27 , 	17 , 	6 , 	0 , 	1 , 	2 , 	8 , 	5 , 	15 , 	87 , 	14 , 	-   , 	-   , 	1 , 	1 , 	-   , 	4 , 	3 , 	750 ,,,,,,,,,,
CV, 	3 , 	2 , 	2 , 	2 , 	10 , 	3 , 	3 , 	3 , 	3 , 	27 , 	18 , 	41 , 	20 , 	19 , 	10 , 	6 , 	3 , 	3 , 	1 , 	1 , 	1 , 	1 , 	0 , 	2 , 	4 , 	69 , 	40 , 	72 , 	29 , 	14 , 	7 , 	9 , 	7 , 	7 , 	1 , 	7 , 	26 , 	0 , 	0 , 	1 , 	2 , 	6 , 	1 , 	26 , 	4 , 	1 , 	1 , 	3 , 	1 , 	1 , 	515 ,,,,,,,,,,
ED, 	5 , 	5 , 	1 , 	3 , 	40 , 	7 , 	9 , 	13 , 	9 , 	54 , 	45 , 	134 , 	31 , 	35 , 	11 , 	8 , 	5 , 	9 , 	3 , 	2 , 	3 , 	1 , 	1 , 	5 , 	11 , 	377 , 	143 , 	206 , 	87 , 	48 , 	25 , 	12 , 	17 , 	17 , 	2 , 	24 , 	33 , 	0 , 	1 , 	2 , 	2 , 	52 , 	4 , 	18 , 	29 , 	5 , 	9 , 	12 , 	1 , 	3 ," 	1,570 ",,,,,,,,,,
NC, 	1 , 	1 , 	0 , 	1 , 	6 , 	-   , 	6 , 	4 , 	4 , 	1 , 	1 , 	9 , 	1 , 	1 , 	0 , 	1 , 	0 , 	1 , 	7 , 	6 , 	9 , 	6 , 	1 , 	4 , 	2 , 	38 , 	21 , 	39 , 	10 , 	7 , 	6 , 	2 , 	2 , 	4 , 	1 , 	0 , 	0 , 	4 , 	9 , 	2 , 	1 , 	16 , 	1 , 	0 , 	4 , 	0 , 	0 , 	0 , 	4 , 	6 , 	248 ,,,,,,,,,,
WP, 	6 , 	9 , 	3 , 	3 , 	10 , 	2 , 	21 , 	12 , 	12 , 	4 , 	8 , 	18 , 	4 , 	8 , 	3 , 	2 , 	2 , 	2 , 	55 , 	24 , 	36 , 	13 , 	4 , 	12 , 	6 , 	98 , 	41 , 	137 , 	46 , 	26 , 	29 , 	11 , 	11 , 	13 , 	8 , 	1 , 	3 , 	8 , 	15 , 	1 , 	6 , 	51 , 	4 , 	1 , 	9 , 	3 , 	2 , 	4 , 	6 , 	9 , 	812 ,,,,,,,,,,
SS, 	8 , 	8 , 	2 , 	1 , 	7 , 	1 , 	3 , 	5 , 	7 , 	2 , 	4 , 	6 , 	2 , 	2 , 	2 , 	0 , 	1 , 	1 , 	7 , 	2 , 	5 , 	4 , 	1 , 	3 , 	3 , 	52 , 	28 , 	98 , 	40 , 	39 , 	50 , 	13 , 	18 , 	23 , 	7 , 	1 , 	3 , 	1 , 	3 , 	5 , 	15 , 	40 , 	9 , 	1 , 	1 , 	1 , 	1 , 	1 , 	1 , 	4 , 	533 ,,,,,,,,,,
SB, 	7 , 	10 , 	3 , 	2 , 	12 , 	2 , 	6 , 	9 , 	8 , 	7 , 	5 , 	13 , 	4 , 	6 , 	4 , 	1 , 	1 , 	3 , 	10 , 	4 , 	4 , 	1 , 	2 , 	6 , 	9 , 	56 , 	36 , 	125 , 	65 , 	57 , 	62 , 	23 , 	45 , 	46 , 	14 , 	4 , 	3 , 	-   , 	4 , 	15 , 	16 , 	40 , 	7 , 	1 , 	2 , 	0 , 	0 , 	1 , 	3 , 	3 , 	765 ,,,,,,,,,,
SO, 	20 , 	33 , 	19 , 	38 , 	122 , 	27 , 	41 , 	27 , 	45 , 	12 , 	14 , 	8 , 	14 , 	11 , 	3 , 	7 , 	3 , 	7 , 	42 , 	50 , 	56 , 	36 , 	24 , 	56 , 	39 , 	144 , 	127 , 	545 , 	165 , 	116 , 	69 , 	38 , 	57 , 	88 , 	73 , 	5 , 	27 , 	14 , 	35 , 	32 , 	27 , 	48 , 	133 , 	9 , 	14 , 	3 , 	4 , 	4 , 	5 , 	34 ," 	2,565 ",,,,,,,,,,
MB, 	5 , 	7 , 	4 , 	7 , 	50 , 	8 , 	8 , 	14 , 	15 , 	2 , 	6 , 	8 , 	2 , 	3 , 	2 , 	2 , 	-   , 	1 , 	2 , 	4 , 	3 , 	3 , 	2 , 	5 , 	7 , 	109 , 	45 , 	152 , 	72 , 	80 , 	62 , 	21 , 	32 , 	46 , 	17 , 	1 , 	3 , 	1 , 	2 , 	10 , 	11 , 	153 , 	34 , 	0 , 	1 , 	0 , 	1 , 	-   , 	2 , 	2 ," 	1,022 ",,,,,,,,,,
WD, 	2 , 	3 , 	2 , 	0 , 	13 , 	2 , 	4 , 	4 , 	3 , 	17 , 	29 , 	57 , 	20 , 	30 , 	11 , 	5 , 	4 , 	3 , 	1 , 	0 , 	1 , 	2 , 	0 , 	1 , 	4 , 	106 , 	42 , 	69 , 	31 , 	21 , 	9 , 	4 , 	6 , 	7 , 	-   , 	28 , 	17 , 	-   , 	0 , 	1 , 	1 , 	17 , 	1 , 	11 , 	10 , 	1 , 	5 , 	7 , 	1 , 	0 , 	608 ,,,,,,,,,,
OA, 	2 , 	9 , 	10 , 	12 , 	36 , 	10 , 	9 , 	12 , 	16 , 	11 , 	6 , 	21 , 	2 , 	5 , 	2 , 	3 , 	1 , 	3 , 	6 , 	12 , 	6 , 	4 , 	3 , 	8 , 	1 , 	47 , 	22 , 	46 , 	18 , 	9 , 	9 , 	4 , 	4 , 	6 , 	-   , 	2 , 	19 , 	3 , 	7 , 	2 , 	1 , 	11 , 	-   , 	4 , 	7 , 	1 , 	5 , 	4 , 	1 , 	7 , 	441 ,,,,,,,,,,
WS, 	7 , 	6 , 	2 , 	3 , 	25 , 	3 , 	4 , 	7 , 	4 , 	8 , 	14 , 	27 , 	9 , 	10 , 	15 , 	8 , 	20 , 	19 , 	3 , 	2 , 	1 , 	0 , 	0 , 	1 , 	4 , 	32 , 	18 , 	26 , 	13 , 	9 , 	7 , 	3 , 	2 , 	3 , 	0 , 	1 , 	4 , 	1 , 	2 , 	1 , 	1 , 	3 , 	-   , 	1 , 	2 , 	11 , 	17 , 	20 , 	0 , 	2 , 	375 ,,,,,,,,,,
ML, 	4 , 	5 , 	6 , 	4 , 	46 , 	5 , 	10 , 	11 , 	9 , 	12 , 	11 , 	29 , 	8 , 	13 , 	16 , 	10 , 	30 , 	40 , 	3 , 	2 , 	4 , 	1 , 	1 , 	3 , 	3 , 	57 , 	28 , 	53 , 	24 , 	15 , 	8 , 	2 , 	4 , 	7 , 	1 , 	3 , 	12 , 	1 , 	2 , 	-   , 	-   , 	5 , 	-   , 	3 , 	5 , 	24 , 	17 , 	12 , 	1 , 	2 , 	563 ,,,,,,,,,,
BE, 	6 , 	16 , 	9 , 	9 , 	72 , 	11 , 	17 , 	17 , 	17 , 	21 , 	25 , 	38 , 	14 , 	18 , 	20 , 	14 , 	40 , 	35 , 	4 , 	3 , 	4 , 	2 , 	2 , 	6 , 	9 , 	63 , 	29 , 	73 , 	41 , 	23 , 	17 , 	5 , 	7 , 	5 , 	2 , 	2 , 	12 , 	-   , 	3 , 	1 , 	1 , 	3 , 	-   , 	5 , 	7 , 	35 , 	9 , 	26 , 	1 , 	3 , 	797 ,,,,,,,,,,
