Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,May 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	6 , 	117 , 	69 , 	64 , 	296 , 	113 , 	87 , 	57 , 	91 , 	34 , 	116 , 	99 , 	23 , 	24 , 	30 , 	9 , 	10 , 	19 , 	23 , 	9 , 	18 , 	5 , 	6 , 	15 , 	22 , 	110 , 	95 , 	229 , 	108 , 	113 , 	165 , 	18 , 	39 , 	32 , 	23 , 	2 , 	10 , 	6 , 	27 ," 	2,339 ",,,Eastbay," 	38,821 ",,SF CBD," 	96,878 ",62.9%,,
EN, 	125 , 	12 , 	53 , 	69 , 	458 , 	129 , 	112 , 	95 , 	178 , 	41 , 	103 , 	172 , 	40 , 	31 , 	33 , 	16 , 	22 , 	50 , 	29 , 	12 , 	22 , 	7 , 	8 , 	21 , 	40 , 	342 , 	252 , 	597 , 	205 , 	83 , 	136 , 	35 , 	50 , 	44 , 	45 , 	7 , 	10 , 	5 , 	21 ," 	3,705 ",,,Westbay," 	43,748 ",,non-CBD," 	57,077 ",37.1%,,
EP, 	82 , 	28 , 	8 , 	15 , 	312 , 	44 , 	40 , 	32 , 	82 , 	23 , 	38 , 	66 , 	14 , 	11 , 	12 , 	4 , 	13 , 	17 , 	7 , 	7 , 	10 , 	8 , 	2 , 	13 , 	6 , 	192 , 	121 , 	294 , 	91 , 	39 , 	25 , 	13 , 	8 , 	22 , 	12 , 	7 , 	7 , 	5 , 	10 ," 	1,737 ",,,Transbay," 	71,387 ",,,,,,
NB, 	64 , 	67 , 	31 , 	7 , 	112 , 	48 , 	42 , 	51 , 	79 , 	28 , 	51 , 	85 , 	17 , 	11 , 	11 , 	3 , 	6 , 	25 , 	17 , 	9 , 	15 , 	4 , 	6 , 	10 , 	13 , 	231 , 	192 , 	355 , 	207 , 	67 , 	54 , 	20 , 	11 , 	19 , 	12 , 	6 , 	8 , 	4 , 	7 ," 	2,003 ",,,,,,,,,,
BK, 	250 , 	409 , 	342 , 	107 , 	9 , 	298 , 	163 , 	179 , 	277 , 	120 , 	354 , 	153 , 	72 , 	69 , 	53 , 	34 , 	63 , 	111 , 	28 , 	41 , 	50 , 	26 , 	31 , 	28 , 	35 , 	384 , 	325 , 	695 , 	399 , 	118 , 	116 , 	52 , 	37 , 	63 , 	50 , 	15 , 	46 , 	8 , 	21 ," 	5,631 ",,,Extensions," 	18,683 ",,,,,,
AS, 	110 , 	115 , 	56 , 	45 , 	220 , 	7 , 	68 , 	77 , 	101 , 	47 , 	96 , 	108 , 	21 , 	29 , 	19 , 	9 , 	14 , 	32 , 	12 , 	10 , 	14 , 	4 , 	9 , 	11 , 	31 , 	182 , 	149 , 	310 , 	183 , 	84 , 	70 , 	14 , 	19 , 	21 , 	12 , 	6 , 	12 , 	3 , 	13 ," 	2,335 ",,,,,,,,,,
MA, 	77 , 	110 , 	34 , 	37 , 	203 , 	67 , 	8 , 	51 , 	87 , 	32 , 	103 , 	145 , 	33 , 	49 , 	38 , 	12 , 	17 , 	40 , 	45 , 	18 , 	30 , 	15 , 	11 , 	32 , 	44 , 	319 , 	268 , 	537 , 	287 , 	125 , 	108 , 	27 , 	30 , 	28 , 	25 , 	3 , 	18 , 	7 , 	46 ," 	3,161 ",,,,,,,,,,
19, 	57 , 	78 , 	35 , 	47 , 	168 , 	69 , 	44 , 	7 , 	29 , 	20 , 	76 , 	85 , 	38 , 	46 , 	30 , 	17 , 	27 , 	45 , 	32 , 	24 , 	32 , 	17 , 	14 , 	34 , 	24 , 	130 , 	134 , 	285 , 	178 , 	71 , 	54 , 	23 , 	22 , 	19 , 	18 , 	5 , 	13 , 	4 , 	34 ," 	2,088 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	95 , 	163 , 	81 , 	82 , 	269 , 	117 , 	78 , 	27 , 	11 , 	28 , 	144 , 	172 , 	107 , 	108 , 	86 , 	35 , 	56 , 	121 , 	63 , 	57 , 	50 , 	31 , 	29 , 	60 , 	54 , 	269 , 	269 , 	773 , 	273 , 	89 , 	81 , 	47 , 	65 , 	59 , 	56 , 	7 , 	27 , 	17 , 	49 ," 	4,199 ",,,Dtwn SF," 	3,205 "," 	6,373 "," 	17,744 "," 	6,595 "," 	7,581 "," 	9,338 "," 	50,836 "
LM, 	25 , 	36 , 	27 , 	35 , 	97 , 	48 , 	37 , 	20 , 	25 , 	8 , 	122 , 	163 , 	97 , 	96 , 	59 , 	24 , 	48 , 	64 , 	9 , 	6 , 	9 , 	4 , 	5 , 	13 , 	26 , 	190 , 	177 , 	442 , 	156 , 	63 , 	66 , 	22 , 	30 , 	20 , 	14 , 	32 , 	48 , 	2 , 	8 ," 	2,368 ",,,OAK," 	6,028 ", 	794 ," 	1,386 "," 	2,207 ", 	872 ," 	2,781 "," 	14,068 "
