Fast Pass Adjusted OD,,,,,,Nov 07,,,
,,,,,,,,,
Weekday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,61,52,219,220,647,"1,062",836,"1,348","4,444"
MT,55,55,132,225,902,"1,507","1,238","2,542","6,656"
PL,322,181,93,184,846,"1,255",791,"2,367","6,039"
CC,181,198,202,62,576,792,583,"1,514","4,108"
16,568,692,"1,080",560,31,251,252,706,"4,140"
24,849,"1,101","1,507",790,267,43,184,674,"5,415"
GP,757,918,"1,065",494,227,198,28,165,"3,852"
BP,"1,188","1,384","3,339","1,362",702,737,177,44,"8,932"
Entries,"3,981","4,581","7,637","3,896","4,197","5,846","4,089","9,360","43,587"
,,,,,,,,,
Saturday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,31,11,76,53,247,300,141,322,"1,181"
MT,10,18,37,38,332,374,336,"1,102","2,247"
PL,81,36,92,79,730,"1,043",631,"1,548","4,239"
CC,50,26,84,51,367,439,205,506,"1,728"
16,200,182,863,388,26,179,142,372,"2,350"
24,238,210,"1,122",448,175,38,119,347,"2,695"
GP,129,147,810,192,125,121,29,81,"1,632"
BP,292,338,"2,259",426,343,332,79,39,"4,107"
Entries,"1,030",968,"5,341","1,674","2,344","2,825","1,681","4,316","20,178"
,,,,,,,,,
Sunday,,,,,,,,,
,EM,MT,PL,CC,16,24,GP,BP,Exits
EM,27,5,53,28,153,176,83,200,725
MT,4,20,30,29,187,229,204,723,"1,424"
PL,45,13,93,56,539,777,432,"1,044","2,998"
CC,32,14,71,57,303,347,171,373,"1,367"
16,157,105,669,321,29,135,91,251,"1,758"
24,173,139,860,353,129,48,86,262,"2,049"
GP,98,93,625,150,98,86,21,46,"1,216"
BP,212,209,"1,685",338,261,247,49,36,"3,037"
Entries,748,598,"4,084","1,331","1,698","2,044","1,137","2,934","14,573"
