Exit stations,Entry stations->,,SUNDAY,,,Nov 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	14 , 	37 , 	33 , 	15 , 	111 , 	25 , 	35 , 	20 , 	26 , 	13 , 	28 , 	17 , 	9 , 	8 , 	7 , 	3 , 	3 , 	4 , 	7 , 	5 , 	8 , 	4 , 	3 , 	7 , 	9 , 	73 , 	35 , 	114 , 	45 , 	40 , 	40 , 	14 , 	16 , 	18 , 	2 , 	2 , 	4 , 	2 , 	4 , 	6 , 	7 , 	37 , 	10 , 	1 , 	6 , 	3 , 	6 , 	9 , 	2 , 	4 , 	942 ,,,,,,,,,,,
SO, 	30 , 	37 , 	25 , 	43 , 	89 , 	24 , 	47 , 	33 , 	47 , 	8 , 	15 , 	7 , 	10 , 	7 , 	3 , 	3 , 	5 , 	7 , 	33 , 	45 , 	70 , 	41 , 	28 , 	51 , 	46 , 	137 , 	121 , 	496 , 	144 , 	97 , 	61 , 	44 , 	28 , 	76 , 	25 , 	4 , 	43 , 	14 , 	30 , 	16 , 	30 , 	73 , 	145 , 	7 , 	7 , 	5 , 	5 , 	6 , 	7 , 	21 ," 	2,386 ",,,,,,,,,,,
MB, 	8 , 	9 , 	8 , 	5 , 	37 , 	5 , 	8 , 	10 , 	13 , 	4 , 	4 , 	3 , 	2 , 	2 , 	2 , 	0 , 	-   , 	0 , 	4 , 	4 , 	3 , 	0 , 	1 , 	4 , 	7 , 	54 , 	32 , 	145 , 	109 , 	68 , 	38 , 	20 , 	24 , 	44 , 	10 , 	1 , 	5 , 	1 , 	1 , 	6 , 	8 , 	331 , 	14 , 	1 , 	3 , 	1 , 	0 , 	-   , 	1 , 	1 ," 	1,055 ",,,,,,,,,,,
WD, 	1 , 	3 , 	-   , 	3 , 	10 , 	3 , 	5 , 	3 , 	2 , 	10 , 	17 , 	9 , 	15 , 	22 , 	14 , 	7 , 	5 , 	6 , 	2 , 	0 , 	1 , 	-   , 	1 , 	1 , 	2 , 	57 , 	19 , 	50 , 	18 , 	10 , 	6 , 	4 , 	5 , 	3 , 	1 , 	26 , 	12 , 	-   , 	-   , 	1 , 	1 , 	22 , 	1 , 	4 , 	10 , 	3 , 	6 , 	6 , 	1 , 	0 , 	402 ,,,,,,,,,,,
OA, 	3 , 	11 , 	8 , 	12 , 	60 , 	6 , 	6 , 	6 , 	9 , 	6 , 	5 , 	7 , 	2 , 	2 , 	5 , 	1 , 	5 , 	4 , 	6 , 	11 , 	10 , 	4 , 	3 , 	4 , 	5 , 	30 , 	21 , 	33 , 	20 , 	8 , 	7 , 	5 , 	3 , 	4 , 	0 , 	1 , 	16 , 	1 , 	2 , 	1 , 	1 , 	9 , 	2 , 	10 , 	11 , 	1 , 	1 , 	2 , 	1 , 	6 , 	393 ,,,,,,,,,,,
WS, 	6 , 	4 , 	1 , 	4 , 	16 , 	1 , 	7 , 	8 , 	5 , 	13 , 	15 , 	15 , 	13 , 	10 , 	18 , 	18 , 	20 , 	19 , 	3 , 	2 , 	2 , 	1 , 	-   , 	1 , 	5 , 	31 , 	12 , 	32 , 	13 , 	7 , 	4 , 	3 , 	2 , 	3 , 	1 , 	1 , 	5 , 	1 , 	2 , 	2 , 	-   , 	9 , 	1 , 	6 , 	7 , 	6 , 	23 , 	19 , 	-   , 	1 , 	392 ,,,,,,,,,,,
ML, 	5 , 	10 , 	5 , 	4 , 	43 , 	8 , 	11 , 	11 , 	9 , 	12 , 	17 , 	11 , 	15 , 	21 , 	25 , 	15 , 	35 , 	43 , 	4 , 	3 , 	4 , 	3 , 	3 , 	3 , 	3 , 	69 , 	45 , 	97 , 	33 , 	17 , 	8 , 	4 , 	4 , 	8 , 	1 , 	5 , 	14 , 	1 , 	4 , 	2 , 	-   , 	10 , 	2 , 	4 , 	6 , 	19 , 	21 , 	22 , 	1 , 	4 , 	718 ,,,,,,,,,,,
BE, 	14 , 	20 , 	7 , 	9 , 	67 , 	13 , 	18 , 	16 , 	13 , 	18 , 	27 , 	13 , 	23 , 	22 , 	34 , 	22 , 	27 , 	40 , 	9 , 	7 , 	5 , 	2 , 	2 , 	4 , 	6 , 	52 , 	32 , 	71 , 	44 , 	25 , 	10 , 	9 , 	6 , 	8 , 	1 , 	4 , 	25 , 	1 , 	4 , 	1 , 	1 , 	9 , 	1 , 	5 , 	7 , 	26 , 	13 , 	18 , 	2 , 	6 , 	812 ,,,,,,,,,,,
PC, 	1 , 	0 , 	0 , 	-   , 	2 , 	1 , 	6 , 	3 , 	3 , 	2 , 	2 , 	3 , 	2 , 	2 , 	0 , 	1 , 	1 , 	2 , 	28 , 	8 , 	17 , 	3 , 	1 , 	2 , 	2 , 	7 , 	7 , 	15 , 	5 , 	3 , 	1 , 	1 , 	2 , 	1 , 	1 , 	-   , 	0 , 	3 , 	4 , 	1 , 	2 , 	7 , 	0 , 	1 , 	1 , 	-   , 	1 , 	1 , 	1 , 	8 , 	160 ,,,,,,,,,,,
AN, 	6 , 	5 , 	1 , 	2 , 	5 , 	3 , 	15 , 	5 , 	10 , 	2 , 	6 , 	8 , 	5 , 	3 , 	5 , 	4 , 	1 , 	5 , 	36 , 	16 , 	24 , 	5 , 	3 , 	8 , 	7 , 	34 , 	21 , 	50 , 	22 , 	11 , 	8 , 	5 , 	6 , 	10 , 	3 , 	-   , 	1 , 	5 , 	6 , 	6 , 	3 , 	34 , 	2 , 	1 , 	8 , 	2 , 	3 , 	4 , 	10 , 	6 , 	445 ,,,,,,,,,,,
Entries," 	1,023 "," 	1,234 ", 	832 , 	855 ," 	2,611 ", 	902 ," 	1,409 "," 	1,481 "," 	1,447 "," 	1,094 "," 	1,530 ", 	820 , 	999 , 	953 , 	756 , 	458 , 	584 , 	659 , 	812 , 	639 , 	977 , 	487 , 	351 , 	995 ," 	1,509 "," 	3,840 "," 	2,570 "," 	7,430 "," 	3,669 "," 	2,706 "," 	2,409 "," 	1,238 "," 	1,466 "," 	1,528 ", 	497 , 	389 ," 	1,060 ", 	149 , 	509 , 	428 , 	556 ," 	3,503 ", 	931 , 	394 , 	772 , 	379 , 	791 , 	816 , 	147 , 	394 ," 	63,982 ",,,,,,,,,,,
