Exit stations,Entry stations->,,SUNDAY,,,Jun 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	9 , 	47 , 	54 , 	46 , 	141 , 	71 , 	64 , 	38 , 	62 , 	26 , 	57 , 	84 , 	16 , 	19 , 	18 , 	11 , 	8 , 	21 , 	16 , 	7 , 	11 , 	4 , 	3 , 	11 , 	21 , 	116 , 	60 , 	229 , 	171 , 	67 , 	61 , 	15 , 	28 , 	23 , 	12 , 	4 , 	9 , 	3 , 	29 , 	7 , 	6 , 	23 , 	12 , 	3 ," 	1,736 ",,,Eastbay," 	35,182 ",,SF CBD," 	107,514 ",62.5%,,,
EN, 	52 , 	14 , 	64 , 	46 , 	205 , 	153 , 	97 , 	54 , 	96 , 	38 , 	71 , 	206 , 	29 , 	30 , 	35 , 	12 , 	13 , 	42 , 	21 , 	12 , 	17 , 	6 , 	6 , 	17 , 	26 , 	226 , 	141 , 	542 , 	397 , 	69 , 	63 , 	34 , 	43 , 	34 , 	43 , 	7 , 	13 , 	4 , 	34 , 	8 , 	12 , 	57 , 	18 , 	4 ," 	3,109 ",,,Westbay," 	54,877 ",,non-CBD," 	57,981 ",33.7%,,,
EP, 	60 , 	53 , 	9 , 	34 , 	227 , 	62 , 	51 , 	44 , 	58 , 	25 , 	33 , 	109 , 	8 , 	13 , 	10 , 	5 , 	7 , 	25 , 	9 , 	6 , 	11 , 	7 , 	5 , 	22 , 	12 , 	135 , 	90 , 	300 , 	257 , 	61 , 	43 , 	20 , 	10 , 	10 , 	22 , 	4 , 	7 , 	1 , 	7 , 	4 , 	3 , 	42 , 	13 , 	2 ," 	1,929 ",,,Transbay," 	84,362 ",,,,,,,
NB, 	51 , 	44 , 	36 , 	10 , 	83 , 	54 , 	49 , 	50 , 	72 , 	34 , 	39 , 	114 , 	19 , 	19 , 	12 , 	5 , 	14 , 	32 , 	12 , 	9 , 	12 , 	11 , 	10 , 	15 , 	13 , 	207 , 	161 , 	357 , 	328 , 	114 , 	78 , 	23 , 	18 , 	17 , 	22 , 	4 , 	10 , 	3 , 	12 , 	5 , 	6 , 	93 , 	19 , 	3 ," 	2,295 ",,,,,,,,,,,
BK, 	162 , 	206 , 	228 , 	82 , 	31 , 	171 , 	166 , 	179 , 	158 , 	76 , 	127 , 	280 , 	48 , 	46 , 	45 , 	28 , 	45 , 	174 , 	34 , 	27 , 	56 , 	33 , 	19 , 	30 , 	39 , 	444 , 	260 , 	938 , 	714 , 	206 , 	126 , 	49 , 	48 , 	49 , 	22 , 	17 , 	39 , 	8 , 	29 , 	8 , 	9 , 	298 , 	87 , 	18 ," 	5,850 ",,,,,,,,,,,
AS, 	87 , 	99 , 	59 , 	52 , 	141 , 	19 , 	93 , 	98 , 	92 , 	44 , 	87 , 	121 , 	35 , 	41 , 	26 , 	10 , 	12 , 	33 , 	15 , 	12 , 	13 , 	5 , 	4 , 	12 , 	30 , 	166 , 	123 , 	336 , 	347 , 	153 , 	99 , 	22 , 	15 , 	16 , 	15 , 	5 , 	13 , 	3 , 	24 , 	6 , 	6 , 	51 , 	14 , 	6 ," 	2,654 ",,,,,,,,,,,
MA, 	71 , 	93 , 	55 , 	46 , 	150 , 	89 , 	16 , 	58 , 	75 , 	34 , 	92 , 	172 , 	35 , 	62 , 	37 , 	20 , 	14 , 	40 , 	36 , 	21 , 	37 , 	17 , 	15 , 	37 , 	42 , 	343 , 	212 , 	552 , 	582 , 	252 , 	161 , 	34 , 	29 , 	31 , 	36 , 	8 , 	17 , 	9 , 	69 , 	6 , 	8 , 	105 , 	19 , 	7 ," 	3,840 ",,,,,,,,,,,
19, 	41 , 	46 , 	42 , 	48 , 	152 , 	88 , 	47 , 	14 , 	9 , 	17 , 	51 , 	113 , 	32 , 	42 , 	29 , 	18 , 	11 , 	33 , 	21 , 	22 , 	35 , 	11 , 	14 , 	55 , 	26 , 	212 , 	160 , 	424 , 	411 , 	196 , 	116 , 	35 , 	22 , 	20 , 	13 , 	8 , 	15 , 	7 , 	35 , 	4 , 	9 , 	57 , 	19 , 	7 ," 	2,782 ",,,,,,,,,,,
12, 	59 , 	81 , 	50 , 	53 , 	128 , 	79 , 	67 , 	13 , 	14 , 	20 , 	69 , 	164 , 	55 , 	75 , 	56 , 	30 , 	34 , 	51 , 	47 , 	29 , 	43 , 	16 , 	19 , 	41 , 	45 , 	266 , 	181 , 	578 , 	362 , 	120 , 	96 , 	36 , 	40 , 	37 , 	28 , 	6 , 	12 , 	10 , 	41 , 	9 , 	13 , 	112 , 	30 , 	3 ," 	3,312 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	27 , 	43 , 	25 , 	31 , 	75 , 	45 , 	28 , 	16 , 	21 , 	8 , 	111 , 	157 , 	93 , 	98 , 	58 , 	36 , 	45 , 	54 , 	10 , 	7 , 	9 , 	3 , 	7 , 	14 , 	33 , 	210 , 	160 , 	512 , 	346 , 	154 , 	107 , 	39 , 	44 , 	32 , 	15 , 	35 , 	46 , 	2 , 	13 , 	7 , 	8 , 	30 , 	10 , 	19 ," 	2,840 ",,,Dtwn SF," 	2,352 "," 	7,647 "," 	15,014 "," 	7,113 "," 	7,160 "," 	9,938 "," 	6,126 "," 	55,348 "
FV, 	67 , 	66 , 	31 , 	42 , 	117 , 	90 , 	95 , 	67 , 	73 , 	101 , 	19 , 	220 , 	103 , 	158 , 	125 , 	51 , 	35 , 	63 , 	26 , 	15 , 	26 , 	16 , 	11 , 	20 , 	78 , 	245 , 	172 , 	600 , 	564 , 	148 , 	109 , 	32 , 	52 , 	41 , 	24 , 	38 , 	60 , 	10 , 	43 , 	4 , 	10 , 	50 , 	13 , 	35 ," 	3,959 ",,,OAK," 	7,475 ", 	758 ," 	2,098 "," 	1,740 ", 	808 ," 	2,379 ", 	511 ," 	15,768 "
