Exit stations,Entry stations->,,SUNDAY,,,Sep 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	5 , 	54 , 	59 , 	34 , 	133 , 	60 , 	68 , 	36 , 	51 , 	31 , 	61 , 	79 , 	17 , 	18 , 	18 , 	11 , 	8 , 	14 , 	17 , 	8 , 	12 , 	4 , 	3 , 	7 , 	15 , 	102 , 	55 , 	168 , 	77 , 	54 , 	51 , 	16 , 	31 , 	21 , 	6 , 	3 , 	7 , 	1 , 	27 , 	7 , 	8 , 	23 , 	10 , 	2 ," 	1,485 ",,,Eastbay," 	37,131 ",,SF CBD," 	79,973 ",56.4%,,,
EN, 	60 , 	8 , 	59 , 	54 , 	212 , 	80 , 	86 , 	78 , 	99 , 	32 , 	72 , 	278 , 	31 , 	38 , 	31 , 	14 , 	14 , 	43 , 	17 , 	11 , 	16 , 	8 , 	5 , 	13 , 	25 , 	216 , 	144 , 	391 , 	152 , 	62 , 	64 , 	24 , 	57 , 	34 , 	17 , 	5 , 	13 , 	4 , 	31 , 	7 , 	12 , 	50 , 	19 , 	3 ," 	2,684 ",,,Westbay," 	42,103 ",,non-CBD," 	56,367 ",39.7%,,,
EP, 	66 , 	54 , 	5 , 	39 , 	254 , 	66 , 	51 , 	56 , 	65 , 	33 , 	38 , 	123 , 	11 , 	9 , 	11 , 	7 , 	9 , 	24 , 	9 , 	6 , 	12 , 	9 , 	7 , 	21 , 	9 , 	120 , 	93 , 	195 , 	118 , 	37 , 	38 , 	14 , 	14 , 	12 , 	4 , 	6 , 	12 , 	3 , 	8 , 	2 , 	3 , 	36 , 	9 , 	3 ," 	1,717 ",,,Transbay," 	64,333 ",,,,,,,
NB, 	43 , 	39 , 	44 , 	10 , 	86 , 	50 , 	54 , 	65 , 	68 , 	34 , 	44 , 	112 , 	19 , 	16 , 	14 , 	7 , 	12 , 	25 , 	11 , 	15 , 	20 , 	8 , 	8 , 	15 , 	11 , 	208 , 	130 , 	289 , 	219 , 	101 , 	82 , 	21 , 	23 , 	16 , 	4 , 	7 , 	8 , 	4 , 	12 , 	4 , 	5 , 	86 , 	21 , 	2 ," 	2,066 ",,,,,,,,,,,
BK, 	150 , 	207 , 	260 , 	85 , 	23 , 	133 , 	154 , 	233 , 	190 , 	78 , 	108 , 	197 , 	44 , 	50 , 	47 , 	21 , 	54 , 	207 , 	37 , 	38 , 	55 , 	41 , 	25 , 	26 , 	38 , 	405 , 	245 , 	875 , 	414 , 	194 , 	139 , 	64 , 	52 , 	65 , 	14 , 	18 , 	61 , 	7 , 	24 , 	11 , 	12 , 	168 , 	92 , 	17 ," 	5,373 ",,,,,,,,,,,
AS, 	65 , 	78 , 	53 , 	45 , 	113 , 	11 , 	71 , 	100 , 	90 , 	44 , 	75 , 	113 , 	24 , 	24 , 	25 , 	10 , 	12 , 	31 , 	16 , 	10 , 	20 , 	5 , 	5 , 	14 , 	32 , 	153 , 	86 , 	251 , 	214 , 	126 , 	82 , 	19 , 	17 , 	20 , 	4 , 	5 , 	16 , 	2 , 	23 , 	3 , 	2 , 	47 , 	18 , 	4 ," 	2,174 ",,,,,,,,,,,
MA, 	70 , 	77 , 	52 , 	46 , 	147 , 	73 , 	10 , 	95 , 	91 , 	34 , 	83 , 	198 , 	34 , 	42 , 	37 , 	17 , 	19 , 	39 , 	38 , 	26 , 	33 , 	16 , 	16 , 	44 , 	42 , 	273 , 	190 , 	451 , 	353 , 	179 , 	147 , 	34 , 	35 , 	28 , 	5 , 	12 , 	17 , 	10 , 	65 , 	6 , 	6 , 	85 , 	15 , 	7 ," 	3,292 ",,,,,,,,,,,
19, 	43 , 	64 , 	57 , 	68 , 	190 , 	101 , 	95 , 	10 , 	19 , 	20 , 	82 , 	117 , 	59 , 	48 , 	56 , 	29 , 	17 , 	38 , 	33 , 	29 , 	34 , 	16 , 	12 , 	79 , 	32 , 	177 , 	125 , 	336 , 	302 , 	157 , 	102 , 	36 , 	26 , 	23 , 	13 , 	12 , 	15 , 	17 , 	38 , 	6 , 	9 , 	60 , 	19 , 	6 ," 	2,823 ",,,,,,,,,,,
12, 	51 , 	95 , 	61 , 	61 , 	152 , 	81 , 	84 , 	17 , 	15 , 	16 , 	71 , 	175 , 	63 , 	72 , 	54 , 	22 , 	41 , 	68 , 	38 , 	34 , 	47 , 	17 , 	22 , 	53 , 	50 , 	241 , 	203 , 	520 , 	286 , 	120 , 	91 , 	44 , 	51 , 	39 , 	18 , 	12 , 	16 , 	9 , 	57 , 	16 , 	15 , 	90 , 	34 , 	3 ," 	3,314 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	31 , 	40 , 	33 , 	29 , 	74 , 	44 , 	36 , 	23 , 	22 , 	9 , 	96 , 	182 , 	84 , 	89 , 	52 , 	27 , 	28 , 	43 , 	8 , 	4 , 	11 , 	5 , 	8 , 	13 , 	20 , 	165 , 	147 , 	399 , 	232 , 	118 , 	101 , 	26 , 	43 , 	27 , 	6 , 	36 , 	51 , 	3 , 	13 , 	4 , 	6 , 	19 , 	8 , 	17 ," 	2,428 ",,,Dtwn SF," 	1,491 "," 	5,828 "," 	11,107 "," 	5,206 "," 	5,037 "," 	7,157 "," 	4,680 "," 	40,504 "
FV, 	64 , 	75 , 	35 , 	43 , 	116 , 	74 , 	90 , 	91 , 	66 , 	104 , 	11 , 	305 , 	90 , 	156 , 	111 , 	54 , 	30 , 	69 , 	27 , 	16 , 	22 , 	15 , 	13 , 	24 , 	69 , 	211 , 	130 , 	450 , 	246 , 	126 , 	106 , 	28 , 	62 , 	38 , 	11 , 	36 , 	62 , 	5 , 	47 , 	7 , 	6 , 	40 , 	18 , 	20 ," 	3,411 ",,,OAK," 	5,701 ", 	875 ," 	1,782 "," 	1,844 ", 	900 ," 	2,499 ", 	455 ," 	14,055 "
CL, 	76 , 	273 , 	117 , 	99 , 	145 , 	85 , 	186 , 	119 , 	175 , 	151 , 	285 , 	12 , 	376 , 	373 , 	223 , 	154 , 	203 , 	477 , 	120 , 	135 , 	136 , 	105 , 	73 , 	74 , 	82 , 	319 , 	180 , 	608 , 	252 , 	98 , 	98 , 	55 , 	51 , 	78 , 	16 , 	179 , 	793 , 	64 , 	173 , 	10 , 	22 , 	67 , 	47 , 	155 ," 	7,512 ",,,CM line," 	11,475 "," 	1,786 "," 	4,107 "," 	1,528 "," 	1,052 "," 	1,741 "," 	2,134 "," 	23,822 "
SL, 	23 , 	31 , 	11 , 	19 , 	48 , 	19 , 	40 , 	59 , 	68 , 	97 , 	97 , 	369 , 	8 , 	80 , 	60 , 	26 , 	23 , 	48 , 	12 , 	10 , 	10 , 	4 , 	2 , 	5 , 	13 , 	150 , 	97 , 	253 , 	101 , 	39 , 	35 , 	14 , 	29 , 	20 , 	7 , 	22 , 	31 , 	4 , 	24 , 	5 , 	8 , 	24 , 	8 , 	21 ," 	2,070 ",,,RM line," 	5,317 "," 	1,992 "," 	1,598 "," 	2,795 ", 	694 ," 	2,420 ", 	652 ," 	15,468 "
BF, 	16 , 	27 , 	12 , 	15 , 	46 , 	30 , 	43 , 	64 , 	77 , 	91 , 	173 , 	372 , 	83 , 	8 , 	97 , 	69 , 	54 , 	103 , 	16 , 	8 , 	6 , 	4 , 	1 , 	10 , 	28 , 	124 , 	93 , 	270 , 	96 , 	32 , 	31 , 	18 , 	30 , 	23 , 	10 , 	48 , 	72 , 	5 , 	22 , 	5 , 	6 , 	20 , 	8 , 	43 ," 	2,403 ",,,WP line," 	5,259 ", 	993 ," 	1,111 ", 	758 ," 	2,477 "," 	1,540 ", 	835 ," 	12,973 "
HY, 	20 , 	32 , 	7 , 	11 , 	47 , 	26 , 	42 , 	56 , 	66 , 	44 , 	104 , 	217 , 	58 , 	103 , 	6 , 	52 , 	54 , 	115 , 	10 , 	6 , 	8 , 	3 , 	-   , 	6 , 	16 , 	98 , 	37 , 	152 , 	64 , 	19 , 	21 , 	7 , 	21 , 	18 , 	3 , 	12 , 	29 , 	4 , 	27 , 	4 , 	4 , 	12 , 	9 , 	18 ," 	1,666 ",,,FT/ED line," 	7,283 "," 	2,563 "," 	1,740 "," 	2,264 "," 	1,520 "," 	10,095 ", 	574 ," 	26,037 "
SH, 	10 , 	15 , 	5 , 	4 , 	23 , 	12 , 	19 , 	25 , 	28 , 	33 , 	42 , 	149 , 	32 , 	67 , 	50 , 	6 , 	32 , 	61 , 	7 , 	3 , 	6 , 	1 , 	1 , 	6 , 	9 , 	60 , 	31 , 	102 , 	48 , 	21 , 	15 , 	4 , 	12 , 	13 , 	5 , 	10 , 	16 , 	2 , 	10 , 	2 , 	5 , 	7 , 	5 , 	10 ," 	1,018 ",,,SFIA," 	4,435 ", 	345 ," 	1,768 ", 	510 , 	635 , 	438 , 	907 ," 	9,037 "
