Exit stations,Entry stations->,,SATURDAY,,,Sep 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	84 , 	84 , 	51 , 	197 , 	91 , 	82 , 	45 , 	69 , 	19 , 	74 , 	80 , 	28 , 	31 , 	24 , 	16 , 	10 , 	26 , 	20 , 	12 , 	14 , 	8 , 	5 , 	15 , 	15 , 	117 , 	99 , 	293 , 	124 , 	80 , 	98 , 	23 , 	42 , 	34 , 	12 , 	6 , 	7 , 	2 , 	38 , 	11 , 	18 , 	24 , 	17 , 	2 ," 	2,147 ",,,Eastbay," 	44,695 ",,SF CBD," 	115,439 ",60.3%,,,
EN, 	91 , 	12 , 	70 , 	57 , 	365 , 	118 , 	138 , 	79 , 	167 , 	37 , 	110 , 	181 , 	48 , 	46 , 	42 , 	21 , 	23 , 	45 , 	29 , 	14 , 	21 , 	9 , 	9 , 	22 , 	24 , 	311 , 	267 , 	644 , 	205 , 	86 , 	128 , 	36 , 	69 , 	51 , 	19 , 	12 , 	14 , 	6 , 	38 , 	12 , 	21 , 	50 , 	22 , 	7 ," 	3,769 ",,,Westbay," 	57,550 ",,non-CBD," 	70,447 ",36.8%,,,
EP, 	84 , 	73 , 	8 , 	49 , 	363 , 	76 , 	69 , 	63 , 	111 , 	28 , 	49 , 	90 , 	15 , 	11 , 	14 , 	7 , 	9 , 	25 , 	10 , 	7 , 	15 , 	12 , 	4 , 	27 , 	13 , 	208 , 	151 , 	345 , 	139 , 	61 , 	47 , 	16 , 	15 , 	24 , 	4 , 	5 , 	9 , 	2 , 	12 , 	2 , 	4 , 	39 , 	14 , 	3 ," 	2,327 ",,,Transbay," 	91,328 ",,,,,,,
NB, 	52 , 	55 , 	51 , 	9 , 	105 , 	50 , 	61 , 	79 , 	110 , 	31 , 	64 , 	68 , 	19 , 	19 , 	11 , 	7 , 	10 , 	21 , 	15 , 	11 , 	17 , 	9 , 	5 , 	15 , 	14 , 	302 , 	253 , 	406 , 	245 , 	119 , 	92 , 	24 , 	23 , 	19 , 	7 , 	8 , 	13 , 	3 , 	12 , 	5 , 	5 , 	49 , 	17 , 	5 ," 	2,507 ",,,,,,,,,,,
BK, 	204 , 	379 , 	378 , 	121 , 	37 , 	253 , 	271 , 	271 , 	337 , 	107 , 	187 , 	302 , 	74 , 	72 , 	58 , 	31 , 	63 , 	218 , 	65 , 	58 , 	88 , 	63 , 	34 , 	50 , 	48 ," 	1,001 ", 	602 ," 	1,360 ", 	581 , 	323 , 	234 , 	66 , 	82 , 	98 , 	19 , 	21 , 	63 , 	14 , 	44 , 	11 , 	20 , 	113 , 	107 , 	24 ," 	8,547 ",,,,,,,,,,,
AS, 	86 , 	119 , 	67 , 	47 , 	191 , 	12 , 	94 , 	111 , 	157 , 	40 , 	98 , 	142 , 	38 , 	40 , 	30 , 	15 , 	13 , 	32 , 	18 , 	13 , 	23 , 	6 , 	5 , 	17 , 	33 , 	236 , 	161 , 	363 , 	256 , 	157 , 	117 , 	18 , 	22 , 	24 , 	7 , 	8 , 	15 , 	4 , 	29 , 	4 , 	5 , 	33 , 	19 , 	6 ," 	2,927 ",,,,,,,,,,,
MA, 	93 , 	140 , 	74 , 	57 , 	247 , 	100 , 	15 , 	84 , 	153 , 	36 , 	116 , 	174 , 	59 , 	71 , 	55 , 	21 , 	20 , 	51 , 	55 , 	42 , 	46 , 	24 , 	15 , 	52 , 	46 , 	412 , 	316 , 	694 , 	403 , 	246 , 	183 , 	33 , 	46 , 	40 , 	9 , 	8 , 	14 , 	10 , 	90 , 	4 , 	10 , 	52 , 	23 , 	9 ," 	4,443 ",,,,,,,,,,,
19, 	51 , 	82 , 	64 , 	78 , 	249 , 	130 , 	85 , 	13 , 	19 , 	9 , 	69 , 	107 , 	52 , 	58 , 	59 , 	27 , 	26 , 	49 , 	43 , 	29 , 	40 , 	23 , 	20 , 	77 , 	39 , 	230 , 	214 , 	471 , 	286 , 	184 , 	151 , 	37 , 	28 , 	36 , 	8 , 	9 , 	19 , 	8 , 	45 , 	5 , 	10 , 	37 , 	20 , 	5 ," 	3,293 ",,,,,,,,,,,
12, 	71 , 	147 , 	119 , 	114 , 	306 , 	133 , 	147 , 	19 , 	16 , 	17 , 	111 , 	186 , 	95 , 	122 , 	82 , 	48 , 	66 , 	134 , 	74 , 	52 , 	76 , 	33 , 	39 , 	92 , 	67 , 	368 , 	304 , 	716 , 	328 , 	168 , 	139 , 	56 , 	82 , 	68 , 	29 , 	20 , 	34 , 	14 , 	72 , 	21 , 	23 , 	76 , 	56 , 	10 ," 	4,943 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	22 , 	39 , 	25 , 	28 , 	102 , 	45 , 	38 , 	17 , 	32 , 	7 , 	84 , 	157 , 	133 , 	140 , 	57 , 	30 , 	42 , 	67 , 	7 , 	7 , 	14 , 	6 , 	7 , 	15 , 	23 , 	223 , 	234 , 	545 , 	224 , 	126 , 	92 , 	27 , 	44 , 	39 , 	6 , 	58 , 	72 , 	6 , 	13 , 	3 , 	5 , 	15 , 	10 , 	29 ," 	2,911 ",,,Dtwn SF," 	2,286 "," 	8,231 "," 	16,587 "," 	9,005 "," 	7,720 "," 	10,124 "," 	6,250 "," 	60,202 "
