Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jul 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	125 , 	106 , 	76 , 	373 , 	115 , 	136 , 	133 , 	193 , 	41 , 	104 , 	108 , 	38 , 	39 , 	38 , 	23 , 	18 , 	32 , 	36 , 	31 , 	24 , 	13 , 	12 , 	22 , 	27 , 	194 , 	215 , 	273 , 	202 , 	97 , 	139 , 	28 , 	33 , 	32 , 	14 , 	5 , 	22 , 	9 , 	24 , 	4 , 	7 , 	19 , 	9 ," 	3,198 ",,,Eastbay," 	73,911 ",,SF CBD," 	191,459 ",66.0%,,,
EN, 	84 , 	10 , 	66 , 	56 , 	578 , 	107 , 	152 , 	293 , 	437 , 	80 , 	148 , 	191 , 	61 , 	64 , 	75 , 	44 , 	41 , 	74 , 	32 , 	17 , 	28 , 	9 , 	7 , 	19 , 	27 , 	782 , 	905 , 	737 , 	692 , 	113 , 	170 , 	43 , 	65 , 	54 , 	17 , 	4 , 	30 , 	5 , 	20 , 	53 , 	75 , 	142 , 	24 ," 	6,630 ",,,Westbay," 	81,561 ",,non-CBD," 	102,851 ",35.5%,,,
EP, 	238 , 	38 , 	24 , 	25 , 	603 , 	44 , 	152 , 	105 , 	266 , 	60 , 	74 , 	71 , 	31 , 	9 , 	26 , 	5 , 	27 , 	22 , 	15 , 	26 , 	16 , 	11 , 	7 , 	14 , 	5 , 	562 , 	292 , 	401 , 	170 , 	58 , 	25 , 	19 , 	10 , 	24 , 	4 , 	39 , 	20 , 	12 , 	19 , 	2 , 	16 , 	27 , 	9 ," 	3,623 ",,,Transbay," 	143,439 ",,,,,,,
NB, 	80 , 	76 , 	48 , 	6 , 	170 , 	50 , 	73 , 	155 , 	244 , 	72 , 	51 , 	99 , 	21 , 	13 , 	30 , 	9 , 	11 , 	28 , 	16 , 	16 , 	21 , 	8 , 	11 , 	15 , 	14 , 	475 , 	527 , 	339 , 	314 , 	80 , 	65 , 	22 , 	19 , 	25 , 	7 , 	6 , 	15 , 	2 , 	7 , 	3 , 	3 , 	44 , 	16 ," 	3,306 ",,,SFO Ext," 	16,828 ",,,,,,,
BK, 	397 , 	853 , 	577 , 	180 , 	21 , 	340 , 	356 , 	427 , 	603 , 	262 , 	286 , 	283 , 	164 , 	151 , 	133 , 	97 , 	170 , 	329 , 	116 , 	163 , 	147 , 	78 , 	62 , 	49 , 	60 , 	655 , 	646 , 	866 , 	699 , 	222 , 	220 , 	132 , 	94 , 	149 , 	36 , 	42 , 	138 , 	25 , 	86 , 	20 , 	12 , 	69 , 	72 ," 	10,489 ",,,Extensions," 	36,064 ",,,,,,,
AS, 	113 , 	137 , 	71 , 	39 , 	290 , 	5 , 	77 , 	176 , 	242 , 	86 , 	95 , 	130 , 	44 , 	45 , 	42 , 	22 , 	30 , 	49 , 	26 , 	19 , 	24 , 	11 , 	9 , 	14 , 	30 , 	393 , 	436 , 	322 , 	294 , 	95 , 	81 , 	21 , 	17 , 	24 , 	5 , 	8 , 	24 , 	5 , 	20 , 	4 , 	6 , 	27 , 	11 ," 	3,618 ",,,,,,,,,,,
MA, 	139 , 	211 , 	89 , 	71 , 	338 , 	80 , 	10 , 	114 , 	225 , 	67 , 	133 , 	182 , 	92 , 	85 , 	90 , 	51 , 	61 , 	97 , 	96 , 	86 , 	85 , 	28 , 	28 , 	42 , 	44 , 	634 , 	689 , 	576 , 	554 , 	171 , 	137 , 	52 , 	50 , 	57 , 	22 , 	14 , 	49 , 	29 , 	103 , 	8 , 	11 , 	38 , 	25 ," 	5,765 ",,,,,,,,,,,
19, 	138 , 	426 , 	166 , 	161 , 	378 , 	181 , 	112 , 	8 , 	75 , 	32 , 	105 , 	159 , 	166 , 	160 , 	157 , 	133 , 	154 , 	281 , 	222 , 	284 , 	207 , 	104 , 	71 , 	95 , 	43 , 	579 , 	593 , 	478 , 	523 , 	135 , 	152 , 	110 , 	94 , 	124 , 	70 , 	38 , 	118 , 	92 , 	205 , 	29 , 	21 , 	20 , 	51 ," 	7,449 ",,,,,,,,,,,
12, 	214 , 	648 , 	278 , 	246 , 	532 , 	239 , 	212 , 	69 , 	24 , 	56 , 	210 , 	345 , 	354 , 	350 , 	299 , 	197 , 	262 , 	439 , 	310 , 	387 , 	308 , 	184 , 	147 , 	185 , 	86 , 	868 , 	852 , 	938 , 	814 , 	203 , 	259 , 	153 , 	146 , 	192 , 	120 , 	69 , 	233 , 	114 , 	278 , 	41 , 	31 , 	40 , 	77 ," 	12,006 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	35 , 	110 , 	120 , 	83 , 	237 , 	88 , 	65 , 	29 , 	51 , 	8 , 	130 , 	201 , 	223 , 	208 , 	129 , 	83 , 	112 , 	149 , 	24 , 	20 , 	19 , 	9 , 	10 , 	29 , 	29 , 	470 , 	458 , 	469 , 	348 , 	90 , 	84 , 	37 , 	46 , 	48 , 	14 , 	82 , 	221 , 	7 , 	22 , 	8 , 	7 , 	40 , 	10 ," 	4,661 ",,,Dtwn SF,"3,840","13,064","29,956","10,855","17,140","19,227","4,354","94,083"
