Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jul 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	25 , 	92 , 	76 , 	27 , 	197 , 	71 , 	57 , 	37 , 	63 , 	12 , 	76 , 	117 , 	18 , 	21 , 	19 , 	12 , 	10 , 	18 , 	24 , 	12 , 	9 , 	4 , 	6 , 	13 , 	14 , 	90 , 	61 , 	170 , 	74 , 	72 , 	110 , 	20 , 	25 , 	13 , 	14 , 	4 , 	8 , 	3 , 	22 , 	5 , 	3 , 	6 , 	5 ," 	1,730 ",,,Eastbay," 	36,589 ",,SF CBD," 	83,913 ",62.3%,,,
EN, 	47 , 	12 , 	40 , 	31 , 	207 , 	80 , 	70 , 	49 , 	110 , 	17 , 	94 , 	209 , 	35 , 	44 , 	35 , 	22 , 	20 , 	41 , 	21 , 	8 , 	13 , 	2 , 	4 , 	9 , 	23 , 	240 , 	218 , 	498 , 	227 , 	60 , 	100 , 	30 , 	50 , 	34 , 	15 , 	3 , 	16 , 	4 , 	16 , 	27 , 	38 , 	50 , 	7 ," 	2,872 ",,,Westbay," 	41,020 ",,non-CBD," 	53,450 ",39.7%,,,
EP, 	73 , 	54 , 	7 , 	27 , 	282 , 	55 , 	43 , 	31 , 	86 , 	21 , 	30 , 	93 , 	16 , 	11 , 	9 , 	5 , 	11 , 	27 , 	13 , 	7 , 	13 , 	4 , 	7 , 	14 , 	3 , 	143 , 	97 , 	232 , 	101 , 	22 , 	33 , 	11 , 	6 , 	12 , 	3 , 	3 , 	11 , 	2 , 	9 , 	1 , 	3 , 	26 , 	6 ," 	1,654 ",,,Transbay," 	62,603 ",,,,,,,
NB, 	32 , 	38 , 	28 , 	22 , 	75 , 	31 , 	32 , 	27 , 	58 , 	10 , 	22 , 	100 , 	12 , 	12 , 	10 , 	4 , 	5 , 	17 , 	7 , 	8 , 	13 , 	6 , 	5 , 	11 , 	7 , 	151 , 	127 , 	238 , 	138 , 	43 , 	43 , 	15 , 	6 , 	6 , 	2 , 	2 , 	8 , 	1 , 	7 , 	2 , 	2 , 	33 , 	5 ," 	1,416 ",,,SFO Ext," 	10,172 ",,,,,,,
BK, 	161 , 	297 , 	288 , 	72 , 	12 , 	213 , 	159 , 	162 , 	248 , 	75 , 	132 , 	180 , 	65 , 	59 , 	53 , 	24 , 	44 , 	135 , 	40 , 	40 , 	49 , 	23 , 	18 , 	32 , 	35 , 	408 , 	278 , 	860 , 	343 , 	122 , 	106 , 	42 , 	22 , 	52 , 	15 , 	20 , 	48 , 	9 , 	22 , 	6 , 	5 , 	52 , 	34 ," 	5,052 ",,,Extensions," 	16,916 ",,,,,,,
AS, 	68 , 	104 , 	68 , 	38 , 	167 , 	8 , 	62 , 	79 , 	109 , 	38 , 	74 , 	90 , 	31 , 	30 , 	25 , 	10 , 	15 , 	31 , 	13 , 	12 , 	10 , 	5 , 	7 , 	10 , 	30 , 	150 , 	109 , 	249 , 	169 , 	87 , 	68 , 	18 , 	18 , 	10 , 	8 , 	3 , 	10 , 	3 , 	11 , 	3 , 	1 , 	17 , 	5 ," 	2,068 ",,,,,,,,,,,
MA, 	53 , 	101 , 	35 , 	34 , 	146 , 	72 , 	13 , 	41 , 	74 , 	17 , 	70 , 	170 , 	34 , 	51 , 	54 , 	16 , 	13 , 	36 , 	42 , 	22 , 	28 , 	10 , 	13 , 	25 , 	23 , 	204 , 	180 , 	438 , 	238 , 	97 , 	98 , 	26 , 	21 , 	17 , 	9 , 	6 , 	20 , 	6 , 	47 , 	3 , 	2 , 	23 , 	8 ," 	2,629 ",,,,,,,,,,,
19, 	39 , 	64 , 	31 , 	27 , 	155 , 	85 , 	39 , 	8 , 	32 , 	11 , 	53 , 	86 , 	36 , 	49 , 	36 , 	11 , 	20 , 	38 , 	29 , 	16 , 	30 , 	10 , 	11 , 	25 , 	26 , 	117 , 	110 , 	253 , 	153 , 	57 , 	49 , 	21 , 	16 , 	20 , 	9 , 	3 , 	9 , 	6 , 	32 , 	2 , 	3 , 	6 , 	10 ," 	1,840 ",,,,,,,,,,,
12, 	56 , 	143 , 	88 , 	53 , 	220 , 	111 , 	63 , 	21 , 	15 , 	23 , 	96 , 	157 , 	99 , 	109 , 	76 , 	40 , 	62 , 	94 , 	59 , 	47 , 	58 , 	25 , 	25 , 	49 , 	56 , 	238 , 	234 , 	639 , 	250 , 	81 , 	85 , 	42 , 	57 , 	74 , 	34 , 	13 , 	23 , 	13 , 	56 , 	11 , 	11 , 	27 , 	26 ," 	3,755 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	10 , 	21 , 	22 , 	13 , 	72 , 	29 , 	19 , 	8 , 	22 , 	3 , 	56 , 	140 , 	96 , 	109 , 	40 , 	21 , 	47 , 	50 , 	8 , 	5 , 	8 , 	3 , 	4 , 	9 , 	16 , 	157 , 	143 , 	393 , 	157 , 	55 , 	45 , 	19 , 	19 , 	17 , 	11 , 	35 , 	54 , 	2 , 	7 , 	3 , 	1 , 	28 , 	4 ," 	1,976 ",,,Dtwn SF," 	1,675 "," 	5,262 "," 	13,953 "," 	5,261 "," 	5,808 "," 	8,859 "," 	2,731 "," 	40,817 "
FV, 	53 , 	93 , 	27 , 	29 , 	142 , 	83 , 	74 , 	46 , 	110 , 	49 , 	16 , 	281 , 	119 , 	226 , 	132 , 	54 , 	53 , 	78 , 	28 , 	16 , 	21 , 	8 , 	23 , 	30 , 	66 , 	181 , 	167 , 	468 , 	193 , 	108 , 	147 , 	31 , 	45 , 	38 , 	14 , 	31 , 	97 , 	5 , 	37 , 	5 , 	5 , 	33 , 	7 ," 	3,465 ",,,OAK," 	5,037 ", 	651 ," 	1,145 "," 	1,784 ", 	767 ," 	2,469 ", 	196 ," 	11,853 "
CL, 	66 , 	231 , 	113 , 	106 , 	172 , 	139 , 	175 , 	103 , 	171 , 	140 , 	280 , 	10 , 	349 , 	387 , 	255 , 	152 , 	242 , 	302 , 	123 , 	144 , 	142 , 	102 , 	105 , 	84 , 	66 , 	273 , 	178 , 	542 , 	276 , 	108 , 	154 , 	77 , 	62 , 	77 , 	28 , 	190 , 	604 , 	50 , 	139 , 	20 , 	30 , 	37 , 	27 ," 	7,023 ",,,CM line," 	13,385 "," 	1,168 "," 	4,557 "," 	1,206 ", 	923 ," 	1,640 ", 	969 ," 	22,878 "
SL, 	18 , 	34 , 	12 , 	11 , 	68 , 	30 , 	40 , 	41 , 	107 , 	89 , 	132 , 	336 , 	12 , 	106 , 	78 , 	35 , 	35 , 	62 , 	10 , 	6 , 	7 , 	6 , 	4 , 	12 , 	21 , 	147 , 	134 , 	325 , 	103 , 	35 , 	40 , 	19 , 	27 , 	17 , 	6 , 	23 , 	44 , 	2 , 	13 , 	5 , 	3 , 	21 , 	4 ," 	2,276 ",,,RM line," 	5,365 "," 	1,762 "," 	1,309 "," 	3,123 ", 	593 ," 	2,302 ", 	339 ," 	14,452 "
BF, 	15 , 	37 , 	13 , 	12 , 	55 , 	31 , 	55 , 	54 , 	133 , 	92 , 	218 , 	388 , 	110 , 	10 , 	118 , 	91 , 	82 , 	141 , 	12 , 	9 , 	8 , 	2 , 	4 , 	8 , 	25 , 	140 , 	104 , 	262 , 	102 , 	19 , 	38 , 	16 , 	22 , 	19 , 	6 , 	44 , 	140 , 	2 , 	21 , 	3 , 	3 , 	15 , 	7 ," 	2,680 ",,,WP line," 	5,737 ", 	806 , 	930 , 	618 ," 	2,839 "," 	1,440 ", 	412 ," 	12,369 "
HY, 	16 , 	36 , 	11 , 	11 , 	50 , 	28 , 	48 , 	46 , 	81 , 	36 , 	144 , 	259 , 	95 , 	143 , 	13 , 	95 , 	94 , 	171 , 	13 , 	10 , 	9 , 	2 , 	4 , 	11 , 	18 , 	103 , 	58 , 	157 , 	55 , 	18 , 	30 , 	10 , 	15 , 	12 , 	9 , 	16 , 	40 , 	4 , 	14 , 	3 , 	5 , 	8 , 	5 ," 	2,002 ",,,FT/ED line," 	8,479 "," 	2,560 "," 	1,754 "," 	2,337 "," 	1,489 "," 	11,052 ", 	501 ," 	27,670 "
SH, 	7 , 	14 , 	6 , 	5 , 	26 , 	12 , 	19 , 	12 , 	35 , 	21 , 	46 , 	143 , 	39 , 	90 , 	93 , 	9 , 	41 , 	88 , 	6 , 	4 , 	5 , 	1 , 	1 , 	5 , 	7 , 	58 , 	42 , 	128 , 	33 , 	16 , 	26 , 	7 , 	11 , 	19 , 	5 , 	10 , 	23 , 	1 , 	9 , 	4 , 	2 , 	6 , 	4 ," 	1,134 ",,,SFIA," 	2,362 ", 	203 , 	957 , 	260 , 	344 , 	468 , 	432 ," 	4,593 "
UC, 	6 , 	21 , 	11 , 	4 , 	49 , 	18 , 	16 , 	22 , 	62 , 	48 , 	57 , 	223 , 	45 , 	89 , 	96 , 	42 , 	11 , 	136 , 	9 , 	9 , 	3 , 	2 , 	1 , 	6 , 	7 , 	155 , 	91 , 	218 , 	62 , 	14 , 	21 , 	8 , 	15 , 	14 , 	7 , 	16 , 	27 , 	3 , 	13 , 	5 , 	1 , 	19 , 	4 ," 	1,682 ",,,Entries," 	42,039 "," 	12,411 "," 	24,604 "," 	14,587 "," 	12,762 "," 	28,229 "," 	5,579 "," 	134,632 "
