Exit stations,Entry stations->,,WEEKDAY,,,Jun 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,,,
RM, 	13 , 	111 , 	91 , 	68 , 	394 , 	107 , 	148 , 	168 , 	205 , 	50 , 	91 , 	70 , 	32 , 	24 , 	25 , 	19 , 	19 , 	30 , 	21 , 	12 , 	24 , 	8 , 	6 , 	19 , 	27 , 	372 , 	406 , 	458 , 	340 , 	186 , 	184 , 	49 , 	57 , 	54 , 	15 , 	5 , 	14 , 	4 , 	35 , 	15 , 	17 , 	60 , 	30 , 	5 , 	14 , 	9 ," 	4,110 ",,,,,,,,,,,,,
EN, 	135 , 	23 , 	105 , 	92 , 	865 , 	160 , 	275 , 	523 , 	650 , 	116 , 	121 , 	144 , 	61 , 	47 , 	56 , 	25 , 	37 , 	63 , 	33 , 	19 , 	30 , 	9 , 	12 , 	30 , 	42 , 	969 ," 	1,069 ", 	935 , 	824 , 	274 , 	221 , 	77 , 	85 , 	73 , 	28 , 	9 , 	30 , 	6 , 	32 , 	36 , 	45 , 	126 , 	68 , 	14 , 	37 , 	19 ," 	8,648 ",,,,,,,,,,,,,
EP, 	95 , 	96 , 	17 , 	52 , 	656 , 	93 , 	142 , 	316 , 	352 , 	66 , 	54 , 	60 , 	32 , 	17 , 	25 , 	9 , 	19 , 	40 , 	19 , 	20 , 	27 , 	10 , 	7 , 	31 , 	16 , 	579 , 	664 , 	421 , 	434 , 	138 , 	79 , 	42 , 	26 , 	31 , 	4 , 	8 , 	18 , 	4 , 	13 , 	9 , 	13 , 	77 , 	34 , 	8 , 	33 , 	13 ," 	4,917 ",,,,,,,,,,,,,
NB, 	68 , 	89 , 	57 , 	19 , 	184 , 	66 , 	90 , 	278 , 	257 , 	56 , 	65 , 	60 , 	33 , 	17 , 	28 , 	10 , 	22 , 	32 , 	17 , 	20 , 	31 , 	9 , 	9 , 	17 , 	16 , 	689 , 	755 , 	422 , 	534 , 	169 , 	102 , 	42 , 	22 , 	27 , 	6 , 	8 , 	16 , 	3 , 	19 , 	9 , 	10 , 	96 , 	34 , 	12 , 	38 , 	14 ," 	4,574 ",,,,,,,,,,,,,
BK, 	433 , 	918 , 	652 , 	192 , 	52 , 	346 , 	390 , 	604 , 	579 , 	205 , 	298 , 	177 , 	188 , 	145 , 	140 , 	83 , 	168 , 	269 , 	124 , 	166 , 	152 , 	81 , 	61 , 	41 , 	75 ," 	1,300 "," 	1,187 ", 	905 , 	872 , 	360 , 	289 , 	156 , 	107 , 	102 , 	40 , 	60 , 	156 , 	45 , 	120 , 	35 , 	47 , 	180 , 	200 , 	61 , 	70 , 	105 ," 	12,936 ",,,,,,,,,,,,,
AS, 	115 , 	143 , 	92 , 	63 , 	321 , 	19 , 	96 , 	275 , 	282 , 	62 , 	94 , 	82 , 	53 , 	39 , 	39 , 	23 , 	39 , 	46 , 	28 , 	25 , 	25 , 	10 , 	7 , 	16 , 	30 , 	763 , 	795 , 	488 , 	560 , 	242 , 	133 , 	37 , 	39 , 	29 , 	10 , 	10 , 	20 , 	6 , 	31 , 	13 , 	16 , 	67 , 	44 , 	10 , 	26 , 	21 ," 	5,384 ",,,,,,,,,,,,,
MA, 	163 , 	293 , 	127 , 	87 , 	377 , 	100 , 	35 , 	229 , 	273 , 	70 , 	160 , 	165 , 	120 , 	97 , 	106 , 	54 , 	87 , 	117 , 	158 , 	187 , 	155 , 	54 , 	48 , 	59 , 	53 ," 	1,116 "," 	1,249 ", 	886 , 	933 , 	411 , 	239 , 	81 , 	71 , 	72 , 	26 , 	23 , 	68 , 	58 , 	269 , 	32 , 	36 , 	129 , 	71 , 	27 , 	34 , 	36 ," 	9,240 ",,,,,,,,,,,,,
19, 	190 , 	559 , 	326 , 	297 , 	554 , 	286 , 	219 , 	35 , 	59 , 	45 , 	195 , 	234 , 	261 , 	219 , 	231 , 	170 , 	239 , 	370 , 	364 , 	408 , 	339 , 	177 , 	124 , 	209 , 	67 ," 	1,350 "," 	1,485 ", 	946 ," 	1,081 ", 	484 , 	333 , 	184 , 	139 , 	167 , 	89 , 	80 , 	244 , 	192 , 	320 , 	82 , 	78 , 	98 , 	152 , 	105 , 	38 , 	121 ," 	13,947 ",,,,,,,,,,,,,
12, 	220 , 	665 , 	337 , 	265 , 	506 , 	265 , 	262 , 	60 , 	51 , 	41 , 	256 , 	346 , 	379 , 	355 , 	307 , 	204 , 	242 , 	379 , 	361 , 	425 , 	314 , 	166 , 	131 , 	166 , 	111 ," 	1,324 "," 	1,314 ", 	984 ," 	1,005 ", 	354 , 	332 , 	187 , 	194 , 	213 , 	148 , 	118 , 	249 , 	195 , 	387 , 	103 , 	97 , 	147 , 	184 , 	125 , 	58 , 	100 ," 	14,628 ",,,,,,,,,,,,,
LM, 	55 , 	122 , 	66 , 	55 , 	192 , 	64 , 	77 , 	60 , 	65 , 	29 , 	223 , 	326 , 	346 , 	305 , 	198 , 	116 , 	154 , 	227 , 	41 , 	33 , 	34 , 	14 , 	16 , 	30 , 	49 , 	857 ," 	1,013 ", 	739 , 	646 , 	255 , 	160 , 	68 , 	82 , 	83 , 	14 , 	164 , 	280 , 	19 , 	66 , 	17 , 	18 , 	42 , 	31 , 	116 , 	28 , 	146 ," 	7,741 ",,,,,,,,,,,,,
FV, 	91 , 	117 , 	58 , 	75 , 	290 , 	95 , 	168 , 	217 , 	270 , 	177 , 	27 , 	289 , 	247 , 	249 , 	198 , 	94 , 	79 , 	133 , 	48 , 	26 , 	45 , 	14 , 	27 , 	44 , 	103 , 	933 ," 	1,003 ", 	934 , 	886 , 	326 , 	219 , 	78 , 	80 , 	68 , 	12 , 	67 , 	134 , 	12 , 	59 , 	16 , 	29 , 	74 , 	27 , 	68 , 	14 , 	53 ," 	8,271 ",,,,,,,,,,,,,
