Exit stations,Entry stations->,,WEEKDAY,,,Dec 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	15 , 	64 , 	54 , 	32 , 	197 , 	46 , 	69 , 	54 , 	65 , 	18 , 	44 , 	33 , 	22 , 	11 , 	16 , 	9 , 	5 , 	10 , 	12 , 	6 , 	13 , 	7 , 	6 , 	10 , 	15 , 	166 , 	136 , 	219 , 	133 , 	85 , 	92 , 	25 , 	30 , 	32 , 	11 , 	3 , 	5 , 	2 , 	7 , 	8 , 	11 , 	38 , 	12 , 	2 , 	8 , 	10 , 	7 , 	7 , 	3 , 	10 ," 	1,895 ",,,,,,,,,,,,,
EN, 	64 , 	19 , 	53 , 	40 , 	298 , 	52 , 	99 , 	126 , 	163 , 	32 , 	63 , 	35 , 	29 , 	20 , 	23 , 	9 , 	13 , 	15 , 	14 , 	9 , 	17 , 	6 , 	6 , 	17 , 	20 , 	333 , 	296 , 	409 , 	276 , 	116 , 	92 , 	38 , 	33 , 	51 , 	11 , 	5 , 	10 , 	2 , 	6 , 	16 , 	15 , 	62 , 	24 , 	6 , 	20 , 	18 , 	13 , 	16 , 	2 , 	9 ," 	3,119 ",,,,,,,,,,,,,
EP, 	57 , 	49 , 	8 , 	28 , 	236 , 	40 , 	59 , 	84 , 	92 , 	20 , 	22 , 	8 , 	13 , 	9 , 	8 , 	5 , 	6 , 	7 , 	7 , 	7 , 	11 , 	5 , 	4 , 	14 , 	4 , 	198 , 	177 , 	170 , 	132 , 	44 , 	35 , 	14 , 	12 , 	17 , 	3 , 	2 , 	4 , 	2 , 	4 , 	4 , 	6 , 	41 , 	9 , 	3 , 	14 , 	4 , 	6 , 	7 , 	1 , 	3 ," 	1,714 ",,,,,,,,,,,,,
NB, 	33 , 	33 , 	28 , 	9 , 	66 , 	24 , 	40 , 	66 , 	64 , 	15 , 	31 , 	13 , 	14 , 	9 , 	9 , 	4 , 	6 , 	8 , 	9 , 	6 , 	10 , 	3 , 	4 , 	9 , 	8 , 	212 , 	174 , 	153 , 	141 , 	62 , 	40 , 	15 , 	13 , 	9 , 	5 , 	1 , 	4 , 	1 , 	2 , 	3 , 	3 , 	56 , 	9 , 	2 , 	15 , 	5 , 	6 , 	9 , 	1 , 	2 ," 	1,462 ",,,,,,,,,,,,,
BK, 	226 , 	310 , 	240 , 	76 , 	23 , 	120 , 	126 , 	166 , 	182 , 	65 , 	107 , 	52 , 	63 , 	52 , 	48 , 	28 , 	45 , 	43 , 	36 , 	29 , 	46 , 	19 , 	12 , 	14 , 	33 , 	308 , 	216 , 	290 , 	192 , 	100 , 	82 , 	50 , 	29 , 	34 , 	11 , 	13 , 	29 , 	5 , 	22 , 	11 , 	12 , 	85 , 	33 , 	11 , 	27 , 	16 , 	33 , 	48 , 	8 , 	18 ," 	3,844 ",,,,,,,,,,,,,
AS, 	46 , 	51 , 	42 , 	24 , 	113 , 	8 , 	34 , 	69 , 	67 , 	20 , 	48 , 	21 , 	22 , 	14 , 	12 , 	8 , 	7 , 	8 , 	9 , 	8 , 	6 , 	3 , 	3 , 	6 , 	11 , 	190 , 	162 , 	148 , 	135 , 	65 , 	45 , 	15 , 	14 , 	13 , 	3 , 	2 , 	6 , 	0 , 	5 , 	4 , 	6 , 	33 , 	7 , 	2 , 	12 , 	7 , 	7 , 	11 , 	3 , 	6 ," 	1,562 ",,,,,,,,,,,,,
MA, 	81 , 	96 , 	53 , 	38 , 	121 , 	35 , 	15 , 	71 , 	82 , 	22 , 	79 , 	53 , 	53 , 	30 , 	30 , 	23 , 	20 , 	22 , 	74 , 	45 , 	65 , 	26 , 	16 , 	34 , 	26 , 	325 , 	278 , 	290 , 	256 , 	146 , 	89 , 	32 , 	31 , 	32 , 	8 , 	6 , 	18 , 	12 , 	59 , 	8 , 	9 , 	58 , 	13 , 	9 , 	14 , 	19 , 	15 , 	23 , 	17 , 	58 ," 	3,037 ",,,,,,,,,,,,,
19, 	59 , 	131 , 	81 , 	72 , 	155 , 	70 , 	71 , 	16 , 	19 , 	12 , 	54 , 	47 , 	68 , 	53 , 	51 , 	28 , 	50 , 	46 , 	68 , 	74 , 	78 , 	44 , 	32 , 	54 , 	28 , 	420 , 	334 , 	319 , 	282 , 	154 , 	108 , 	52 , 	41 , 	48 , 	16 , 	13 , 	38 , 	18 , 	40 , 	19 , 	16 , 	54 , 	27 , 	18 , 	16 , 	27 , 	26 , 	33 , 	14 , 	49 ," 	3,639 ",,,,,,,,,,,,,
12, 	76 , 	159 , 	87 , 	63 , 	159 , 	68 , 	80 , 	20 , 	17 , 	12 , 	53 , 	57 , 	99 , 	81 , 	64 , 	47 , 	64 , 	54 , 	82 , 	93 , 	94 , 	42 , 	35 , 	59 , 	37 , 	401 , 	306 , 	376 , 	274 , 	129 , 	107 , 	57 , 	58 , 	65 , 	26 , 	12 , 	53 , 	27 , 	63 , 	28 , 	26 , 	70 , 	29 , 	15 , 	16 , 	22 , 	23 , 	31 , 	15 , 	68 ," 	4,000 ",,,,,,,,,,,,,
LM, 	18 , 	31 , 	17 , 	15 , 	58 , 	20 , 	22 , 	13 , 	11 , 	11 , 	68 , 	69 , 	136 , 	99 , 	59 , 	43 , 	43 , 	40 , 	9 , 	5 , 	10 , 	4 , 	2 , 	8 , 	14 , 	260 , 	223 , 	237 , 	188 , 	87 , 	64 , 	26 , 	29 , 	28 , 	5 , 	51 , 	84 , 	5 , 	8 , 	4 , 	5 , 	14 , 	5 , 	40 , 	13 , 	35 , 	23 , 	25 , 	6 , 	10 ," 	2,299 ",,,,,,,,,,,,,
FV, 	47 , 	57 , 	23 , 	27 , 	106 , 	51 , 	80 , 	63 , 	55 , 	66 , 	23 , 	101 , 	136 , 	119 , 	104 , 	48 , 	42 , 	47 , 	16 , 	10 , 	17 , 	8 , 	8 , 	22 , 	58 , 	282 , 	254 , 	341 , 	287 , 	132 , 	111 , 	28 , 	40 , 	47 , 	6 , 	31 , 	72 , 	3 , 	9 , 	4 , 	10 , 	34 , 	7 , 	32 , 	7 , 	39 , 	23 , 	25 , 	5 , 	14 ," 	3,177 ",,,,,,,,,,,,,
