Exit stations,Entry stations->,,SATURDAY,,,Dec 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	20 , 	41 , 	49 , 	22 , 	129 , 	36 , 	50 , 	30 , 	33 , 	11 , 	35 , 	26 , 	13 , 	7 , 	8 , 	5 , 	4 , 	4 , 	8 , 	4 , 	10 , 	4 , 	4 , 	6 , 	14 , 	72 , 	57 , 	163 , 	61 , 	57 , 	66 , 	16 , 	19 , 	13 , 	4 , 	2 , 	2 , 	1 , 	2 , 	7 , 	8 , 	34 , 	6 , 	1 , 	4 , 	8 , 	7 , 	9 , 	4 , 	4 ," 	1,197 ",,,,,,,,,,
EN, 	48 , 	17 , 	41 , 	29 , 	149 , 	37 , 	59 , 	52 , 	69 , 	19 , 	44 , 	25 , 	17 , 	17 , 	14 , 	6 , 	7 , 	7 , 	12 , 	8 , 	12 , 	6 , 	3 , 	12 , 	13 , 	150 , 	119 , 	305 , 	119 , 	69 , 	60 , 	22 , 	23 , 	18 , 	7 , 	5 , 	6 , 	1 , 	7 , 	5 , 	10 , 	50 , 	10 , 	2 , 	19 , 	10 , 	13 , 	21 , 	2 , 	6 ," 	1,782 ",,,,,,,,,,
EP, 	48 , 	35 , 	10 , 	22 , 	157 , 	34 , 	36 , 	54 , 	43 , 	12 , 	16 , 	8 , 	8 , 	8 , 	5 , 	5 , 	3 , 	7 , 	4 , 	4 , 	11 , 	4 , 	3 , 	13 , 	5 , 	96 , 	77 , 	171 , 	78 , 	39 , 	24 , 	10 , 	7 , 	7 , 	1 , 	1 , 	3 , 	0 , 	4 , 	2 , 	2 , 	34 , 	4 , 	2 , 	9 , 	2 , 	4 , 	9 , 	0 , 	1 ," 	1,144 ",,,,,,,,,,
NB, 	22 , 	28 , 	24 , 	11 , 	39 , 	16 , 	29 , 	53 , 	35 , 	10 , 	24 , 	11 , 	13 , 	7 , 	5 , 	1 , 	4 , 	4 , 	3 , 	5 , 	9 , 	2 , 	1 , 	7 , 	7 , 	113 , 	78 , 	144 , 	101 , 	62 , 	38 , 	16 , 	7 , 	6 , 	3 , 	1 , 	3 , 	0 , 	2 , 	1 , 	2 , 	45 , 	5 , 	1 , 	11 , 	3 , 	4 , 	8 , 	2 , 	2 ," 	1,030 ",,,,,,,,,,
BK, 	154 , 	160 , 	165 , 	47 , 	36 , 	77 , 	81 , 	110 , 	114 , 	32 , 	61 , 	35 , 	36 , 	24 , 	27 , 	15 , 	26 , 	24 , 	15 , 	16 , 	34 , 	17 , 	8 , 	10 , 	21 , 	244 , 	175 , 	337 , 	180 , 	102 , 	69 , 	48 , 	19 , 	27 , 	5 , 	11 , 	19 , 	3 , 	9 , 	8 , 	6 , 	84 , 	25 , 	8 , 	22 , 	16 , 	26 , 	44 , 	4 , 	7 ," 	2,838 ",,,,,,,,,,
AS, 	30 , 	33 , 	25 , 	20 , 	63 , 	12 , 	24 , 	50 , 	45 , 	15 , 	26 , 	17 , 	10 , 	9 , 	8 , 	3 , 	7 , 	5 , 	5 , 	3 , 	7 , 	1 , 	3 , 	6 , 	11 , 	92 , 	72 , 	130 , 	101 , 	55 , 	38 , 	19 , 	8 , 	10 , 	2 , 	2 , 	7 , 	0 , 	2 , 	4 , 	5 , 	27 , 	4 , 	2 , 	9 , 	5 , 	10 , 	10 , 	1 , 	2 ," 	1,053 ",,,,,,,,,,
MA, 	56 , 	51 , 	38 , 	31 , 	81 , 	27 , 	17 , 	51 , 	56 , 	17 , 	54 , 	32 , 	29 , 	19 , 	18 , 	8 , 	11 , 	9 , 	25 , 	22 , 	34 , 	14 , 	10 , 	25 , 	25 , 	176 , 	115 , 	259 , 	176 , 	125 , 	77 , 	25 , 	12 , 	14 , 	4 , 	3 , 	5 , 	3 , 	15 , 	6 , 	4 , 	54 , 	10 , 	5 , 	13 , 	8 , 	11 , 	15 , 	10 , 	19 ," 	1,923 ",,,,,,,,,,
19, 	30 , 	57 , 	56 , 	57 , 	109 , 	59 , 	46 , 	22 , 	11 , 	7 , 	31 , 	39 , 	31 , 	23 , 	21 , 	14 , 	16 , 	18 , 	23 , 	25 , 	40 , 	19 , 	24 , 	49 , 	25 , 	215 , 	144 , 	305 , 	188 , 	135 , 	96 , 	43 , 	16 , 	22 , 	6 , 	6 , 	15 , 	7 , 	10 , 	6 , 	9 , 	42 , 	12 , 	8 , 	9 , 	11 , 	13 , 	23 , 	5 , 	13 ," 	2,209 ",,,,,,,,,,
12, 	38 , 	65 , 	43 , 	43 , 	104 , 	50 , 	54 , 	6 , 	14 , 	8 , 	31 , 	38 , 	38 , 	30 , 	22 , 	16 , 	12 , 	13 , 	23 , 	18 , 	31 , 	15 , 	15 , 	43 , 	27 , 	193 , 	129 , 	295 , 	164 , 	87 , 	73 , 	38 , 	22 , 	19 , 	8 , 	3 , 	9 , 	5 , 	12 , 	10 , 	15 , 	54 , 	15 , 	5 , 	8 , 	8 , 	12 , 	13 , 	3 , 	12 ," 	2,006 ",,,,,,,,,,
LM, 	10 , 	15 , 	12 , 	8 , 	31 , 	12 , 	17 , 	8 , 	5 , 	10 , 	40 , 	46 , 	64 , 	62 , 	29 , 	16 , 	18 , 	20 , 	4 , 	4 , 	3 , 	1 , 	2 , 	4 , 	12 , 	145 , 	103 , 	241 , 	117 , 	75 , 	61 , 	14 , 	17 , 	11 , 	3 , 	34 , 	36 , 	1 , 	3 , 	2 , 	3 , 	10 , 	2 , 	21 , 	10 , 	13 , 	18 , 	21 , 	1 , 	2 ," 	1,415 ",,,,,,,,,,
FV, 	37 , 	41 , 	20 , 	21 , 	62 , 	33 , 	48 , 	44 , 	27 , 	36 , 	23 , 	71 , 	78 , 	100 , 	63 , 	27 , 	21 , 	28 , 	13 , 	7 , 	9 , 	5 , 	5 , 	20 , 	45 , 	135 , 	116 , 	292 , 	159 , 	89 , 	79 , 	21 , 	16 , 	20 , 	5 , 	22 , 	45 , 	4 , 	9 , 	4 , 	5 , 	24 , 	7 , 	29 , 	5 , 	22 , 	18 , 	26 , 	2 , 	10 ," 	2,045 ",,,,,,,,,,
